ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001746059-21-000609	1	Joanna Mouming	CEO	2021-12-15
0001665160-21-002204	1	David Werner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-15
0001665160-21-002204	2	Charles (Tim) Discavage	Director	2021-12-15
0001665160-21-002204	3	Wayne R Palmiter	Director	2021-12-15
0001746059-21-000607	1	David Griffiths	Owner and CEO	2021-12-15
0001670254-21-001382	1	Paul Leon Della Maggiora	CEO	2021-12-15
0001670254-21-001382	2	Bud Aiken	Chief Financial Officer	2021-12-15
0001670254-21-001384	1	Phu Do	Shareholders	2021-12-07
0001670254-21-001384	2	Bao Ho	CEO	2021-12-06
0001665160-21-002202	1	Katya Sverdlov	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-12-15
0001669191-21-001248	5	Adelinda  Bryant	Board Member	2021-12-15
0001669191-21-001248	4	Joe Hassell	Board Member	2021-12-15
0001669191-21-001248	3	Joe Hassell	Principal Accounting Officer	2021-12-15
0001669191-21-001248	2	Joe Hassell	Principal Financial Officer	2021-12-15
0001669191-21-001248	1	Adelinda  Bryant	Principal Executive Officer	2021-12-15
0001665160-21-002201	1	Lyle Gold	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-15
0001665160-21-002199	1	Gianluca De Novi	CEO, Principal Executive Officer and Director	2021-12-15
0001665160-21-002199	2	Michele Marzola	Principal Financial Officer, Principal Accounting Officer, and Director	2021-12-15
0001665160-21-002198	1	Nicolas Billaud	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-15
0001665160-21-002196	1	Yuen Mao	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-15
0001665160-21-002192	1	Lucas Schiff	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2021-12-15
0001665160-21-002190	1	Zain Zaidi	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer	2021-12-15
0001746059-21-000606	1	Shinobu Kato	Owner and Founder	2021-12-15
0001665160-21-002187	1	Brad Price	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer	2021-12-15
0001669191-21-001244	6	Maurizio Patricelli	Board Member	2021-12-15
0001669191-21-001244	7	Jay Shils	Board Member	2021-12-15
0001669191-21-001244	5	Kris Carlson	Board Member	2021-12-15
0001669191-21-001244	4	Dr. Jeffrey Arle	Board Member	2021-12-15
0001669191-21-001244	3	Dr. Jeffrey Arle	Principal Accounting Officer	2021-12-15
0001669191-21-001244	2	Dr. Jeffrey Arle	Principal Financial Officer	2021-12-15
0001669191-21-001244	1	Dr. Jeffrey Arle	Principal Executive Officer	2021-12-15
0001665160-21-002185	1	Luke Tipple	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-15
0001665160-21-002184	1	Jonathan Davies	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-15
0001746059-21-000605	1	Ivy Chuang	Owner and CEO	2021-12-15
0001895196-21-000001	1	Matthew Lutz	CEO	2021-12-15
0001781955-21-000011	1	Ben White	Founder and CEO	2021-12-15
0001746059-21-000604	1	Christopher Brown	Owner and CoFounder	2021-12-15
0001781955-21-000009	1	Andrew Thompson	Founder and CEO	2021-12-15
0001896763-21-000001	1	Branden Givand	President	2021-12-15
0001670254-21-001377	2	Stephen Gould	Founder, CEO and Master Distiller	2021-12-13
0001665160-21-002182	2	Matt Ahrens	COO, Principal Financial Officer and Principal Accounting Officer	2021-12-14
0001856027-21-000005	1	Michael Saloio	Director	2021-12-14
0001670254-21-001380	1	Luis Lopez	COO	2021-12-10
0001670254-21-001377	1	Karen H. Knight, MD	Cofounder, Director	2021-12-13
0001675390-21-000001	1	Christopher J. Kramer	Director	2021-12-14
0001665160-21-002182	1	Tyler Gottstein	CEO and Majority Director of the board, Principal Executive Officer.	2021-12-14
0001856027-21-000005	2	Stephanie Golik	Director	2021-12-14
0001670254-21-001379	1	Arjun Rai	Founder + CEO	2021-12-13
0001670254-21-001380	2	Dennis Maliani	CEO	2021-12-10
0001669191-21-001242	6	Andrea Mandel Mantello	Board Member	2021-12-14
0001669191-21-001242	3	Luigi Boschin	Principal Accounting Officer	2021-12-14
0001669191-21-001242	2	Luigi Boschin	Principal Financial Officer	2021-12-14
0001669191-21-001242	1	Luigi Boschin	Principal Executive Officer	2021-12-14
0001669191-21-001242	5	Luigi Boschin	Board Member	2021-12-14
0001669191-21-001242	4	Bruce  Riezenman	Board Member	2021-12-14
0001857848-21-000003	2	Anuj Patel	Director	2021-12-14
0001857848-21-000003	1	Andrew Page	Director	2021-12-14
0001669191-21-001240	2	Jimmy Ezzell	Board Member	2021-12-14
0001669191-21-001240	1	Jimmy Ezzell	Principal Executive Officer	2021-12-14
0001746059-21-000603	1	Jessica McGuire	Owner and Founder	2021-12-14
0001747584-21-000029	1	Bryan Garcia	Duly Authorized	2021-12-14
0001670254-21-001375	1	Edward Nass	Founder + CEO	2021-12-10
0001665160-21-002179	1	Christopher Dell'Olio	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-14
0001669191-21-001237	1	Bruce  Goldblatt	Principal Executive Officer	2021-12-14
0001669191-21-001237	7	Robert Schrader	Board Member	2021-12-14
0001669191-21-001237	2	Ivana Sears	Principal Financial Officer	2021-12-14
0001669191-21-001237	6	Ivana Sears	Board Member	2021-12-14
0001669191-21-001237	4	Charles  Grady	Board Member	2021-12-14
0001669191-21-001237	5	Bruce  Goldblatt	Board Member	2021-12-14
0001669191-21-001237	3	Ivana Sears	Principal Accounting Officer	2021-12-14
0001802152-21-000002	2	Joseph Maier	Chief Technology Officer	2021-12-14
0001802152-21-000002	1	Frances Maier	Founder and Chief Executive Officer	2021-12-14
0001857547-21-000004	1	Christine Gregory	Member/Manager	2021-12-14
0001670254-21-001369	2	Bradley Tompkins	Board of Directors	2021-12-08
0001670254-21-001369	3	Sarah K England	Board Member	2021-12-08
0001670254-21-001369	4	Komathi Stem	Board Director	2021-12-08
0001670254-21-001369	5	Craig Jonas	CEO	2021-12-08
0001670254-21-001373	2	Chris Manus	Co-Founder and CEO	2021-12-08
0001670254-21-001371	1	Geoff Schneider	Managing Partner, Cava Capital	2021-11-22
0001670254-21-001371	2	Anna Geller	COO	2021-11-18
0001670254-21-001371	3	Todd Waks	CEO, NXT Water	2021-11-18
0001670254-21-001373	1	Frances Alicea	CO-Founder	2021-12-08
0001670254-21-001369	1	Edward Tepper	COO and CFO	2021-12-09
0001670254-21-001369	6	Meg Masten	Chief Relationship Officer	2021-12-08
0001665160-21-002178	1	Allen Witters	CEO, Chairman, and Secretary	2021-12-13
0001670254-21-001367	5	Meg Masten	Chief Relationship Officer and Director	2021-12-10
0001670254-21-001367	6	Craig Jonas	Chief Executive Officer	2021-12-10
0001670254-21-001367	4	Meg Masten	Chief Relationship Officer and Director	2021-12-10
0001670254-21-001367	1	Komathi Stem	Board Member	2021-12-10
0001670254-21-001367	3	Ed Tepper	COO & CFO	2021-12-10
0001670254-21-001367	2	Jeffrey Jonas	Board Member	2021-12-10
0001665160-21-002176	1	Meghan Rossi	CEO, Principal Executive Office and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-13
0001665160-21-002173	1	Scott Brusaw	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-13
0001746059-21-000602	1	Deric Cahill	Owner and CEO	2021-12-13
0001665160-21-002171	2	Kimberly Reilly	Co-CEO and Principal Executive Officer, Director	2021-12-13
0001665160-21-002171	1	Megan Hayes	Co-CEO and Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-12-13
0001670254-21-001365	3	Sean Roddy	CFO	2021-12-09
0001670254-21-001365	2	Andrew Intrater	Investor	2021-12-09
0001670254-21-001365	1	Oliver Heartmont	Founder & CEO	2021-12-10
0001665160-21-002170	1	Zoltan Kemeny	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-13
0001669191-21-001234	5	Vincenzo DePalma	Board Member	2021-12-13
0001669191-21-001234	4	Rodney Reum	Board Member	2021-12-13
0001669191-21-001234	3	Yu-Cheng (Mike) Kao	Principal Accounting Officer	2021-12-13
0001669191-21-001234	7	Carlo Rossato	Board Member	2021-12-13
0001669191-21-001234	8	Kenneth Reardon	Board Member	2021-12-13
0001669191-21-001234	1	Rodney Reum	Principal Executive Officer	2021-12-13
0001669191-21-001234	9	Pasquale Lavacca	Board Member	2021-12-13
0001669191-21-001234	6	Nicolette Keith	Board Member	2021-12-13
0001669191-21-001234	2	Nicolette Keith	Principal Financial Officer	2021-12-13
0001669191-21-001232	4	Christopher Kelley	Board Member	2021-12-13
0001669191-21-001232	3	Bina Khan	Principal Accounting Officer	2021-12-13
0001669191-21-001232	2	Bina Khan	Principal Financial Officer	2021-12-13
0001669191-21-001232	1	Zachary Sadow	Principal Executive Officer	2021-12-13
0001669191-21-001232	5	Cynthia Archer	Board Member	2021-12-13
0001665160-21-002168	1	Randall Huntsinger	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-13
0001665160-21-002167	1	Michael Berk	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-13
0001683827-21-000006	1	Amber Lewis	Manager	2021-12-13
0001896319-21-000001	1	Natasha Birge	Co-Owner	2021-12-13
0001851491-21-000010	4	Geoffrey McFarlane	Member of Board of Directors	2021-12-13
0001851491-21-000010	3	Gene Song	Chief Revenue Officer	2021-12-13
0001851491-21-000010	1	Mark Lynn	Chief Executive Officer	2021-12-13
0001851491-21-000010	2	Morgan McLachlan	Chief Product Officer	2021-12-13
0001665160-21-002166	1	Jay Scales	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-13
0001665160-21-002165	1	Sener Korkusuz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-13
0001871405-21-000006	1	Breanne Cruickshank	Director	2021-12-10
0001871405-21-000007	1	Greg Commins	Manager	2021-12-10
0001896352-21-000001	1	Brian A. Brown	Owner	2021-12-10
0001670254-21-001357	1	Zain Zaidi	Director	2021-12-09
0001670254-21-001357	2	Andres Garcia	Founder & Chief Executive Officer	2021-12-09
0001670254-21-001360	1	Nydia Shipman	Founder, CCO	2021-12-09
0001670254-21-001360	2	Sarah Renahan	Founder, CEO	2021-12-09
0001670254-21-001362	1	Andrew Newsome	Board Member	2021-12-07
0001670254-21-001362	2	Jason Wiener	Director	2021-12-07
0001670254-21-001362	4	Marisol Lazo Flores	Managing Director	2021-12-06
0001670254-21-001362	3	Lauren Olivia Ruffin	Board Member	2021-12-06
0001746059-21-000601	1	Howard Hanna	Owner and Founder	2021-12-10
0001746059-21-000600	1	Howard Hanna	Owner and Founder	2021-12-10
0001746059-21-000599	1	Bettina Fisher	Owner and Founder	2021-12-10
0001879942-21-000001	6	Paul Worcester	Director	2021-12-10
0001879942-21-000001	1	Scott Ford	President, Co-Chief Executive Officer and Director (Principal Executive Officer)	2021-12-10
0001879942-21-000001	3	Cameron McNie	Co-Chief Executive Officer, Chairman of the Board	2021-12-10
0001879942-21-000001	2	Mike Zwonitzer	Interim Chief Financial Officer (Principal Financial Officer)	2021-12-10
0001879942-21-000001	5	Joel Worcester	Director	2021-12-10
0001879942-21-000001	4	Tyler McNie	Co-Chief Executive Officer, Director	2021-12-10
0001897601-21-000006	1	Jennifer Prothow	CEO	2021-12-10
0001746059-21-000598	1	Ashley Baron	Owner and CoFounder	2021-12-10
0001880617-21-000002	1	John Keith Hennessy	President	2021-12-09
0001792908-21-000009	1	Dennis Maliani	CEO	2021-12-09
0001670254-21-001356	1	Lisa P Rawls	CFO	2021-12-09
0001670254-21-001356	2	Angela Hood	Founder/CEO	2021-12-08
0001746059-21-000597	1	Ashley Baron	Owner and CoFounder	2021-12-09
0001669191-21-001230	1	James Buchanan	Principal Executive Officer	2021-12-09
0001669191-21-001230	4	James Buchanan	Board Member	2021-12-09
0001669191-21-001230	3	James Buchanan	Principal Accounting Officer	2021-12-09
0001669191-21-001230	2	James Buchanan	Principal Financial Officer	2021-12-09
0001669191-21-001228	2	Kauffman Scott	Principal Financial Officer	2021-12-09
0001669191-21-001228	1	Kauffman Scott	Principal Executive Officer	2021-12-09
0001669191-21-001228	4	Kauffman Scott	Board Member	2021-12-09
0001669191-21-001228	3	Kauffman Scott	Principal Accounting Officer	2021-12-09
0001669191-21-001226	2	Dermell Brunson	Principal Financial Officer	2021-12-09
0001669191-21-001226	3	Dermell Brunson	Principal Accounting Officer	2021-12-09
0001669191-21-001226	4	Dermell Brunson	Board Member	2021-12-09
0001669191-21-001226	5	Ezekiel Jackson	Board Member	2021-12-09
0001669191-21-001226	1	Dermell Brunson	Principal Executive Officer	2021-12-09
0001669191-21-001224	1	Lisa Williams	Principal Executive Officer	2021-12-09
0001669191-21-001224	2	Lisa Williams	Principal Financial Officer	2021-12-09
0001669191-21-001224	3	Lisa Williams	Principal Accounting Officer	2021-12-09
0001669191-21-001224	4	Lisa Williams	Board Member	2021-12-09
0001669191-21-001222	1	Dale Amon	Principal Executive Officer	2021-12-09
0001669191-21-001220	1	Peter  Goodman	Principal Executive Officer	2021-12-09
0001669191-21-001220	2	Peter  Goodman	Principal Financial Officer	2021-12-09
0001669191-21-001220	3	Peter  Goodman	Principal Accounting Officer	2021-12-09
0001669191-21-001220	4	Peter  Goodman	Board Member	2021-12-09
0001665160-21-002164	1	Sebastien Gaddini	Director and President	2021-12-09
0001665160-21-002164	2	Spiro Leunes	Principal Financial Officer and Principal Accounting Officer	2021-12-09
0001665160-21-002163	2	Tony Samaritano	Director	2021-12-09
0001665160-21-002163	1	Nils Thorjussen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-09
0001669191-21-001217	2	Tyler Prescott	Principal Financial Officer	2021-12-09
0001669191-21-001217	1	Tyler Prescott	Principal Executive Officer	2021-12-09
0001669191-21-001217	5	James Hopkins	Board Member	2021-12-09
0001669191-21-001217	3	Tyler Prescott	Principal Accounting Officer	2021-12-09
0001669191-21-001217	4	Tyler Prescott	Board Member	2021-12-09
0001669191-21-001214	3	John Ambielli	Principal Accounting Officer	2021-12-09
0001669191-21-001214	5	John Ambielli	Board Member	2021-12-09
0001669191-21-001214	4	Maria Ambielli	Board Member	2021-12-09
0001669191-21-001214	2	Maria Ambielli	Principal Financial Officer	2021-12-09
0001669191-21-001214	1	John Ambielli	Principal Executive Officer	2021-12-09
0001669191-21-001212	1	Dennis  Dresser	Principal Executive Officer	2021-12-09
0001669191-21-001212	5	Xugang Li	Board Member	2021-12-09
0001669191-21-001212	4	Dennis  Dresser	Board Member	2021-12-09
0001669191-21-001212	3	Bruce  Weber	Principal Accounting Officer	2021-12-09
0001669191-21-001212	2	Bruce  Weber	Principal Financial Officer	2021-12-09
0001669191-21-001212	6	Bruce  Weber	Board Member	2021-12-09
0001746059-21-000596	1	Matthew Williamson	President and CEO	2021-12-09
0001669191-21-001210	4	Shari Noonan	Board Member	2021-12-09
0001669191-21-001210	3	Shari Noonan	Principal Accounting Officer	2021-12-09
0001669191-21-001210	1	Shari Noonan	Principal Executive Officer	2021-12-09
0001669191-21-001210	2	Shari Noonan	Principal Financial Officer	2021-12-09
0001837254-21-000016	1	Zayn Kalyan	President	2021-08-09
0001669191-21-001207	2	Mark  Newbauer	Principal Financial Officer	2021-12-09
0001669191-21-001207	1	Mark  Newbauer	Principal Executive Officer	2021-12-09
0001669191-21-001207	4	Mark  Newbauer	Board Member	2021-12-09
0001669191-21-001207	3	Mark  Newbauer	Principal Accounting Officer	2021-12-09
0001669191-21-001205	2	Rudy De Leon	Principal Financial Officer	2021-12-09
0001669191-21-001205	3	Rudy De Leon	Principal Accounting Officer	2021-12-09
0001669191-21-001205	4	Rudy De Leon	Board Member	2021-12-09
0001669191-21-001205	1	Rudy De Leon	Principal Executive Officer	2021-12-09
0001888810-21-000005	2	Daniel Bernstein	Director	2021-12-08
0001888810-21-000005	1	Jonas Guenther	Director	2021-12-08
0001665160-21-002162	1	Xing Zhang	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-12-08
0001761537-21-000004	4	Jeff Smith	Director	2021-12-08
0001888810-21-000005	3	Michael Udovich	Director	2021-12-08
0001761537-21-000004	1	Peter Blankenship	Co-Founder, President and a Director	2021-12-08
0001761537-21-000004	2	Geoff Murphy	Chief Executive Officer and a Director	2021-12-08
0001761537-21-000004	3	Sam Blankeship	Co-Founder, Chief Product Officer and a Director	2021-12-08
0001665160-21-002161	1	Robert Rast	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-08
0001746059-21-000595	1	Jose Tavares	CEO	2021-12-08
0001665160-21-002159	2	Joanne Chen	Director	2021-12-08
0001665160-21-002159	3	Robert Siegel	Director	2021-12-08
0001665160-21-002159	4	Lynn Heublein	Director	2021-12-08
0001665160-21-002159	1	Nathan Harding	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-08
0001670254-21-001355	1	Angela Hood	Founder/CEO	2021-04-27
0001746059-21-000594	1	Dakota Rudloff-Eastman	Owner and Founder	2021-12-08
0001669191-21-001202	5	Evelyn Watters	Board Member	2021-12-08
0001669191-21-001202	1	Evelyn Watters	Principal Executive Officer	2021-12-08
0001669191-21-001202	2	Monica Brady	Principal Financial Officer	2021-12-08
0001669191-21-001202	3	Evelyn Watters	Principal Accounting Officer	2021-12-08
0001669191-21-001202	4	Monica Brady	Board Member	2021-12-08
0001746059-21-000593	1	Bobby McAfee-Leason	Owner and Founder	2021-12-08
0001858432-21-000004	1	Jesse Alan Jones	President / Treasurer	2021-12-07
0001858432-21-000004	2	Lizanne Wilfred Rebello	Vice President  / Secretary	2021-12-07
0001665160-21-002154	1	Ted Gee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-07
0001858432-21-000002	1	Jesse Alan Jones	President / Treasurer	2021-12-07
0001858432-21-000002	2	Lizanne Wilfred Rebello	Vice President  / Secretary	2021-12-07
0001665160-21-002153	1	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-07
0001665160-21-002152	1	Gabriel Dungan	Manger and Principal Financial Officer of the Issuer	2021-12-07
0001665160-21-002152	2	Vincent Dungan	Principal Financial Officer / CFO	2021-12-07
0001746059-21-000592	1	Angela Bradway	Founder and CEO	2021-12-07
0001890316-21-000002	1	Adam Carver	CEO	2021-12-07
0001665160-21-002151	1	Ryan White	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-07
0001746059-21-000591	1	Teasha Chestnut	Owner and Founder	2021-12-07
0001891794-21-000003	1	Matthew Lutz	CEO	2021-12-07
0001746059-21-000587	1	Daniel Minzer	Owner and Founder	2021-12-06
0001870897-21-000006	1	Steve Youngdahl	Managing Director	2021-12-06
0001746059-21-000588	1	Matthew Fazzio	Owner and Founder	2021-12-06
0001746059-21-000589	1	Carolyn Alexander	Owner and Founder	2021-12-06
0001746059-21-000590	1	Teasha Chestnut	Owner and Founder	2021-12-06
0001670254-21-001353	1	Yousef Abdulhassan	Founder	2021-12-03
0001665160-21-002150	1	David Colleen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-06
0001665160-21-002148	1	David Colleen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-06
0001890178-21-000001	1	(Sort Order 1) Vittorio Pareto	Chairman and Chief Executive Officer	2021-12-06
0001890178-21-000001	2	(Sort order: 2) Peter Stein	President and Chief Scientist	2021-12-06
0001746059-21-000586	1	Kaleb Green	Owner and CEO	2021-12-06
0001665160-21-002146	1	Andrew Maffey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-06
0001669191-21-001200	1	Peter  Goodman	Principal Executive Officer	2021-12-06
0001669191-21-001200	2	Peter  Goodman	Principal Financial Officer	2021-12-06
0001669191-21-001200	3	Peter  Goodman	Principal Accounting Officer	2021-12-06
0001669191-21-001200	4	Peter  Goodman	Board Member	2021-12-06
0001669191-21-001198	5	Patrick Lincoln	Board Member	2021-12-06
0001669191-21-001198	4	Patrick Cahill	Board Member	2021-12-06
0001669191-21-001198	3	Sophia Becker	Principal Accounting Officer	2021-12-06
0001669191-21-001198	2	Patrick Cahill	Principal Financial Officer	2021-12-06
0001669191-21-001198	1	Sophia Becker	Principal Executive Officer	2021-12-06
0001669191-21-001198	6	Sophia Becker	Board Member	2021-12-06
0001746059-21-000585	1	Heather-Wren Werner	Owner and Founder	2021-12-06
0001644600-21-000140	1	Anthony Franco	Chief Executive Officer	2021-12-06
0001665160-21-002145	1	Bongsu Kim	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-06
0001746059-21-000584	1	Christopher Mitchem	Founder and CEO	2021-12-06
0001896853-21-000002	1	Tsamara Alatas	Manager	2021-12-06
0001891794-21-000001	1	Matthew Lutz	CEO	2021-12-06
0001665160-21-002144	1	Denys Gurak	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-06
0001824158-21-000003	1	Jontae James	CEO	2021-12-06
0001862075-21-000003	1	Elvia Guadalupe Ruiz Avila	Sole Director	2021-12-06
0001780439-21-000019	1	Grant Gregory Weiss	Chief Executive Officer	2021-12-06
0001670254-21-001350	1	Taryn Segal	Director	2021-12-03
0001670254-21-001350	2	Aner Ben-Ami	Founding Partner, Candide Group	2021-12-02
0001670254-21-001350	3	Gemma Holmes	Director of Finance	2021-12-02
0001670254-21-001350	4	Matt Kreutz	Founder	2021-12-02
0001670254-21-001348	1	Peter Rawlins	Director	2021-12-03
0001670254-21-001348	2	Jaclynn Shweky	Director	2021-12-03
0001670254-21-001348	3	George Hall	Founder	2021-12-02
0001896654-21-000001	1	Reuben Pemberton III	Owner	2021-12-03
0001670254-21-001351	1	Melody A Pekarek	Manager	2021-12-02
0001670254-21-001351	2	Gregory R J Thatcher	CTO	2021-12-02
0001670254-21-001351	3	Arkadiusz Dudek	Chief Executive Officer	2021-12-02
0001670254-21-001351	4	Debra A. Tonetti	Chief Scientific Officer	2021-12-02
0001670254-21-001351	5	Laura P Kiernan	Advisor	2021-12-02
0001670254-21-001351	6	Arkadiusz Dudek	Chief Executive Officer	2021-12-02
0001833366-21-000004	3	Janet DeFrino	Director	2021-12-03
0001833366-21-000004	1	Oksana Sokolovsky	Chief Executive Officer and Director	2021-12-03
0001833366-21-000004	4	Dan Petrozzo	Director	2021-12-03
0001833366-21-000004	2	Rohit Mahajan	Chief Technology Officer and Director	2021-12-03
0001746059-21-000583	1	Sharon Russell	Owner and CoFounder	2021-12-03
0001746059-21-000583	2	Christopher Russell	Owner and CoFounder	2021-12-03
0001670254-21-001347	1	Yousef Abdulhassan	Founder	2021-04-15
0001669191-21-001196	4	Jessica Roberts	Board Member	2021-12-03
0001669191-21-001196	3	Mickal Adler	Board Member	2021-12-03
0001669191-21-001196	1	Mickal Adler	Principal Executive Officer	2021-12-03
0001669191-21-001196	2	Mickal Adler	Principal Accounting Officer	2021-12-03
0001670254-21-001345	4	Andrew Luna	Founder & CEO	2021-12-02
0001670254-21-001345	3	Austin Villarreal	Co-founder and Head of Operations	2021-12-02
0001670254-21-001345	1	Aydan Zeynalova	Co Founder & Head of Product	2021-12-02
0001670254-21-001345	2	Austin Huff	Head of Growth	2021-12-02
0001746059-21-000582	1	Bettina Fisher	Owner and Founder	2021-12-03
0001665160-21-002142	1	Michael Lewis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-12-03
0001887215-21-000001	1	Travis Lee	Manager of the Manager, TLee Development LLC	2021-12-03
0001669191-21-001194	5	Cynthia Archer	Board Member	2021-12-03
0001669191-21-001194	4	Christopher Kelley	Board Member	2021-12-03
0001669191-21-001194	2	Bina Khan	Principal Financial Officer	2021-12-03
0001669191-21-001194	3	Bina Khan	Principal Accounting Officer	2021-12-03
0001669191-21-001194	1	Zachary Sadow	Principal Executive Officer	2021-12-03
0001665160-21-002141	1	Brooks Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-12-03
0001669191-21-001192	1	Luke Hohmann	Principal Executive Officer	2021-12-03
0001669191-21-001192	3	Luke Hohmann	Principal Accounting Officer	2021-12-03
0001669191-21-001192	4	Luke Hohmann	Board Member	2021-12-03
0001669191-21-001192	2	Luke Hohmann	Principal Financial Officer	2021-12-03
0001669191-21-001190	2	James Breyer	Principal Financial Officer	2021-12-03
0001669191-21-001190	3	James Breyer	Principal Accounting Officer	2021-12-03
0001669191-21-001190	4	Greg Weber	Board Member	2021-12-03
0001669191-21-001190	6	James Breyer	Board Member	2021-12-03
0001669191-21-001190	1	James Breyer	Principal Executive Officer	2021-12-03
0001669191-21-001190	5	Julie Tolley	Board Member	2021-12-03
0001861588-21-000005	1	Patrick Jones by Sean Fuellhart POA	CEO	2021-12-03
0001669191-21-001188	3	Eve Mitchell	Principal Accounting Officer	2021-12-03
0001669191-21-001188	2	Antoine Allain	Principal Financial Officer	2021-12-03
0001669191-21-001188	5	Antoine Allain	Board Member	2021-12-03
0001669191-21-001188	6	Eve Mitchell	Board Member	2021-12-03
0001669191-21-001188	7	Stephanie Haak	Board Member	2021-12-03
0001669191-21-001188	8	Ratna Madeka	Board Member	2021-12-03
0001669191-21-001188	9	Khalid Taylor	Board Member	2021-12-03
0001669191-21-001188	10	Ray Young	Board Member	2021-12-03
0001669191-21-001188	1	Fabrice Allain	Principal Executive Officer	2021-12-03
0001669191-21-001188	4	Fabrice Allain	Board Member	2021-12-03
0001670254-21-001339	3	Marianne Nguyen	CHIEF BUSINESS OFFICER AND CO-FOUNDER	2021-12-01
0001670254-21-001339	2	Lorne Mattner	Chief Operating Officer and Co-founder	2021-12-01
0001670254-21-001339	1	Hiep-Hoa Nguyen	President/CEO	2021-12-01
0001670254-21-001341	2	Matt Griswold	CEO	2021-12-01
0001670254-21-001341	1	Jon A Griswold	EVP Operations	2021-12-01
0001670254-21-001343	1	Eyal Amir	CEO	2021-12-02
0001746059-21-000581	1	Laurent Dantonio	President	2021-12-02
0001665160-21-002138	1	Lance King	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-12-02
0001746059-21-000580	1	Katherine Redman	Program Director	2021-12-02
0001644600-21-000137	1	Yanni Barghouty	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer, Director	2021-12-02
0001036148-21-000003	1	Frank I. Igwealor by Sean Fuellhart POA	CEO	2021-12-01
0001669191-21-001185	2	David Young	Principal Financial Officer	2021-12-02
0001669191-21-001185	5	Michael Herr	Board Member	2021-12-02
0001669191-21-001185	4	Uri Stern	Board Member	2021-12-02
0001669191-21-001185	3	David Young	Principal Accounting Officer	2021-12-02
0001669191-21-001185	1	David Young	Principal Executive Officer	2021-12-02
0001669191-21-001183	5	Uri Stern	Board Member	2021-12-02
0001669191-21-001183	6	Michael Herr	Board Member	2021-12-02
0001669191-21-001183	1	David Young	Principal Executive Officer	2021-12-02
0001669191-21-001183	2	David Young	Principal Financial Officer	2021-12-02
0001669191-21-001183	4	David Young	Board Member	2021-12-02
0001669191-21-001183	3	David Young	Principal Accounting Officer	2021-12-02
0001670254-21-001338	1	Meryl Branch-McTiernan	Writer/Producer	2021-11-14
0001670254-21-001338	2	Tyrrell Shaffner	Writer/Director/Producer	2021-11-13
