ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001669191-21-000263	0		the issuer extended the offering date.	MUSTWATCH LLC	Limited Liability Company		DE	2017-11-16	1400 Commonwealth Avenue	Apt 18	Allston	MA	02134	watchpartyllc.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001849190-21-000001	0			Shift Caffeine, LLC	Limited Liability Company		AZ	2019-04-19	1501 W CATALINA DR		PHOENIX	AZ	85015	https://shiftcaffeine.com/	SMBX, Inc.		0001707214	007-00129	290186
0001829993-21-000001	0	The Offering closed successfully on 03/16/2021, having received investment commitments of $727,700 although a final accounting has not taken place.		Smart Vylon LLC	Limited Liability Company		DE	2019-12-17	8 THE GREEN	STE A	DOVER	DE	19901	https://www.nectartulum.com	OpenDeal Portal LLC		0001751525	007-00167	283874
0001835612-21-000003	0			LiveVested, LLC	Limited Liability Company		DE	2019-01-29	310 S HARRINGTON ST		RALEIGH	NC	27603	crowdfundnc.com	LOCALSTAKE MARKETPLACE LLC		0001544442	008-69063	000162726
0001820404-21-000003	0		Amending the Physical Address of Issuer	Healthy Hip Hop, Inc.	Corporation		DE	2019-10-15	9119 EAST 89TH STREET		KANSAS CITY	MO	64138	https://healthy.hiphop	OpenDeal Portal LLC		0001751525	007-00167	283874
0001830449-21-000002	0			Perrone Robotics, Inc.															
0001824627-21-000001	0		Adjusted investor limits to conform with new Regulation CF rules.	Perfitly, LLC	Limited Liability Company		DE	2015-03-11	157 COLUMBUS AVENUE	#445	NEW YORK	NY	10023	https://www.perfitly.com	SI SECURITIES, LLC		0001603038	008-69440	000170937
0001670254-21-000325	0			Wefunder, Inc.	Other	Public Benefit Corporation	DE	2012-06-01	1269 3rd Ave.		San Francisco	CA	94122	http://wefunder.com	Honeycomb Portal LLC		0001705726	007-00119	289015
0001670254-21-000327	0		Extended campaign deadline	Gym Rat Films LLC	Limited Liability Company		CA	2018-09-04	11301 W Olympic Blvd	#379	Los Angeles	CA	90064	https://www.facebook.com/gymratmovie	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000328	0		Extended campaign deadline	Lyfmap, Inc.	Corporation		DE	2015-09-28	1446 Albany Ave		St Paul	MN	55108	https://www.lyfmap.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001665160-21-000308	1		Issuer increased their maximum funding goal.	Atmos Home Inc.	Corporation		FL	2017-08-23	2308 Circuit Way		Brooksville	FL	34604	https://atmoshome.com/	StartEngine Capital, LLC		0001665160	007-00007	
0001665160-21-000306	1		Issuer increased their max funding goal	R3 Printing, Inc.	Corporation		DE	2018-03-12	145 South Fairfax Avenue, Suite 200		Los Angeles	CA	90036	r3printing.com	StartEngine Capital, LLC		0001665160	007-00007	
0001746059-21-000117	0			Blockchain Wine Co	Corporation		WY	2017-12-28	690 S HIGHWAY 89, SUITE 200		JACKSON	WY	83002	https://www.nextwineco.com/	MainVest, Inc.		0001746059	007-00162	
0001665160-21-000302	0			LaneAxis Inc.	Corporation		DE	2015-06-04	419-A Main Street, Suite 121		Huntington Beach	CA	92648	https://laneaxis.com/	StartEngine Capital, LLC		0001665160	007-00007	
0001665160-21-000298	1		Increasing maximum raise amount above $1.07M	Comsero, Inc.	Corporation		DE	2016-01-25	2150 Market Street		DENVER	CO	80205	mcsquares.com	StartEngine Capital, LLC		0001665160	007-00007	
0001736653-21-000002	0			Fantasy Sports Co	Corporation		DE	2015-07-02	6120 PASEO DEL NORTE, SUITE F-2		CARLSBAD	CA	92011	https://www.fantasysportsco.com/	SI SECURITIES, LLC		0001603038	008-69440	000170937
0001670254-21-000323	1		Naming lead investor	Splitsy, LLC	Limited Liability Company		MO	2020-07-15	5136 Oakfire Drive		Saint Louis	MO	63129	https://splitsy.app	Wefunder Portal LLC		0001670254	007-00033	283503
0001665160-21-000297	0			BlueSky Energy US Inc.	Corporation		DE	2017-05-19	875 Kootenai Cut Off Rd.		Ponderay	ID	83852	https://greenrockbatteries.com/	StartEngine Capital, LLC		0001665160	007-00007	
0001683168-21-000938	0			Box Entertainment Inc.	Corporation		WY	2019-09-05	4850 COMPETITION DRIVE	SUITE R	BETTENDORF	IA	52772	www.steamwheelersfootball.com					
0001683168-21-000937	0			Box Entertainment Inc.															
0001683168-21-000936	0			Box Entertainment Inc.															
0001839828-21-000002	1		Please see the Form C/A pdf for description of the nature of the material amendment.	Backstage Capital, LLC	Limited Liability Company		DE	2018-08-07	1550 N EL CENTRO AVE		LOS ANGELES	CA	90028	backstagecapital.com	OpenDeal Portal LLC		0001751525	007-00167	283874
0001665160-21-000295	0			Conviction Fitness, Inc.	Corporation		CA	2020-08-05	10340 Camino Santa Fe, Suite J		San Diego	CA	92121	octivity.com/home	StartEngine Capital, LLC		0001665160	007-00007	
0001743482-21-000001	0			Polymath Labs, Inc.	Corporation		DE	2014-06-04	1412 BROADWAY, FLOOR 21	SUITE 21A22	NEW YORK	NY	10018	www.ParagonOne.com					
0001670254-21-000321	1		Naming the lead investor, increasing max to $5M, adjusting financial condition in the Form C	Heroic Enterprises, Public Benefit Corporation	Other	Public Benefit Corporation	DE	2020-11-13	1920 E. Riverside Dr.	Suite A-120 #412	Austin	TX	78741	http://heroes.us	Wefunder Portal LLC		0001670254	007-00033	283503
0001746059-21-000116	1		Issuer is extending the deadline to invest. Issuer is lowering the target offering amount. Issuer is amending the revenue share percentage and use of funds to correspond with new target offering amount.	American Brewers Inc.	Corporation		MI	2012-11-19	3408 MILLER RD		KALAMAZOO	MI	49001	https://norsenectar.com/	MainVest, Inc.		0001746059	007-00162	
0001665160-21-000290	0			Comsero, Inc.	Corporation		DE	2016-01-25	2150 Market Street		DENVER	CO	80205	mcsquares.com	StartEngine Capital, LLC		0001665160	007-00007	
0001844303-21-000001	0			Power Poll, LLC	Limited Liability Company		TN	2014-09-10	110 29TH AVE. N.	STE. 304	NASHVILLE	TN	37203	https://www.powerpoll.com	SI SECURITIES, LLC		0001603038	008-69440	000170937
0001665160-21-000287	0			Flux Media, Inc.	Corporation		DE	2018-08-08	515 Means St.		Atlanta	GA	30318	https://www.tmroapp.com/	StartEngine Capital, LLC		0001665160	007-00007	
0001532978-21-000001	0			Gumroad, Inc.	Corporation		DE	2011-09-22	548 Market Street	#41309	San Francisco	CA	94104	http://gumroad.com	OpenDeal Portal LLC		0001751525	007-00167	283874
0001670254-21-000313	0			XCINEX CORPORATION	Corporation		MD	2012-08-29	902 Mossbridge Court		Pleasant Hil	CA	94523	https://www.xcinex.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001850785-21-000004	0			Universal Namespace Inc	Corporation		DE	2020-11-30	WESERSTR. 20A		BERLIN	2M	10247	https://whoelse.ai	OpenDeal Portal LLC		0001751525	007-00167	283874
0001670254-21-000312	0			LifEngine Animal Health Laboratories Incorporated	Corporation		DE	2018-11-07	14 4th Street Southwest Suite 203		Rochester	MN	55902	http://www.leahlabs.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000310	0			Hideout, Inc.	Corporation		DE	2019-10-04	1201 S Hope St Apt 708		Los Angeles	CA	90015	http://findhideout.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001843648-21-000003	1		This Form C/A documents the following material change: The substitution of the custodial Omnibus Crowd SAFE in place of separate Crowd SAFE instruments issuable to each participant in the Offering. The deadline has also been shortened to end on 2/19/2021	Beacons AI, Inc.	Corporation		DE	2019-01-08	625 8TH STREET	UNIT 406	SAN FRANCISCO	CA	94103	https://beacons.ai	OpenDeal Portal LLC		0001751525	007-00167	283874
0001670254-21-000309	0			Univoice Corporation	Corporation		DE	2018-09-08	1912 Dinsdale Lane		Austin	TX	78741	http://www.univoice.app	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000306	1		Added financial statements and extended campaign deadline	3 Minute Management LLC	Limited Liability Company		OK	2018-04-17	8211 E. Regal Place	Suite 106	Tulsa	OK	74133	http://www.mein3.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000307	0			Quioveo Energy LLC	Limited Liability Company		PA	2018-10-01	417 Conway Ave		Narberth	PA	19072	http://www.quioveo.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000305	1		Added financial statements and lowered target fundraise amount	PHARM ROBOTICS, LLC	Limited Liability Company		DE	2019-02-12	613 Amherst Way		San Jacinto	CA	92582	http://www.pharmrobotics.net	Wefunder Portal LLC		0001670254	007-00033	283503
0001823177-21-000003	1		Increasing the maximum offering amount to $1,070,000, including reviewed financials, adjusting the maximum use of proceeds, and updating the Company's financials within the summary.	Million Marker Wellness, Inc.	Corporation		DE	2019-05-10	1710 Arlington Blvd		El Cerrito	CA	94530	www.millionmarker.com	MicroVenture Marketplace Inc.		0001478147	008-68458	152513
0001670254-21-000303	0		Changing the campaign deadline.	LiteraSeed, LLC	Limited Liability Company		AZ	2013-11-18	27227 N 31st Dr.		Phoenix	AZ	85083	https://literaseed.io	Wefunder Portal LLC		0001670254	007-00033	283503
0001665160-21-000279	0			AWOL Outdoors, Inc d/b/a Camp365	Corporation		WI	2009-07-15	7640 Washington Avenue South		Eden Prairie	MN	55344	www.camp365.com	StartEngine Capital, LLC		0001665160	007-00007	
0001791747-21-000001	1		Extending the offering deadline.	Oomi Inc.	Corporation		DE	2016-09-02	838 COMMONWEALTH AVE		VENICE	CA	90291	www.getunomi.com	MICROVENTURE MARKETPLACE INC.		0001478147	008-68458	000152513
0001670254-21-000301	0			Hele Fitness LLC	Limited Liability Company		HI	2016-12-14	46-217 Kahuhipa St. #19		Kaneohe	HI	96744	https://www.helefitness.com/	Wefunder Portal LLC		0001670254	007-00033	283503
0001665160-21-000277	1		Issuer updated their campaign page.	OFFIX-USA LLC	Limited Liability Company		IL	2018-08-30	1200 N Ashland Ave		Chicago	IL	60622	offix-usa.com	StartEngine Capital, LLC		0001665160	007-00007	
0001838216-21-000001	0			Strom Motors Inc.	Corporation		DE	2020-12-04	4534 LAIRD CIRCLE		SANTA CLARA	CA	95054	www.strommotors.com	OpenDeal Portal LLC		0001751525	007-00167	283874
0001746059-21-000115	0			Roast Umber, LLC	Limited Liability Company		MI	2018-11-26	3408 MILLER RD # 309		KALAMAZOO	MI	49001	roastumber.com	MainVest, Inc.		0001746059	007-00162	
0001670254-21-000299	0			Sun & Swell Inc.	Corporation		CA	2018-04-19	10 E Yanonali		Santa Barbara	CA	93109	http://www.sunandswellfoods.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000297	0			Eat Good Do Good, Inc.	Corporation		DE	2020-11-23	PO Box 2385	6200 Rolling Rd	Springfield	VA	22152	http://www.tadahfoods.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001746059-21-000114	0	At the close of the offering, the issuer closed on $100,000. The funds are currently being processed. The actual amount may be lower.		Trouvaille Brewing Company, LLC	Limited Liability Company		VA	2021-01-11	15111 WASHINGTON ST. #129		HAYMARKET	VA	20169	https://trouvaillebrewing.com/	MainVest, Inc.		0001746059	007-00162	
0001838793-21-000004	0	100% of target amount reached. Target date reached and offering closed.		TREND Walbrook Junction Investors LLC	Limited Liability Company		DE	2020-12-21	30 W. MONROE STREET	SUITE 510	CHICAGO	IL	60603	www.chicagotrend.com	NSSC Funding Portal, LLC		0001665614	007-00012	
0001827897-21-000001	0	50% + 100% of target amount raised. Target date reached and offering closed.		Freeman Berkshires, LLC	Limited Liability Company		DE	2019-09-19	391 E.LAS COLINAS BLVD	130-331	IRVING	TX	75039	https://sharedestates.fund/freemanberkshires	NSSC Funding Portal, LLC		0001665614	007-00012	
0001665614-21-000003	0	100% of Target Offering Amount Target date reached and offering closed		Sharswood 1CF,LLC	Limited Liability Company		DE	2019-11-07	3002 CECIL B. MOORE AVENUE		PHILADELPHIA	PA	19121	www.mosaicdp.com	NSSC Funding Portal, LLC		0001665614	007-00012	
0001842021-21-000003	1		The Company is amending the terms of the Crowd SAFE and increasing its Maximum Offering Amount. We are also correcting a typo in deadline of the html form.	Predictiv Care, Inc.	Corporation		DE	2020-07-29	2483 OLD MIDDLEFIELD WAY	SUITE C	MOUNTAIN VIEW	CA	94043	www.predictivcare.com	OpenDeal Portal LLC		0001751525	007-00167	283874
0001746059-21-000113	0			Magic Valley Brewing LLC	Limited Liability Company		ID	2015-04-22	208 BROADWAY AVE N		BUHL	ID	83316	http://magicvalleybrewing.com	MainVest, Inc.		0001746059	007-00162	
0001842021-21-000002	0		The Company is amending the terms of the Crowd SAFE and increasing its Maximum Offering Amount. We are also correcting a typo in deadline of the html form.	Predictiv Care, Inc.	Corporation		DE	2020-07-29	2483 OLD MIDDLEFIELD WAY	SUITE C	MOUNTAIN VIEW	CA	94043	www.predictivcare.com	OpenDeal Portal LLC		0001751525	007-00167	283874
0001670254-21-000293	0			ClashTV Holdings, Inc.	Corporation		DE	2018-10-08	400 Madison Avenue	Suite 11A	New York	NY	10017	http://www.clsh.tv	Wefunder Portal LLC		0001670254	007-00033	283503
0001689683-21-000001	1		The deadline for the offering has been extended to April 7, 2021. In addition, the minimum raise amount has been decreased from $100,000 to $50,000	OUR LIFE FOODS, INC.	Limited Liability Company		DE	2019-08-19	179 SE 46TH DR		GRESHAM	OR	97080	http://www.ourlifefoods.com/	SMBX, Inc.		0001707214	007-00129	290186
0001730100-21-000001	0			Witnet Foundation	Corporation		DE	2018-01-08	WITNET FOUNDATION	CALLE HORTALEZA 106 6IZQ	MADRID	U3	28004	witnet.foundation					
0001746059-21-000112	0	At the close of the offering, the issuer closed on $100,000. The funds are currently being processed. The actual amount may be lower.		Magic Valley Brewing LLC	Limited Liability Company		ID	2015-04-22	208 BROADWAY AVE N		BUHL	ID	83316	http://magicvalleybrewing.com	MainVest, Inc.		0001746059	007-00162	
0001850785-21-000002	0			GET TO WORK INC.	Corporation		DE	2017-11-13	1074 WOODWARD AVENUE		DETROIT	MI	48226	https://www.plainsight.app/	OpenDeal Portal LLC		0001751525	007-00167	283874
0001670254-21-000291	0			EnGen Bio, LLC	Limited Liability Company		DE	2016-03-18	61 Avondale Ave.		Redwood City	CA	94062	http://engenbio.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000290	0		Extended deadline	The Co-Own Company LLC	Limited Liability Company		CO	2020-06-18	201 Milwaukee Street	Suite 200	Denver	CO	80206	http://co-ownco.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000288	0			Two's Koa Productions LLC	Limited Liability Company		CA	2020-10-19	101 Chisholm Trail		Newbury Park	CA	91320	http://twoskoawarriors.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000287	0	The final number is $139,975.46 in investments.		Univoice Corporation	Corporation		DE	2018-09-08	1912 Dinsdale Lane		Austin	TX	78741	http://www.univoice.app	Wefunder Portal LLC		0001670254	007-00033	283503
0001746059-21-000111	1		Issuer is correcting the end date to April 9th, 2021.	DEBELLATION BREWING CO.	Corporation		GA	2019-04-28	822 LONGWOOD DR		RICHMOND HILL	GA	31324	https://www.debellationbrewing.com/	MainVest, Inc.		0001746059	007-00162	
0001670254-21-000285	0			The Big Fix LLC, DBA CarLocity	Limited Liability Company		AZ	2020-06-12	14344 W EUGENE TER		Surprise	AZ	85379	https://CarLocity.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001822817-21-000004	0		Form C complete application with amended dates	TFI International Sales Inc	Corporation		CA	2018-05-01	1176 TOURMALINE DR.		THOUSAND OAKS	CA	91320	www.tfi-tec.com	Title3funds.com		0001685995	007-00083	286035
0001665160-21-000274	0		Issuer added a video to their page.	Honeybee Burger, Inc.	Corporation		DE	2021-02-05	11150 SANTA MONICA BLVD, STE 600	STE 600	LOS ANGELES	CA	90025	www.honeybeeburger.com	StartEngine Capital, LLC		0001665160	007-00007	
0001670254-21-000283	0			4th Ave Market Inc.	Corporation		DE	2020-10-28	830 N. 19th St		Philadelphia	PA	19130	https://4thavemarket.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000282	0		Updated the name of a lender for a small loan	Bizfluence, Inc.	Corporation		DE	2020-08-26	5900 Balcones Drive	Ste. 100	Austin	TX	78731	https://join.bizfluenceapp.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000281	0		Extending the campaign.	Yes Chef App, Inc.	Corporation		NC	2020-10-16	1710 Camden Road	suite 53	Charlotte	NC	28208	http://www.yeschefconcierge.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001849824-21-000002	0			FromScratchFood LLC	Limited Liability Company		NJ	2016-10-25	474 DEMAREST AVE		ORADELL	NJ	07649	www.fromscratchridgewood.com	Honeycomb Portal LLC		0001705726	007-00119	289015
0001670254-21-000280	0			Immersed Inc.	Corporation		DE	2017-01-04	PO Box 40681		Austin	TX	78704	https://immersedvr.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001849824-21-000001	0			Thyme Management LLC	Limited Liability Company		MT	2017-10-31	424 N HIGGINS AVE	STE A	MISSOULA	MT	59802	https://thymemanagementllc.net/	Honeycomb Portal LLC		0001705726	007-00119	289015
0001670254-21-000279	0		Extending the campaign deadline.	Treefort, LLC	Limited Liability Company		ID	2014-07-01	1605 N 13th Street, Suite A		Boise	ID	83702	http://www.treefortmusicfest.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001213900-21-014507	0			Work Hard Play Hard Train Hard, Inc.	Corporation		DE	2019-05-22	9 East 16th Street		New York	NY	10003	https://www.gritbxng.com/					
0001533849-21-000002	0		Update sections of fund summary to reflect correct offering maximum.	Oscilla Power, Inc.	Corporation		DE	2009-08-06	4240 GILMAN PLACE WEST	UNIT C	SEATTLE	WA	98199	WWW.OSCILLAPOWER.COM	MICROVENTURE MARKETPLACE INC.		0001478147	008-68458	000152513
0001670254-21-000277	0			HYYH Co.	Corporation		DE	2021-01-27	8 The Green, Ste A		DOVER	DE	19901	http://www.equointl.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000275	0			Reset Button Inc.	Corporation		DE	2019-07-23	5337 County Road 36		Honeyoye	NY	14471	http://www.lexria.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001669191-21-000258	0	End of offering. Issuer failed to reach target amount and investor funds are being returned by the escrow agent.		BBQ IN THE PARK, INC.	Corporation		CA	2019-04-03	27451 Tourney Road	Suite 120	Valencia	CA	91355	http://www.bbqinthepark.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000256	0	End of offering. Issuer failed to reach target amount and investor funds are being returned by the escrow agent.		3rdDegree, LLC	Limited Liability Company		TN	2020-01-01	P.O. Box 183		Hixson	TN	37343	https://3rddegreeapp.co/	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000254	0	End of offering. Issuer closed its offering with estimated gross proceeds of $14,513. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		Carii, Inc.	Corporation		DE	2014-04-16	350 Mannington-Yorktown Rd		Woodstown	NJ	08098	https://www.connective.network/home	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000252	0	End of offering. Issuer failed to reach target amount and investor funds are being returned by the escrow agent.		Ontacad, Inc.	Corporation		DE	2020-06-22	584 Castro Street #3022		San Francisco	CA	94114	www.ontacad.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000250	0	End of offering. Issuer failed to reach target amount and investor funds are being returned by the escrow agent.		ReelwUrld, Inc	Corporation		DE	2017-09-07	405 N. Cordova Street		Burbank	CA	91505	reelwUrld.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000248	0	End of offering. Issuer closed its offering with estimated gross proceeds of $184,644. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		TrippBio, Inc.	Corporation		FL	2020-05-01	10752 Deerwood Park Blvd	Suite 100	Jacksonville	FL	32256	Under construction -  TrippBio.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000246	0	End of offering. Issuer closed its offering with estimated gross proceeds of $97,897. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		Defynance Holdings, Inc.	Corporation		DE	2020-05-26	101 Marietta Street NW	Suite 3000	Atlanta	FL	30303	https://defynance.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000244	0	End of offering. Issuer closed its offering with estimated gross proceeds of $246,965. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		Monetran, LLC	Limited Liability Company		DE	2018-03-26	501 Pershing Ct.		Hockessin	DE	19707	www.monetran.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000242	0	End of offering. Issuer closed its offering with estimated gross proceeds of $131,286. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		Transparent Path spc	Corporation		WA	2018-07-27	1700 Westlake Avenue North	Suite 200	Seattle	WA	98109	https://xparent.io	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000239	0	End of offering. Issuer closed its offering with estimated gross proceeds of $898,399. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		PetroFunders Inc.	Corporation		CO	2019-09-05	2255 S. Wadsworth Blvd	Suite 106	Lakewood	CO	80227	www.PetroFundersUSA.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000237	0		nanobarb copper definition updated on the offering page.	BNNano, Inc.	Corporation		NC	2016-12-22	2119 West Webb Ave		Burlington	NC	27519	www.bnnano.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000233	0		updated images (problem and solution sections) of the offering page.	Hubsai, Inc.	Corporation		DE	2017-07-11	2603 Camino Ramon	407	San Ramon	CA	94583	www.hubsai.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000231	0		issuer made small updates short pitch, introduction, deal highlights, solution, and market sections of the offering page.	Timed Health Corporation	Corporation		DE	2016-05-16	1285 A Southern Way		Sparks	NV	89431	https://www.timedhealth.com/	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001670254-21-000273	1		Replacing the Lead Investor with Scott McNeely	Red Hat Coffee	Corporation		CA	2016-01-28	2404 E 7th St	Suite A	Austin	TX	78702	http://www.redhatcoffee.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001808550-21-000015	0		Error on Offering Statement - Target Amount Corrected to $65,000.00	Latin Dead LLC	Limited Liability Company		DE	2021-01-08	8548 VIA MALLORCA	UNIT B	LA JOLLA	CA	92037	latindead.com	Music Benefactors		0001808550	007-00231	
0001746059-21-000110	0			DEBELLATION BREWING CO.	Corporation		GA	2019-04-28	822 LONGWOOD DR		RICHMOND HILL	GA	31324	https://www.debellationbrewing.com/	MainVest, Inc.		0001746059	007-00162	
0001828208-21-000001	0		Closed the Reg D offering	Dweller Affordable ADU Portfolio, LLC	Limited Liability Company		DE	2020-09-30	3519 NE 15TH AVENUE	#133	PORTLAND	OR	97212	dweller.com	NSSC Funding Portal, LLC		0001665614	007-00012	
0001670254-21-000271	0		Extended campaign deadline	GEOTOLL, INC.	Other	S Corporation	FL	2012-01-05	8963 STIRLING ROAD	SUITE 8	COOPER CITY	FL	33328	https://geotoll.com/	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000270	1		Extended campaign deadline and removed lead investor	Maisonx, LLC	Limited Liability Company		DE	2017-09-30	175 Kent Ave		Brooklyn	NY	11249	https://towelsfromportugal.com/	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000269	0	The final number is $1,070,000.00 in investments.		Immersed Inc.	Corporation		DE	2017-01-04	PO Box 40681		Austin	TX	78704	https://immersedvr.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001670254-21-000272	0		Extended campaign deadline	Olly Awake, LLC	Limited Liability Company		OH	2016-07-18	1098 Highland Street		Columbus	OH	43201	http://OllyAwake.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001783532-21-000001	0	The Offering closed successfully on March 2, 2021, having received investment commitments of $612,008 although a final accounting has not taken place.		Moku Foods Inc.	Corporation		DE	2019-04-02	11121 QUEENSLAND ST	UNIT D25	LOS ANGELES	CA	90034	http://mokufoods.com	OpenDeal Portal LLC		0001751525	007-00167	283874
0001830909-21-000002	0	$441,580 in investments. Payments still processing; final figure not yet determined.		6d bytes inc.	Corporation		DE	2015-11-16	440 N WOLFE ROAD	M/S 215	SUNNYVALE	CA	94085	https://www.blendid.com/	MicroVenture Marketplace Inc.		0001478147	008-68458	152513
0001477932-21-001330	0		"Amendment changes ""Deadline to reach the target offering amount""."	Kiddie, Inc.	Corporation		FL	2020-08-06	3525 GRIFFIN ROAD		FT. LAUDERDALE	FL	33312	www.kiddierx.com	Fundme.com, Inc.		0001683485	007-00078	2344863
0001581437-21-000001	1		Target end date extended and target amount updated.	DIGITAL DREAM LABS, INC	Corporation		DE	2020-11-05	100 SOUTH COMMONS	SUITE 102	PITTSBURGH	PA	15212	https://www.digitaldreamlabs.com/	Honeycomb Portal LLC		0001705726	007-00119	289015
0001826663-21-000003	0	$127,895.00 in investments. Payments still processing; final figure not yet determined.		FERMYON INC	Corporation		DE	2011-10-14	3220 CLEARVIEW CT	CLEARVIEW CT	MODESTO	CA	95355	www.shoppinpal.com	MicroVenture Marketplace Inc.		0001478147	008-68458	152513
0001670254-21-000267	0			Kyndoo, Inc	Corporation		DE	2018-08-22	420 Quadrant Lane		Foster City	CA	94404	https://kyndoo.com/	Wefunder Portal LLC		0001670254	007-00033	283503
0001829147-21-000003	1		Correcting the deadline date of the offer statement.	Arena Technology LLC	Limited Liability Company		FL	2019-04-26	222 Yamato Road suite 106-198		BOCA RATON	FL	33341	http://footcoin.ch	Fundme.com		0001683485	007-00078	001683485
0001669191-21-000229	0		issuer extended the offering date.	Jinglz, Inc.	Corporation		FL	2017-03-09	10802 LAKE WYNDS CT		BOYNTON BEACH	FL	33437	https://jinglzinc.com/	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001669191-21-000227	0		issuer extended the offering date.	Dashible, Inc.	Corporation		DE	2019-02-19	138-44C Queens Blvd	Suite 451	Briarwood	NY	11435	https://www.dashible.com	NetCapital Funding Portal Inc.		0001669191	007-00035	283596
0001670254-21-000266	1		Added lead investor and updated financial statements	EVRMORE CO.	Corporation		DE	2019-11-06	1 West Street	2431	New York	NY	10004	https://www.evrmore.io	Wefunder Portal LLC		0001670254	007-00033	283503
0001747584-21-000006	0			BlocPower Energy Services 3 LLC	Limited Liability Company		DE	2021-01-04	83 FLUSHING AVENUE	BUILDING 212, SUITE 507	BROOKLYN	NY	11205	https://bpes3.blocpower.io	Raise Green, Inc.		0001747584	007-00191	301770
0001746059-21-000109	0			Dazed Brewing, LLC	Limited Liability Company		FL	2020-08-17	19983 VILLA LANTE PL		BOCA RATON	FL	33434	https://www.dazedbrewing.com/about-us	MainVest, Inc.		0001746059	007-00162	
0001670254-21-000265	1		Naming the Lead Investor, lowering the campaign minimum to $100k	The Florida CANE Distillery, INC.	Corporation		FL	2014-12-30	1820 N 15th Street		Tampa	FL	33605	http://www.FloridaCANE.com	Wefunder Portal LLC		0001670254	007-00033	283503
0001634025-21-000001	0			PittMoss LLC	Limited Liability Company		DE	2021-03-08	2603 Duss Avenue		Ambridge	PA	15003	https://www.pittmoss.com	OpenDeal Portal LLC		0001751525	007-00167	283874
0001836102-21-000001	0			VidVod Media, Inc.	Corporation		CA	2015-06-08	1112 Montana Ave		Santa Monica	CA	90403	sidestream.com	MicroVenture Marketplace Inc.		0001478147	008-68458	152513
