ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-22-003044	1		Issuer is extending campaign end date.	Mileberry Inc	Corporation		DE	2022-01-04	221 N. BROAD STREET, SUITE 3A		MIDDLETOWN	DE	19709	https://mileberry.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001957232-22-000001	0			FTN Network Group Inc.	Corporation		DE	2022-03-21	864 GRAND AVENUE	SUITE 1033	SAN DIEGO	CA	92109	www.ftnfantasy.com	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001669191-22-001130	0		the issuer extended the offering deadline.	CMN, INC.	Corporation		NV	2022-01-05	4950 Rainbow Blvd	#150	Las Vegas	NV	89118	https://www.cmn.ai	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-001131	0		the issuer extended the offering deadline.	Kazoo LLC	Limited Liability Company		DC	2019-04-01	3034 Dent Place NW		Washington	DC	20007	https://kazoo.ai	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-22-003041	0			Project Transcend Inc.	Corporation		DE	2019-02-22	5432 WINDMILL LN		RALEIGH	NC	27606	www.projecttranscend.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-001249	0	The final number is $863,436.00 in investments.		Sirocco Energy Inc.	Corporation		DE	2021-05-25	2225 E BAYSHORE RD STE 200		Palo Alto	CA	94303	siroccoenergy.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670450-22-000002	0			xCraft Enterprises, Inc.	Corporation		DE	2017-02-28	418 E LAKESIDE AVE SUITE 08	SUITE 08	COEUR D'ALENE	ID	83814	xcraft.io	PicMii Crowdfunding LLC	N	0001817013	007-00246	310171
0001943835-22-000002	0	The offering was mistakenly withdrawn, the offering failed to reach the target offering amount of $250,000 by the deadline. All investment commitments were cancelled and funds returned to prospective investors.		Revolving Kitchen - Fairview, LLC	Limited Liability Company		TX	2022-02-21	164 TOWN PLACE	2009	FAIRVIEW	TX	75069	https://revolvingkitchen.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-22-001245	0			Overplay Games, Inc.	Corporation		DE	2017-08-02	124 Allen St	Apt 5C	New York	NY	10002	https://overplay.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-22-000428	0			LaLa Gardens Cooperative LCA PBC															
0001957520-22-000002	0			Boomerang Health, Inc	Corporation		DE	2022-10-24	16485 Laguna Canyon Rd	130	Irvine	CA	92618	www.boomerangkit.com	Title3Funds	N	0001685995	007-00083	286035
0001644600-22-000142	0			Superlink America Inc	Corporation		GA	2019-07-29	3675 CRESTWOOD PKWY	STE 400	DULUTH	GA	30096	www.superlinkamerica.com	JUSTLY MARKETS LLC	N	0001534163	008-69001	000159572
0001665160-22-003039	0		Issuer is updating campaign page	FuelGems, Inc.	Corporation		DE	2019-03-14	301 Congress Ave #2200		Austin	TX	78701	https://www.fuelgems.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001096906-22-002936	1		To amend the minimum raise amount and the minimum investment amount.	Vernafund CF LLC	Limited Liability Company		DE	2021-06-14	16192 COASTAL HWY		LEWES	DE	19958	https://theapartmentqueen.com	Silicon Prairie Online LLC	N	0001711770	007-00123	
0001747584-22-000049	1		The Company is extending the offer close date to March 9, 2023, increasing their maximum offer amount to $124,000, and changing the maturity date to 3/9/2028 in line with the new close date.	Kilowatts For A Cause Inc	Corporation		MI	2022-04-26	2075 W. STADIUM BLVD.	SUITE 3872	ANN ARBOR	MI	48106	https://kw4ac.com/	Raise Green, Inc.	N	0001747584	007-00191	301770
0001665160-22-003036	0			Von Perry, Inc	Corporation		DE	2021-04-05	7410 Delta Drive		Rowlett	TX	75088	https://www.vonperrybuild.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000427	0			Rule G Brewing Company, LLC	Limited Liability Company		FL	2021-02-22	7402 NW 61ST TER		PARKLAND	FL	33067	https://www.rulegbrewingcompany.com/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-22-003033	0			Clear Water Distilling Co	Limited Liability Company		UT	2018-04-23	564 W 700 S	Suite 401	Pleasant Grove	UT	84062	https://www.clearwaterdistilling.com/		N			
0001670254-22-001243	0			CrowdSolve Collective Inc.	Corporation		DE	2021-12-23	4864 Newton Street		Denver	CO	80221	https://www.crowdsolve.eco/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001957050-22-000002	0		Correct minimum offering amount	Rustech Brewing Company, LLC	Limited Liability Company		MN	2017-04-13	6328 86TH ST NE		MONTICELLO	MN	55362	https://rustechbrewing.com/	Silicon Prairie Online LLC	N	0001711770	007-00123	289746
0001665160-22-003031	0	At the close of the offering, the issuer closed on $116,757.98 and 28,470 number of securities.		GoMe.AI, Inc	Corporation		DE	2018-02-21	19800 MACARTHUR BLVD. SUITE 1100		IRVINE	CA	92612	https://gome.ai/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001957050-22-000001	0			Rustech Brewing Company, LLC	Limited Liability Company		MN	2017-04-13	6328 86TH ST NE		MONTICELLO	MN	55362	https://rustechbrewing.com/	Silicon Prairie Online LLC	N	0001711770	007-00123	289746
0001746059-22-000426	0			Rule G Brewing Company, LLC															
0001665160-22-003030	1		Issuer is extending campaign end date.	Massage Robotics, Inc.	Corporation		DE	2016-04-28	65 ENTERPRISE		ALISO VIEJO	CA	92656	https://massagerobotics.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001893227-22-000002	0			Highline Wellness Inc.															
0001665160-22-003029	0			Let Us Nudge, Inc.	Corporation		DE	2022-09-26	14 ALEXANDER LANE		COLUMBUS	NJ	08022	https://letusnudge.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-003026	0			Inbox Beverage, Inc.	Corporation		DE	2022-03-31	56 STAMFORD ST Unit 107		ASHEVILLE	NC	28803-2879	https://www.inboxbeverage.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-001241	0		Increasing early bird threshold and updating syntax and cap table info	Livsn Designs, Inc.	Corporation		DE	2019-01-14	1019 SE 8th Street		Bentonville	AR	72712	https://www.livsndesigns.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001669191-22-001127	0		the issuer updated the cover image and business model image.	Digital Direct IR, Inc.	Corporation		NY	1998-02-25	61-21 183rd Street		Fresh Meadows	NY	11365	https://digitaldirectir.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-22-003023	1		Issuer is extending campaign end date.	StorEn Technologies Inc.	Corporation		DE	2017-01-03	25 HEALTH SCIENCES DRIVE		STONY BROOK	NY	11790	www.storen.tech	StartEngine Capital, LLC	N	0001665160	007-00007	
0001938502-22-000002	0			GATR Coolers, Inc	Corporation		DE	2022-04-29	1635 ST. PATRICK ST		THIBODAUX	LA	70301	https://gatrcoolers.com/	DEALMAKER SECURITIES LLC	Y	0001872856	008-70756	000315324
0001946145-22-000001	0			NovaXS Biotech Corp	Corporation		DE	2021-01-11	8 PANORAMA		TRABUCO CANYON	CA	92679	www.novaxs.co	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-22-000425	0			Way Group Mill Creek, LLC	Limited Liability Company		WA	2022-06-02	701 5TH AVE STE 4200		SEATTLE	WA	98104	http://www.tappedpublichouse.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-22-003022	1		Issuer is extending campaign end date.	MicroSilicon Inc.	Corporation		DE	2015-02-12	2101 CITYWEST BLVD		HOUSTON	TX	77042	https://www.microsiliconinc.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-22-001125	0		the issuer extended the offering deadline.	Netwire LLC	Limited Liability Company		DE	2022-06-22	One Lincoln Street		Boston	MA	02111	netwire.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-001124	0		the issuer extended the offering deadline.	Cust Corp.	Corporation		DE	2021-11-22	745 Atlantic Ave.		Boston	MA	02110	https://custcorp.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-001123	0		the issuer extended the offering deadline.	ChipBrain, Inc.	Corporation		DE	2020-06-26	16192 Coastal Highway		Lewes	DE	19958-9776	www.chipbrain.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-22-001239	0			Outsite Inc	Corporation		DE	2015-09-11	101 Cooper St #276		Santa-Cruz	CA	95060	https://www.outsite.co/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-22-000424	0	At the close of the offering, the issuer closed on $124,000. The funds are currently being processed. The actual amount may be lower.		DRAWDOWN BREWING CO, LLC	Limited Liability Company		MA	2018-12-18	94 FOREST HILLS ST APT 3		BOSTON	MA	02130	http://www.drawdownbrewing.com	MainVest, Inc.	N	0001746059	007-00162	
0001746059-22-000423	0	At the close of the offering, the issuer closed on $124,000. The funds are currently being processed. The actual amount may be lower.		Hen LLC	Limited Liability Company		CO	2022-08-01	302 G ST		SALIDA	CO	81201	https://www.littleredhensalida.com	MainVest, Inc.	N	0001746059	007-00162	
0001746059-22-000422	0	At the close of the offering, the issuer closed on $34,300. The funds are currently being processed. The actual amount may be lower.		Busy Bee Play Cafe, LLC	Limited Liability Company		IN	2022-03-11	10304 LEMBERGER BLVD		ZIONSVILLE	IN	46077	www.thebusybeeplaycafe.com	MainVest, Inc.	N	0001746059	007-00162	
0001746059-22-000421	0			DE L'OR CAKERY Co.															
0001096906-22-002913	1		Amending corporate structure to ensure compliance with CF rules and amending exhibits.	Vernafund CF LLC	Limited Liability Company		DE	2021-06-14	16192 COASTAL HWY		LEWES	DE	19958	https://theapartmentqueen.com	Silicon Prairie Online LLC	N	0001711770	007-00123	289746
0001846988-22-000007	0	The Offering closed successfully on 11/30/2022, having received investment commitments of $546,358.10, although a final accounting has not taken place.		NPCX, Inc.	Corporation		FL	2021-06-14	23150 FASHION DRIVE	238	ESTERO	FL	33928	https://npcx.ai	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001855423-22-000004	0	The Offering closed successfully on 12/3/2022, having received investment commitments of $114,104.99, although a final accounting has not taken place.		VonMercier Inc.	Corporation		DE	2021-03-01	121 SAINT JOHN STREET		HAVRE DE GRACE	MD	21078	https://www.vonmercier.co/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001955762-22-000001	0			Well Seasoned, Inc.	Corporation		DE	2020-10-15	12575 FARADAY LANE		ORLANDO	FL	32827	https://www.getwellseasoned.com/	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001665160-22-003020	0			Mediloq, Inc.	Corporation		DE	2021-07-07	5546 Spine Rd. Unit 104		Boulder	CO	80301	https://www.mediloq.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-003019	0		Moved end date closer and updated page with minor updates	Fisher Wallace Laboratories Inc.	Corporation		DE	2019-08-23	630 Flushing Avenue, Suite #104		Brooklyn	NY	11206	www.fisherwallace.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001807930-22-000001	0			Stone's Throw Hash, LLC	Limited Liability Company		DE	2018-09-06	1209 ORANGE ST		WILMINGTON	DE	19801	http://www.stonesthrowfoods.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001934555-22-000001	0			IDXP Analytics, Inc	Corporation		DE	2012-04-09	548 MARKET ST	47134	SAN FRANCISCO	CA	94104	https://www.mediarsolutions.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-22-001236	0			Hot Poppy, LLC	Limited Liability Company		TN	2020-05-11	900 Rosa L Parks Blvd	Nashville Farmers' Market	Nashville	TN	37208	https://hotpoppygo.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-003016	0		Issuer is updating campaign page.	StartUpWind, Inc	Corporation		DE	2016-01-20	11610 Orchard Spring Ct		Cupertino	CA	95014-5122	https://www.startupwind.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-003018	0		Issuer is updating team section	World Tree USA, LLC	Limited Liability Company		NV	2019-04-23	2361 Rosecrans Avenue, Suite 475		El Segundo	CA	90245	https://www.worldtree.eco	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-001238	1		Lowering minimum goal from $100K to $50K	Heavys Inc.	Corporation		DE	2021-03-04	75 Sullivan st		New York	NY	10012	http://www.heavys.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-001234	0			SOZ, LLC	Limited Liability Company		DE	2019-12-19	7761 Diamondback Dr		College Park	MD	20742	https://sozev.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-003014	1		Issuer is increasing offering maximum and extending campaign end date.	Doroni Aerospace, Inc.	Corporation		DE	2021-10-06	11555 Heron Bay Blvd. Suite 200		Coral Springs	FL	33076	https://www.doroni.io/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-003011	0			Brights Build, Inc.	Corporation		TX	2022-08-25	5718 Westheimer Rd, Suite 1000		Houston	TX	77057	http://www.brightsbuild.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001951776-22-000001	0			Simple Labs, Inc./DE	Corporation		DE	2020-07-08	22 MARBLE CREEK LANE		COTO DE CAZA	CA	92679	https://www.simplelabs.com	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001665160-22-003008	0			blueflite inc.	Corporation		DE	2018-09-14	7000 Kensington Road		Brighton	MI	48116	https://www.blueflite.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001916053-22-000006	0	The Offering closed successfully on 11/30/2022, having received investment commitments of $77,941, although a final accounting has not taken place.		Attn: Grace, PBC	Corporation	Public Benefit Corporation	DE	2017-11-02	8 TRAILL STREET	SUITE 201	CAMBRIDGE	MA	02138	www.attngrace.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001666102-22-000024	0	The Offering closed on November 30, 2022. The issuer has sold 25,000 units in the Offering at $1 per unit, representing total investment commitments of $25,000. Payments are still being processed, the final investment amount is not yet determined.		Tai Chi Yoga, LLC	Limited Liability Company		UT	2022-03-22	7981 S CYPRESS PINE COVE		SANDY	UT	84070	https://www.taichiyoga.com	Mr. Crowd	N	0001666102	007-00042	284278
0001670254-22-001232	0			abillionveg, inc	Corporation		DE	2017-10-05	3 World Trade Center, 59th Floor		New York	NY	10007	https://www.abillion.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-22-000420	0		Issuer is adding an Operating Agreement.	5 Mile Brewing Co LLC	Limited Liability Company		MI	2016-02-08	4779 FIVE MILE RD		ANN ARBOR	MI	48105	https://easternmarket.beer/	MainVest, Inc.	N	0001746059	007-00162	
0001670254-22-001228	0			Fathom Technologies Inc.	Corporation		DE	2022-06-16	10343 Best Drive		Dallas	TX	75229	https://www.getfathom.co/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-001220	0			HeyBaby, Inc.	Corporation		DE	2018-06-19	1401 Lavaca St.  #95		Austin	TX	78701	https://www.heybaby.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-001227	0			SupChina Inc	Corporation		DE	2015-08-31	1202 LEXINGTON AVENUE, #164		New York	NY	10028	https://thechinaproject.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-001230	0			Gryphon Online Safety, Inc.	Corporation		DE	2014-06-19	10531 4S Commons Dr. #635		San Diego	CA	92127	http://www.gryphonconnect.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001928181-22-000003	0		Krisspi Technologies is extending their campaign to December 31st, 2022.	Krisspi Technologies, Inc.	Corporation		DE	2017-10-06	4425 TREAT BOULEVARD		CONCORD	CA	94520	www.krisspi.com	PicMii Crowdfunding LLC	N	0001817013	007-00246	310171
0001670254-22-001225	0			Blue Earth Compost, Inc	Other	S Corporation	CT	2014-11-17	18 Midland Street		Hartford	CT	06120	http://www.blueearthcompost.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-001219	1		Lowering minimum goal and lowering early bird threshold	thryv technologies incorporated	Other	Public Benefit Corporation	DE	2022-07-01	31 NE 17TH ST		MIAMI	FL	33132	http://www.crowdcapital.io	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001951488-22-000002	1		Revised for material changes on December 1, 2022. Amendment for: a) updates to Use of Proceeds and b) changes to 2022 YTD Financials	Bright Ventures LLC	Limited Liability Company		DC	2018-12-08	1818 BUNKER HILL RD. NE		WASHINGTON	DC	20018	https://www.brightwoodbuild.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001953571-22-000001	0			WRAY INC	Corporation		NY	2015-06-01	289 CLINTON AVE	2	BROOKLYN	NY	11205	https://wray.nyc/	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001670254-22-001217	0			Kingdom Scene Endeavors LLC	Limited Liability Company		MO	2009-01-09	211 S. Central Avenue	Suite 100	Saint Louis	MO	63105	https://www.lightgliders.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-003006	0	At the close of the offering, the issuer closed on $1,723,370.24 and 2,563,190 number of securities.		SapientX Inc.	Corporation		DE	2016-04-06	4600 SMITH GRADE ROAD		SANTA CRUZ	CA	95060	https://www.sapientx.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000419	0			Mesilla Valley Cannabis, LLC															
0001665160-22-003005	0	At the close of the offering, the issuer closed on $255,469.15 and 582,211 number of securities.		Solutions Vending International, Inc.	Corporation		DE	2012-10-01	997 N FOURTH STREET		COLUMBUS	OH	43201	www.PopCom.Shop	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-003004	0		Issuer is updating team section	3DOS Inc	Corporation		DE	2021-12-08	111 Pier Ave Ste 100		Hermosa Beach	CA	90254	https://3dos.io	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-003003	0	At the close of the offering, the issuer closed on $362,011.63 and 241,279 number of securities.		Pitch Aeronautics Inc	Corporation		DE	2022-02-28	4458 S SILVERWOOD PL		BOISE	ID	83716	www.pitchaero.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-22-001119	0			GZI Hub, Inc.	Corporation		DE	2019-09-04	55 M St. NE	APT 112	Washington	DC	20002	https://www.gzi.finance	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-22-003001	0	At the close of the offering, the issuer closed on $59,673.64 and 17,341 number of securities.		Campus Protein, Inc.	Corporation		DE	2012-07-12	4840 CENTENNIAL BLVD		NASHVILLE	TN	37209	https://campusprotein.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-003000	0			Epilog Imaging Systems, Inc.	Corporation		DE	2010-06-28	75 E. Santa Clara Street, Suite 600		San Jose	CA	95113	www.epilog.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000418	0			Endo LLC / NM	Limited Liability Company		NM	2021-08-06	2903 AGUA FRIA STREET		SANTA FE	NM	87506	https://newmexendo.com	MainVest, Inc.	N	0001746059	007-00162	
0001669191-22-001114	0			COPYTRACK Technologies Inc.	Corporation		DE	2022-08-04	8 The Green	Ste 300	Dover	DE	19901	https://www.copytrack.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001747584-22-000048	0	The issuer closed on $250,000 of debt notes.		CGB Green Liberty Notes LLC	Limited Liability Company		CT	2021-10-15	75 CHARTER OAK AVENUE	SUITE 1-103	HARTFORD	CT	06106	invest.ctgreenbank.com	Raise Green, Inc.	N	0001747584	007-00191	301770
0001669191-22-001111	0			GZI HUB INC	Corporation		DE	2019-09-04	55 M ST. NE	APT 112	WASHINGTON	DC	20002	https://www.gzi.finance/		N			
0001665160-22-002998	0			RIZE Modular, Inc.															
0001592234-22-000005	1		End date updated	Dinebrau LLC	Limited Liability Company		FL	2022-10-13	8187 SULLY DR		ORLANDO	FL	32818	http://www.deadlizardbrewing.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-22-002997	0			MyButterfly.AI Inc.															
0001665160-22-002996	0			Velo Labs, Inc.															
0001863914-22-000005	0			dexFreight Inc.	Corporation		DE	2018-10-11	1411 SAWGRASS CORPORATE PKWY		SUNRISE	FL	33323	https://www.dexfreight.io/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001944999-22-000001	0			Durable Sustainability Inc.	Corporation		WY	2022-04-11	1820 DOUBLE DELIGHT AVENUE		NORTH LAS VEGAS	NV	89032	http://www.durable.energy	NETSHARES FINANCIAL SERVICES LLC	N	0001805615	008-70502	000307532
0001665160-22-002995	0	At the close of the offering, the issuer closed on $321,496.66 and 178,802 number of securities.		BANCROFT AUTOMATED RESTAURANT SYSTEMS, INC.	Corporation		DE	2019-03-26	7117 FLORIDA BLVD		BATON ROUGE	LA	70806	https://speedy-eats.net/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002994	0			TheYard.gg, Inc.	Corporation		DE	2022-07-12	72 E Jefferson St		Franklin	IN	46131	http://theyard.gg/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001592234-22-000004	1		End date updated	Dinebrau LLC	Limited Liability Company		FL	2022-10-13	8187 SULLY DR		ORLANDO	FL	32818	http://www.deadlizardbrewing.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-22-002990	0			SolarGaps, Inc.	Corporation		DE	2016-08-15	541 Jefferson Ave Suite 100		Redwood City	CA	946023	https://solargaps.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-22-001109	0		the issuer extended the offering deadline.	Blockchain Laboratories, Inc.	Corporation		DE	2021-04-26	1309 Coffeen Ave	Suite 4853	Sheridan	WY	82801	https://blockchainlaboratories.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001936096-22-000008	1		Extending  Raise to March 31, 2023	Chewbox Inc.	Corporation		DE	2021-05-17	1200 ALA MOANA BLVD	Second Floor	HONOLULU	HI	96814	www.chewbox.com	Seed at the Table	N	0001808131	007-00230	005548762
0001807734-22-000005	1		Issuer is extending deadline to invest. Issuer is decreasing target minimum.	Hot Dog Box Inc	Corporation		IL	2020-07-16	4020 NORTH MILWAUKEE AVENUE		CHICAGO	IL	60641	https://www.thehotdogbox.com/	Common Owner CF LLC	N	0001807734	007-00229	209293
0001936096-22-000007	1		Extending to March 31, 2022	Chewbox Inc.	Corporation		DE	2021-05-17	1200 ALA MOANA BLVD	Second Floor	HONOLULU	HI	96814	www.chewbox.com	Seed at the Table	N	0001808131	007-00230	005548762
0001908197-22-000005	0		Date change of offering deadline to meet minimum threshold	Join The Violution LLC	Limited Liability Company		NV	2022-01-26	8022 S RAINBOW BOULEVARD	SUITE 100-443	LAS VEGAS	NV	89139	theviolution.com	Music Benefactors	N	0001808550	007-00231	309083
0001949414-22-000003	0	Total raised $32,000		BoricuaJax Cafe, LLC	Limited Liability Company		FL	2022-01-25	9501 ARLINGTON EXPRESSWAY		JACKSONVILLE	FL	32225	https://www.facebook.com/Boricuajax/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001796998-22-000001	0			Good Beverage LLC	Limited Liability Company		IL	2019-02-21	619 SOUTH BRUNER STREET		HINSDALE	IL	60521	https://livingheywell.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001949095-22-000003	0			RAAS 99 PBC	Other	Public Benefit Corporation	TX	2022-05-26	2110 RANCH ROAD 620	#341423	LAKEWAY	TX	78734	https://raas99.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-22-000417	1		Issuer is extending the deadline to make an investment.	SEVEN POINT OF ILLINOIS LLC	Limited Liability Company		IL	2019-10-29	3360 N ELSTON AVE		CHICAGO	IL	60618	http://www.sevenpoint.org	MainVest, Inc.	N	0001746059	007-00162	
0001746059-22-000416	0		Issuer is extending the deadline to make an investment. Intermediary is correcting a typographical error on offering memorandum.	Flying Leap Vineyards, Inc.	Corporation		AZ	2010-11-17	7312 E 45TH ST		TUCSON	AZ	85370	http://flyingleapvineyards.com	MainVest, Inc.	N	0001746059	007-00162	
0001669191-22-001107	0		the issuer extended the offering deadline.	Above & Beyond Studios, Inc.	Corporation		DE	2020-11-06	20 Glade Ave		Jamaica Plain	MA	02368	https://shopfreedom.io/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-22-001216	0		Non-material amendment adding in $335k of additional Convertible Notes raised	WeShape Wellness, Inc.	Corporation		DE	2021-11-08	1538 Pacific Ave	Floor 3	Santa Cruz	CA	95060	https://weshape.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-22-000415	1		Issuer is extending the deadline to make an investment.	Flying Leap Vineyards, Inc.	Corporation		AZ	2010-11-17	7312 E 45TH ST		TUCSON	AZ	85370	http://flyingleapvineyards.com	MainVest, Inc.	N	0001746059	007-00162	
0001670254-22-001214	0			Tyla-Simone's Wings LLC	Limited Liability Company		TX	2017-11-10	7322 Southwest Freeway	ste #180	Houston	TX	77074	https://siennasauce.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-002988	0			ATM.com, Inc.															
0001665160-22-002987	0			Fly Ride Corp	Corporation		DE	2022-09-07	5502 N 105th Ln		Glendale	AZ	85307	https://ridefly.app/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001096906-22-002866	0		To extend ending date	Transfoam, LLC	Limited Liability Company		VA	2020-03-30	12100 SERENITY PL		NOKESVILLE	VA	20181-3645	https://ourobio.com/	Round Here, LLC	Y	0001844904	007-00284	313211
0001955387-22-000002	0		Revised for non-material changes on November 29th, 2022. Amendment for refiling 2021 Combined Financial Statements	Aquila Solutions, LLC	Limited Liability Company		GA	2011-07-11	349 MARGIA DR	STE 100	WARNER ROBINS	GA	31088	https://www.aquilasolutions.us/	SMBX, Inc.	N	0001707214	007-00129	290186
0001870374-22-000002	1		Target amount updated. Reviewed Financial Statements added to Form C.	PBV HOLDINGS, INC.	Corporation		PA	2021-01-29	150 SOUTH 22ND STREET		PITTSBURGH	PA	15203	velumfermentation.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001956028-22-000001	0			Prismatext Inc.	Corporation		DE	2020-03-17	911 WEST 8TH AVENUE	SUITE 101 #14	ANCHORAGE	AK	99501	https://prismatext.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-22-001212	0			Rightstar Inc.	Corporation		DE	2021-04-14	228 Park Avenue South	Suite 300	New York	NY	10003	http://www.rightstars.co	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-002985	0			OrganicCandyFactory.com, Inc.	Corporation		DE	2020-04-16	15332 Antioch Street		Pacific Palisades	CA	90272	https://www.organiccandyfactory.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-001210	0			Mariposa Technology, Inc.	Corporation		LA	2021-05-13	3421 N. Causeway Blvd., Suite 801		METAIRIE	LA	70002	http://mariposatechnology.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-002983	0			Advanced Training Athletic Club, Inc	Corporation		DE	2018-08-30	51 Beechwood Dr		Shrewsbury	NJ	07702	https://atac.app/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002981	0	At the close of the offering, the issuer closed on $108,226.12 and 21,462 number of securities.		BEERMKR Inc.	Corporation		DE	2021-04-07	4949 BROADWAY ST, UNIT 110	UNIT 110	BOULDER	CO	80304	https://beermkr.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
