ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001746059-22-000103	1	Calyxeum, LLC	Rebecca Colette	Owner and CEO
0001670254-22-000215	1	Swift Rails, Inc.	Daryl Anderson	CFO
0001665160-22-000445	1	OYO Fitness, Inc.	Paul Francis	President and CEO
0001669191-22-000224	1	Nebulai Corp	Luis  Rios	Principal Executive Officer
0001665160-22-000442	1	SCITECH DEVELOPMENT L.L.C.	Earl T. Holsapple, III	CEO, President, Manager and Co-founder
0001878002-22-000003	1	Inclusion Score Inc	James Felton Ketih	CEO
0001670254-22-000212	1	Just Wings Inc.	Mohamed Kaada	CEO & FOUNDER
0001665160-22-000440	1	CMPD Wealth, Corp.	Andrew Glaze	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000439	1	GoSun Inc.	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000438	1	GoSun Inc.	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000102	1	Social LLC	Daniel Blethen	Owner and CEO
0001864224-22-000001	1	Modular Streetscape Systems Inc.	Shabazz Stuart	CEO
0001665160-22-000436	1	Cadi, Inc.	Tyler Gottstein	CEO, Principal Executive Officer, and Director, Principal Financial Officer, and Principal Accounting Officer
0001670254-22-000211	1	EX ZERO CARBON, INC.	Julien Uhlig	CEO at ZERO CARBON INC.
0001665160-22-000434	1	Cubios, Inc.	Maxim Filin	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-22-000432	1	Daxbot Inc.	Jason Richards	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000430	1	GoSun Inc.	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000209	1	Envel, Inc.	Matthew Armandi	Chief Financial Officer
0001878300-22-000001	1	Retail Works Eschoppe LLC	Hemant Chavan	CEO
0001665160-22-000428	1	Weapon X, Inc.	Paul D. Bojic, Esq.	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000207	1	Content Launch Solutions, Inc	Jon Wuebben	Founder & CEO
0001805081-22-000002	1	A-Plan Coaching, LLC	Michael Counts	Founder
0001665160-22-000427	1	HHITT, Inc.	Mike Piha	Co-Founder, CEO and  Board Member
0001665160-22-000425	1	Green Ninja	Eugene Cordero	CEO and Director
0001897826-22-000001	1	Diversified Oil & Gas Holdings, Ltd.	Frank I. Igwealor by Sean Fuellhart POA	CEO
0001665160-22-000423	1	Speranza Therapeutics, Inc.	Sal Rafanelli	President and CEO
0001901890-22-000003	1	2LC Bakery	Asha Cannon	President
0001910093-22-000005	1	Akttyva Therapeutics, Inc.	KATYA TSAIOUN	CEO
0001665160-22-000421	1	Primo Wind, Inc.	Edward McMahon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000420	1	Wink Robotics, Inc.	Nathan Harding	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000419	1	OSM Shield, Inc	Mark Walker	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer
0001665160-22-000417	1	OOTify, Inc.	Ravi Sharma	CEO, Director, Principal Financial Officer
0001746059-22-000101	1	Two Trees Roastery, LLC	Christian Taggart	Cofounder
0001665160-22-000414	1	Enginuity Power Systems, Inc.	Jacques Beaudry Losique	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001914734-22-000002	1	Block Forms, Inc.	Tanya Vucetic	President & CEO
0001914815-22-000001	1	American Gothic Pizza, LLC	Brian Webster	Co-Owner
0001665160-22-000412	1	HHITT, Inc.	Mike Piha	Co-Founder, CEO and  Board Member
0001908409-22-000003	1	Alpine Pacific, Inc.	Justin Ahmann	Principal
0001669191-22-000222	1	Arkisys, Inc.	David Barnhart	Principal Executive Officer
0001665160-22-000410	1	Battle Approved Motors Inc	Chris James	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000206	1	Upstaged Holdings, Inc.	Stephan Hartman	Chairman & CEO
0001862162-22-000001	1	GapNurse, Inc.	Kevin Lundy	Founder and CEO
0001665160-22-000409	1	California Tacos, Inc.	Robert Reynolds	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer
0001746059-22-000100	1	Enotap LLC	Marissa Stashenko	Owner and CoFounder
0001665160-22-000408	1	AWOL OUTDOORS, INC.	Kevin McGregor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001914679-22-000002	1	Tubbys Taste LLC	Danielle Tubbs	President
0001669191-22-000220	1	Sazi Foods, LLC	Lisa  Newmann	Principal Executive Officer
0001914679-22-000001	1	Tubbys Taste LLC	Danielle Tubbs	President
0001746059-22-000097	1	Granite Slates LLC	Sarah Thibodeau	Owner
0001746059-22-000099	1	Slauterhouse, LLC	Derek Lees	Owner and Founder
0001914233-22-000002	1	myZorro LLC	Nigel Sydnor	CEO
0001665160-22-000407	1	Oscilla Power, Inc.	Balakrishnan Nair	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000096	1	Lass Cafe & Cocktails, LLC	Brittney Hitzfelder	Owner and CoFounder
0001746059-22-000098	1	Cakes & Pipers Bakery, LLC	Sherwin Pilley	CEO
0001747584-22-000005	1	BlocPower Energy Services 3 LLC	Cullen Kasunic	Manager, Chief Financial Officer
0001902033-22-000002	1	O2, Inc.	David Colina	Founder & CEO
0001665160-22-000406	1	WiTopia, Inc.	William Bullock	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000405	1	Advanced Robotics Corp./CA	Yuliang Du	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001882590-22-000001	1	Redrock Biometrics, Inc.	Hua Yang	CEO & Co-Founder
0001644600-22-000032	1	Xairos Systems, Inc.	David Mitlyng	Chief Executive Officer
0001670254-22-000205	1	wOS, Inc.	Eduardo Mussali	Cofounder & CEO
0001911152-22-000001	1	Jonathan Gosier	Jonathan Gosier	CEO
0001652039-22-000001	1	California Labs, Inc.	Brian Gannon	principal executive officer, principal financial officer, principal accounting officer and director
0001665160-22-000404	1	Puraclenz Holdings, Inc.	Christopher Dooley	CEO and Director
0001781955-22-000006	1	Dome Audio Inc.	Ben White	Founder and CEO
0001665160-22-000401	1	Steiner's Coffee Cake of New York, Inc.	Jennifer Steiner Pool	President
0001665160-22-000400	1	Harp and Cork Inc. dba Dharma Southern Kitchen	Shaun Noonan	Founder, CEO, and Director
0001665160-22-000398	1	Galexahomes, Inc.	Chuck Ardezzone	CEO/Director
0001665160-22-000397	1	Third Eye Design, Inc.	David Werner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000394	1	Macrofit, Inc.	Michael DeVerna	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001670254-22-000202	1	Uptip Inc.	Eric Plam	CEO
0001665160-22-000392	1	Magnuss Corp.	James Rhodes	CEO, Director, Principal Financial Officer and Principal Accounting Officer
0001878002-22-000001	1	Inclusion Score Inc.	James Felton Keith	CEO
0001665160-22-000390	1	Lolaark Vision Inc.	Emanuel Papadakis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000095	1	Granite Coast Brewing Co Inc	Jeffrey Marquis	Owner and President
0001863157-22-000001	1	Troop Beverage Co.	Caroline DeRosiers	CEO
0001670254-22-000200	1	Homecooked, Inc.	Tarun Thummala	Technology
0001665160-22-000389	1	New Use Energy Solutions, Inc.	Paul Shmotolokha	Chief Executive Officer and Chairman of the Board of Directors (Principal Executive Officer and Director)
0001665160-22-000388	1	Wave Soda, Inc.	Nathaniel Noone	Founder, CEO and Director
0001670254-22-000198	1	Light Art VR Inc	Fahim Aref	Chief Financial Officer
0001665160-22-000384	1	Harp and Cork Inc. dba Dharma Southern Kitchen	Shaun Noonan	Founder, CEO, and Director
0001910093-22-000004	1	Akttyva Therapeutics, Inc.	KATYA TSAIOUN	CEO
0001665160-22-000382	1	Hyperlight Energy, Inc.	John D.H. King	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-22-000381	1	Harp & Cork, Inc	Shaun Noonan	Principal Executive Officer and Director
0001861588-22-000001	1	Squaredeal App Inc.	Patrick Jones by Sean Fuellhart POA	CEO
0001822801-22-000001	1	KhemoSafe Inc.	Louis M. Soto by Sean Fuellhart POA	CEO
0001665160-22-000380	1	Obvious Wines LLC	Brice Baillie	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000379	1	CPRWrap, Inc.	Felicia Jackson	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer
0001746059-22-000094	1	Rule G Brewing Company, LLC	Ralph Rapa	Owner and Founder
0001669191-22-000217	1	KMX Technologies, LLC	Zachary Sadow	Principal Executive Officer
0001905434-22-000001	1	Platform USA LLC	Adrian Washington	Managing Member, Platform USA Manager, LLC, the Manager
0001834350-22-000001	1	Paybby Corp	Hassan Miah	Founder and CEO
0001914061-22-000001	1	World CopperSmith, Inc.	Ryan Grambart	Chief Executive Officer
0001665160-22-000378	1	Simply Country, Inc.	Kyle Chittock	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000377	1	AWOL Outdoors, Inc d/b/a Camp365	Kevin McGregor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001846988-22-000002	1	NPCX, Inc.	Cameron Madani	Chief Executive Officer
0001665160-22-000375	1	Espre Technologies, Inc.	John Terry, PhD	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000093	1	MCC LLC	Angela Bradway	Founder and CEO
0001746059-22-000092	1	Honeybee Collective LLC	Christopher Becker	Director
0001665160-22-000374	1	IZO Spirits, Inc.	Gaston Martinez	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001879376-22-000001	1	Epoch Financial Group, Inc.	Evan Wade	Chief Executive Officer
0001665160-22-000372	1	Loyal Foundry Holdings, Inc.	Tom Kenney	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000373	1	C P Rocketry INC	Nathan Tahbaz	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-22-000371	1	Colors Worldwide, Inc.	Jabari Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000370	1	Sustainable Imprints, Inc.	Rory Rubin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000369	1	ChallengeHop, Inc.	Andrea Nerep	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-22-000215	1	Brain Game LS Inc.	DWAYNE SAMUELS	Principal Executive Officer
0001913194-22-000001	1	NEURISH NETWORKS, INC.	Phil Gattone	President
0001746059-22-000091	1	Black Mule, LLC	John Allen	CEO
0001861745-22-000008	1	Roog, Inc	Brandon Thurman	Founder & President
0001746059-22-000090	1	DMDirt, LLC	Christopher Place	Owner and Founder
0001665160-22-000368	1	Quri Vodka, Inc.	Jonathan E. Tourgee	CEO, Principal Executive Officer and Director
0001747584-22-000004	1	BlocPower Energy Services 3 LLC	Cullen Casunic	Manager, Chief Financial Officer
0001830789-22-000002	1	Soil Connect Services, Inc.	Cliff Fetner	Founder/CEO
0001587317-22-000003	1	HEVO Inc.	Jeremy McCool	Chief Executive Officer
0001621374-22-000003	1	SV TOOL Corp	Che Voigt	Chief Executive Officer
0001669191-22-000213	1	Northstar Technologies Group, Inc.	Paul Inglese	Principal Executive Officer
0001665160-22-000367	1	Drone Delivery Systems Corp	Brandon Pargoe	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer
0001910093-22-000003	1	Akttyva Therapeutics, Inc.	KATYA TSAIOUN	CEO
0001665160-22-000366	1	NearStar Fusion Inc.	Dr. F. Douglas Witherspoon	Chairman, President and Chief Scientist
0001910093-22-000002	1	TrueGen Health, Inc.	FRANK ADAMO	CEO
0001746059-22-000089	1	Gut-friendly Bread LLC	Jordan Anthony Garcia	Managing Member
0001901207-22-000001	1	Mindwise, Inc.	Tobin Shea	CEO
0001850551-22-000003	1	No Limit Technology Holdings, Inc	Rafael Groswirt	President
0001665160-22-000364	1	Argex Beverages, Inc.	Mark Becker	CEO, Principal Executive Officer and Director, Renee Esebag - Principal Financial Officer and Principal Accounting Officer
0001875534-22-000002	1	4BIDDENKNOWLEDGE, INC.	Billy Carson by Sean Fuellhart POA	CEO
0001665160-22-000363	1	Wireless electrical Grid LAN, WiGL, Inc.	Dr. Ahmad Glover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001850551-22-000002	1	No Limit Technology Holdings, Inc	Rafael Groswirt	President
0001746059-22-000088	1	Eiser International, LLC	Charese Foreman	CEO
0001665160-22-000362	1	CertifiedTrue Inc	Stephen Graves	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001877762-22-000002	1	Alchemy Springs Partners, LLC	Anne Nickel Cannady	Manager of Mountain Lion Ventures LLC, the Manager
0001877762-22-000001	1	Alchemy Springs Partners, LLC	Anne Nickel Cannady	Manager of Mountain Lion Ventures LLC, the Manager
0001746059-22-000087	1	Williamson Mead & Brewing, LLC	Matthew Williamson	President and CEO
0001665160-22-000361	1	Praise Token, Inc.	Jesse Tevelow	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000086	1	Xenia LA LLC	Luis Maskin	Owner and CoFounder
0001878261-22-000001	1	Revero Inc	Mahsa Rostami	Chief Executive Officer
0001665160-22-000360	1	Mountain West Cider Company, Inc.	Jeffrey C. Carleton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000358	1	Nextel Mobile Worldwide Inc.	Jeffrey Kaplan	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000359	1	Nextel Mobile Worldwide Inc.	Jeffrey Kaplan	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001911167-22-000001	1	PB Analytics, Inc.	David Johnson	CEO / President
0001644600-22-000031	1	Xairos Systems, Inc.	David Mitlyng	Chief Executive Officer
0001746059-22-000085	1	Eden Cafe LLC	Emmitt Bronkema	Owner and CoFounder
0001911489-22-000001	1	Newel Corp	Zachary Stern	Chief Executive Officer and Sole Director
0001746059-22-000084	1	Venue X LLC	Bryan Wagstaff	Managing Partner
0001665160-22-000357	1	Security Oracle, Inc.	Charles Butler	CEO/Director
0001913986-22-000001	1	Franklin Brewing Co Ltd	Aaron Schickel	President
0001741274-22-000002	1	Hera Health Solutions, Inc.	Idicula Mathew	CEO
0001669191-22-000211	1	Transparent Path spc	Eric Weaver	Principal Executive Officer
0001669191-22-000210	1	Scenebot, Inc.	Stuart Alexander	Principal Executive Officer
0001669191-22-000209	1	Revohloo, Inc.	Glen DeBarros	Principal Executive Officer
0001669191-22-000208	1	OmniValley, Inc.	James Buchanan	Principal Executive Officer
0001669191-22-000207	1	Launchspace Technologies Corporation	John Bauman	Principal Executive Officer
0001669191-22-000206	1	Engineurix Corporation	Dr. Jeffrey Arle	Principal Executive Officer
0001669191-22-000205	1	FreMon Scientific, Inc.	Farideh Bischoff	Principal Executive Officer
0001669191-22-000204	1	Deskless Workers Inc.	David Young	Principal Executive Officer
0001669191-22-000203	1	BioEclipse Therapeutics, Inc.	Pamela Contag	Principal Executive Officer
0001669191-22-000202	1	Berylline Corporation	Dennis  Dresser	Principal Executive Officer
0001669191-22-000201	1	Artificial Intelligence Economic Development Corporation	Leonard S.   Johnson Ph.D. student	Principal Executive Officer
0001851491-22-000003	1	AMASS BRANDS	Mark Lynn	Chief Executive Officer
0001669191-22-000200	1	Arowana Media Holdings, Inc.	Mark  Newbauer	Principal Executive Officer
0001669191-22-000199	1	Targeted Shopping Solutions, Inc.	James Mulford	Principal Executive Officer
0001670254-22-000197	1	BUNNYMONEY, Inc.	Fabien Lamaison	Founder & CEO
0001669191-22-000198	1	Accesr Inc.	Alan Rodriguez	Principal Executive Officer
0001670254-22-000195	1	Noble Story Co. LLC 1	Andrew Teravskis	Co-founder & CEO
0001665160-22-000355	1	xCraft Enterprises, Inc.	JD Claridge	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000353	1	Nextel Mobile Worldwide Inc.	Jeffrey Kaplan	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001644600-22-000030	1	Xairos Systems, Inc.	David Mitlyng	Chief Executive Officer
0001665160-22-000351	1	FaveKitchens Inc.	Praveen Akula	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000350	1	EPR Technologies, Inc.	Lyn Yaffe, M.D.	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001911560-22-000004	1	Team Seneca Investors, LLC	Bryan Price	Managing Member
0001875534-22-000001	1	4BIDDENKNOWLEDGE, INC.	Billy Carson by Sean Fuellhart POA	CEO
0001878661-22-000002	1	Klevr Inc	Marco Vallejo Jr	President
0001878661-22-000001	1	South Shore Distilling LLC	Eric Kraemer	Managing Member
0001746059-22-000083	1	Queens Head, LLC	Daniel Bund	Owner and Founder
0001755224-22-000002	1	Nuovo Properties LLC	Nicolas Ortega	CEO
0001755224-22-000001	1	Qoins Technologies, Inc.	Christian Zimmerman	CEO
0001669191-22-000179	1	KMX Technologies, LLC	Zachary Sadow	Principal Executive Officer
0001912250-22-000002	1	Local Culture Krauts, LLC	Cristina Africano	Co-Owner
0001670254-22-000190	1	Happioh Inc	Soulaima Gourani	Co-founder & CEO
0001665160-22-000349	1	xCraft Enterprises, Inc.	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001910990-22-000002	1	Pure Title, LLC	Kerry Anne Schultz	Manager
0001670254-22-000193	1	Ramper Innovations Inc.	Tim Fulton	CEO
0001670254-22-000192	1	Adaptogens, PBC	Lopa van der Mersch	Founder & CEO
0001747803-22-000003	1	Tyla-Simone's Wings LLC	Monique Crayton	CEO
0001861745-22-000007	1	Roog, Inc	Brandon Thurman	Founder & President
0001670254-22-000189	1	ABC FinTech LLC	Matthew Andelman	CEO & Co-Founder
0001747803-22-000002	1	DATA GRAN, INC.	Carlos Fernando Mendez	Chief Executive Officer
0001665160-22-000348	1	Veloce Corporation	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000346	1	Throne Biotechnologies Inc.	Yong Zhao	CEO and Director
0001665160-22-000343	1	OTACA	Anthony Accetta	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000341	1	VELOCE CORP	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-22-000177	1	CARMEN TV PILOT LLC	Jaco Booyens	Principal Executive Officer
0001665160-22-000340	1	Hawaii Federated Industries, Inc	Ikaika Hussey	CEO and Director
0001665160-22-000338	1	Delee Corp	Liza Velarde	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000337	1	Wilderwise Inc.	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.
0001669191-22-000175	1	MassGenie	Bruce Watanabe	Principal Executive Officer
0001669191-22-000173	1	Sports Engineering, Inc.	Edward Cowle	Principal Executive Officer
0001669191-22-000171	1	TOP UNii, Inc	Dermell Brunson	Principal Executive Officer
0001830612-22-000001	1	Freelancers, LLC	Natalie Madsen	Executive Producer
0001665160-22-000336	1	FLX Performance Inc	Robert Rast	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000082	1	Hot Dog Box Inc	Bobby McAfee-Leason	Owner and Founder
0001850551-22-000001	1	No Limit Technology Holdings, Inc	Rafael Groswirt	President
0001893268-22-000001	1	Hava Health Inc	Josh Israel	CEO
0001906097-22-000001	1	Good Beer Hunting LLC	Michael Paul Kiser	President
0001873895-22-000001	1	Novadore USA LLC	Jack Benzaquen	Chief Executive Officer
0001665160-22-000335	1	VELOCE CORP	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000188	1	Nueon Inc.	Bob Messerschmidt	Founder and CEO
0001669191-22-000169	1	Eco Allies Inc.	John Honour	Principal Executive Officer
0001669191-22-000167	1	Proctor360 Inc.	Ganga Bathula	Principal Executive Officer
0001669191-22-000165	1	Unum Health USA, Inc.	Lisa Williams	Principal Executive Officer
0001669191-22-000163	1	LiveMasterminds.com LLC	Raju Panjwani	Principal Executive Officer
0001669191-22-000161	1	The Tutelare Corporation	Rodney Reum	Principal Executive Officer
0001908302-22-000002	1	L&L Wellness LLC	Gabrielle Vanounou	Co-Owner
0001665160-22-000334	1	College Coaching Network Inc.	Claude Harris	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000333	1	PVpallet, Inc.	Luke Phelps	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000332	1	GIFTWITH Inc	Eshed Doni	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001912250-22-000001	1	Local Culture Krauts, LLC	Cristina Africano	Co-Owner
0001665160-22-000331	1	Covira Surgical, Inc.	Peter Farmakis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001885303-22-000001	1	Spirit of Speedway LLC	Will Marotti	Manager
0001887265-22-000001	1	Dryvebox, Inc.	Adeel Yang	CEO
0001911704-22-000001	1	Renovare Development, LLC	Jill Ferrari	Managing Partner
0001746059-22-000081	1	Philly's on the Hill, LLC	Angela Morales	Owner
0001898330-22-000002	1	Artillery Brewing Co	Michael Loveless	Co-Founder
0001669191-22-000159	1	YEP, Inc.	Jimmy Ezzell	Principal Executive Officer
0001665160-22-000327	1	Swabbies Tech, Inc.	Carman Cook	CEO, Principal Executive Officer and Director
0001665160-22-000326	1	TRAQ, Inc.	Jeff Slosar	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-22-000328	1	SportsEdTV, Inc.	Victor Bergonzoli	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000329	1	Bizfluence, Inc.	Jacob Davis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000325	1	Metallum3D, Inc.	Nelson Zambrana	CEO, CTO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000186	1	Nuu Collective LLC	Annette Azan	Founder and CEO
0001901311-22-000002	1	TrueGen Health, Inc.	FRANK ADAMO	CEO
0001669191-22-000157	1	Orbital Assembly Corporation	Rhonda Stevenson	Principal Executive Officer
0001670254-22-000185	1	Nuu Collective LLC	Annette Azan	Founder and CEO
0001665160-22-000324	1	Macrofit, Inc.	Michael DeVerna	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-22-000322	1	FuelGems Inc.	Kirill Gichunts	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer for FuelGems Inc.
0001619790-22-000001	1	Cortex Automation Inc.	Brennan White	CEO
0001665160-22-000321	1	3i Tech Works, Inc.	Joseph Riano	Director, CEO, Principal Financial Officer and President
0001665160-22-000319	1	Greenberry's Coffee Roasters Inc.	Sean Simmons	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001666102-22-000001	1	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Tianyuan Gu	Chairman
0001670254-22-000184	1	First Person Solutions LLC	Joel A Adams	Founder and CEO
0001893079-22-000002	1	Xiggit, Inc.	Heather Lorraine Dawson	Chief Executive Officer and Director
0001670254-22-000181	1	Senic, INC	Tobias Eichenwald	CEO
0001669191-22-000155	1	Kazoo LLC	Peter  Goodman	Principal Executive Officer
0001845329-22-000002	1	Vene Rides, Inc.	Joshua Squire	CEO
0001845329-22-000001	1	Midgie's Good Cream Inc.	George Haymaker	CEO
0001665160-22-000317	1	Boaz Bikes, Inc	Emil Nnani	CEO and Director
0001900822-22-000001	1	Familify Corp	Francisco Cornejo	CEO
0001742232-22-000002	1	House of Bowr LLC	Parikshit Guhabiswas	Chief Executive Officer
0001742232-22-000001	1	nedl.com Inc.	Ayinde Alakoye	Chief Executive Officer
0001669191-22-000152	1	Nebulai Corp	Luis  Rios	Principal Executive Officer
0001911232-22-000002	1	Poppy Bagels LLC	Reesa Kashuk	Owner
0001813720-22-000001	1	AASHNA INC.	Stephanie O'Brien	Chief Executive Officer
0001665160-22-000315	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000314	1	Beanstox Inc.	Connor O Brien	CEO and Director
0001665160-22-000313	1	Enginuity Power Systems, Inc.	Jacques Beaudry Losique	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001826308-22-000001	1	Tuttle Twins Show, LLC	Daniel Harmon	President and Director
0001644600-22-000028	1	Xairos Systems, Inc.	David Mitlyng	Chief Executive Officer
0001665160-22-000312	1	Honeyfund.com, Inc.	Sara Margulis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001897390-22-000001	1	Carbonic LLC	/s/ Lyno Sullivan	President
0001861670-22-000001	1	Toothy Cow Productions, LLC	James Chris Wall	Manager
0001911232-22-000001	1	Poppy Bagels LLC	Reesa Kashuk	Owner
0001911660-22-000001	1	Hunny Bunnys Confections LLC	Eneabo Jacqueline Achadu	President
0001746059-22-000080	1	Blazin' D's Delivery, LLC	Darius Monteiro	Owner and CoFounder
0001746059-22-000079	1	Tu Casa Restaurant & Lounge LLC	Alejandro Reyna	Owner and Founder
0001746059-22-000078	1	Mulligans Golf Inc	Bruce Baird	Owner and CEO
0001669191-22-000149	1	Arkisys, Inc.	David Barnhart	Principal Executive Officer
0001665160-22-000310	1	One Roq Spirits, LLC	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000308	1	SmartFoam, Inc.	Jennifer Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000077	1	My Unique Sweets, LLC	Monique Saunders	Owner
0001911560-22-000002	1	Team Seneca Investors, LLC	Utopia 860 Seneca, LLC (Bryan Price)	Managing Member
0001669191-22-000146	1	Launchspace Technologies Corporation	John Bauman	Principal Executive Officer
0001665160-22-000306	1	Robobuoy Inc.	Kevin Morin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001669191-22-000144	1	Rialto Trading Holdings LLC	Shari Noonan	Principal Executive Officer
0001665160-22-000304	1	WonderSpray, Inc.	David Akerman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000303	1	Voosh Technologies Inc	Kevin Cornell	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001669191-22-000141	1	YEP, Inc.	Jimmy Ezzell	Principal Executive Officer
0001669191-22-000139	1	Immortal Data Incorporated	Dale Amon	Principal Executive Officer
