ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001919185-22-000002	1	Parviz Mukhamadkulov	President	2022-03-24
0001670254-22-000247	1	Anthony Spina	Co-founder	2022-03-23
0001670254-22-000247	2	Matt Sievers	Co-Founder	2022-03-23
0001670254-22-000249	1	Andres Gonzalez	COO & Co-Founder	2022-03-22
0001915871-22-000001	1	James J. D'Elia	President	2022-03-24
0001670254-22-000249	2	Marc LaManque	CEO & Co-Founder	2022-03-22
0001670254-22-000254	3	David Dietrich	Founder / President	2022-03-18
0001670254-22-000254	2	Tim Maranville	Board Member	2022-03-21
0001670254-22-000254	1	Cynthia Mitchell	CEO	2022-03-24
0001670254-22-000252	5	Shawn Wehan	CEO	2022-03-22
0001670254-22-000252	4	Alan McCann	CTO	2022-03-23
0001670254-22-000252	3	Robert L. Kollar	General Counsel	2022-03-24
0001670254-22-000252	2	Lindsey Burris	Board Director	2022-03-24
0001670254-22-000252	1	James Haluszczak	Managing Partner	2022-03-24
0001670254-22-000251	1	Josh Luke	Founder & CEO	2022-03-24
0001670254-22-000255	2	Josh Clemente	Founder, President	2022-03-16
0001670254-22-000255	1	Sam Corcos	Co-founder, CEO	2022-03-22
0001665160-22-000527	1	Allen Witters	CEO, Chairman, and Secretary	2022-03-24
0001665160-22-000526	1	Steven Luttmann	CEO/Director	2022-03-24
0001669191-22-000247	4	Bruce  Riezenman	Board Member	2022-03-24
0001669191-22-000247	5	Luigi Boschin	Board Member	2022-03-24
0001669191-22-000247	3	Luigi Boschin	Principal Accounting Officer	2022-03-24
0001669191-22-000247	2	Luigi Boschin	Principal Financial Officer	2022-03-24
0001669191-22-000247	1	Luigi Boschin	Principal Executive Officer	2022-03-24
0001669191-22-000247	6	Andrea Mandel Mantello	Board Member	2022-03-24
0001665160-22-000525	2	W. Richard Laton	Director	2022-03-24
0001665160-22-000525	1	Stephen Parry	Director	2022-03-24
0001665160-22-000522	1	Huey Segura	Member Manager	2022-03-24
0001892429-22-000003	1	/s/ Julie Davitz	President and Director	2022-03-24
0001746059-22-000113	1	Alan MacIntosh	Owner and Founder	2022-03-24
0001665160-22-000520	2	Ryan Ceballos	Executive Vice President and Director	2022-03-24
0001665160-22-000520	1	Hans King	Senior Vice President and Director	2022-03-24
0001746059-22-000112	1	Zachary Switzer	Owner and Founder	2022-03-24
0001896853-22-000002	1	Tsamara Amany Alatas	CEO/President	2022-03-24
0001665160-22-000519	1	Kevin Morin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-24
0001665160-22-000518	1	Branden Criss	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-24
0001665160-22-000516	1	Brian Gannon	CEO and Principal Financial Officer	2022-03-24
0001665160-22-000516	2	Brad O'Neil	Director	2022-03-24
0001866028-22-000001	1	Myo Moe	Owner	2022-03-23
0001670254-22-000245	1	Michael T. Berolzheimer	Managing Partner, Bee Partners	2022-03-20
0001670254-22-000245	2	Christine Izuakor	Founder and CEO	2022-03-18
0001665160-22-000514	1	Matthew Newman	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-23
0001665160-22-000513	1	John D.H. King	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-03-23
0001917958-22-000002	1	Daniel Rockrohr	Co-Owner	2022-03-23
0001665160-22-000510	5	Suha Jhaveri	Director	2022-03-22
0001665160-22-000510	1	Weaver Gaines	CEO and Chairman of the Board of Directors	2022-03-22
0001665160-22-000510	3	Stephanie Warrington	Director	2022-03-22
0001665160-22-000510	4	Robert House	Director	2022-03-22
0001665160-22-000510	2	Kimberly Ramsey	CFO	2022-03-22
0001669191-22-000245	2	Daniel Done	Principal Financial Officer	2022-03-23
0001669191-22-000245	3	Daniel Done	Principal Accounting Officer	2022-03-23
0001669191-22-000245	4	Daniel Done	Board Member	2022-03-23
0001669191-22-000245	1	Daniel Done	Principal Executive Officer	2022-03-23
0001669191-22-000243	1	Peter  Goodman	Principal Executive Officer	2022-03-23
0001669191-22-000243	2	Peter  Goodman	Principal Financial Officer	2022-03-23
0001669191-22-000243	4	Peter  Goodman	Board Member	2022-03-23
0001669191-22-000243	3	Peter  Goodman	Principal Accounting Officer	2022-03-23
0001916266-22-000001	1	Morey Highbarger	CEO	2022-03-23
0001669191-22-000241	1	Adelinda  Bryant	Principal Executive Officer	2022-03-23
0001669191-22-000241	2	Joe Hassell	Principal Financial Officer	2022-03-23
0001669191-22-000241	3	Joe Hassell	Principal Accounting Officer	2022-03-23
0001669191-22-000241	5	Joe Hassell	Board Member	2022-03-23
0001669191-22-000241	4	Adelinda  Bryant	Board Member	2022-03-23
0001746059-22-000111	1	Ashley Baron	Owner and CoFounder	2022-03-23
0001746059-22-000110	1	Julie Beauchemin	Owner and Founder	2022-03-23
0001746059-22-000109	1	Julie Beauchemin	Owner and Founder	2022-03-23
0001665160-22-000509	1	John Atanasio	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-23
0001670254-22-000244	3	Darron L Phillips	President, Breaching Technologies	2022-03-16
0001670254-22-000244	2	Brett Meisenheimer	Vice President	2022-03-17
0001670254-22-000244	1	roger l heymann	cfo	2022-03-18
0001665160-22-000505	2	Anton Steenman	Director	2022-03-22
0001665160-22-000505	1	Jodi Deros	Principal Accounting Officer	2022-03-22
0001670254-22-000240	3	Ashley Black	Founder	2022-03-22
0001670254-22-000240	2	Brandy Hipp	CFO	2022-03-22
0001670254-22-000240	1	Lee-Ann Fullard	CEO	2022-03-22
0001670254-22-000238	3	Jerry Ropelato	CEO	2022-02-24
0001670254-22-000238	2	Darinda Coker Ropelato	Director	2022-02-24
0001670254-22-000238	1	Lesa May	Controller	2022-02-24
0001665160-22-000507	1	Gus Bateas	EVP and COO	2022-03-22
0001670254-22-000242	3	Evan Leaphart	Founder	2022-03-22
0001670254-22-000244	4	Kyle Meyer	CEO	2022-03-16
0001670254-22-000242	1	Michael Gross	COO	2022-03-22
0001670254-22-000242	2	David Stiffler	Director of Community Relations, Edward Jones	2022-03-22
0001665160-22-000504	2	Petra Wood	Director, Vice President, Head of Growth, Chief Operating Officer, and Secretary	2022-03-22
0001665160-22-000504	1	Paul Sieradzki	Director, Treasurer, Head of Product, Chief Executive Officer, and President	2022-03-22
0001746059-22-000108	1	Matthew Dixon	Owner and CoFounder	2022-03-22
0001917116-22-000004	1	Amy Mitchell	President	2022-03-22
0001644600-22-000034	1	David Nikzad	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer and Director	2022-03-22
0001644600-22-000034	2	Jason Hobson	Director	2022-03-22
0001917116-22-000003	1	Chloe Chiovitti	CEO	2022-03-22
0001917116-22-000002	1	Stephanie Herrera	President	2022-03-22
0001917604-22-000001	1	Alan Ahmatovic	Vice President of Finance	2022-03-22
0001917116-22-000001	1	Stephanie Herrera	President	2022-03-22
0001670254-22-000237	2	Vivian Kerr	Director / Writer	2022-03-02
0001670254-22-000237	1	Rachel Stander Jones	Member	2022-03-02
0001670254-22-000236	3	Stanley Glover	Chief Operations Officer, Treasurer	2022-02-24
0001670254-22-000236	2	Josh Rufolo	CEO	2022-02-24
0001670254-22-000236	1	Marshal Singh	CFO	2022-03-16
0001670254-22-000234	1	Lesa May	Controller	2022-03-18
0001670254-22-000234	2	Jerry Ropelato	CEO	2022-03-02
0001917250-22-000002	1	Morey Highbarger	CEO	2022-03-22
0001917250-22-000001	1	Kelly Brown	President	2022-03-22
0001670254-22-000232	1	Adam Von Gootkin	Co-Founder & CEO	2022-03-21
0001665160-22-000502	1	Michael DeVerna	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-03-22
0001859717-22-000001	1	Joanna Bartholomew	Manager	2022-03-22
0001913194-22-000003	1	Phil Gattone	President	2022-03-22
0001669191-22-000239	3	Bina Khan	Principal Accounting Officer	2022-03-22
0001669191-22-000239	2	Bina Khan	Principal Financial Officer	2022-03-22
0001669191-22-000239	1	Zachary Sadow	Principal Executive Officer	2022-03-22
0001669191-22-000239	5	Cynthia Archer	Board Member	2022-03-22
0001669191-22-000239	4	Christopher Kelley	Board Member	2022-03-22
0001916408-22-000002	1	JONATHAN GIBSON	CEO	2022-03-21
0001665160-22-000501	1	Vincent F. Caimano	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-03-21
0001665160-22-000500	6	Joshua Leavitt	Board Member	2022-03-21
0001665160-22-000500	5	Pierre Rogers	Board Member	2022-03-21
0001665160-22-000500	4	Jonathan Cooper	Board Member	2022-03-21
0001665160-22-000500	3	Joshua Leavitt	Principal Accounting Officer	2022-03-21
0001665160-22-000500	1	Pierre Rogers	Principal Executive Officer	2022-03-21
0001665160-22-000500	2	Joshua Leavitt	Principal Financial Officer	2022-03-21
0001790674-22-000001	1	Liza Velarde	Co Founder & CEO	2022-03-21
0001669191-22-000237	5	Joe Hassell	Board Member	2022-03-21
0001669191-22-000237	4	Adelinda  Bryant	Board Member	2022-03-21
0001669191-22-000237	3	Joe Hassell	Principal Accounting Officer	2022-03-21
0001669191-22-000237	2	Joe Hassell	Principal Financial Officer	2022-03-21
0001669191-22-000237	1	Adelinda  Bryant	Principal Executive Officer	2022-03-21
0001669191-22-000235	1	Charles Mueller	Board Member	2021-07-29
0001665160-22-000499	1	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-21
0001780439-22-000001	1	Grant Gregory Weiss	Chief Executive Officer	2022-03-21
0001728560-22-000002	1	Richard Koffler	President	2022-03-18
0001670254-22-000229	1	William Mastin	Board Member	2022-03-03
0001670254-22-000229	2	Pete Mastin	CEO	2022-03-03
0001917699-22-000009	1	Larry Shelton	CEO	2022-03-18
0001746059-22-000107	1	Billy Joseph Darr	President	2022-03-18
0001901311-22-000003	1	FRANK ADAMO	CEO	2022-03-18
0001665160-22-000497	4	Ronald Fishbeck	Chief Technology Officer and Director	2022-03-18
0001665160-22-000497	3	Christian Ruth	Founder, CEO and Director	2022-03-18
0001665160-22-000497	1	James W. Newman	Director	2022-03-18
0001665160-22-000497	2	Robert F. Sheahan	CFO, Treasurer and Director	2022-03-18
0001665160-22-000495	2	Andrew Plum	Director	2022-03-18
0001665160-22-000495	3	George Douaire	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-18
0001665160-22-000495	1	Humsini Acharya	Director	2022-03-18
0001793079-22-000010	1	Edward Lerner	CEO	2022-03-18
0001793079-22-000009	1	Edward Lerner	CEO	2022-03-18
0001665160-22-000494	1	Kevin Fahrner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-18
0001670254-22-000228	2	Erica L Feucht	CEO	2022-03-15
0001670254-22-000228	1	Jason Feucht	CIO	2022-03-15
0001796060-22-000002	1	Michael Loyd	CEO	2022-03-18
0001665160-22-000493	4	Francis G Johnson	Director	2022-03-18
0001665160-22-000493	1	A. Dale Mayo	Chairman of the Board, Interim CEO, and CFO	2022-03-18
0001665160-22-000493	2	Warren Colodner	Director, EVP and General Counsel	2022-03-18
0001665160-22-000493	3	Jim Van Law	Chief Revenue Officer and President, Director	2022-03-18
0001665160-22-000491	1	Ryan Burningham	Chief Executive Officer, Co-Founder and Director, Principal Financial Officer, and Principal Accounting Officer	2022-03-18
0001918224-22-000001	1	Eugene Dupas Jr.	Co-Owner	2022-03-18
0001665160-22-000488	1	Dexter Caffey	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-18
0001683168-22-001767	1	Darron Hays	Manager	2022-03-17
0001665160-22-000487	1	Paul Sieradzki	Director; Treasurer; Head of Product; Chief Executive Officer; President of R3 Printing, Inc.	2022-03-17
0001670254-22-000224	2	Erica L Feucht	CEO	2022-03-17
0001670254-22-000224	1	Jason Feucht	CIO	2022-03-17
0001665160-22-000487	2	Petra Wood	Director; Vice President; Head of Growth; Chief Operating Officer; Secretary of R3 Printing, Inc.	2022-03-17
0001670254-22-000222	2	Michael Oraschewsky	Chief Executive Boar	2022-03-10
0001670254-22-000222	1	Bruce Kramer	President	2022-03-11
0001665160-22-000485	4	Mark Hoiland	Director	2022-03-17
0001665160-22-000485	3	Jeff Milkie	Director	2022-03-17
0001665160-22-000485	2	Jim Lockhart	Director	2022-03-17
0001665160-22-000485	1	Christie Covarrubias	Co-Founder, CEO and Chairman of the Board	2022-03-17
0001854203-22-000002	1	Leslie Noble	President	2022-03-17
0001854203-22-000001	1	Leslie Noble	President	2022-03-17
0001665160-22-000480	1	Arthur Moye	CEO and Managing Member, Principal Financial Officer, and Principal Accounting Officer	2022-03-17
0001665160-22-000479	4	James Manley	CTO, Board Member	2022-03-17
0001665160-22-000479	3	Frauke Wittmer Grant	Board Secretary, Interim CFO, Board Member	2022-03-17
0001665160-22-000479	2	Diego Jacobson	Board member	2022-03-17
0001665160-22-000479	1	Cathi Lamberti	Chief Executive Officer, Chairperson of the board of directors, and founder of SMARTfit	2022-03-17
0001665160-22-000477	1	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-17
0001917958-22-000001	1	Daniel Rockrohr	Co-Owner	2022-03-17
0001669191-22-000233	5	Charles Mueller	Board Member	2022-03-17
0001669191-22-000233	1	Jeff Sutherland	Principal Executive Officer	2022-03-17
0001669191-22-000233	2	Charles Mueller	Principal Financial Officer	2022-03-17
0001669191-22-000233	4	Jeff Sutherland	Board Member	2022-03-17
0001669191-22-000233	3	Charles Mueller	Principal Accounting Officer	2022-03-17
0001886772-22-000001	1	Dr. Trent Jones	CEO-Manager	2022-03-17
0001665160-22-000474	2	Barry Davis	Chief Operating Officer	2022-03-17
0001665160-22-000474	3	Marcel Puijk	Chief Financial Officer	2022-03-17
0001665160-22-000474	1	Michael Mansouri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-17
0001665160-22-000473	1	Megan Hayes	Co-CEO and Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-17
0001665160-22-000472	1	Gianluca De Novi	CEO, Principal Executive Officer and Director	2022-03-17
0001665160-22-000472	2	Michele Marzola	Principal Financial Officer, Principal Accounting Officer, and Director	2022-03-17
0001665160-22-000471	1	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.	2022-03-17
0001669191-22-000231	2	Daniel Done	Principal Financial Officer	2022-03-17
0001669191-22-000231	3	Daniel Done	Principal Accounting Officer	2022-03-17
0001669191-22-000231	1	Daniel Done	Principal Executive Officer	2022-03-17
0001669191-22-000231	4	Daniel Done	Board Member	2022-03-17
0001665160-22-000470	1	Alice Chen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-17
0001812932-22-000001	1	/s/Srivatsava Gorthy	Founder and CEO	2022-03-17
0001902033-22-000003	6	James Lyski	Board of Directors' Member	2022-03-17
0001902033-22-000003	5	Dan Crane	Board of Directors' Member	2022-03-17
0001902033-22-000003	4	Stephanie Fortener	Board of Directors' Member	2022-03-17
0001902033-22-000003	3	Katrina Hahn	Board of Directors' Member	2022-03-17
0001902033-22-000003	2	Dr. Daniel Kim	Chief Medical Officer	2022-03-17
0001902033-22-000003	7	Jeffrey Rosenblum	Board of Directors' Member	2022-03-17
0001902033-22-000003	1	David Colina	Founder & CEO	2022-03-17
0001665160-22-000468	2	Andrew Levy	General Counsel and Director	2022-03-17
0001665160-22-000468	1	Betsy L. Ehrenberg	President, CEO and Director	2022-03-17
0001665160-22-000465	1	Lauren Maggio	CEO, President, and Director	2022-03-16
0001665160-22-000465	2	John Maggio	Treasurer and Director	2022-03-16
0001665160-22-000463	2	Celine Ikeler	CMO, CPO, President, Chairman of the Board, and Founder	2022-03-16
0001665160-22-000463	1	Arek Reeder	CEO, CFO, and Founder	2022-03-16
0001665160-22-000461	1	John G. McGarvey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-16
0001746059-22-000106	1	Shinobu Kato	Owner and Founder	2022-03-16
0001630105-22-000001	3	Jim Feuille	Director	2022-03-16
0001630105-22-000001	4	Sue Marks	Director	2022-03-16
0001630105-22-000001	1	Michael Beygelman	Director	2022-03-16
0001630105-22-000001	2	Daniel Frawley	Director	2022-03-16
0001746059-22-000105	1	Aryn Pipkin	Owner and CoFounder	2022-03-16
0001746059-22-000104	1	Wardell Glass	Owner and Founder	2022-03-16
0001670254-22-000220	1	Bert Wank	Founder & CEO	2022-03-04
0001670254-22-000219	2	Kevin Neumaier	CEO	2022-03-10
0001670254-22-000219	1	Anthony Bruce Gale	COO	2022-03-15
0001670254-22-000219	3	Daryl Anderson	CFO	2022-03-10
0001878002-22-000007	1	James Felton Keith	Chairman & CEO	2022-03-07
0001665160-22-000460	1	Andrew Glaze	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-16
0001665160-22-000459	1	Doron Merdinger	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-16
0001661933-22-000003	1	Mark Wasowicz	CFO	2022-03-16
0001877724-22-000002	1	Quan Zhang	CEO	2022-03-16
0001877724-22-000001	1	Joseph Reinke	CEO	2022-03-16
0001665160-22-000458	1	Kevin Hickey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-16
0001907058-22-000004	1	Shayfonyia Reed	President	2022-03-16
0001670254-22-000216	3	Brandon Taylor	CEO & CIO	2022-03-15
0001670254-22-000216	2	Sean Rutherford	CFO	2022-03-15
0001670254-22-000216	1	Gabriel Hoffman	Secretary & Treasurer	2022-03-15
0001665160-22-000456	1	Caleb King	COO	2022-03-15
0001665160-22-000457	1	Stephen Catanzo	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-15
0001670254-22-000218	5	Stephen Williams	CFO	2022-03-14
0001670254-22-000218	4	Joanne Haruta	Co-founder, Board Member	2022-03-14
0001670254-22-000218	3	Bryan Davis	Co-Founder & CEO - Board Director	2022-03-15
0001670254-22-000218	2	Chester Brandes	Managing Partner	2022-03-15
0001670254-22-000218	1	Wynn Sanders	COO	2022-03-15
0001878002-22-000005	1	James Felton Keith	Chairman & CEO	2022-03-07
0001747584-22-000008	1	Bryan Garcia	President & CEO	2022-03-15
0001665160-22-000455	1	Shaun Noonan	Founder, CEO, and Director	2022-03-07
0001665160-22-000455	2	Kevin Armantrout	COO and Director	2022-03-07
0001665160-22-000453	2	Kevin Armantrout	COO and Director	2022-03-15
0001665160-22-000453	1	Shaun Noonan	Founder, CEO, and Director	2022-03-15
0001879956-22-000003	1	Douglas Mochrie	CEO	2022-03-15
0001665160-22-000452	1	Binhan Li	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-15
0001744757-22-000001	1	Christopher Lustrino	Director, President and Chief Executive Officer (principal executive officer) and Chief Financial Officer (principal financial and accounting officer)	2022-03-15
0001744757-22-000001	2	Cecilia Lenk	Director	2022-03-15
0001744757-22-000001	3	Daniel Waterman	Director	2022-03-15
0001665160-22-000449	4	Valeriu Gutu	Board director, Co-Founder	2022-03-15
0001665160-22-000449	3	Andrei Calugaru	Board director, Co-Founder	2022-03-15
0001665160-22-000449	2	Maxim Calugaru	Board director, Co-Founder	2022-03-15
0001665160-22-000449	1	Vladimir Colosov	CEO, President, Secretary, Treasurer, Board Director, Principal financial officer, Co-Founder	2022-03-15
0001665160-22-000447	1	David Knight	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-03-15
0001746059-22-000103	1	Rebecca Colette	Owner and CEO	2022-03-15
0001670254-22-000215	3	Daryl Anderson	CFO	2022-03-11
0001670254-22-000215	2	Anthony Bruce Gale	COO	2022-03-11
0001670254-22-000215	1	Kevin Neumaier	CEO	2022-03-15
0001665160-22-000445	1	Paul Francis	President and CEO	2022-03-15
0001669191-22-000224	2	Efrain Rodriguez	Principal Financial Officer	2022-03-15
0001669191-22-000224	4	Luis  Rios	Board Member	2022-03-15
0001669191-22-000224	7	Raul Documet	Board Member	2022-03-15
0001669191-22-000224	6	Renatto Garro	Board Member	2022-03-15
0001669191-22-000224	3	Luis  Rios	Principal Accounting Officer	2022-03-15
0001669191-22-000224	1	Luis  Rios	Principal Executive Officer	2022-03-15
0001669191-22-000224	5	Stefano Gulbalis	Board Member	2022-03-15
0001665160-22-000442	1	Andrew Stumpf	CFO	2022-03-15
0001878002-22-000003	1	Kharena Keith	CEO	2021-03-15
0001665160-22-000440	1	Caleb King	COO	2022-03-14
0001670254-22-000212	1	David Zaoui	COO	2022-03-10
0001670254-22-000212	2	Mohamed Kaada	CEO & FOUNDER	2022-03-10
0001665160-22-000439	1	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-14
0001665160-22-000439	2	Gary Starr	Director	2022-03-14
0001665160-22-000438	2	Gary Starr	Director	2022-03-14
0001665160-22-000438	1	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-14
0001746059-22-000102	1	Daniel Blethen	Owner and CEO	2022-03-14
0001864224-22-000001	1	Shabazz Stuart	CEO	2022-03-14
0001665160-22-000436	1	Tyler Gottstein	CEO, Principal Executive Officer, and Director, Principal Financial Officer, and Principal Accounting Officer	2022-03-14
0001670254-22-000211	1	Julien Uhlig	CEO at ZERO CARBON INC.	2022-03-14
0001665160-22-000434	1	Maxim Filin	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-03-14
0001665160-22-000432	1	Jason Richards	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-14
0001665160-22-000430	2	Gary Starr	Director	2022-03-14
0001665160-22-000430	1	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-14
0001670254-22-000209	4	Ian Michael Baxter	Board Member	2022-03-11
0001670254-22-000209	3	James Schleckser	Director	2022-03-11
0001670254-22-000209	5	Matthew Armandi	Chief Financial Officer	2022-03-11
0001670254-22-000209	1	Craig Lewis Bond	Chairman	2022-03-14
0001670254-22-000209	2	Stephen Le Roux	Chief Executive Officer	2022-03-11
0001878300-22-000001	1	Hemant Chavan	CEO	2022-03-14
0001665160-22-000428	1	Paul D. Bojic, Esq.	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-14
0001805081-22-000002	1	Michael Counts	Founder	2022-03-11
0001805081-22-000002	2	Sara Ellis Conant	Chief Executive Officer	2022-03-11
0001670254-22-000207	2	Jon Wuebben	Founder & CEO	2022-01-24
0001670254-22-000207	1	Carlos W. Dunlap	Director	2022-01-24
0001665160-22-000427	3	Robert Lerner	CFO	2022-03-11
0001665160-22-000427	2	Bob Simpson	Board Member	2022-03-11
0001665160-22-000427	1	Jake Benford	Co-Founder, CMO and Board Member	2022-03-11
0001665160-22-000425	1	Eugene Cordero	CEO and Director	2022-03-11
0001665160-22-000425	2	Leah Tremblay	Chief Financial Officer	2022-03-11
0001897826-22-000001	1	Frank I. Igwealor by Sean Fuellhart POA	CEO	2022-03-11
0001665160-22-000423	3	Joseph C Bissonnette	Chief Financial Officer and Principle Accounting Officer	2022-03-11
0001665160-22-000423	2	Todd Krasinsky	Chief Strategy Officer and Director	2022-03-11
0001665160-22-000423	1	Sal Rafanelli	President and CEO	2022-03-11
0001901890-22-000003	1	Asha Cannon	President	2022-03-11
0001910093-22-000005	1	KATYA TSAIOUN	CEO	2022-03-11
0001665160-22-000421	2	Josh Franklin	Director	2022-03-11
0001665160-22-000421	4	Jerry Lang	Director	2022-03-11
0001665160-22-000421	3	Christinia Marc	Director	2022-03-11
0001665160-22-000421	1	Edward McMahon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-11
0001665160-22-000420	2	Joanne Chen	Director	2022-03-11
0001665160-22-000420	1	Nathan Harding	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-11
0001665160-22-000420	3	Lynn Heublein	Director	2022-03-11
0001665160-22-000419	1	Mark Walker	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer	2022-03-11
0001665160-22-000417	2	Amy Sharma	Director	2022-03-11
0001665160-22-000417	1	Ravi Sharma	CEO, Director, Principal Financial Officer	2022-03-11
0001665160-22-000417	3	Fadi Madanat	Director	2022-03-11
0001746059-22-000101	1	Christian Taggart	Cofounder	2022-03-11
0001665160-22-000414	1	Jacques Beaudry Losique	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-11
0001914734-22-000002	1	Tanya Vucetic	CEO	2022-03-11
0001914815-22-000001	1	Brian Webster	Co-Owner	2022-03-11
0001665160-22-000412	3	Robert Lerner	CFO	2022-03-10
0001665160-22-000412	2	Bob Simpson	Board Member	2022-03-10
0001665160-22-000412	1	Jake Benford	Co-Founder, CMO and Board Member	2022-03-10
0001908409-22-000003	1	Justin Ahmann	Principal	2022-03-10
0001669191-22-000222	2	Daniel Lopez	Principal Financial Officer	2022-03-10
0001669191-22-000222	3	Lisa Hill	Principal Accounting Officer	2022-03-10
0001669191-22-000222	4	Talbot Jaeger	Board Member	2022-03-10
0001669191-22-000222	1	David Barnhart	Principal Executive Officer	2022-03-10
0001669191-22-000222	5	David Barnhart	Board Member	2022-03-10
0001665160-22-000410	1	Chris James	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-10
0001670254-22-000206	1	Stephan Hartman	Chairman & CEO	2022-03-08
0001862162-22-000001	1	Kevin Lundy	Founder and CEO	2022-03-10
0001665160-22-000409	1	Robert Reynolds	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer	2022-03-10
0001746059-22-000100	1	Marissa Stashenko	Owner and CoFounder	2022-03-09
0001665160-22-000408	1	Kevin McGregor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-09
0001914679-22-000002	1	Danielle Tubbs	President	2022-03-09
0001669191-22-000220	4	Lisa  Newmann	Board Member	2022-03-09
0001669191-22-000220	3	Lisa  Newmann	Principal Accounting Officer	2022-03-09
0001669191-22-000220	2	Lisa  Newmann	Principal Financial Officer	2022-03-09
0001669191-22-000220	1	Lisa  Newmann	Principal Executive Officer	2022-03-09
0001914679-22-000001	1	Danielle Tubbs	President	2022-03-09
0001746059-22-000097	1	Sarah Thibodeau	Owner	2022-03-08
0001914233-22-000002	2	Nigel Sydnor	CEO	2022-03-03
0001914233-22-000002	1	Winfield Willis	CIO	2022-03-03
0001665160-22-000407	3	Kristin Martinez	Board Member	2022-03-08
0001665160-22-000407	2	Rahul Shendure	Chairman, Board of Directors	2022-03-08
0001665160-22-000407	1	Balakrishnan Nair	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-03-08
0001746059-22-000096	1	Brittney Hitzfelder	Owner and CoFounder	2022-03-08
0001746059-22-000098	1	Sherwin Pilley	CEO	2022-03-08
0001746059-22-000099	1	Derek Lees	Owner and Founder	2022-03-08
0001747584-22-000005	1	Cullen Kasunic	Manager, Chief Financial Officer	2022-03-08
0001902033-22-000002	7	Jeffrey Rosenblum	Board of Directors' Member	2021-12-27
0001902033-22-000002	6	James Lyski	Board of Directors' Member	2021-12-27
0001902033-22-000002	5	Dan Crane	Board of Directors' Member	2021-12-27
0001902033-22-000002	4	Stephanie Fortener	Board of Directors' Member	2021-12-27
0001902033-22-000002	3	Katrina Hahn	Board of Directors' Member	2021-12-27
