ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001863674-21-000003	1	Kinesics Studios Inc.	David Greene	President
0001862793-21-000001	1	Modal Living, Inc.	Scott Stowell	Chairman of the Board & CEO
0001776395-21-000005	1	Northeast Capital Fund II LLC	Duane A. Quamina	Senior Managing Partner, President & CEO
0001665160-21-001024	1	Manna Foods Co.	Lucas Wright	CEO, Principal Execuetive Officer and Director, Principal Financial Officer and Controller
0001665160-21-001023	1	Honeyfund.com, Inc.	Sara Margulis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001851773-21-000014	1	Bucket List Studios Inc.	Garrett Gee	Chief Executive Officer
0001865239-21-000001	1	Three43 Inc.	John Lundholm	CEO
0001665160-21-001019	1	Live Music Tutor Inc.	Ted Gee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001747584-21-000017	1	National Energy Improvement Fund, LLC	Peter Krajsa	Managing Member
0001665160-21-001017	1	Organic Craft Brewing	Ryan White	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000605	1	Inspired Futures AI, LLC	Nikody Keating	Principal Executive Officer
0001742162-21-000008	1	Consumer Cooperative Group Inc	Tanen Andrews	Founder/CEO
0001665160-21-001015	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001852221-21-000002	1	2xplr DBA Cluster	C.R. CELONA	CEO
0001669191-21-000602	1	LiveMasterminds.com LLC	Raju Panjwani	Principal Executive Officer
0001669191-21-000600	1	Hiveskill LLC	Sophia Becker	Principal Executive Officer
0001746059-21-000263	1	Wicked BOLD LLC	Deric Cahill	CEO
0001746059-21-000262	1	Firebrand, LLC	Ryan Macdougall	Owner and CoFounder
0001859079-21-000001	1	Royalty Partners: 1st Chair LLC	Martin Cernosek	Chief Investment Officer
0001742162-21-000006	1	Consumer Cooperative Group Inc	Tanen Andrews	Founder/CEO
0001742162-21-000005	1	Consumer Cooperative Group Inc	Tanen Andrews	Founder/CEO
0001742162-21-000004	1	Consumer Cooperative Group Inc	Tanen Andrews	Founder/CEO
0001685404-21-000003	1	Mycroft AI Inc.	Joshua William Montgomery	President
0001746059-21-000261	1	Smittox Brewing Co LLC	Kuumba Smith	Owner and Founder
0001744757-21-000004	1	KingsCrowd, Inc.	Christopher Lustrino	Founder, CEO
0001096906-21-001338	1	Merati Homes, LLC	Kadi Correia	Director
0001669191-21-000598	1	WWF Holdings, Inc.	Lonnie Johnson	Principal Executive Officer
0001669191-21-000596	1	GenesisAI Corporation	Archil Cheishvili	Principal Executive Officer
0001857657-21-000001	1	Impact Infrastructure, Inc	John F. Williams, II	Chairman and CEO
0001746059-21-000260	1	Mama's Best Bakery, LLC	Diana Blaylock	Owner and Founder
0001860683-21-000002	1	Republic Boot Co, INC	Christopher Conrad	CEO & President
0001670254-21-000714	1	Accelerate3D Inc	Riley Knox	CEO
0001670254-21-000713	1	Furry Fortune The Movie LLC	Brad Wilson	CEO and Manager
0001641389-21-000011	1	Wefunder, Inc.	Nick Tommarello	Founder & CEO
0001747584-21-000014	1	Ola Filter Corp	Elizabeth Clandos	CEO
0001665160-21-001011	1	Saucy Brew Works, LLC	Brent Zimmerman	CEO, CO-Founder, Principal Executive Officer and Manager,
0001816036-21-000001	1	Squash the Beef LLC	Candace Maiden	Co-owner
0001858218-21-000003	1	Kai's Kookies, LLC	Taneka Marshaye Walker	CEO
0001669191-21-000593	1	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001746059-21-000259	1	Serene Drops, LLC	Guney Tosun	Owner and CoFounder
0001746059-21-000258	1	Serene Drops, LLC	Guney Tosun	Owner and CoFounder
0001790166-21-000003	1	Compound Projects, LLC	Janine Yorio	Chief Executive Officer
0001844198-21-000003	1	Envel, Inc.	Matthew Armandi	Chief Financial Officer
0001746059-21-000257	1	Arterial Coffee, LLC	Sharaine Brown	Owner and CoFounder
0001836185-21-000004	1	Green Clouds LLC.	Keithian Sammons	Manager
0001746059-21-000256	1	Imees Kitchen	Nicole Nassif	Owner and Founder
0001746059-21-000255	1	Imees Kitchen	Nicole Nassif	Owner and Founder
0001851291-21-000001	1	LES Foods Inc	Nadine C. Habayeb	Chief Executive Officer
0001665160-21-001007	1	StartEngine Capital LLC	James Wilson	CEO, Principal Executive Officer and Director
0001860667-21-000002	1	Kif Room, Inc.	Akinyi Otieno	CEO
0001665160-21-001006	1	Saucy Brew Works LLC	Brent Zimmerman	CEO, Principal Executive Officer and Director/Manager
0001669191-21-000591	1	Atmospheric Water Solutions, LLC	Doug Marcille	Principal Executive Officer
0001665160-21-001004	1	AEXLAB, Inc.	Jonathan Ovadia	Co-Founder and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.
0001665160-21-001005	1	Ichor, Inc.	Trevor Bates	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001003	1	Ichor, Inc.	Trevor Bates	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000254	1	Dawg Haus, LLC	DeAngelo Crawford	Owner and Founder
0001669191-21-000589	1	Eyes 4 Lives, Inc.	Roger Wu	Principal Executive Officer
0001669191-21-000587	1	Backers Inc.	Brian Tinney	Principal Executive Officer
0001669191-21-000585	1	Timed Health Corporation	James  Applebach	Principal Executive Officer
0001665160-21-001002	1	Ichor, Inc.	Trevor Bates	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001835638-21-000007	1	Kokus Inc.	Carli Blum	CEO
0001665160-21-001001	1	Ichor LLC	Trevor Bates	CEO
0001746059-21-000253	1	CCS Worldwide, LLC	Carline Simeon	Owner and CEO
0001746059-21-000252	1	BRONX BURGER Co LLC	Alpha Bah	Owner and Founder
0001852138-21-000002	1	Pickzen, Inc.	Brendan Medeiros	Chief Executive Officer
0001835638-21-000006	1	Spinster Sisters, Inc.	Kelly Perkins	President and CEO
0001862108-21-000002	1	Fair Winds Equity Fund 1 LLC	Melvin James Ferebee III Esq	Attorney-in-Fact for Issuer
0001746059-21-000251	1	PIECEMEAL LLC	Justin Barrett	Owner and Founder
0001776395-21-000003	1	Northeast Capital Fund II LLC	Duane A. Quamina	Senior Managing Partner, President & CEO
0001848506-21-000001	1	Santte Labs, LLC	Luis Sayrols	CEO
0001665160-21-000999	1	Detonation Space Inc.	Umit Yelken	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000250	1	Daiquiri Uncorked LLC	Krutar Patel	Owner and Founder
0001680041-21-000003	1	Maternova, Inc.	Meg Wirth	President
0001746059-21-000249	1	Good Beer LLC.	Eric Flanagan	Owner and Founder
0001669191-21-000582	1	MUSTWATCH LLC	Chelinde Edouard	Principal Executive Officer
0001852185-21-000003	1	Noble Pies LLC	Leslie Noble	President
0001753754-21-000002	1	Tendedbar LLC	Justin Honeysuckle	COO
0001834350-21-000005	1	Paybby Corp	Hassan Miah	Founder and CEO
0001746059-21-000248	1	Vault & Cellar LLC	Kari Harleth Rushing	Owner and Founder
0001746059-21-000247	1	WeHa Brewing Co LLC	Cody McCormack	Owner and President
0001746059-21-000246	1	Jade&Jasper LLC	Crystal Hart	Owner and Founder
0001746059-21-000245	1	Dumbdumb Food Truck LLC	Jennifer Walker	CEO
0001665160-21-000997	1	Skunk Brothers Spirits, Inc.	Scott K. Donoho	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000993	1	Roboligent, Inc.	Bongsu Kim	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000712	1	Vin Social Corporation	Sara Moll	Founder & CEO
0001861403-21-000002	1	Black Crab Catering, Inc	Jermil Martin	Owner
0001728560-21-000002	1	SynTouch, Inc.	Richard Koffler	CEO
0001620704-21-000002	1	MED-X, INC.	Ronald J. Tchorzewski by Sean Fuellhart, POA	CFO
0001669191-21-000579	1	GenesisAI Corporation	Archil Cheishvili	Principal Executive Officer
0001665160-21-000990	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000244	1	JK WILLIAMS DISTILLING, LLC	Andrew Faris	President
0001736653-21-000005	1	Fantasy Sports Co	Erik Groset	Founder & CEO
0001852185-21-000002	1	Harvie Farms Distribution LLC	Simon Huntley	CEO
0001864237-21-000001	1	J. Johnson & Company, LLC	Jason Johnson	Manager and President/CEO
0001833787-21-000001	1	TracFlo Inc	Khalid David	CEO
0001799231-21-000001	1	HAZN, Inc	Elias Tobias	President
0001830990-21-000003	1	VINCHI LLC	Joseph Mohney	Manager
0001822801-21-000002	1	KhemoSafe Inc.	Louis M. Soto by Sean Fuellhart POA	CEO
0001833503-21-000003	1	GenBio Inc.	Todd Sonoga by Sean Fuellhart POA	Director
0000732935-21-000005	1	Here To Serve Holding Corp	Paul Riss by Sean Fuellhart POA	CEO
0001669191-21-000575	1	HighSchoolResponder LLC	Barbara A Grimm	Principal Executive Officer
0001669191-21-000573	1	Brain Game LS Inc.	DWAYNE SAMUELS	Principal Executive Officer
0001830917-21-000003	1	HighRes Labs, Inc.	Qiliang Wang by Sean Fuellhart POA	CEO
0001669191-21-000571	1	Talla Inc.	Francis Speiser	Principal Executive Officer
0001746059-21-000243	1	Arterial Coffee, LLC	Sharaine Brown	Owner and CoFounder
0001746059-21-000242	1	Pizza Grace, LLC	Ryan Westover	Owner and Founder
0001746059-21-000241	1	Pizza Grace, LLC	Ryan Westover	Owner and Founder
0001665160-21-000988	1	Arc Footwear, Corp.	Sean Clarke	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001743181-21-000002	1	BandwagonFanClub Inc.	Harold Hughes	CEO
0001213900-21-029653	1	New World Savings, Inc.	/s/ Scott Armstrong	CEO & President
0001213900-21-029647	1	New World Savings, Inc.	/Scott Armstrong/	Chief Executive Officer
0001844637-21-000001	1	PlayChannel Inc.	James Jones	CEO
0001863495-21-000001	1	Erin Leonard Events LLC	Jessica Erin Leonard	CEO
0001746059-21-000240	1	STiX Crafthouse	Jacob Gross	Owner and CoFounder
0001670254-21-000710	1	WE ALL EAT CORPORATION	Mateo Cardenas	Co-founder & CEO
0001746059-21-000239	1	Marinas Cuisine, LLC	Marina Gibbs Olanipekun	CEO
0001665160-21-000986	1	AgWiki, Inc.	Randy P. Krotz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001830990-21-000002	1	VINCHI LLC	Joseph Mohney	Manager
0001665160-21-000985	1	PVP International, Inc.	Phil Stover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000238	1	Roundhead Brewing, LLC	Craig Panzer	Owner and Founder
0001665160-21-000984	1	OLLO Group, Inc.	William Howes	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000237	1	Dead Bird Brewing Co	Jeremy Hatch	Owner and CoFounder
0001746059-21-000236	1	JBK Ventures LLC	Jayson Poluka	Owner and Founder
0001746059-21-000235	1	BEAU HOSPITALITY GROUP LLC	Ileana Acosta	Owner and CoFounder
0001746059-21-000234	1	ARMAGA VR Inc	Archibald Thompson	CEO
0001746059-21-000233	1	TWO BEAGLES DISTILLING CO.	Craig Ennis	Owner and President
0001852231-21-000002	1	Driven Technologies, Inc	Jason Smith	Chief Executive Officer
0001823177-21-000004	1	Million Marker Wellness, Inc.	Jenna Hua	CEO
0001863674-21-000001	1	Kinesics Studios Inc.	David Greene	President
0001851773-21-000012	1	Bucket List Studios Inc.	Garrett Gee	Chief Executive Officer
0001670254-21-000708	1	Mylance Co	Bradley Jacobs	Founder and CEO
0001213900-21-029364	1	BioPact Cellular Transport, Inc.	/s/ Kurt Swogger	Chief Executive Officer
0001669191-21-000569	1	LiveMasterminds.com LLC	Raju Panjwani	Principal Executive Officer
0001669191-21-000567	1	Correlate Health, Inc.	Nailah   Malak	Principal Executive Officer
0001669191-21-000565	1	Dashible, Inc.	Marvin Johnson	Principal Executive Officer
0001746059-21-000232	1	ARMAGA VR Inc	Archibald Thompson	CEO
0001669191-21-000563	1	OmniValley, Inc.	James Buchanan	Principal Executive Officer
0001669191-21-000561	1	OmniValley, Inc.	James Buchanan	Principal Executive Officer
0001831643-21-000004	1	LIL BUCKS LLC	Emily Griffith	CEO
0001856560-21-000001	1	Onzic, Inc	Kevin Hillman	CEO & Director
0001665160-21-000982	1	Eventcombo, Inc.	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001780439-21-000011	1	Crypto Asset Rating Inc.	Pramod Attarde	Co-Founder & CEO
0001746059-21-000231	1	Retro Meadery LLC	Michael Fields	Owner and CoFounder
0001665160-21-000981	1	iPill Inc.	John Hsu MD	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000706	1	FC Development, Corp.	Steven Ayer	Chairman of the Board
0001730741-21-000003	1	When it Changed Inc.	Charles Broskoski	Chief Executive Officer
0001665160-21-000979	1	StartEngine Capital LLC	Todd Gibson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001793655-21-000002	1	Flexable LLC	Priya Amin	CEO and Manager
0001838915-21-000003	1	Ready Set Jet, Inc.	Shalini Vadhera	CEO & Sole Director
0001863613-21-000002	1	Popoca Oakland, LLC	Anthony Salguero	Co-owner
0001665160-21-000978	1	Eventcombo, Inc.	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001644600-21-000059	1	SafeRx Pharmaceuticals Inc.	Michael Presti	President, Chief Executive Officer, and Secretary
0001096906-21-001276	1	DeRosa Capital 11, LLC	/s/ Matthew Faircloth	Managing Member
0001669191-21-000559	1	Guardian Athletics, Inc.	David Norris	Principal Executive Officer
0001669191-21-000557	1	Zelgor Inc	John Fanning Jr	Principal Executive Officer
0001790424-21-000002	1	GreenZone Pharms	Daniel Marlow by Sean Fuellhart POA	CEO
0001746059-21-000230	1	Proof, LLC	Michael Robinson	Owner and Founder
0001746059-21-000229	1	Coquette LLC	Caitlin Olsen	Owner and Founder
0001665160-21-000975	1	Pulse Protocol, Inc.	Robert Page	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000704	1	Mount Locks Inc	Madi Rifkin	CEO and Co-founder
0001785943-21-000003	1	Status Money Inc.	Majd Maksad	Chief Executive Officer
0001845329-21-000003	1	Midgie's Good Cream Inc.	George Haymaker	Founder & CEO
0001669191-21-000554	1	Oneva, Inc.	Anita Darden Gardyne	Principal Executive Officer
0001746059-21-000228	1	Emerald Coast Brewing Co LLC	Shannon Huddleston	Owner and Founder
0001737679-21-000004	1	DIGIBUILD SOFTWARE, INC.	Robert Salvador	Founder
0001852116-21-000003	1	Hideawayco LLC	Anna Baird	CEO
0001746059-21-000227	1	Proof Bread LLC	Jonathan Przybyl	Owner and CoFounder
0001670254-21-000702	1	DKB Brands Inc	Youngwon Lee	Founder, Chief Dokkaebi
0001670254-21-000700	1	Frank App Inc.	Zachary Schlossberg	CEO & Product Developer
0001664262-21-000001	1	POPS! Diabetes Care, Inc.	Lonny Stormo	Founder, Chief Executive Officer, & Chairman
0001670254-21-000698	1	wOS, Inc.	Eduardo Mussali	Cofounder & CEO
0001830012-21-000003	1	DCDT LLC	David Tran	Founder, CEO, & CTO
0001643014-21-000006	1	Keepsake Tales Inc	MIKE VAGGALIS	Founder/CEO
0001841565-21-000002	1	Resonado, Inc.	Brian (Youngil) Cho	CEO
0001670254-21-000696	1	Essential Exposure Inc.	Suzanne (Sinatra) Roberts	CEO
0001665160-21-000971	1	Hardscoop Inc.	David Kirby	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000969	1	Eventcombo, Inc.	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001851773-21-000011	1	Bucket List Studios Inc.	Garrett Gee	Chief Executive Officer
0001643014-21-000005	1	Baby Barista Company, Inc	CARA ARMSTRONG	FOUNDER AND CEO
0001746059-21-000226	1	Detroit Style Inc.	Mark Slaughter	President
0001665160-21-000968	1	Wilderwise Inc.	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.
0001669191-21-000551	1	DeoBioSciences, Inc.	John  Adamson, Jr.,	Principal Executive Officer
0001746059-21-000225	1	BRONX BURGER Co LLC	Alpha Bah	Owner and Founder
0001747584-21-000013	1	Elm Lea Renewable Energy, LLC	Alex Blackmer	Manager
0001644600-21-000056	1	Minfo Americas Benefits Corp	Roland Storti	Chief Executive Officer
0001747584-21-000012	1	BlocPower Energy Services 3 LLC	Cullen Kasunic	Manager, Chief Financial Officer
0001670254-21-000694	1	LFG Nexus LLC	Adam Gerstin	CEO/Founder
0001746059-21-000224	1	Mexibbean, LLC	John C. Baker	Owner and Founder
0001774638-21-000004	1	First Crop, Inc.	David Weir	President & CEO
0001213900-21-028134	1	Clear Protocol, Inc.	/s/ Ernest M. Kestone	CEO, Director
0001838216-21-000002	1	Strom Motors Inc.	Pratik Gupta	CEO
0001665160-21-000966	1	GoMeat Services Inc.	Waqas Siddiqi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001581437-21-000003	1	Goodlander, LLC	William Shonk	President
0001820449-21-000003	1	Morningside PlayCare, Inc.	Gail Foster	CEO
0001665160-21-000965	1	Shacksbury Holdings Inc.	Colin Davis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.
0001581437-21-000002	1	DIGITAL DREAM LABS, INC	H. Jacob Hanchar	CEO
0001670254-21-000693	1	Social Media Gateways, Inc.	Moses Kusasira	CEO
0001670254-21-000691	1	Rayyan Systems Inc.	Robert Ayan	CEO
0001213900-21-027981	1	Ralph Zipper	/s/ Ralph Zipper	Chief Executive Officer
0001665160-21-000964	1	Marshmallow Jetpack Inc.	Justin Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001722137-21-000003	1	Upshift Inc.	Ezra Goldman	Chief Executive Officer, President
0001730741-21-000001	1	When it Changed Inc.	Charles Broskoski	Chief Executive Officer
0001665160-21-000962	1	Flat Out of Heels LLC	Dawn Dickson	Founder, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000548	1	Hercules Electric Mobility, Inc	James Breyer	Principal Executive Officer
0001665160-21-000960	1	Shacksbury Holdings Inc.	Colin Davis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.
0001665160-21-000959	1	Laneaxis, Inc.	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001213900-21-027861	1	Ralph Zipper	/s/ Ralph Zipper	CEO
0001669191-21-000545	1	Demand Derivatives Corp.	Robert Krause	Principal Executive Officer
0001787645-21-000002	1	Gleantap, Inc.	Sagar Babber	CEO
0001746059-21-000223	1	Cheap Chick Trading LLC	Shannon Styes	Owner and Founder
0001850557-21-000003	1	CLOSEM LLC	Richard Miles by Sean Fuellhart POA	CEO
0001746059-21-000222	1	Bread is Pain Inc.	Ian Holshevnikoff	Owner and CoFounder
0001670254-21-000689	1	Germs, Inc.	Hayden Michael	President
0001860683-21-000001	1	Republic Boot Co, INC	Christopher Conrad	CEO & President
0001836525-21-000004	1	DJ Screw Doc LLC	Joseph Litzinger	Manager
0001669191-21-000543	1	FirstRoot, Inc.	Luke Hohmann	Principal Executive Officer
0001670254-21-000688	1	Cedar, Inc.	Adam Finke	CEO & Co-Founder
0001670254-21-000686	1	Mainstem Malt, SPC	Phil Neumann	Co-Founder & CEO
0001746059-21-000221	1	DET Enterprises, Inc	Chitra Sivanandam	CFO and Co-Owner
0001665160-21-000958	1	Cheers Health, Inc.	Brooks Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001774041-21-000002	1	JUMPSTART INSURANCE SOLUTIONS, INC.	/s/ Katherine Stillwell	CEO
0001665160-21-000956	1	ChallengeHop Inc.	Andrea Nerep	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000954	1	Laneaxis, Inc.	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001213900-21-027565	1	Uroshape, LLC	/Ralph Zipper/	Chief Executive Officer
0001781955-21-000003	1	Dome Audio Inc.	Ben White	CEO
0001665160-21-000953	1	microsurgeonbot Inc.	microsurgeonbot Inc	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000538	1	HOPP Technologies, Inc.	Fabrice Allain	Principal Executive Officer
0001670254-21-000684	1	Contractor Plus, Inc.	Justin Smith	CEO
0001746059-21-000220	1	Cocoa & Butter LLC	Fouzia Rafae	Owner and Founder
0001835459-21-000002	1	Lynx City LLC	/s/Alan Moisio	CEO
0001670254-21-000682	1	Boaz Bikes inc	Emil I NNANI	CEO
0001665160-21-000952	1	LEVELS Network, Inc.	Jonas Frey	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000219	1	Port International Coffee Inc	William Howsare	Owner and CoFounder
0001669191-21-000536	1	Stars On Board Technologies, Inc.	Ray Fares	Principal Executive Officer
0001669191-21-000534	1	Acquire Skills and Knowledge Education Inc.	Ruth Nemire	Principal Executive Officer
0001669191-21-000532	1	eBumps Inc.	Jonah Tuckman	Principal Executive Officer
0001649519-21-000003	1	CHATEAU MARCEL, INC.	Albert Dahan	CEO
0001669191-21-000530	1	Bioverge, Inc.	Neil Littman	Principal Executive Officer
0001855137-21-000001	1	Spinster Sisters, Inc.	Kelly Perkins	President and CEO
0001842944-21-000001	1	Austin Flipsters Portfolio 1, LLC	Lincoln Edwards	Principal
0001860267-21-000002	1	Upper Crust 15301 LLC	Mark Kennison	President
0001686984-21-000003	1	Snailz, Inc.	Darren Sardoff	Chief Executive Officer
0001670254-21-000675	1	Gilgal General, Inc.	Alexander Ampontuah	Founder/CEO
0001670254-21-000677	1	FoodieKid, LLC	Christine Topalian	CEO, Founder
0001670254-21-000679	1	Twig Technologies, Inc.	Shubham Bansal	Co-Founder
0001670254-21-000673	1	The SMART Tire Company, Inc.	Brian Yennie	CTO
0001736423-21-000003	1	Acciyo, Inc.	Anum Hussain	Chief Executive Officer
0001805831-21-000002	1	Prazo, Inc.	Rodrigo de Guzman	CEO & Director
0001669191-21-000528	1	Bioverge, Inc.	Neil Littman	Principal Executive Officer
0001104659-21-066765	1	Beta Bionics, Inc.	/s/ Edward Damiano	Chief Executive Officer and Board Member
0001841741-21-000003	1	STRUT Learning, Inc.	Mitch Schneider	CEO
0001844167-21-000008	1	RoboCash, Inc.	Adrian E. Garcia	CEO
0001665160-21-000950	1	VLISO Inc.	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000948	1	Phormed Inc	Ben Chang	Interim CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001644600-21-000052	1	Brane Inc	Paul Carlisle	Chief Executive Officer
0001477932-21-003149	1	Kiddie, Inc.	/s/ Alberto Prieto	Chief Executive Officer, Director
0001669191-21-000526	1	Mosquito Steve, Inc.	Steve Moore	Principal Executive Officer
0001670254-21-000671	1	RG Resource Technologies, Inc.	Rob Kornahrens	CEO - Visionary / Angel Investor
0001670254-21-000669	1	UNLO LLC	Cameron Robinson	Founder
0001665160-21-000945	1	ICARUS BLOCKCHAIN GROUP INC.	Maya Parbhoe	CEO, Principal Executive Officer and Director
0001861670-21-000001	1	Toothy Cow Productions, LLC	James Chris Wall	Manager
0001670254-21-000668	1	Sizigi3, Inc.	Tony Malz	Founder & Chief Executive Officer
0001802024-21-000002	1	PUFFCUFF LLC	Garrett D. Lash	Manager and Chief Executive Officer
0001746059-21-000218	1	Magic Valley Brewing LLC	Richard White	Owner and CoFounder
0001746059-21-000217	1	Teton Bagel, LLC	Ryan Bestor	Owner and Founder
0001746059-21-000216	1	Pilger Ruh Brewing, LLC	Anthony Deppen	Owner and CoFounder
0001755767-21-000001	1	Cyber Consumer Club Corp	Al Mughairy by Sean Fuellhart POA	CEO
0001644600-21-000051	1	California Tequila, inc.	Richard Gamarra	Chief Executive Officer and Secretary
0001746059-21-000215	1	Coach Eatery Co.	Alejandro Perez	CoOwner and CFO
0001746059-21-000214	1	Dazed Brewing, LLC	Joshua Breault	Owner and Founder
0001213900-21-026121	1	Fernando Berdegue	/s/ Fernando Berdegue	CEO, President and Chairman of the Board of Directors
0001670254-21-000667	1	INBALANCE, INC	Thomas Marge	Co-founder & CEO
0001746059-21-000213	1	Team Bodor 3 LLC	Nicholas Bodor	Owner and Founder
0001670254-21-000666	1	Caribu Inc.	Maxeme Tuchman	CEO + Co-Founder
0001669191-21-000524	1	Issuer Pixel, Inc	David Baker	Principal Executive Officer
0001746059-21-000212	1	Big Ma's Kitchen, LLC.	Robert Thompson	Owner and Founder
0001669191-21-000522	1	Targeted Shopping Solutions, Inc.	James Mulford	Principal Executive Officer
0001852116-21-000002	1	Hideawayco LLC	Anna Baird	Owner
0001665160-21-000943	1	BOXABL INC.	Paolo Tiramani	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000663	1	Hypnos Virtual Inc	Michael Kaczkowski	Founder, CEO
0001669191-21-000520	1	Stars On Board Technologies, Inc.	Ray Fares	Principal Executive Officer
0001665160-21-000941	1	festivalPass LLC	Edward Vincent	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001799973-21-000001	1	Dispatch Goods, Inc.	Lindsey Hoell	CEO, Director
0001861588-21-000002	1	Squaredeal App Inc.	Patrick Jones by Sean Fuellhart POA	CEO
0001746059-21-000211	1	Roast Umber, LLC	Bradley Gakenheimer	CEO and CoFounder
0001746059-21-000210	1	701 Ops, Inc.	Shelby Terstriep	President
0001848773-21-000002	1	Cherryblock 3, LLC	Felix Florez II	Manager
0001835960-21-000003	1	Audio Cardio, Inc.	Chris Ellis	CEO, Director
0001665160-21-000940	1	Innovative Eyewear Inc	Harrison Gross	CEO, Principal Executive Officer, Director
0001670254-21-000661	1	Demonpore, inc.	Kent Kemmish	CEO and Founder
0001670254-21-000659	1	Kanda Co	Phillip Daneshyar	CEO
0001670254-21-000657	1	Innatrix Inc.	Jiarui Li	President & CEO
0001755583-21-000004	1	Amnion Life LLC	Amir Fassihi	Founder
0001670254-21-000655	1	washbnb corporation	Daniel Cruz	co-founder and CEO
0001670254-21-000654	1	Atense Inc	John Almeida	Founder and CEO
0001666102-21-000014	1	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Tianyuan Gu	Chairman
0001861403-21-000001	1	Black Crab Catering, Inc	Jermil Martin	Owner
0001859717-21-000001	1	O'Hara Dev QOZF LLC	Joanna Bartholomew	Manager
0001746059-21-000209	1	Hot Dog Box Inc	Bobby McAfee-Leason	Owner and Founder
0001670254-21-000652	1	Jivati, Inc	DevRaj Patel	Founder & CEO
0001821982-21-000012	1	Belladinas Hudson LLC	Potito Leccese	Owner
0001860044-21-000001	1	Healthy Crop, Inc.	/s/ Sydney Chasin	Chief Executive Officer and Director
0001670254-21-000648	1	LimeLoop Inc.	Chantal Emmanuel	CTO, Co-Founder
0001817571-21-000001	1	COI Energy Services, Inc.	SaLisa L. Berrien	CEO & Director
0001834420-21-000004	1	SwayBrand Inc.	Horace L. Flournoy	Co-Founder & Chief Executive Officer
0001670254-21-000650	1	Chisos LLC	William Stringer	Co-Founder & CEO
