ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001669191-21-000589	1	Roger Wu	Principal Executive Officer	2021-06-02
0001669191-21-000589	2	Roger Wu	Principal Financial Officer	2021-06-02
0001669191-21-000589	4	Roger Wu	Board Member	2021-06-02
0001669191-21-000589	3	Roger Wu	Principal Accounting Officer	2021-06-02
0001669191-21-000587	1	Brian Tinney	Principal Executive Officer	2021-06-02
0001669191-21-000587	3	Brian Tinney	Principal Accounting Officer	2021-06-02
0001669191-21-000587	4	Matthew Smart	Board Member	2021-06-02
0001669191-21-000587	5	Brian Tinney	Board Member	2021-06-02
0001669191-21-000587	2	Matthew Smart	Principal Financial Officer	2021-06-02
0001669191-21-000585	7	John C. Matthews	Board Member	2021-06-02
0001669191-21-000585	6	Saul Reibstein	Board Member	2021-06-02
0001669191-21-000585	5	Jane  Scaccetti	Board Member	2021-06-02
0001669191-21-000585	4	Gerard S. O'Connor MD, FACS, AOA	Board Member	2021-06-02
0001669191-21-000585	3	Matthew O'Connor	Principal Accounting Officer	2021-06-02
0001669191-21-000585	8	James  Applebach	Board Member	2021-06-02
0001669191-21-000585	2	Gerard S. O'Connor MD, FACS, AOA	Principal Financial Officer	2021-06-02
0001669191-21-000585	1	James  Applebach	Principal Executive Officer	2021-06-02
0001665160-21-001002	1	Trevor Bates	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-02
0001665160-21-001002	2	Hal Adams	Director	2021-06-02
0001665160-21-001002	3	Tyler Harris	Vice President, Director	2021-06-02
0001835638-21-000007	1	Carli Blum	Director	2021-05-27
0001665160-21-001001	1	Trevor Bates	CEO	2021-06-02
0001665160-21-001001	2	Tyler Harris	Vice President	2021-06-02
0001665160-21-001001	3	Chad Webster	President	2021-06-02
0001746059-21-000253	1	Carline Simeon	Owner and CEO	2021-06-02
0001746059-21-000252	1	Alpha Bah	Owner and Founder	2021-06-02
0001862108-21-000002	1	Melvin James Ferebee III Esq.	Attorney-in-Fact for Issuer	2021-06-01
0001835638-21-000006	1	Kelly Perkins	Director	2021-06-01
0001852138-21-000002	1	Brendan Medeiros	Chief Executive Officer and Director	2021-06-01
0001852138-21-000002	2	Isidro Garcia Hernandez	Chief Technology Officer and Director	2021-06-01
0001746059-21-000251	1	Justin Barrett	Owner and Founder	2021-06-01
0001776395-21-000003	1	Duane A. Quamina	Senior Managing Partner, President & CEO	2021-06-01
0001848506-21-000001	1	Luis Sayrols	CEO	2021-06-01
0001665160-21-000999	1	Umit Yelken	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-01
0001746059-21-000250	1	Krutar Patel	Owner and Founder	2021-06-01
0001680041-21-000003	1	Meg Wirth	President	2021-06-01
0001746059-21-000249	1	Eric Flanagan	Owner and Founder	2021-06-01
0001669191-21-000582	4	Chelinde Edouard	Board Member	2021-06-01
0001669191-21-000582	3	John Fanning, Jr	Board Member	2021-06-01
0001669191-21-000582	2	Rob  Maiello	Principal Financial Officer	2021-06-01
0001669191-21-000582	1	Chelinde Edouard	Principal Executive Officer	2021-06-01
0001852185-21-000003	1	Leslie Noble	President	2021-06-01
0001753754-21-000002	1	Justin Honeysuckle	COO	2021-06-01
0001834350-21-000005	2	John A Marhofer Jr.	Co-Founder and CFO	2021-02-23
0001834350-21-000005	1	Hassan Miah	Founder and CEO	2021-02-23
0001746059-21-000248	1	Kari Harleth Rushing	Owner and Founder	2021-06-01
0001746059-21-000247	1	Cody McCormack	Owner and President	2021-06-01
0001746059-21-000246	1	Crystal Hart	Owner and Founder	2021-06-01
0001746059-21-000245	1	Jennifer Walker	CEO	2021-06-01
0001665160-21-000997	1	Scott K. Donoho	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-31
0001665160-21-000993	1	Bongsu Kim	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-01
0001670254-21-000712	2	Sara Moll	Founder & CEO	2021-05-27
0001670254-21-000712	1	Lily Styles	COO	2021-05-28
0001861403-21-000002	1	Jermil Martin	Owner	2021-06-01
0001728560-21-000002	1	/Richard Koffler/	CEO	2021-05-28
0001620704-21-000002	1	Ronald J. Tchorzewski by Sean Fuellhart, POA	CFO	2021-05-28
0001669191-21-000579	1	Archil Cheishvili	Principal Executive Officer	2021-05-28
0001669191-21-000579	3	Archil Cheishvili	Principal Accounting Officer	2021-05-28
0001669191-21-000579	2	Archil Cheishvili	Principal Financial Officer	2021-05-28
0001669191-21-000579	4	Archil Cheishvili	Board Member	2021-05-28
0001665160-21-000990	1	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-28
0001746059-21-000244	1	Andrew Faris	President	2021-05-28
0001736653-21-000005	1	Erik Groset	Founder & CEO	2021-05-28
0001736653-21-000005	2	Peter Groset	Founder & CTO	2021-05-28
0001736653-21-000005	3	Rick Hernandez	Board Member	2021-05-28
0001736653-21-000005	4	Tom Peterson	Board Member	2021-05-28
0001852185-21-000002	1	Simon Huntley	CEO	2021-05-28
0001864237-21-000001	1	Jason Johnson	Manager and President/CEO	2021-05-28
0001833787-21-000001	2	Jacob Snyder	Director	2021-05-28
0001833787-21-000001	1	Khalid David	Director	2021-05-28
0001799231-21-000001	1	Elias Tobias	President	2021-05-28
0001830990-21-000003	1	Joseph Mohney	Manager	2021-05-28
0001822801-21-000002	1	Louis M. Soto by Sean Fuellhart POA	CEO	2021-05-28
0001833503-21-000003	1	Todd Sonoga by Sean Fuellhart POA	Director	2021-05-28
0000732935-21-000005	1	Paul Riss by Sean Fuellhart POA	CEO	2021-05-28
0001669191-21-000575	2	Edwin Baldry	Board Member	2021-05-28
0001669191-21-000575	1	Barbara A Grimm	Principal Executive Officer	2021-05-28
0001669191-21-000575	3	Barbara A Grimm	Board Member	2021-05-28
0001669191-21-000573	5	NATASHA SEAY	Board Member	2021-05-28
0001669191-21-000573	4	DWAYNE SAMUELS	Board Member	2021-05-28
0001669191-21-000573	3	NATASHA SEAY	Principal Accounting Officer	2021-05-28
0001669191-21-000573	1	DWAYNE SAMUELS	Principal Executive Officer	2021-05-28
0001669191-21-000573	2	DWAYNE SAMUELS	Principal Financial Officer	2021-05-28
0001830917-21-000003	1	Qiliang Wang by Sean Fuellhart POA	CEO	2021-05-28
0001669191-21-000571	8	Byron  Galbraith	Board Member	2021-05-28
0001669191-21-000571	7	Francis Speiser	Board Member	2021-05-28
0001669191-21-000571	2	Gunnar Link	Principal Financial Officer	2021-05-28
0001669191-21-000571	5	Brady Bohrmann	Board Member	2021-05-28
0001669191-21-000571	4	Rudina Seseri	Board Member	2021-05-28
0001669191-21-000571	3	Gunnar Link	Principal Accounting Officer	2021-05-28
0001669191-21-000571	1	Francis Speiser	Principal Executive Officer	2021-05-28
0001669191-21-000571	6	Rob May	Board Member	2021-05-28
0001746059-21-000243	2	Sharla Brown	Owner and CoFounder	2021-05-28
0001746059-21-000243	1	Sharaine Brown	Owner and CoFounder	2021-05-28
0001746059-21-000242	1	Ryan Westover	Owner and Founder	2021-05-28
0001746059-21-000241	1	Ryan Westover	Owner and Founder	2021-05-28
0001743181-21-000002	3	Harold Hughes	CEO	2021-05-27
0001743181-21-000002	2	Kwame Anku	Director	2021-05-27
0001743181-21-000002	1	Greg Smith	Director	2021-05-27
0001665160-21-000988	1	Sean Clarke	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-27
0001213900-21-029653	1	/s/ Scott Armstrong	Director	2021-05-27
0001213900-21-029647	1	/ Scott Armstrong/	Chief Executive Officer	2021-05-27
0001844637-21-000001	1	James Jones	Director	2021-05-27
0001844637-21-000001	2	Nicholas Bogovich	Director	2021-05-27
0001863495-21-000001	1	Jessica Erin Leonard	CEO	2021-05-27
0001746059-21-000240	1	Jacob Gross	Owner and CoFounder	2021-05-27
0001670254-21-000710	1	Andres Felipe Mendez	Andrs Mendez	2021-05-22
0001670254-21-000710	2	Andres Suarez	CTO	2021-05-22
0001670254-21-000710	4	Mateo Cardenas	Co-founder & CEO	2021-05-22
0001670254-21-000710	3	santiago espinosa	CPO	2021-05-22
0001746059-21-000239	1	Marina Gibbs Olanipekun	CEO	2021-05-27
0001665160-21-000986	1	Randy P. Krotz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-27
0001830990-21-000002	1	Joseph Mohney	Manager	2021-05-27
0001665160-21-000985	1	Phil Stover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-27
0001746059-21-000238	1	Craig Panzer	Owner and Founder	2021-05-27
0001665160-21-000984	1	William Howes	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-27
0001746059-21-000237	2	Nicholas Kocis	Owner and CoFounder	2021-05-27
0001746059-21-000237	1	Jeremy Hatch	Owner and CoFounder	2021-05-27
0001746059-21-000236	1	Jayson Poluka	Owner and Founder	2021-05-27
0001746059-21-000235	1	Ileana Acosta	Owner and CoFounder	2021-05-27
0001746059-21-000234	1	Archibald Thompson	CEO	2021-05-27
0001746059-21-000233	1	Craig Ennis	Owner and President	2021-05-27
0001852231-21-000002	1	Jason Smith	Chief Executive Officer	2021-05-27
0001823177-21-000004	1	Jenna Hua	President	2021-05-26
0001863674-21-000001	3	Peter Zhmutski	Vice President	2021-05-25
0001863674-21-000001	1	David Greene	President	2021-05-25
0001863674-21-000001	2	Jamie Loy	Secretary	2021-05-25
0001863674-21-000001	4	Salamat Mukhamediyev	Chief of International Operations	2021-05-25
0001851773-21-000012	2	Kirk Ouimet	Director	2021-05-26
0001851773-21-000012	1	Garrett Gee	Director	2021-05-26
0001851773-21-000012	3	Aviad Eyal	Director	2021-05-26
0001670254-21-000708	1	Bradley Jacobs	Founder and CEO	2021-05-14
0001213900-21-029364	1	/s/ Kurt Swogger	Chief Executive Officer	2021-05-26
0001669191-21-000569	4	Triccia Ramos	Board Member	2021-05-26
0001669191-21-000569	5	Raju Panjwani	Board Member	2021-05-26
0001669191-21-000569	3	Raju Panjwani	Principal Accounting Officer	2021-05-26
0001669191-21-000569	2	Raju Panjwani	Principal Financial Officer	2021-05-26
0001669191-21-000569	1	Raju Panjwani	Principal Executive Officer	2021-05-26
0001669191-21-000567	3	Anthony Farrar	Principal Accounting Officer	2021-05-26
0001669191-21-000567	4	Charon Collier	Board Member	2021-05-26
0001669191-21-000567	5	Anthony Farrar	Board Member	2021-05-26
0001669191-21-000567	1	Nailah   Malak	Principal Executive Officer	2021-05-26
0001669191-21-000567	6	Nailah   Malak	Board Member	2021-05-26
0001669191-21-000567	2	Anthony Farrar	Principal Financial Officer	2021-05-26
0001669191-21-000565	5	Anthony Carter	Board Member	2021-05-26
0001669191-21-000565	3	Marvin Johnson	Principal Accounting Officer	2021-05-26
0001669191-21-000565	2	Marvin Johnson	Principal Financial Officer	2021-05-26
0001669191-21-000565	1	Marvin Johnson	Principal Executive Officer	2021-05-26
0001669191-21-000565	4	Marvin Johnson	Board Member	2021-05-26
0001746059-21-000232	1	Archibald Thompson	CEO	2021-05-26
0001669191-21-000563	1	James Buchanan	Principal Executive Officer	2021-05-26
0001669191-21-000563	3	James Buchanan	Principal Accounting Officer	2021-05-26
0001669191-21-000563	4	James Buchanan	Board Member	2021-05-26
0001669191-21-000563	2	James Buchanan	Principal Financial Officer	2021-05-26
0001669191-21-000561	4	James Buchanan	Board Member	2021-05-26
0001669191-21-000561	3	James Buchanan	Principal Accounting Officer	2021-05-26
0001669191-21-000561	2	James Buchanan	Principal Financial Officer	2021-05-26
0001669191-21-000561	1	James Buchanan	Principal Executive Officer	2021-05-26
0001831643-21-000004	1	Emily Griffith	CEO & Manager	2021-05-25
0001856560-21-000001	1	Kevin Hillman	CEO & Director	2021-05-26
0001665160-21-000982	1	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-26
0001780439-21-000011	1	Pramod Attarde	C0-Founder & CEO	2021-05-26
0001780439-21-000011	6	Maninderjit Sethi	Chief Business Development Officer	2021-05-26
0001780439-21-000011	7	Dhananjay Kohle	Director	2021-05-26
0001780439-21-000011	2	Sunita Pramod Attarde	Chief Operating Officer	2021-05-26
0001780439-21-000011	3	Rashmi D. Kohle	Director	2021-05-26
0001780439-21-000011	4	Kshipra Pramod Attarde	Director	2021-05-26
0001780439-21-000011	5	Medha Koushal Deshpande	Chief Technology Officer	2021-05-26
0001746059-21-000231	1	Michael Fields	Owner and CoFounder	2021-05-26
0001665160-21-000981	1	John Hsu MD	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-25
0001670254-21-000706	2	Brian J. Bellehumeur	Chief Innovation Officer	2021-05-24
0001670254-21-000706	3	Karlin Linhardt	CEO	2021-05-24
0001670254-21-000706	1	Edwin Molina	Chief Development Officer	2021-05-24
0001670254-21-000706	4	Coryn Princevalle	COO	2021-05-24
0001670254-21-000706	5	Steven Ayer	Chairman of the Board	2021-05-24
0001730741-21-000003	2	Daniel Pianetti	Director	2021-05-21
0001730741-21-000003	1	Charles Broskoski	Director	2021-05-21
0001665160-21-000979	1	Todd Gibson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-25
0001793655-21-000002	1	Priya Amin	CEO and Manager	2021-05-25
0001838915-21-000003	1	Shalini Vadhera	CEO & Sole Director	2021-05-25
0001863613-21-000002	1	Anthony Salguero	Co-owner	2021-05-25
0001665160-21-000978	1	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-25
0001644600-21-000059	1	Michael Presti	President, Chief Executive Officer, and Secretary	2021-05-25
0001096906-21-001276	2	/s/ David Iglewicz	Managing Member	2021-05-25
0001096906-21-001276	1	/s/ Matthew Faircloth	Managing Member	2021-05-25
0001669191-21-000559	1	David Norris	Principal Executive Officer	2021-05-25
0001669191-21-000559	2	David Norris	Principal Financial Officer	2021-05-25
0001669191-21-000559	3	David Norris	Principal Accounting Officer	2021-05-25
0001669191-21-000559	4	Jeff Chambers	Board Member	2021-05-25
0001669191-21-000559	5	David Norris	Board Member	2021-05-25
0001669191-21-000557	2	John Fanning Jr	Principal Financial Officer	2021-05-25
0001669191-21-000557	3	John Fanning Jr	Principal Accounting Officer	2021-05-25
0001669191-21-000557	4	John Fanning Jr	Board Member	2021-05-25
0001669191-21-000557	1	John Fanning Jr	Principal Executive Officer	2021-05-25
0001790424-21-000002	1	Daniel Marlow by Sean Fuellhart POA	CEO	2021-05-25
0001746059-21-000230	1	Michael Robinson	Owner and Founder	2021-05-25
0001746059-21-000229	1	Caitlin Olsen	Owner and Founder	2021-05-25
0001665160-21-000975	1	Robert Page	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-24
0001670254-21-000704	1	Madi Rifkin	CEO and Co-founder	2021-05-21
0001785943-21-000003	2	Roman Tokarev	Director	2021-05-21
0001785943-21-000003	1	Majd Maksad	Director	2021-05-21
0001845329-21-000003	1	George Haymaker	Managing Member	2021-05-24
0001669191-21-000554	2	Bob Gardyne	Principal Financial Officer	2021-05-24
0001669191-21-000554	1	Anita Darden Gardyne	Principal Executive Officer	2021-05-24
0001669191-21-000554	3	Anita Darden Gardyne	Principal Accounting Officer	2021-05-24
0001669191-21-000554	4	Anita Darden Gardyne	Board Member	2021-05-24
0001669191-21-000554	5	Bob Gardyne	Board Member	2021-05-24
0001746059-21-000228	1	Shannon Huddleston	Owner and Founder	2021-05-24
0001737679-21-000004	1	Robert Salvador	Founder	2021-05-24
0001852116-21-000003	1	Anna Baird	CEO	2021-05-24
0001746059-21-000227	1	Jonathan Przybyl	Owner and CoFounder	2021-05-24
0001664262-21-000001	3	Curt Christensen	Board Member & VP of Operations	2021-05-19
0001664262-21-000001	4	Dan Davis	Board Member & VP of R&D	2021-05-19
0001664262-21-000001	5	Kim Mageau	Board Member	2021-05-19
0001664262-21-000001	6	George Arida	Board Member	2021-05-19
0001664262-21-000001	7	Nancy Ness	Chief Financial Officer	2021-05-19
0001670254-21-000700	1	Dennis Ketcham	Head of sales	2021-05-19
0001664262-21-000001	2	Thomas Tefft	Board Member	2021-05-19
0001664262-21-000001	1	Lonny Stormo	Founder, Chief Executive Officer, & Chairman	2021-05-19
0001670254-21-000698	1	Eduardo Mussali	Cofounder & CEO	2021-04-28
0001670254-21-000702	1	Youngwon Lee	Founder, Chief Dokkaebi	2021-05-21
0001670254-21-000700	2	Zachary Schlossberg	CEO & Product Developer	2021-05-19
0001830012-21-000003	3	Kevin McKeand	Chairman	2021-05-21
0001830012-21-000003	2	David Collmann	Founder & Chief Financial Officer	2021-05-21
0001830012-21-000003	1	David Tran	Founder, CEO, & CTO	2021-05-21
0001643014-21-000006	1	MIKE VAGGALIS	Founder/CEO	2021-05-21
0001841565-21-000002	3	Peter Moeckel	Director	2021-05-21
0001841565-21-000002	2	Erikc Perez-Perez	Director	2021-05-21
0001670254-21-000696	1	Suzanne (Sinatra) Roberts	CEO	2021-05-21
0001841565-21-000002	1	Brian (Youngil) Cho	Director	2021-05-21
0001665160-21-000971	1	David Kirby	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-21
0001665160-21-000969	1	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-21
0001851773-21-000011	1	Garrett Gee	Director	2021-05-21
0001851773-21-000011	3	Aviad Eyal	Director	2021-05-21
0001851773-21-000011	2	Kirk Ouimet	Director	2021-05-21
0001643014-21-000005	1	CARA ARMSTRONG	FOUNDER AND CEO	2021-05-21
0001746059-21-000226	1	Mark Slaughter	President	2021-05-21
0001665160-21-000968	1	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.	2021-05-21
0001669191-21-000551	5	Kathyrn Smith	Board Member	2021-05-21
0001669191-21-000551	3	John  Adamson, Jr.,	Principal Accounting Officer	2021-05-21
0001669191-21-000551	2	John  Adamson, Jr.,	Principal Financial Officer	2021-05-21
0001669191-21-000551	1	John  Adamson, Jr.,	Principal Executive Officer	2021-05-21
0001669191-21-000551	4	Catherine Bryant	Board Member	2021-05-21
0001746059-21-000225	1	Alpha Bah	Owner and Founder	2021-05-21
0001747584-21-000013	1	Alex Blackmer	Manager	2021-05-21
0001644600-21-000056	1	Roland Storti	Chief Executive Officer	2021-05-21
0001747584-21-000012	1	Cullen Kasunic	Manager, Chief Financial Officer	2021-05-21
0001670254-21-000694	1	Andrew Buchman	Chief Technology Officer	2021-05-14
0001670254-21-000694	2	Ryan Charles Gregersen	CIO	2021-05-14
0001670254-21-000694	3	Adam Gerstin	CEO/Founder	2021-05-14
0001746059-21-000224	1	John C. Baker	Owner and Founder	2021-05-20
0001774638-21-000004	3	Stefan Craine	Chief Financial and Strategy Officer	2021-05-20
0001774638-21-000004	1	David Weir	President & CEO	2021-05-20
0001774638-21-000004	2	Jane Pinto	Vice President and Director	2021-05-20
0001774638-21-000004	4	David Armstrong	Director	2021-05-20
0001213900-21-028134	1	/s/ Marie L. Kestone	Director	2021-05-20
0001838216-21-000002	1	Pratik Gupta	Director	2021-05-20
0001838216-21-000002	2	Jean-Luc Abaziou	Director	2021-05-20
0001665160-21-000966	1	Waqas Siddiqi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-20
0001581437-21-000003	1	William Shonk	President	2021-05-20
0001820449-21-000003	1	Gail Foster	CEO	2021-05-20
0001665160-21-000965	1	Colin Davis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.	2021-05-20
0001581437-21-000002	1	H. Jacob Hanchar	CEO	2021-05-20
0001670254-21-000693	3	Moses Kusasira	CEO	2021-03-02
0001670254-21-000693	2	Tommy Richardson, Jr.	COO	2021-03-02
0001670254-21-000693	1	Edward Hohmann	CTO	2021-03-02
0001670254-21-000691	1	Robert Ayan	CEO	2021-05-06
0001213900-21-027981	4	/s/ Ralph Zipper	Chief Executive Officer	2021-05-19
0001213900-21-027981	3	/s/ Sean Wang	Board Chair	2021-05-19
0001213900-21-027981	2	/s/ Kevin Richardson	Chief Operating Officer, Director	2021-05-19
0001213900-21-027981	1	/s/ Ralph Zipper	Chief Executive Officer, Director	2021-05-19
0001665160-21-000964	1	Justin Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-19
0001722137-21-000003	1	Ezra Goldman	Chief Executive Officer, President and Director	2021-05-19
0001730741-21-000001	1	Charles Broskoski	Director	2021-05-18
0001730741-21-000001	2	Daniel Pianetti	Director	2021-05-18
0001665160-21-000962	1	Dawn Dickson	Founder, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-19
0001665160-21-000962	2	Danielle Shortt	CEO	2021-05-19
0001669191-21-000548	5	James Breyer	Board Member	2021-05-19
0001669191-21-000548	4	Julie Tolley	Board Member	2021-05-19
0001669191-21-000548	3	James Breyer	Principal Accounting Officer	2021-05-19
0001669191-21-000548	2	James Breyer	Principal Financial Officer	2021-05-19
0001669191-21-000548	1	James Breyer	Principal Executive Officer	2021-05-19
0001669191-21-000548	6	Greg Weber	Board Member	2021-05-19
0001665160-21-000960	1	Colin Davis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.	2021-05-19
0001665160-21-000959	1	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-19
0001213900-21-027861	1	/s/ Ralph Zipper	CEO	2021-05-19
0001213900-21-027861	4	/s/ Ralph Zipper	Chief Executive Officer	2021-05-19
0001213900-21-027861	3	/s/ Sean Wang	Board Chair	2021-05-19
0001213900-21-027861	2	/s/ Kevin Richardson	Chief Operating Officer, Director	2021-05-19
0001669191-21-000545	1	Robert Krause	Principal Executive Officer	2021-05-19
0001669191-21-000545	6	Robert Krause	Board Member	2021-05-19
0001669191-21-000545	5	Jeromee Johnson	Board Member	2021-05-19
0001669191-21-000545	2	Robert Krause	Principal Financial Officer	2021-05-19
0001669191-21-000545	4	Richard Heckinger	Board Member	2021-05-19
0001669191-21-000545	3	Robert Krause	Principal Accounting Officer	2021-05-19
0001787645-21-000002	1	Sagar Babber	CEO	2021-04-30
0001746059-21-000223	1	Shannon Styes	Owner and Founder	2021-05-19
0001850557-21-000003	1	Richard Miles by Sean Fuellhart POA	CEO	2021-05-19
0001746059-21-000222	1	Ian Holshevnikoff	Owner and CoFounder	2021-05-19
0001670254-21-000689	2	Hayden Michael	President	2021-05-13
0001670254-21-000689	1	Klaus Moeller	CFO	2021-05-13
0001860683-21-000001	1	Christopher Conrad	CEO & President	2021-05-19
0001836525-21-000004	1	Joseph Litzinger	Manager	2021-05-04
0001669191-21-000543	4	Luke Hohmann	Board Member	2021-05-19
0001669191-21-000543	3	Luke Hohmann	Principal Accounting Officer	2021-05-19
0001669191-21-000543	2	Luke Hohmann	Principal Financial Officer	2021-05-19
0001669191-21-000543	1	Luke Hohmann	Principal Executive Officer	2021-05-19
0001670254-21-000688	2	Adam Finke	CEO & Co-Founder	2021-05-18
0001670254-21-000688	1	George Ulmer	CTO	2021-05-18
0001670254-21-000686	1	John Halligan	Board Member	2021-05-13
0001670254-21-000686	2	Alyssa Martinez Neumann	Co-Founder & Communications	2021-05-13
0001670254-21-000686	3	Phil Neumann	Co-Founder & CEO	2021-05-13
0001746059-21-000221	1	Chitra Sivanandam	CFO and Co-Owner	2021-05-18
0001665160-21-000958	1	Brooks Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-18
0001774041-21-000002	1	/s/ Katherine Stillwell	CEO	2021-04-30
0001665160-21-000956	1	Andrea Nerep	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-18
0001665160-21-000954	1	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-05-18
0001213900-21-027565	1	/Ralph Zipper/	Chief Executive Officer	2021-05-18
0001781955-21-000003	1	Ben White	CEO	2021-05-18
0001665160-21-000953	1	Allan Grosvenor	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-05-18
0001669191-21-000538	5	Antoine Allain	Board Member	2021-05-17
0001669191-21-000538	4	Fabrice Allain	Board Member	2021-05-17
0001670254-21-000684	1	Roshanlal Sethia	CTO	2021-05-15
0001670254-21-000684	2	Justin Smith	CEO	2021-05-14
0001669191-21-000538	1	Fabrice Allain	Principal Executive Officer	2021-05-17
0001669191-21-000538	2	Antoine Allain	Principal Financial Officer	2021-05-17
0001669191-21-000538	3	Eve Mitchell	Principal Accounting Officer	2021-05-17
0001669191-21-000538	10	Ray Young	Board Member	2021-05-17
0001669191-21-000538	9	Khalid Taylor	Board Member	2021-05-17
0001669191-21-000538	6	Eve Mitchell	Board Member	2021-05-17
0001669191-21-000538	7	Stephanie Haak	Board Member	2021-05-17
0001669191-21-000538	8	Ratna Madeka	Board Member	2021-05-17
0001746059-21-000220	1	Fouzia Rafae	Owner and Founder	2021-05-17
0001835459-21-000002	1	/s/Alan Moisio	CEO	2021-05-17
0001835459-21-000002	4	/s/Nathaniel Brogadir	CBO	2021-05-17
0001835459-21-000002	2	/s/David Harvey	COO	2021-05-17
0001835459-21-000002	3	/s/Derek Pierson	CTO	2021-05-17
0001670254-21-000682	1	Cory Smith	CFO	2021-05-14
0001670254-21-000682	2	Emil I NNANI	CEO	2021-05-14
0001665160-21-000952	1	Jonas Frey	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-05-17
0001746059-21-000219	1	William Howsare	Owner and CoFounder	2021-05-17
0001669191-21-000536	3	Ray Fares	Principal Accounting Officer	2021-05-17
0001669191-21-000536	4	Ray Fares	Board Member	2021-05-17
0001669191-21-000536	1	Ray Fares	Principal Executive Officer	2021-05-17
0001669191-21-000536	2	Ray Fares	Principal Financial Officer	2021-05-17
0001669191-21-000534	1	Ruth Nemire	Principal Executive Officer	2021-05-17
0001669191-21-000534	2	John Rigoli	Principal Financial Officer	2021-05-17
0001669191-21-000534	3	Ruth Nemire	Principal Accounting Officer	2021-05-17
0001669191-21-000534	4	Ruth Nemire	Board Member	2021-05-17
0001669191-21-000534	5	John Rigoli	Board Member	2021-05-17
0001669191-21-000534	6	Brad  Nemire	Board Member	2021-05-17
0001669191-21-000532	3	Tim  Lozott	Principal Accounting Officer	2021-05-17
0001669191-21-000532	2	Tim  Lozott	Principal Financial Officer	2021-05-17
0001669191-21-000532	1	Jonah Tuckman	Principal Executive Officer	2021-05-17
0001669191-21-000532	4	Jonah Tuckman	Board Member	2021-05-17
0001669191-21-000532	5	Cole  Johnson	Board Member	2021-05-17
0001649519-21-000003	1	Albert Dahan	CEO	2021-05-17
0001669191-21-000530	3	Neil Littman	Principal Accounting Officer	2021-05-17
0001669191-21-000530	1	Neil Littman	Principal Executive Officer	2021-05-17
0001669191-21-000530	2	Neil Littman	Principal Financial Officer	2021-05-17
0001669191-21-000530	4	Neil Littman	Board Member	2021-05-17
0001855137-21-000001	1	Kelly Perkins	President, CEO and Director	2021-05-17
0001842944-21-000001	1	Lincoln Edwards	Principal	2021-05-17
0001860267-21-000002	1	Mark Kennison	President	2021-05-17
0001670254-21-000677	1	Christine Topalian	CEO, Founder	2021-05-10
0001670254-21-000675	3	Alexander Ampontuah	Founder/CEO	2021-05-11
0001670254-21-000675	2	Leon H. Tatevossian	Board Director/Advisor	2021-05-11
0001670254-21-000675	1	Grant Eldred	Advisor	2021-05-12
0001686984-21-000003	1	Darren Sardoff	Director	2021-05-14
0001670254-21-000679	1	Divish Gupta	COO	2021-05-14
