ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001669191-21-001207	0			Arowana Media Holdings, Inc.	Corporation		WY	2018-10-16	20860 N. Tatum Blvd	Suite 300	Phoenix	AZ	85050	www.arowanamedia.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-001205	0			Genie Lens	Corporation		CA	2019-03-06	10508 Crockett St		Sun Valley	CA	91352-4120	genielens.net	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001888810-21-000005	1		(i) extend the Offering Deadline to April 12, 2022; (ii) increase the Maximum Offering Amount, (iii) increase the Maximum Individual Purchase Amount, and (iv) replace Exhibit A self-certified financials with reviewed financials.	We Are the New Farmers Inc.	Corporation		DE	2018-05-29	80 58TH STREET		BROOKLYN	NY	11220	https://www.new-farmers.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002162	0			Macvon, Inc.															
0001761537-21-000004	0	The issuer raised approximately $273,021.50 during the offering period. Payments are still being processed; the exact amount has yet to be determined.		WAHI NUTRITION, INC.	Corporation		DE	2018-05-07	10397 BALSAM LN		EDEN PRAIRIE	MN	55347	https://www.wahiwater.com	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001665160-21-002161	0		Issuer added a new video script	FLX Performance Inc	Corporation		DE	2016-09-22	4170 Morena Blvd, Ste D		San Diego	CA	92117	https://flx.bike/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000595	0			ABOVE ALL FITNESS CENTER INC	Corporation		MA	2018-06-23	127 CENTRE ST		BROCKTON	MA	02302	http://www.aboveallfitness.us	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002159	0		Issuer is disclosing inside investment.	Wink Robotics, Inc.	Corporation		DE	2017-06-14	5418 College Ave		Oakland	CA	94618	https://www.luumlash.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-21-001355	0			ThisWay Global Inc.	Corporation		DE	2016-09-30	801 Barton Springs Road		Austin	TX	78704	https://www.thiswayglobal.com		N			
0001746059-21-000594	1		Issuer is decreasing target minimum. Issuer is amending revenue share percentages. Issuer is amending intended use of funds.	River Ridge Farm & Market, LLC	Limited Liability Company		CT	2021-09-13	87 FINCH AVE		MERIDEN	CT	06451	https://facebook.com/River-Ridge-Farm-and-Market	MainVest, Inc.	N	0001746059	007-00162	
0001669191-21-001202	0		issuer has extended the offering deadline.	VUniverse, Inc.	Corporation		DE	2019-04-22	110 West End Avenue	#4F	New York	NY	10023	VUniverse.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000593	1		Issuer is decreasing minimum target amount. Issuer is increasing maximum target amount. Issuer is extending deadline to invest. Issuer is amending intended use of funds. Issuer is amending revenue share percentages.	Hot Dog Box Inc	Corporation		MA	2020-07-16	14522 S MARQUETTE AVE		BURNHAM	MA	60633	https://www.thehotdogbox.com/	MainVest, Inc.	N	0001746059	007-00162	
0001858432-21-000004	0		Correcting CIK, File Number, and CRD Number for online platform in the Form C.	Freedom From Loans, Inc.	Corporation		TX	2020-09-07	17350 State Hwy 249	Suite 220 #3185	HOUSTON	TX	77064	FreedomFromLoans.com	EquityDoor	N	0001726368	007-00139	296839
0001665160-21-002154	1		Company is extending offering by 30 days	StartEngine Capital LLC	Corporation		DE	2011-07-11	750 N SAN VICENTE BLVD.	STE. 800 WEST	WEST HOLLYWOOD	CA	90069	livemusictutor.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001858432-21-000002	0			Freedom From Loans, Inc.	Corporation		TX	2020-09-07	17350 State Hwy 249	Suite 220 #3185	HOUSTON	TX	77064	FreedomFromLoans.com	EquityDoor	N	0001726368	007-00139	296839
0001665160-21-002153	0	At the close of the offering, the issuer closed on $1,067,835.91 and 1,953,944 shares of common stock.		SanMelix Laboratories, Inc	Corporation		DE	2017-01-13	1150 NORTH 35TH AVENUE SUITE 225	SUITE 225	HOLLYWOOD	FL	33021	www.sanmelixlaboratories.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002152	0	At the close of the offering, the issuer closed on $23,043.44 and 129 number of securities.		ViscoSoft Group, LLC	Limited Liability Company		NC	2021-04-29	2923 SOUTH TRYON STREET, SUITE 140		CHARLOTTE	NC	28203	viscosoft.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000592	0			MCC LLC	Limited Liability Company		MA	2021-02-02	67 CHAMPEAUX RD		BRIMFIELD	MA	01010	https://macannabisco.com/	MainVest, Inc.	N	0001746059	007-00162	
0001890316-21-000002	0	The Offering closed successfully on 12/7/2021, having received investment commitments of $4,896,235.54, although a final accounting has not taken place.		Bitgreen Inc.	Corporation		DE	2021-09-10	7750 OKEECHOBEE BLVD	STE 4-343	WEST PALM BEACH	FL	33411	https://bitgreen.org	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002151	0	At the close of the offering, the issuer closed on $321,902.62 and 126,832 shares of common stock.		Organic Craft Brewing Co.	Corporation		CA	2017-01-10	1430 VANTAGE COURT SUITE 101	SUITE 101	VISTA	CA	92081	https://www.localrootskombucha.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000591	0			UNEEK Botanicals, LLC															
0001891794-21-000003	0		Target changed to $50,000	Dawty Project LLC	Limited Liability Company		NV	2021-10-22	304 SOUTH JONES BOULEVARD	SUITE 5835	LAS VEGAS	NV	89107	dawtymusic.com	Music Benefactors	N	0001808550	007-00231	309083
0001746059-21-000590	0			Sugarholic Desserts LLC															
0001746059-21-000589	0			LOUDGIRLGOODIES LLC															
0001746059-21-000588	0			Fazzio's Pasta Co LLC															
0001746059-21-000587	0			Dulceria NYC Inc.															
0001870897-21-000006	0		Align information in Form-C document with HTML, clarify intermediary compensation, clarify beneficial owners	Make a Difference Ventures II Limited Partnership	Limited Partnership		DE	2021-02-05	414 CHURCH STREET SUITE 308		SANDPOINT	ID	83864	www.mad.energy	Infrashares Inc.	N	0001686389	007-00107	288408
0001670254-21-001353	0			Toffee, Inc.	Corporation		DE	2020-04-23	651 N Broad St	Suite 206	Middletown	DE	19709	https://sell.app	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-002150	0			SapientX Inc.	Corporation		DE	2016-04-06	4600 Smith Grade Road		Santa Cruz	CA	95060	https://www.sapientx.com/		N			
0001665160-21-002148	0	At the close of the offering, the issuer closed on $822,198.00 and 1,281,000 number of securities.		SapientX Inc.	Corporation		DE	2016-04-06	4600 SMITH GRADE ROAD		SANTA CRUZ	CA	95060	http://www.sapientx.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001890178-21-000001	0			The Renewable Snowmaking Company	Corporation		DE	2017-07-31	305 Commercial Street		Portland	ME	04101	www.ReNewSnow.Ski	InfraShares, Inc.	N	0001686389	007-00107	288408
0001746059-21-000586	1		Issuer is extending the deadline to make an investment.	Grown by Green, LLC	Limited Liability Company		MA	2021-04-02	64 BALTIC ST		METHUEN	MA	01844	http://www.grownbygreen.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002146	1		Campaign is extending offering for 60 days.	Golden Coast Mead, Inc.	Corporation		DE	2021-04-06	4089 OCEANSIDE BLVD. SUITE H	SUITE H	OCEANSIDE	CA	92056	goldencoastmead.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-001200	0		the issuer is extending the offering deadline.	Kazoo LLC	Limited Liability Company		DC	2019-04-01	3034 Dent Place NW		Washington	DC	20007	https://kazoo.ai	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-001198	0		the issuer is extending the offering deadline.	Hiveskill LLC	Limited Liability Company		DE	2020-04-30	745 Atlantic Ave		Boston	MA	02111	https://hiveskill.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000585	0			Speakeasy Donuts Sole Prop	Other	Sole Proprietorship	MA	2017-05-12	4 1ST ST APT 8006		SALEM	MA	01970	https://www.speakeasy-donuts.com/	MainVest, Inc.	N	0001746059	007-00162	
0001644600-21-000140	0			COMSERO, INC.	Corporation		DE	2016-01-25	550 Thornton Pkwy	UNIT 208	Thornton	CO	80229	mcsquares.com	DALMORE GROUP LLC	N	0001332099	008-67002	000136352
0001665160-21-002145	0	At the close of the offering, the issuer closed on $344,160.8 and 121,630 number of securities.		Roboligent, Inc.	Corporation		TX	2016-05-03	11740 JOLLYVILLE RD, STE 200	STE 200	AUSTIN	TX	78759	https://roboligent.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000584	0			Diem Orange LLC															
0001896853-21-000002	0			Alghony LLC	Limited Liability Company		NY	2021-10-26	7-13 WASHINGTON SQ NORTH		NEW YORK	NY	10003	alghony.com	Bananafina LLC.	N	0001808307	007-00235	309121
0001891794-21-000001	0			Dawty Project LLC	Limited Liability Company		NV	2021-10-22	304 SOUTH JONES BOULEVARD	SUITE 5835	LAS VEGAS	NV	89107	www.dawtymusic.com	Music Benefactors	N	0001808550	007-00231	309083
0001665160-21-002144	0		Andrew Pedtke is no longer with the company.	Advanced Development of Additive Manufacturing, Inc.	Corporation		DE	2019-02-21	9 W Broad St, Suite 320H		Stamford	CT	06902	www.adambioprinting.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001824158-21-000003	0	The Offering closed successfully on 12/02/2021, having received investment commitments of $192,840.52, although a final accounting has not taken place.		NatureTrak, Inc.	Corporation		CA	2019-12-31	2010-A HARBISON DRIVE SUITE 507		VACAVILLE	CA	95687	https://naturetrak.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001862075-21-000003	0		Scrivener's error.	Cerveceria Gran Arrecife Maya USA Corp	Corporation		DE	2021-04-06	3500 SOUTH DUPONT HIGHWAY		DOVER	DE	19901	https://granarrecifemaya.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001780439-21-000019	0		Rockval has lowered their minimum investment amount and added perks.	Rockval Inc	Corporation		DE	2020-07-30	10515 KINKAID TERRACE		LAKE WORTH	FL	33449	www.rockval.com	Fundopolis Portal LLC	Y	0001729158	007-00143	
0001670254-21-001350	0			Firebrand, PBC	Other	Public Benefit Corporation	DE	2007-04-25	2343 Broadway		Oakland	CA	94612	http://www.firebrandbread.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-001348	0			SportBLX Securities Inc.	Corporation		DE	2020-04-01	411 East 57th St		New York	NY	10022	http://www.sportblx.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001896654-21-000001	0			Manor Park Construction Inc.	Corporation		DC	2019-08-23	502 EAST FRANKLIN AVENUE		SILVER SPRING	MD	20901	https://www.manorparkco.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001670254-21-001351	0			TTC Oncology, LLC	Limited Liability Company		DE	2015-08-10	PO Box 24752		Minneapolis	MN	55424	https://www.ttconcology.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001833366-21-000004	0			ROAR IO, Inc.															
0001746059-21-000583	1		Issuer is extending the deadline to make an investment. Issuer is lowering the target offering amount. Issuer is adjusting terms and use of funds to correspond with new target offering amount.	PATOIS LLC	Limited Liability Company		CA	2019-09-01	PO BOX 460915		SAN FRANCISCO	CA	94146	http://WWW.EATREDS.COM	MainVest, Inc.	N	0001746059	007-00162	
0001670254-21-001347	0	The final number is $181,350.00 in investments.		Toffee, Inc.	Corporation		DE	2020-04-23	651 N Broad St	Suite 206	Middletown	DE	19709	https://www.toffee.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001669191-21-001196	0		the issuer is extending the offering deadline.	Mariposa Technology, Inc./LA	Corporation		LA	2021-05-13	3421 N. Causeway Blvd	Suite 801	Metairie	LA	70002	https://mariposatechnology.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-21-001345	0			Hound, Inc.	Corporation		DE	2020-08-20	1000 Speer Boulevard, 1401		Denver	CO	80204	http://www.hound.vet	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-21-000582	0			Knead Dough, LLC	Limited Liability Company		SC	2020-08-01	997 JOHNNIE DODDS BLVD APT 825		MT PLEASANT	SC	29464	https://blazingstarcafe.com/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002142	0		The issuer is closing the offering early on 12/31/2021.	Mycroft AI Inc.	Corporation		DE	2016-02-01	300 E 39TH	#20	KANSAS CITY	MO	64111	https://mycroft.ai/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001887215-21-000001	0			1463 Dot Ave MM LLC	Limited Liability Company		DE	2021-08-05	C/O TLEE DEVELOPMENT, LLC	1452 DORCHESTER AVE, 4TH FLOOR	BOSTON	MA	02122	https://tleedevelopment.com/	NSSC Funding Portal, LLC	N	0001665614	007-00012	
0001669191-21-001194	0		issuer changed the maximum offering amount to $2 million.	KMX Technologies, LLC	Limited Liability Company		DE	2020-02-12	108 West 13th Street		Wilmington	DE	19801	https://www.kmxtechnologies.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-21-002141	0	At the close of the offering, the issuer closed on $1,764,919 and 49,979 shares of common stock.		Cheers Health, Inc.	Corporation		DE	2014-08-13	1334 BRITTMOORE RD (SUITE 1003)		HOUSTON	TX	77043	cheershealth.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-001192	0	End of offering. Issuer closed its offering with estimated gross proceeds of $624,484. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		FirstRoot, Inc.	Corporation		DE	2020-01-07	1111 West El Camino Real #133 #310		Sunnyvale	CA	94087	https://www.firstroot.co	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-001190	0	End of offering. Issuer closed its offering with estimated gross proceeds of $113,654. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		Hercules Electric Mobility, Inc	Corporation		MI	2018-12-26	2785 E Grand Blvd		Detroit	MI	48221	https://herculesev.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001861588-21-000005	0		Amending offering deadline	Squaredeal App Inc.	Corporation		TX	2020-06-22	326 N LBJ DR.		SAN MARCOS	TX	78666	ctxmarket.com	truCrowd, Inc	N	0001667145	007-00015	283063
0001669191-21-001188	0	End of offering. Issuer closed its offering with estimated gross proceeds of $99,267. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		HOPP Technologies, Inc.	Corporation		CA	2019-05-23	2112 Mountain Ave		Santa Barbara	CA	93101	www.hoppcarpool.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-21-001343	0			Ai Incube, Inc.	Corporation		DE	2009-07-14	315 Montgomery st, 10th fl.		San Francisco	CA	94104	http://parknav.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-001339	0			Pace Diagnostics, Inc.	Corporation		DE	2017-09-14	2119 S Myrtle Ave, Suite A		Monrovia	CA	91016	http://www.pacediagnostics.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-001341	0			MxG Fiber Holdings, LLC	Limited Liability Company		DE	2019-02-12	122 Holderrieth Blvd	Suite 1443	Tomball	TX	77375	http://www.mxgfiber.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-21-000581	1		Issuer is extending the maximum offering amount. Issuer is amending the note agreement accordingly.	Maison Provence Corp	Corporation		NY	2021-09-24	52 HAVEMEYER ST		BROOKLYN	NY	11211	https://instagram.com/Maisonprovencebk	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002138	1		Update to Bylaws, addition of material rights and subscription agreement provisions	Stream It, Inc.	Corporation		DE	2018-05-14	11717 Prado Ranch Blvd		Austin	TX	78725-6302	https://www.cyberlandr.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000580	1		Issuer is extending the deadline to make an investment.	Commongrounds Cooperative	Corporation		MI	2018-03-22	425 BOARDMAN AVE	SUITE C	TRAVERSE CITY	MI	49684	https://www.commongrounds.coop/	MainVest, Inc.	N	0001746059	007-00162	
0001644600-21-000137	1		Extending the target date of the offering.	Cosmic Shielding Corp	Corporation		DE	2020-08-07	395 CENTRAL PARK PL NE	UNIT 340	ATLANTA	GA	30312	www.cosmicshielding.com	SV Portal LLC	Y	0001841129	007-00280	
0001036148-21-000003	0			NW Tech Capital, Inc.	Corporation		NV	1996-06-13	375 N STEPHANIE ST	STE 1411	HENDERSON	NV	89014	https://www.nwtechcapital.us/investor	truCrowd, Inc	N	0001667145	007-00015	283063
0001669191-21-001185	0		issuer updated section	Deskless Workers Inc.	Corporation		WA	2015-12-19	147 154TH PL NE		BELLEVUE	WA	98007	https://desklessworkers.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-001183	0			Deskless Workers Inc.	Corporation		WA	2015-12-19	147 154TH PL NE		BELLEVUE	WA	98007	https://desklessworkers.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-21-001337	0			Sen-Jam Pharmaceutical LLC	Limited Liability Company		DE	2017-08-21	223 Wall Street, #130		Huntington	NY	11743	http://sen-jam.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-001338	1		Change in EB terms, increased movie budget.	Ex Files Productions LLC	Limited Liability Company		CA	2021-02-05	6210 Roy Street		Los Angeles	CA	90042	https://www.dropoutmovie.com/	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001791223-21-000007	0			Renu Robotics Corp	Corporation		TX	2018-08-02	12918 DELIVERY		SAN ANTONIO	TX	78247	www.renubot.com		N			
0001665160-21-002137	0		Issuer is changing campaign end date.	ADWALLET INC.	Corporation		DE	2017-01-11	12231 ACADEMY ROAD NE, #301-173		ALBUQUERQUE	NM	87111	https://adwallet.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002136	0	At the close of the offering, the issuer closed on $1,015,511.4 and 53,368 shares of common stock.		AEXLAB, Inc.	Corporation		DE	2021-01-15	44 W FLAGLER ST., SUITE 600		MIAMI	FL	33130	https://aexlab.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001812129-21-000007	1		Filing amendment to disclose investments by related parties and to extend the offering deadline.	Toast! Supplements, Inc.	Corporation		DE	2017-11-18	11 BLACKBURNIAN RD	11 BLACKBURNIAN RD	LINCOLN	MA	01773	alwaystoast.com	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001670254-21-001335	0			ReelwUrld, Inc.	Corporation		DE	2017-09-07	11011 Otsego Street	#211	North Hollywood	CA	91601	http://www.reelwurld.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001669191-21-001180	0		the issuer is extending the offering deadline.	Guardian Athletics, Inc.	Corporation		MN	2019-10-15	837 Wall Street		North Mankato	MN	56003	guardianathletics.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-001179	0		the issuer is extending the offering deadline.	Guardian Athletics, Inc.	Corporation		MN	2019-10-15	837 Wall Street		North Mankato	MN	56003	guardianathletics.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001736664-21-000026	0		Extending offering deadline	Locking Line Barriers Corp	Corporation		CO	2015-10-10	4155 E. JEWELL AVE.	SUITE 610	DENVER	CO	80222	www.WaterBlocks.net	truCrowd, Inc	N	0001667145	007-00015	283063
0001669191-21-001178	0		the issuer is extending the offering deadline.	Northstar Technologies Group, Inc.	Corporation		FL	2020-05-18	365 5th Avenue S	Suite 219	Naples	FL	34102	www.northstartgi.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-21-002135	0	At the close of the offering, the issuer closed on $302,331.17 and 267,882 number of securities.		Sol Boards, Inc.	Corporation		OR	2013-03-06	61239 TETHEROW DR. #211	SUITE 100	BEND	OR	97702	https://www.golfboard.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-001176	0		issuer extended the offering date and added a promissory note.	Launchspace Technologies Corporation	Corporation		DE	2016-10-11	500 NE Spanish River Blvd	Suite 35	BOCA RATON	FL	33431	www.launchspacetechnologies.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001644600-21-000136	1		The Company has chosen to extend its current offering and has provided certain updates to its business discussion.	Exo-Space Inc.	Corporation		DE	2020-01-06	484 E CALIFORNIA BLVD.		PASADENA	CA	91106	www.exo-space.com	SV Portal LLC	Y	0001841129	007-00280	313077
0001896560-21-000001	0			Serenity Cafe LLC	Limited Liability Company		MO	2019-10-30	5223 Sterling Ave		Raytown	MO	64133	Serenitycaferaytown.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001889699-21-000003	0	The Offering closed successfully on 12/01/2021, having received investment commitments of $464,200.00, although a final accounting has not taken place.		Mona Lisa Song LLC	Limited Liability Company		DE	2021-08-27	5 SHENTON WAY	#10-01 UIC BUILDING	SINGAPORE	U0	068808	https://opulous.org	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001669191-21-001174	0		issuer has extended the offering deadline.	Scenebot, Inc.	Corporation		CA	2016-01-06	2660 TOWNSGATE RD	STE 250	WESTLAKE VILLAGE	CA	91361	www.Scenebotstage.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001842838-21-000003	0			DJ Gym Westchester, LLC	Limited Liability Company		NY	2019-11-01	208 E HARTSDALE AVE		HARTSDALE	NY	10530	https://www.hydrogenfitness.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-001334	0	The Offering closed successfully on 10-09-2021, having received investment commitments of $1,069,590.00, although a final accounting has not taken place.		NAVISYO INC	Corporation		FL	2020-04-23	1114 SW 113 WAY		PEMBROKE PINES	FL	33026	http://www.navisyo.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001864603-21-000005	0			kweliTV, Inc.	Corporation		VA	2015-05-18	229 NORTH WEST STREET		ALEXANDRIA	VA	22314	https://www.kwelitv.tv/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-21-000579	0			Honeybee Collective LLC	Limited Liability Company		CO	2021-07-08	2255 SHERIDAN BLVD		EDGEWATER	CO	80214	http://honeybeecollective.com	MainVest, Inc.	N	0001746059	007-00162	
0001842838-21-000005	0			Fitbux Inc.	Corporation		DE	2015-02-02	3832 GILDAS PATH		PFLUGERVILLE	TX	78660	https://www.fitbux.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-001333	0			Untapped Invest, Inc.	Corporation		DE	2021-01-25	353 Sacramento St	Suite 1800	San Francisco	CA	94111	http://www.untapped-global.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-002133	0			Memik, Inc.	Corporation		DE	2021-05-13	3423 Piedmont Rd. NE		Atlanta	GA	30305-1751	https://www.memikapp.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001864603-21-000002	0			MML Touring LLC	Limited Liability Company		DE	2021-04-15	630 NINTH AVENUE	SUITE 610	NEW YORK	NY	10036	https://MMLTour.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-001331	1		Updating fundraise maximum to $75,000.	Phoenix Palm Productions LLC	Limited Liability Company		AZ	2021-05-13	1052 West 4th place		Mesa	AZ	85201	http://www.phoenixpalmproductions.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-001329	0			PADL Holdings Inc	Corporation		DE	2017-04-27	180 Crandon Blvd	STE 103	Key Biscayne	FL	33149	https://www.padl.co	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001644600-21-000135	0			SoberBuddy Corp	Corporation		DE	2019-10-30	4041 MACARTHUR BLVD., SUITE 400		NEWPORT BEACH	CA	92660	Yoursoberbuddy.com	DALMORE GROUP LLC	N	0001332099	008-67002	000136352
0001895723-21-000001	0			Blue Egg Corp	Corporation		DE	2006-06-20	230 PARK AVENUE	3RD FL-WEST	NEW YORK	NY	10169	www.ablueegg.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002131	0			Maya Global Solutions, Inc.	Corporation		DE	2019-03-26	855 El Camino Real, Suite 13A-345		Palo Alto	CA	94301	https://www.mayaglobalsolutions.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001862075-21-000001	0			Cerveceria Gran Arrecife Maya Corp USA	Corporation		DC	2021-04-06	3500 SOUTH DUPONT HIGHWAY		DOVER	DE	19901	https://granarrecifemaya.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002129	0	At the close of the offering, the issuer closed on $342,709.95 and 530,932 number of securities.		Honeydrop, Inc.	Corporation		DE	2006-09-19	22660 PACIFIC COAST HIGHWAY, UNIT 103		MALIBU	CA	90265	https://www.honeydrop.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001874824-21-000007	1		Extend target end date, lowered target minimum.	Steel House Cycle LLC	Limited Liability Company		PA	2021-09-08	20 WEDGEWOOD LN		PITTSBURGH	PA	15215	steelhousecycle.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-21-002128	0	At the close of the offering, the issuer closed on $139,806.81 and 166,393 number of securities.		Custom Social Inc.	Corporation		DE	2019-01-22	3160 COLLEGE AVE, SUITE 203	SUITE 203	BERKELEY	CA	94705	https://www.getarrow.ai/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002126	0			SportsEdTV, Inc.	Corporation		FL	2017-08-17	7900 40th Ave W.		Bradenton	FL	34209	https://sportsedtv.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001874824-21-000006	1		Extend target end date, lowered target minimum.	Steel House Cycle LLC	Limited Liability Company		PA	2021-09-08	20 WEDGEWOOD LN		PITTSBURGH	PA	15215	steelhousecycle.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-21-002125	0			FLX Performance Inc	Corporation		DE	2016-09-22	4170 Morena Blvd, Ste D		San Diego	CA	92117	https://flx.bike/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002124	0			Enginuity Power Systems, Inc.	Corporation		DE	2015-11-07	730 S Washington Street		Alexandria	VA	22314	https://enginuitypowersystems.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002121	0			Stream It, Inc.	Corporation		DE	2018-05-14	11717 Prado Ranch Blvd		Austin	TX	78725-6302	https://www.cyberlandr.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001864224-21-000005	0			Modular Streetscape Systems Inc.	Corporation		DE	2017-06-01	1150 PACIFIC STREET		BROOKLYN	NY	11216	www.ooneepod.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-001328	0			KinectAir Inc.	Corporation		DE	2019-04-29	400 E. Evergreen Blvd., Ste 317		Vancouver	WA	98660	http://www.kinectair.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001665160-21-002120	0		Issuer is fixing inconsistency in minimum investment amount	Drone Delivery Systems Corp dba AirBox Technologies	Corporation		DE	2019-06-05	7729 Pocoshock Blvd		Richmond	VA	23235	https://airboxtechnologies.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-001172	0		the issuer has extended the offering deadline.	Brain Game LS Inc.	Corporation		NY	2014-10-15	1504 Bay Road	Suite 703	Miami Beach	FL	33139	https://finlitx.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-21-002118	0			Drone Delivery Systems Corp dba AirBox Technologies	Corporation		DE	2019-06-05	7729 Pocoshock Blvd		Richmond	VA	23235	https://airboxtechnologies.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
