ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001669191-23-000264	6	Eric Abdykalykov	Board Member	2023-03-20
0001669191-23-000264	5	Nikita Ryjih	Board Member	2023-03-20
0001669191-23-000264	4	Marshall  Mayer	Board Member	2023-03-20
0001669191-23-000264	3	Nikita Ryjih	Principal Accounting Officer	2023-03-20
0001669191-23-000264	2	Nikita Ryjih	Principal Financial Officer	2023-03-20
0001669191-23-000264	1	Nikita Ryjih	Principal Executive Officer	2023-03-20
0001669191-23-000263	4	John  Lavin	Board Member	2023-03-20
0001669191-23-000263	3	John  Lavin	Principal Accounting Officer	2023-03-20
0001669191-23-000263	1	John  Lavin	Principal Executive Officer	2023-03-20
0001669191-23-000263	2	John  Lavin	Principal Financial Officer	2023-03-20
0001669191-23-000262	1	Boone Bergsma	Principal Executive Officer	2023-03-20
0001669191-23-000262	2	Boone Bergsma	Principal Financial Officer	2023-03-20
0001669191-23-000262	4	Boone Bergsma	Board Member	2023-03-20
0001669191-23-000262	3	Boone Bergsma	Principal Accounting Officer	2023-03-20
0001185185-23-000232	2	Timothy Alatorre	Principal Financial Officer	2023-03-20
0001185185-23-000232	1	Rhonda Stevenson	Principal Executive Officer	2023-03-20
0001669191-23-000261	1	Aman Stuppard	Principal Executive Officer	2023-03-20
0001669191-23-000261	3	Aman Stuppard	Principal Accounting Officer	2023-03-20
0001669191-23-000261	4	Betsy  Kruger	Board Member	2023-03-20
0001669191-23-000261	2	Aman Stuppard	Principal Financial Officer	2023-03-20
0001669191-23-000261	5	Andy  Stuppard	Board Member	2023-03-20
0001952562-23-000001	1	Robert Cornish	Director	2023-03-20
0001855384-23-000004	3	Jediddah Wanjiru Theuri	Secretary, Advisor and Director	2023-03-20
0001855384-23-000004	1	Jason Louis Carmichael	President, CEO and Director	2023-03-20
0001855384-23-000004	2	Peter Gikera Gicharu	Treasurer, CTO and Director	2023-03-20
0001665160-23-000441	1	David Larson	CEO, Director, Treasurer, and Principal Accounting Officer	2023-03-17
0001665160-23-000440	2	Mont Handley	Director, Founder	2023-03-20
0001665160-23-000440	4	Carl Nicolia	Director	2023-03-20
0001665160-23-000440	3	David Lilly	Director	2023-03-20
0001665160-23-000440	1	Brian Scott	President, CEO, Director	2023-03-20
0001665160-23-000438	1	Desmond Wong	CEO and Chairman of the Board	2023-03-20
0001665160-23-000438	2	Mabel Wong	Treasurer and Board Member	2023-03-20
0001665160-23-000438	3	William Burr	Board Member	2023-03-20
0001665160-23-000437	2	Kayla Vallarta	Controller, Secretary	2023-03-20
0001665160-23-000437	3	Courtney Benham	Director	2023-03-20
0001665160-23-000437	1	Charles Yeomans	CEO, Director	2023-03-20
0001969045-23-000002	1	Erik Hernandez	CEO	2023-03-20
0001670254-23-000250	3	Sara Hobart Moorehead	Director	2023-03-16
0001670254-23-000250	4	Katrina Spade	Founder and CEO	2023-03-16
0001967939-23-000002	1	DuyAn Le	CEO	2023-03-17
0001670254-23-000249	1	Loc Bastard	Founder, CTO	2023-03-13
0001670254-23-000249	2	Prasad Mathews	Head of Finance, Business Operations & Strategy	2023-03-13
0001670254-23-000249	3	Michael Pratt	Founder, CEO	2023-03-13
0001670254-23-000247	1	Neil Parsont	CEO	2023-03-12
0001670254-23-000248	1	Eric Bovich	Co-founder / Cgeif Revenue Officer	2023-03-13
0001670254-23-000248	2	Evan Kadow	Co-Founder / Chief Brewing Officer	2023-03-13
0001669191-23-000255	1	Sophia Becker	Principal Executive Officer	2023-03-17
0001669191-23-000255	2	Patrick Cahill	Principal Financial Officer	2023-03-17
0001669191-23-000255	3	Sophia Becker	Principal Accounting Officer	2023-03-17
0001669191-23-000255	4	Sophia Becker	Board Member	2023-03-17
0001669191-23-000255	5	Patrick Cahill	Board Member	2023-03-17
0001669191-23-000255	6	Patrick Lincoln	Board Member	2023-03-17
0001670254-23-000250	1	Katrina Spade	CEO	2023-03-17
0001670254-23-000250	2	Leslie Christian	Board Member	2023-03-17
0001665160-23-000433	4	Jada Lee	Cofounder, Vice Chairman of the Board	2023-03-17
0001665160-23-000433	3	Kevin Lee	Chief of Research and Development	2023-03-17
0001665160-23-000433	2	Michelle Quan	CFO	2023-03-17
0001665160-23-000433	1	Edward Lee	Founder, Chairman, and CEO	2023-03-17
0001665160-23-000432	1	Stephen Eddy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-17
0001665160-23-000430	1	Gina Engel	CEO, Director	2023-03-17
0001665160-23-000430	2	Joe Dennis Desmond	CFO, Director	2023-03-17
0001941873-23-000001	1	/s/ Anita Erickson	Manager	2023-03-16
0001185185-23-000227	2	Timothy Alatorre	Principal Financial Officer	2023-03-17
0001185185-23-000227	1	Rhonda Stevenson	Principal Executive Officer	2023-03-17
0001185185-23-000227	3	Timothy Alatorre	Principal Accounting Officer	2023-03-17
0001967435-23-000001	1	Benjamin L. Hyman	Chief Executive Officer and Director	2023-03-17
0001967435-23-000001	2	Kurtulus Korkmaz	Chief Operating Officer and Director	2023-03-17
0001911375-23-000004	1	Megi Kavtaradze	CEO	2023-03-17
0001665160-23-000426	1	Julia Harrison	CEO, principal accounting officer, and Director	2023-03-17
0001962564-23-000003	1	Thomas Montiel	CEO	2023-03-17
0001962564-23-000002	1	Mariah McLead	COO	2023-03-17
0001944126-23-000001	1	Paul Wilcox	Manager	2023-03-16
0001670254-23-000243	1	Ryan Buchert	CTO	2023-03-03
0001670254-23-000243	2	Felicite Moorman	CEO	2023-03-02
0001670254-23-000245	1	Julie Leclercq	Co-Founder and CBO	2023-03-03
0001670254-23-000245	2	Rebecca Alvarez Story	Co-Founder and CEO	2023-03-03
0001669191-23-000252	1	Richard Hatfield	Principal Executive Officer	2023-03-16
0001669191-23-000252	2	Wan Chang	Principal Financial Officer	2023-03-16
0001669191-23-000252	3	Wan Chang	Principal Accounting Officer	2023-03-16
0001669191-23-000252	4	Richard Hatfield	Board Member	2023-03-16
0001669191-23-000252	5	Wan Chang	Board Member	2023-03-16
0001665160-23-000424	1	Nathan Burba	Co-Founder and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-16
0001665160-23-000423	2	Richard Kim	CFO, Board Director	2023-03-16
0001665160-23-000423	1	Piper Cochrane	CEO	2023-03-16
0001669191-23-000249	4	Troy Howe	Board Member	2023-03-16
0001669191-23-000249	3	Troy Howe	Principal Accounting Officer	2023-03-16
0001669191-23-000249	2	Troy Howe	Principal Financial Officer	2023-03-16
0001669191-23-000249	1	Troy Howe	Principal Executive Officer	2023-03-16
0001911375-23-000001	1	Megi Kavtaradze	CEO	2023-03-16
0001433654-23-000004	3	Stephen T. Mooney	Director & Secretary	2023-03-16
0001433654-23-000004	1	Philip J. Wheelton	President & Chairman	2023-03-16
0001433654-23-000004	2	Seth Opoku	Director, Chief Operating Officer	2023-03-16
0001213900-23-020528	1	/s/ Jorge Aldecoa	Chief Executive Officer and Director	2023-03-16
0001213900-23-020528	2	/s/ Michael Logozzo	Chief Financial Officer (principal accounting officer) and Director	2023-03-16
0001665160-23-000422	3	Ryan Ceballos	Executive Vice President	2023-03-16
0001665160-23-000422	1	Curtis Ceballos	President/CEO	2023-03-16
0001665160-23-000422	2	Hans King	Senior Vice President	2023-03-16
0001665160-23-000421	3	David Bateman	President and Director	2023-03-15
0001665160-23-000421	2	Matthew Goldston	CFO	2023-03-15
0001665160-23-000421	1	Willam C. Myers	CEO	2023-03-15
0001665160-23-000421	4	Douglas McKanna	Director	2023-03-15
0001665160-23-000419	1	Aadeel Akhtar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-16
0001665160-23-000417	2	Michael W.G Fix	Director	2023-03-16
0001665160-23-000417	1	Eric Janzen	Co-founder, CEO and Principal Accounting Officer	2023-03-16
0001956480-23-000003	1	Deb Driggers	Co-Owner	2023-03-16
0001956480-23-000002	1	Jasmin-Ayana Moy	CEO	2023-03-16
0001967862-23-000001	1	Matthew Gutierrez	Managing Member	2023-03-16
0001687465-23-000002	1	Jennifer Eden	CEO	2023-03-16
0001670254-23-000240	2	Chris Yerbey	Founder & CEO	2023-03-09
0001670254-23-000240	1	Ashwani Dutt	Director	2023-03-14
0001670254-23-000238	1	Agni Bhattacharya	CEO & Co-founder	2023-02-24
0001969045-23-000001	1	Erik Hernandez	CEO	2023-03-15
0001062993-23-006969	1	/s/ Donald Dotson	Manager	2023-03-15
0001748775-23-000002	1	Henry Hu	Director	2023-03-15
0001748775-23-000002	2	Jason Calacanis	Director	2023-03-15
0001747584-23-000011	1	Scott Ringlein	President	2023-03-15
0001665160-23-000414	1	Urban Austin Kiernan	Chairman, President, Treasurer and Principle Financial Officer	2023-03-15
0001665160-23-000414	2	Jeffrey D. Zimmerman	Secretary and General Counsel	2023-03-15
0001746059-23-000068	1	Joshua Breault	Owner and Founder	2023-03-15
0001925864-23-000001	1	Matthew DeVico	Founder & CEO	2023-03-15
0001555127-23-000001	2	Randall (Randy) Wilson	CFO, Principal Financial Officer, Principal Accounting Officer and Director	2023-03-15
0001555127-23-000001	1	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director	2023-03-15
0001555127-23-000001	3	John Michael (Michael) Bell	Director	2023-03-15
0001805056-23-000001	1	Ian Eyberg	CEO & Director	2023-03-15
0001747584-23-000010	1	Andrew Kellar	Member/Manager	2023-03-15
0001062993-23-006886	1	/s/ Donald Dotson	Manager	2023-03-15
0001926716-23-000001	1	David Pawlan	Vice President & Secretary	2023-03-14
0001840495-23-000001	1	Robert Cefail	President	2023-03-14
0001670254-23-000236	2	Rajini Anachi	Founder, CEO	2023-03-13
0001670254-23-000236	1	Bala Jana	Co-Founder, Treasurer	2023-03-13
0001670254-23-000234	1	Joshua Onysko	Founder and CEO	2023-03-14
0001665160-23-000413	1	Ali Mohamed	CEO and Director	2023-03-14
0001665160-23-000413	2	Mike D'Amico	COO and Director	2023-03-14
0001665160-23-000413	3	Kareem Elhamasy	CMO	2023-03-14
0001665160-23-000413	4	Julien Machot	Board Member	2023-03-14
0001778258-23-000001	1	Randy Jones	Chief Executive Officer	2023-03-14
0001669191-23-000247	2	Basem Harb	Principal Financial Officer	2023-03-14
0001669191-23-000247	1	Basem Harb	Principal Executive Officer	2023-03-14
0001669191-23-000247	5	Cynthia Smith	Board Member	2023-03-14
0001669191-23-000247	3	Cynthia Smith	Principal Accounting Officer	2023-03-14
0001669191-23-000247	4	Basem Harb	Board Member	2023-03-14
0001665160-23-000411	1	Kyle Cunningham	CEO, Director, Treasurer, Secretary	2023-03-14
0001665160-23-000410	2	Cheryl Moore	Board Treasurer and COO	2023-03-14
0001665160-23-000410	1	Christoper Moore	President and CEO	2023-03-14
0001670254-23-000233	1	Neil Parsont	CEO	2023-03-12
0001665160-23-000409	2	Sebin Joseph	CTO	2023-03-14
0001665160-23-000409	1	Treyvon Perry	CEO	2023-03-14
0001665160-23-000408	1	Jane Park	CEO and Director, Principal Accounting Officer	2023-03-14
0001937918-23-000001	1	Nolan Carrico	Chief Operating Officer	2023-03-14
0001746059-23-000067	1	Kyle Mayer	Owner and Founder	2023-03-14
0001964989-23-000001	3	Josh Balz	Founder	2023-03-14
0001964989-23-000001	2	Aaron Bruch	President	2023-03-14
0001964989-23-000001	1	John Phillips	Treasurer	2023-03-14
0001670254-23-000231	2	Andre Miranda	Founder & CEO	2023-03-08
0001670254-23-000231	1	Xavier Jameson	Co-founder	2023-03-08
0001665160-23-000406	2	Lauren Baker	Co-Founder, Chief Branding Officer	2023-03-13
0001665160-23-000406	1	Erik Baker	CEO, Chief Designer, Co-Founder, Principal Financial Officer	2023-03-13
0001746059-23-000066	2	LaToyia Rucker	Owner and COO	2023-03-14
0001746059-23-000066	1	Rebecca Colett	Owner and CEO	2023-03-14
0001963230-23-000003	1	Shantell Williams	CEO	2023-03-14
0001670254-23-000229	1	Charles Hasek	North America CEO	2023-03-13
0001670254-23-000229	2	Stephen Wollwerth	EVP CCO	2023-03-09
0001670254-23-000229	3	Jason Brents	Director	2023-03-09
0001670254-23-000229	4	John Lee	Executive Chairman	2023-03-09
0001670254-23-000229	5	Robert Dongwhan Ghim	International CEO	2023-03-08
0001670254-23-000229	6	Thomas Elisher	Secretary	2023-03-08
0001670254-23-000229	7	Thomas Elisher	Secretary	2023-03-08
0001963859-23-000002	1	Herman Edwin Cruz	Director	2023-03-13
0001746059-23-000065	1	Jeffrey Brown	Owner and CoFounder	2023-03-13
0001746059-23-000065	2	Jennifer Chen	Owner and CoFounder	2023-03-13
0001665160-23-000404	1	Aaron Mottern	CEO, Principal Accounting Officer, and Director	2023-03-13
0001765330-23-000001	1	Jon Rimanelli	Director	2023-03-13
0001777982-23-000001	1	Sanjai Murali	Founder and CEO	2023-03-13
0001777982-23-000001	2	Sivakumar Nadarajah	President and Co-Founder	2023-03-13
0001477932-23-001457	1	/s/ Leah Houston	CEO	2023-03-13
0001665160-23-000403	2	Jason Ross	Secretary	2023-03-13
0001665160-23-000403	1	Steve Ross	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-13
0001477932-23-001449	1	/s/ Leah Houston	CEO	2023-03-10
0001477932-23-001443	1	Naveen Kulkarni	Director	2023-03-13
0001477932-23-001440	1	/s/ Naveen Kulkarni	Director	2023-03-13
0001665160-23-000402	1	Andranik Andy Chivchyan	CEO and President	2023-03-13
0001665160-23-000402	2	Kachatur Chris Chivchyan	CFO	2023-03-13
0001665160-23-000401	1	Kevin Landis	CEO and Director	2023-03-13
0001665160-23-000401	2	David F Welch	Director	2023-03-13
0001665160-23-000400	1	Tiffany Brown	CEO and Director	2023-03-13
0001801085-23-000001	1	Rebecca Lipski	COO	2023-03-10
0001665160-23-000399	2	Todd Manley	Director	2023-03-10
0001665160-23-000399	1	Ramon Alarcon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-10
0001669191-23-000244	4	Patrik Psenak	Board Member	2023-03-10
0001669191-23-000244	2	Patrik Psenak	Principal Financial Officer	2023-03-10
0001669191-23-000244	3	Patrik Psenak	Principal Accounting Officer	2023-03-10
0001669191-23-000244	1	Patrik Psenak	Principal Executive Officer	2023-03-10
0001935750-23-000002	1	Bill Kerr	Director	2023-03-09
0001746059-23-000064	1	Christina Brogan	Owner and Founder	2023-03-10
0001932265-23-000001	2	Christopher Graham	Director, CEO, Secretary and Treasurer	2023-03-10
0001932265-23-000001	1	Dane Petrali	Director and President	2023-03-10
0001665160-23-000395	1	Eric Janszen	Co-founder and CEO	2023-03-10
0001669191-23-000241	3	Arindrajit Basak	Principal Accounting Officer	2023-03-10
0001669191-23-000241	2	Arindrajit Basak	Principal Financial Officer	2023-03-10
0001669191-23-000241	1	Arindrajit Basak	Principal Executive Officer	2023-03-10
0001669191-23-000241	4	Arindrajit Basak	Board Member	2023-03-10
0001796106-23-000003	1	Alex Bayer	Managing Member	2023-03-10
0001796106-23-000002	1	Samantha Scott	Director	2023-03-10
0001963810-23-000001	1	Kelly Jackson	CEO	2023-03-10
0001890811-23-000002	1	Jacob Gutstein	Sole Director	2023-03-10
0001962967-23-000002	1	David Harroch	CEO	2023-03-10
0001665160-23-000394	2	Bala Jana	VP, Treasurer, Secretary	2023-03-10
0001665160-23-000394	1	Rajini Anachi	CEO and President	2023-03-10
0001747807-23-000001	1	Tyler Stuart	Director	2023-03-09
0001747807-23-000001	2	John Krosky	Director	2023-03-09
0001796106-23-000001	6	Sherrick Wassel	Director	2023-03-10
0001796106-23-000001	2	Elad Levy	Director	2023-03-10
0001796106-23-000001	3	Gerald Kluft	Director	2023-03-10
0001796106-23-000001	1	Jonelle Toothman	Director, Chief Executive Officer, President and Secretary	2023-03-10
0001796106-23-000001	7	Daniel Hamister	Director	2023-03-10
0001796106-23-000001	5	Jamie Grooms	Director	2023-03-10
0001796106-23-000001	4	Brian Lipke	Director	2023-03-10
0001746059-23-000063	1	Heath Wessling	Owner and Founder	2023-03-10
0001963991-23-000002	1	/s/ Yann Beaudoin	Chief Executive Manager	2023-03-10
0001670254-23-000226	1	Shelby Robbins	Founder & CEO	2023-03-09
0001670254-23-000226	2	Shelby Robbins	Founder & CEO	2023-03-09
0001665160-23-000392	3	Onur Unal	Director	2023-03-10
0001665160-23-000392	2	Ryan Joseph Powell	Director	2023-03-10
0001665160-23-000392	1	Christoper Jared Lindsay	Chief Executive Officer and Principal Financial Officer	2023-03-10
0001919014-23-000001	1	George Simmons	CFO, Secretary and Treasurer	2023-03-02
0001919014-23-000001	2	Nathanial Findlay	Sole Director	2023-03-02
0001670254-23-000224	1	Jacques Fourie	President and Chief Executive Officer	2023-02-26
0001670254-23-000224	2	Timothy ODonnell	Independent Director	2022-05-27
0001670254-23-000225	2	Luke Marshall	Founder & CEO	2023-02-28
0001670254-23-000224	4	Jacques Fourie	President and Chief Executive Officer	2022-05-26
0001670254-23-000225	1	Mike Troy	Managing Director, Geekdom Fund III, LP	2023-03-01
0001062993-23-006451	2	/s/Jungki Daniel Lee	Jungki Daniel Lee	2023-03-09
0001062993-23-006451	1	/s/Seki Steve Lee	Director	2023-03-09
0001670254-23-000224	3	Johannes Joubert	Management Consultant	2022-05-27
0001670254-23-000221	1	Nathan Kivi	CEO & Founder of HotelierCo	2023-03-07
0001746059-23-000062	1	David Baxter	Owner and Founder	2023-03-09
0001669191-23-000239	3	Rodney  Herrington	Principal Accounting Officer	2023-03-09
0001669191-23-000239	2	Rodney  Herrington	Principal Financial Officer	2023-03-09
0001669191-23-000239	1	Gene  Rabent	Principal Executive Officer	2023-03-09
0001669191-23-000238	6	Joseph (Marc) McConnaughey	Board Member	2023-03-09
0001669191-23-000238	5	Zuoyu (Jerry) Shi	Board Member	2023-03-09
0001669191-23-000238	4	Warren  Lynn	Board Member	2023-03-09
0001669191-23-000238	3	Joseph (Marc) McConnaughey	Principal Accounting Officer	2023-03-09
0001669191-23-000238	1	Joseph (Marc) McConnaughey	Principal Executive Officer	2023-03-09
0001669191-23-000238	2	Joseph (Marc) McConnaughey	Principal Financial Officer	2023-03-09
0001669191-23-000237	1	Arindrajit Basak	Principal Executive Officer	2023-03-09
0001669191-23-000237	4	Arindrajit Basak	Board Member	2023-03-09
0001669191-23-000237	3	Arindrajit Basak	Principal Accounting Officer	2023-03-09
0001669191-23-000237	2	Arindrajit Basak	Principal Financial Officer	2023-03-09
0001665160-23-000389	2	James Bartley	CTO	2023-03-09
0001665160-23-000389	3	Katherine Benson	Community Relations Coordinator	2023-03-09
0001665160-23-000389	1	Luke Phelps	CEO and Founder	2023-03-09
0001665160-23-000389	5	Vanessa Benkert	Board Secretary	2023-03-09
0001665160-23-000389	4	Jonathan Young	Board Treasurer	2023-03-09
0001864047-23-000002	1	Eyal Kotler	Chief Financial Officer	2023-03-09
0001669191-23-000233	3	Arindrajit (Jit) Basak	Principal Accounting Officer	2023-03-09
0001669191-23-000233	4	Arindrajit (Jit) Basak	Board Member	2023-03-09
0001669191-23-000233	2	Arindrajit (Jit) Basak	Principal Financial Officer	2023-03-09
0001669191-23-000233	1	Arindrajit (Jit) Basak	Principal Executive Officer	2023-03-09
0001670254-23-000219	1	Harold Cohn	CEO	2023-03-07
0001665160-23-000388	1	Jan Roger Goetgeluk	CEO and Director	2023-03-08
0001665160-23-000388	2	David Robert Malcolm Allan	President, COO and Director	2023-03-08
0001665160-23-000388	3	Michael Bradley McGovern	Director	2023-03-08
0001815481-23-000002	1	Steven Michael Cadieux	Chief Executive Officer, President, Treasurer, Secretary, Director	2023-03-08
0001665160-23-000387	3	Brent Adam	CFO	2023-03-08
0001665160-23-000387	2	Charles E Harrel	Chief Legal Officer, Secretary and Director	2023-03-08
0001665160-23-000387	1	Anthony Bash	CEO, Director and President	2023-03-08
0001967939-23-000001	1	DuyAn Le	CEO	2023-03-08
0001665160-23-000383	1	Christian Travis Chiari	CEO	2023-03-08
0001665160-23-000381	1	John Kozlowski	CEO, Principal Executive Officer	2023-03-08
0001665160-23-000381	2	Erica Reams	Director, Principal Financial Officer and Principal Accounting Officer	2023-03-08
0001665160-23-000380	1	Lenny Gotter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-08
0001665160-23-000380	2	Jeremiah Crofton	Director	2023-03-08
0001670254-23-000217	2	Eric Baldev	Chairman of the Board	2023-03-06
0001670254-23-000217	3	Thomas Looby	Boardmember	2023-03-06
0001670254-23-000217	1	Chris Gray	Co-Founder & CTO	2023-03-06
0001670254-23-000217	4	Phil Stover	Co-founder & CEO	2023-03-06
0001903596-23-000173	1	/s/ Guy M. Zajonc	Founder, Member Board of Directors and CEO	2023-03-08
0001670254-23-000215	3	Shane Murphy	Co-founder & CEO	2023-03-06
0001670254-23-000215	2	Michael Murphy	Co-founder & CTO	2023-03-06
0001670254-23-000215	1	Katherine Murphy	Board Member	2023-03-06
0001670254-23-000213	6	Hakan Lindskog	Chief Operating Officer	2023-03-01
0001670254-23-000213	5	Jordan Hall	Executive Chairman	2023-03-01
0001670254-23-000213	1	Shawn Ramer	Chief Science Officer	2023-03-01
0001670254-23-000213	2	Daniel Schmachtenberger	Chief Strategy Officer	2023-03-01
0001670254-23-000213	3	Mark How	Chief Revenue Officer	2023-03-01
0001670254-23-000213	4	James Schmachtenberger	Chief Executive Officer	2023-03-01
0001968591-23-000001	1	Ingrid Hansen	CEO	2023-03-07
0001665160-23-000379	1	Jamie Jones	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-07
0001665160-23-000379	2	Kristine Leavitt	COO, Director	2023-03-07
0001665160-23-000378	1	Brett Danson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-07
0001665160-23-000377	2	Michael Collins	CFO	2023-03-07
0001665160-23-000377	1	Michael Green	CEO, Sole Director	2023-03-07
0001665160-23-000375	1	Christopher Nicolau	CEO, Director	2023-03-07
0001665160-23-000375	2	Mikhail Reznik	CFO, Director	2023-03-07
0001665160-23-000376	1	Brett Danson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-03-07
0001746059-23-000061	1	Brandon Lynch	Owner and CEO	2023-03-07
0001966323-23-000001	2	Jordan Kapelner	Manager	2023-03-07
0001966323-23-000001	1	Carl D' Agostino	Manager	2023-03-07
0001665160-23-000373	2	Shail Mehta	CTO, Director	2023-03-07
0001665160-23-000373	1	Jyotsna Mehta	CEO, Director, CFO/Principal Accounting Officer	2023-03-07
0001665160-23-000371	1	Narendra Patil	Founder, President, CEO and Chairman of the Board	2023-03-07
0001665160-23-000371	2	Uday Dhanikonda	Co-founder, SVP of Engineering, CFO, Treasurer, Secretary and Member of Board of Director	2023-03-07
0001477932-23-001346	1	/s/ Jacob Salk	President & CEO	2023-03-02
0001665160-23-000370	1	Paul Sieradzki	Director, Treasurer, Head of Product, Chief Executive Officer, and President	2023-03-07
0001665160-23-000370	2	Petra Wood	Director, Vice President, Head of Growth, Chief Operating Officer, and Secretary	2023-03-07
0001938502-23-000003	1	Bryan McGehee	Director, Chief Executive Officer, Secretary, and Treasurer	2023-03-06
0001938502-23-000003	2	Felecia Battaglia	Comptroller	2023-03-07
0001938502-23-000003	3	Mitchell McGehee	Director	2023-03-07
0001938502-23-000003	4	Randal Barton Howard	Director	2023-03-06
0001938502-23-000003	6	Hunter Parra	Vice President, COO	2023-03-07
0001938502-23-000003	5	Alex Wish	Director	2023-03-07
0001746059-23-000060	1	Heath Wessling	Owner and Founder	2023-03-07
0001951723-23-000004	1	Isai Bismark Cortez	Director	2023-03-07
0001951723-23-000003	1	Jeanne Teshler	Co-Chief Executive Officer	2023-03-07
0001951723-23-000003	2	Andy Liwen	Co-Chief Executive Officer	2023-03-07
0001917980-23-000002	3	David Waldner	Board Manager	2023-03-07
0001917980-23-000002	2	William Cross	Board Manager	2023-03-07
0001917980-23-000002	1	Lockett Wood	Board Manager	2023-03-07
0001665160-23-000368	1	Doron Merdinger	CEO, Director, Principal Financial Officer	2023-03-07
0001938973-23-000001	1	/s/ JOHN WHEELER	CEO, ACTING CFO AND MANAGING MEMBER	2023-03-07
0001938973-23-000001	2	/s/ MORGAN WHEELER	PRESIDENT AND MANAGING MEMBER	2023-03-07
0001665160-23-000367	2	James Dotter	CTO, COO and Director	2023-03-07
0001665160-23-000367	1	Steven Maxey	CEO, President, Director, and Principal Financial Officer	2023-03-07
0001670254-23-000210	1	Michael Tremain	Board Member	2023-03-06
0001670254-23-000210	2	Jeff Davidson	Co-Founder & Co-CEO	2023-03-06
0001670254-23-000210	3	Allison Davidson	Co Founder and Co CEO	2023-02-28
0001670254-23-000210	4	Jeff Davidson	Co-Founder & Co-CEO	2023-02-28
0001665160-23-000366	1	Leslie C. Dotson	CEO CFO, and Director	2023-03-07
0001665160-23-000366	2	Rob S. Williams	President, Secretary, and Director	2023-03-07
0001952295-23-000001	1	Eric Shampine	Managing Partner	2023-03-07
0001670254-23-000208	1	Justin Kasad	CTO	2023-03-06
0001670254-23-000208	3	Andrew Luong	Co-Founder & CEO	2023-03-02
0001670254-23-000208	2	Brent Murri	Partner	2023-03-06
0001718275-23-000001	1	Michael Azzarello	Chairman of the Board, Secretary, CEO	2023-03-07
0001665160-23-000365	5	Ron Ricci	Board of Directors	2023-03-06
0001665160-23-000365	4	James Whims	Board of Directors	2023-03-06
0001665160-23-000365	3	Mark Krentzman	Board of Directors	2023-03-06
0001665160-23-000365	2	Ben Davis	Cheif Executive Officer and Director	2023-03-06
0001665160-23-000365	1	Stephen Peary	Chief Financial	2023-03-06
0001670254-23-000206	1	Brent Murri	Partner	2023-03-06
0001670254-23-000206	3	Andrew Luong	Co-Founder & CEO	2023-03-02
0001670254-23-000206	2	Justin Kasad	CTO	2023-03-06
0001968224-23-000001	1	Sirrita Rubiano	COO	2023-03-06
0001665160-23-000363	1	Scott Brusaw	President & CEO	2023-03-06
0001967861-23-000001	1	Tarik Perkins	Director	2023-03-06
0001213900-23-017885	1	/s/ Scott Samet	President	2023-03-06
0001669191-23-000230	4	Robert Waterman	Board Member	2023-03-06
0001669191-23-000230	3	Robert Waterman	Principal Accounting Officer	2023-03-06
0001669191-23-000230	2	Robert Waterman	Principal Financial Officer	2023-03-06
0001669191-23-000230	1	Robert Waterman	Principal Executive Officer	2023-03-06
0001669191-23-000229	4	Shannon Carmody Keyes	Board Member	2023-03-06
0001669191-23-000229	2	Shannon Carmody Keyes	Principal Financial Officer	2023-03-06
0001669191-23-000229	3	Shannon Carmody Keyes	Principal Accounting Officer	2023-03-06
0001669191-23-000229	1	Shannon Carmody Keyes	Principal Executive Officer	2023-03-06
0001669191-23-000228	1	Scott Kauffman	Principal Executive Officer	2023-03-06
0001669191-23-000228	2	Scott Kauffman	Principal Financial Officer	2023-03-06
0001669191-23-000228	4	Scott Kauffman	Board Member	2023-03-06
0001669191-23-000228	3	Scott Kauffman	Principal Accounting Officer	2023-03-06
0001669191-23-000227	4	Shannon Carmody Keyes	Board Member	2023-03-06
0001669191-23-000227	3	Shannon Carmody Keyes	Principal Accounting Officer	2023-03-06
0001669191-23-000227	2	Shannon Carmody Keyes	Principal Financial Officer	2023-03-06
0001669191-23-000227	1	Shannon Carmody Keyes	Principal Executive Officer	2023-03-06
0001669191-23-000226	3	Oliver Mann	Principal Accounting Officer	2023-03-06
0001669191-23-000226	4	Oliver Mann	Board Member	2023-03-06
0001669191-23-000226	2	Oliver Mann	Principal Financial Officer	2023-03-06
0001669191-23-000226	1	Oliver Mann	Principal Executive Officer	2023-03-06
0001669191-23-000225	2	Manuel Teixeira	Principal Financial Officer	2023-03-06
0001669191-23-000225	3	Manuel Teixeira	Principal Accounting Officer	2023-03-06
0001669191-23-000225	4	Thomas Carmody	Board Member	2023-03-06
