ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-23-000380	1	1985 Games Inc.	Lenny Gotter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-23-000217	1	PVP International, Inc.	Phil Stover	Co-founder & CEO
0001903596-23-000173	1	THRIVE TESTING & BIOSAFETY INC	/s/ Guy M. Zajonc	Founder and CEO
0001670254-23-000213	1	Neurohacker Collective, LLC	Hakan Lindskog	Chief Operating Officer
0001968591-23-000001	1	Figg's Ordinary II, LLC	Ingrid Hansen	CEO
0001670254-23-000215	1	Boostly, Inc	Shane Murphy	Co-founder & CEO
0001665160-23-000379	1	CovInnovations Inc	Jamie Jones	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-23-000378	1	GELF Energy Corp.	Brett Danson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-23-000377	1	Envirosult Inc	Michael Green	CEO, Sole Director
0001665160-23-000375	1	FLOLiO, Inc.	Christopher Nicolau	CEO, Director
0001665160-23-000376	1	GELF Energy Corp.	Brett Danson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-23-000061	1	Coastal Roots LLC	Brandon Lynch	Owner and CEO
0001966323-23-000001	1	Solvpath LLC	Carl D' Agostino	Chief Executive Officer
0001665160-23-000373	1	KevaHealth Inc.	Jyotsna Mehta	CEO, Director, CFO/Principal Accounting Officer
0001665160-23-000371	1	StartUpWind, Inc.	Narendra Patil	Founder, President, CEO and Chairman of the Board
0001477932-23-001346	1	Next Dynamics, Inc.	/s/ Jacob Salk	President & CEO
0001665160-23-000370	1	R3 Printing, Inc.	Paul Sieradzki	Director, Treasurer, Head of Product, Chief Executive Officer, and President
0001938502-23-000003	1	GATR Coolers, Inc	Bryan McGehee	Director, Chief Executive Officer, Secretary, and Treasurer
0001746059-23-000060	1	Kansas City Wellness Club LLC	Heath Wessling	Owner and Founder
0001951723-23-000004	1	Tax Lab, Inc.	Isai Bismark Cortez	Chief Executive Officer
0001951723-23-000003	1	RAAS 99 PBC	Jeanne Teshler	Co-Chief Executive Officer
0001917980-23-000002	1	Avivid Water Technology, LLC	Lockett Wood	Chief Executive Officer
0001665160-23-000368	1	Doroni Aerospace, Inc.	Doron Merdinger	CEO, Director, Principal Financial Officer
0001938973-23-000001	1	Building Center, LLC	/s/ JOHN WHEELER	CEO, ACTING CFO AND MANAGING MEMBER
0001665160-23-000367	1	MaxTracker, Inc	Steven Maxey	CEO, President, Director, and Principal Financial Officer
0001670254-23-000210	1	CG Consolidated, LLC	Jeff Davidson	Co-Founder & Co-CEO
0001665160-23-000366	1	SWISS PRECISION ACTIVE INC.	Leslie C. Dotson	CEO CFO, and Director
0001952295-23-000001	1	Orion Equity Fund LLC	Eric Shampine	Managing Partner
0001670254-23-000208	1	Doorvest Inc.	Andrew Luong	Co-Founder & CEO
0001718275-23-000001	1	Personal Airline Exchange, Inc.	Michael Azzarello	CEO
0001967861-23-000001	1	Maxfield Market Global LLC	Tarik Perkins	Director
0001665160-23-000363	1	Solar Roadways Incorporated	Scott Brusaw	President & CEO
0001968224-23-000001	1	Bless Thy Oils LLC	Sirrita Rubiano	COO
0001670254-23-000206	1	Doorvest Inc.	Andrew Luong	Co-Founder & CEO
0001213900-23-017885	1	Taste Of Nature, Inc.	/s/ Scott Samet	President
0001665160-23-000365	1	Phizzle, Inc.	Ben Davis	Cheif Executive Officer and Director
0001669191-23-000230	1	ScanHash LLC	Robert Waterman	Principal Executive Officer
0001669191-23-000229	1	Reper LLC	Shannon Carmody Keyes	Principal Executive Officer
0001669191-23-000228	1	Adaptive Holdings, LLC	Scott Kauffman	Principal Executive Officer
0001669191-23-000227	1	Netwire LLC	Shannon Carmody Keyes	Principal Executive Officer
0001669191-23-000226	1	HLD Film, Inc.	Oliver Mann	Principal Executive Officer
0001669191-23-000225	1	Cust Corp.	Manuel Teixeira	Principal Executive Officer
0001669191-23-000224	1	AccuShoot, Inc.	Francisco Jose Martin	Principal Executive Officer
0001665160-23-000362	1	Veebot Systems, Inc	William Haugland	Chief Executive Officer and President
0001665160-23-000360	1	IJJI, Inc.	Tuan Nguyen	CEO, Co-Founder, Director, and Principal Accounting Officer
0001665160-23-000357	1	IJJI, Inc.	Tuan (JT) Nguyen	CEO
0001831250-23-000001	1	POLLIE, INC.	Jane Sagui	Chief Executive Officer
0001746059-23-000059	1	Atlas ALX LLC	Justin Cox	Managing Member
0001964020-23-000001	1	Channel Islands Pictures, Inc.	Ross Cooper	CEO
0001665160-23-000355	1	Fast Penny Spirits Inc	Jamie Hunt	Founder & CEO
0001670254-23-000205	1	Artesano Rum Corporation	Jose J. Muoz Gonzalez	Founder & CEO
0001665160-23-000353	1	GIFT OF COLLEGE, INC.	Wayne Weber	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001956028-23-000001	1	Prismatext Inc.	Zachary Erving	Chief Executive Officer
0001670254-23-000203	1	Landng Inc.	Devon DeAngelo	CEO, Co-founder
0001746059-23-000058	1	Endo LLC / NM	Ian Aarons	Managing Director
0001746059-23-000057	1	Black Yeti Beverage, Inc	Eric Trueheart	Owner and CEO
0001477932-23-001313	1	Reliant Service Inc	/s/ Naveen Krishnarao Kulkarni	CEO
0001665160-23-000351	1	Rumble Motors, Inc. CF 2	Reza Khademi	CEO
0001665160-23-000349	1	Tokki, Inc.	Jane Park	CEO and Director, Principal Accounting Officer
0001746059-23-000056	1	Broad Point, LLC	Melody Livingston	Owner and CoFounder
0001213900-23-017182	1	Jorge Aldecoa	/s/ Jorge Aldecoa	Chief Executive Officer
0001665160-23-000346	1	Conn3ct Inc	Dominic Ortiz	CEO
0001665160-23-000343	1	Future Cardia, Inc.	Jaeson Bang	CEO, Founder, Secretary, Treasurer, principal accounting officer, and Director
0001938745-23-000001	1	Phoebe Inc.	Emily Klingbeil	Chief Executive Officer and Director
0001669191-23-000215	1	AccuShoot, Inc.	Francisco Martin	Principal Executive Officer
0001665160-23-000341	1	WeatherFlow-Tempest, Inc.	Daniel Lyons	CEO, Director, Chairman
0001821982-23-000004	1	Chadsworth Drive Swim Club Inc.	Christopher Babcock	Director
0001542172-23-000006	1	Wind Harvest International, Inc.	Kevin Wolf	CEO
0001670254-23-000200	1	Sirocco Energy Inc.	Anna Pryimak	COO
0001670254-23-000199	1	Teeccino Caffe, Inc.	Caroline MacDougall	Founder, Creator & CEO
0001665160-23-000340	1	Boaz Bikes, Inc	Emil Nnani	CEO and Director
0001892733-23-000001	1	Pneumeric, Inc.	/s/ Johnathan Aho, M.D., PhD	CEO & Chief Medical Officer
0001670254-23-000198	1	Sirocco Energy Inc.	Anna Pryimak	COO
0001665160-23-000339	1	Dronedek Corporation	Daniel O Toole	CEO, Chairman
0001665160-23-000338	1	Howloo, Inc.	John Dos Santos	CEO, Founder and Director
0001938236-23-000001	1	DC Wellness, Inc.	/s/ GAURAV GOOMER	CHIEF EXECUTIVE OFFICER
0001669191-23-000213	1	Acquire Skills and Knowledge Education Inc.	Ruth Nemire	Principal Executive Officer
0001669191-23-000211	1	Lincoln Aerospace Holdings, Inc.	Barry S. Cohen	Principal Executive Officer
0001669191-23-000207	1	MassGenie	Bruce Watanabe	Principal Executive Officer
0001669191-23-000205	1	New 3D Technologies, Inc.	Brad Gouldthorpe	Principal Executive Officer
0001669191-23-000203	1	Proctor360 Inc.	Ganga Bathula	Principal Executive Officer
0001669191-23-000201	1	O2Boost, LLC	Leslie Peters	Principal Executive Officer
0001669191-23-000199	1	PRIME DIVERSITY, INC.	Andrew Dillard	Principal Executive Officer
0001669191-23-000197	1	Berylline Corporation	Dennis  Dresser	Principal Executive Officer
0001669191-23-000195	1	Jenni Earle, Inc.	Jennifer Hopkins	Principal Executive Officer
0001670254-23-000195	1	HotelierCo Retail LLC	Nathan Kivi	CEO & Founder of HotelierCo
0001926086-23-000002	1	esc Aerospace US, Inc.	/s/ Lars Weimer	President
0001665160-23-000335	1	Wellness Insight Technologies, Inc.	Ramon Alarcon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-23-000332	1	Hexact, Inc.	Stepan Aslanyan	CEO and Director, Principal Financial Officer
0001665160-23-000328	1	ComeWith Me, Inc.	David W. Linhardt	CEO, CFO, Board Member
0001919013-23-000002	1	Clockout Inc.	Manasa Grandhi	Co-Chief Executive Officer and Director
0001967437-23-000001	1	Super Crowd, Inc.	Devin Thorpe	CEO
0001967169-23-000001	1	Montiel Farms LLC	Thomas Montiel	CEO
0001670254-23-000190	1	Blocpower Energy Services 3 LLC	Cullen Kasunic	Project Finance Officer
0001670254-23-000192	1	Athyna, Inc.	Bill Kerr	Founder & CEO
0001669191-23-000192	1	Sazi Foods, LLC	Lisa Newmann	Principal Executive Officer
0001742162-23-000006	1	Consumer Cooperative Group Inc	Tanen Andrews	Founder/CEO
0001665160-23-000325	1	TheYard.gg, Inc.	Derek Pew	Chairman, Chief Executive Officer, President and Director
0001958372-23-000002	1	Ingenii Inc	Christine Johnson	Chief Executive Officer & Co-Founder
0001665160-23-000324	1	Kribi Coffee Co	Jacques E. Shalo	President/CEO
0001716298-23-000006	1	Mighty Well Inc.	Yousef Al-Humaidhi	CEO
0001964014-23-000001	1	TheCru II, Inc.	Tiffany Dufu	Chief Executive Officer
0001941217-23-000002	1	SYMBIHOM, LLC	Rebecca Moller	Manager
0001104659-23-027143	1	IOPEX, Inc.	/s/James Dear	President
0001665160-23-000323	1	Rumble Motors, Inc.	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001876413-23-000006	1	ASSETCOIN CAPITAL FUND, LLC	Duane A. Quamina	President & CEO
0001670254-23-000184	1	MBZ Parts Inc.	Sheila Heaney	CEO & Founder
0001670254-23-000186	1	AnyFans Inc.	Josh Luke	Founder & CEO
0001665160-23-000322	1	Advanced Training Athletic Club, Inc	Bryan Heller	CEO, Director, and Principal Accounting Officer
0001665160-23-000321	1	Mountain West Cider Company, Inc.	Jeffrey Carleton	CEO
0001781955-23-000003	1	Dome Audio Inc.	Ben White	Co-Founder and CEO
0001670254-23-000187	1	Contractor Plus, Inc.	Justin Smith	CEO
0001670254-23-000189	1	Contractor Plus, Inc.	Justin Smith	CEO
0001670254-23-000188	1	AnyFans Inc.	Josh Luke	Founder & CEO
0001665160-23-000320	1	blueflite inc.	Frank Noppel	CEO and CFO
0001716298-23-000004	1	Mighty Well, Inc.	Yousef Al-Humaidhi	CFO
0001665160-23-000318	1	6D BYTES INC.	Vipin Jain	Founder and CEO, Director and Principal Accounting Officer
0001669191-23-000189	1	Averroes Software LLC	Sofiene Salem	Principal Executive Officer
0001966055-23-000001	1	Bright Trip Inc.	Andrew McGarrity	Chief Executive Officer
0001665160-23-000316	1	Voltaic Marine, Inc.	Richard Hau Phamdo	CEO, CFO, Secretary, Director
0001644600-23-000042	1	6d bytes inc.	Vipin Jain	CEO
0001669191-23-000187	1	CMN, INC.	Mark Bradley	Principal Executive Officer
0001665160-23-000313	1	VLISO, Inc.	David Obasiolu	CEO, Director and Principal Accounting Officer
0001967461-23-000001	1	Team Hold Creator LLC	Michael Zakarian	Manager
0001951290-23-000001	1	Hola Comida Hospitality LLC	Matthew Egan	Managing Partner
0001966761-23-000001	1	ACK Chocolate Industries LLC	Rafael Dario Berti	Director
0001966905-23-000001	1	Dalton Distillers LLC	Charles R. Butler	Owner
0001665160-23-000311	1	Rayton Solar Inc.	Andrew Yakub	CEO, Chairman of the Board, Secretary, and Treasurer
0001670254-23-000182	1	Swell Financial, Inc.	Kevin Dahlstrom	Founder & CEO
0001669191-23-000185	1	Japa Health, Inc.	Sheryl Utal	Principal Executive Officer
0001669191-23-000184	1	EarthGrid PBC	Troy Helming	Principal Executive Officer
0001669191-23-000183	1	Demand Derivatives Corp.	Robert Krause	Principal Executive Officer
0001669191-23-000182	1	Addiction Cure Therapeutic Sciences Inc	Jack Levine	Principal Executive Officer
0001943485-23-000004	1	Wholesome Spirits Inc.	Christopher Wirth	Chief Executive Officer and Director
0001926086-23-000001	1	esc Aerospace US, Inc.	/s/ Lars Weimer	President
0001965801-23-000002	1	Taylored Experience LLC	Amanda Taylor	CEO
0001965801-23-000001	1	Ecotone Renewables PBC	Dylan Lew	CEO
0001874810-23-000001	1	Mr Bing Foods Inc	Benjamin Duvall	Chief Executive Officer
0001665160-23-000310	1	Green Canopy NODE, SPC	Bec Chapin	Co-CEO and Board Director
0001665160-23-000309	1	Boone's Bourbon Co.	Tyler Boone	CEO, CFO, President, Treasurer, and Director
0001644600-23-000040	1	PVP International, Inc.	Phil Stover	CEO
0001665160-23-000308	1	Stellaris Corp	James B. Paull	President, CEO, principal accounting officer, and Director
0001665160-23-000307	1	Boxabl Inc.	Paolo Tiramani	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-23-000306	1	Fisher Wallace Laboratories, Inc.	Kelly Roman	CEO, Director
0001957519-23-000001	1	Jet LLC	Chad Scarborough	Founder and Ceo
0001665160-23-000305	1	Impact Infrastructure, Inc	John Williams	CEO
0001665160-23-000304	1	Hopscotch Acquisition Corp	Andrew Schmertz	CEO, Assistant Director of Operations, and CFO/Principal Accounting Officer
0001949369-23-000001	1	CB Therapeutics, Inc.	Sher Ali-Butt	President and Chief Executive Officer
0001763150-23-000001	1	QuadVantage Technology, Inc.	Thomas Gutierrez	President, CEO (PEO) and CFO (PFO)
0001958652-23-000002	1	T. Loren Studio Inc.	Lauren Brown	Co-Owner
0001746059-23-000055	1	Tomorrow Bookstore LLC	Jacob Budler	Owner and CoFounder
0001746059-23-000054	1	CTZN LLC	Willy Wu Jye Hwa	Owner and CoFounder
0001665160-23-000303	1	SolarGaps Inc.	Eugene Erik	CEO, CFO, and Director
0001670254-23-000180	1	Iron Lilly, LLC	Yochanan Marcellino	Producer
0001670254-23-000177	1	GoodDoctorBad, Inc.	Chad Erickson	Cofounder
0001670254-23-000179	1	Momentor Corporation	Jamie Goulding	Founder & CEO
0001665160-23-000302	1	Phizzle Inc	Ben Davis III	CEO and Director
0001670254-23-000175	1	Midnight Harvest LLC	Matthew Hall	Owner/Grower
0001665160-23-000300	1	Tomu, Inc.	Chris Osaka	CEO and Director
0001665160-23-000298	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO
0001670254-23-000173	1	Against Sunrise LLC	Remington Smith	Writer/Director/Producer
0001958550-23-000003	1	Clone Inc / DE	Dhanush Radhakrishnan	Chief Executive Officer
0001958044-23-000001	1	Luxbeverage LLC	Alvise Pasqualetti	Chief Executive Officer
0001833215-23-000002	1	Amia Investments LLC	B. Mohammad Mehdizadehnasrabadi	Manager of the Issuer's Managing Member
0001670254-23-000171	1	Kindred Spirits Nashville, LLC dba Withco	Joshua Ellis	Founder & CEO
0001833215-23-000001	1	Amia Investments LLC	B. Mohammad Mehdizadehnasrabadi	Manager of the Issuer's Managing Member
0001670254-23-000169	1	Infinite Forest, Inc.	Pawan Gupta	Cofounder & CEO
0001787068-23-000002	1	NDB Inc.	Nima Golsharifi	President
0001669191-23-000176	1	Japa Health, Inc.	Sheryl Utal	Principal Executive Officer
0001665160-23-000295	1	Earth Robotics Inc.	Ismael Emacha	CEO, Director
0001670254-23-000167	1	Staax, Inc.	Nikki Varanasi	Founder & CEO of Staax
0001670254-23-000166	1	Hazel's Ghost LLC	Vivian Kerr	Director / Writer / Actor
0001665160-23-000292	1	OneFul Health, Inc.	Eddison Hudson	CEO, CTO, Director and principal accounting officer
0001747584-23-000009	1	VOLTWALL LLC	Aldo Grech	CEO
0001669191-23-000174	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001670254-23-000164	1	Cornteen LLC	Erik Bork	Writer-Director-Producer
0001670254-23-000162	1	Hazel's Ghost LLC	Vivian Kerr	Director / Writer / Actor
0001652564-23-000001	1	Gourmet Renee, LLC	Paul H Miller	Owner, Managing Member
0001964817-23-000001	1	Share Scoops, Inc.	Augustus Christensen	Chief Executive Officer
0001963996-23-000001	1	Mortgages For Good, Inc.	/s/ Christopher Perry	PRESIDENT
0001665160-23-000288	1	Eli Electric Vehicles, Inc.	Binhan (Marcus) Li	Founder, CEO, Director
0001961687-23-000004	1	NextGen TM Inc.	Apurva Rajkotia	Chief Executive Officer
0001807734-23-000003	1	Barrett & Benitez Development	Brandi Barrett	Manager
0001665160-23-000286	1	Apis Cor Inc.	Anna Cheniuntai	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001942249-23-000001	1	Red Thread Labs, Inc.	Meghan Litchfield	CEO and President
0001665160-23-000283	1	StartUpWind, Inc	Narendra Patil	Founder, President, CEO and Chairman of the Board
0001670254-23-000161	1	EX ZERO CARBON, INC.	Julien Uhlig	CEO at ZERO CARBON INC.
0001669191-23-000172	1	Distributed Media Lab, Inc.	David Gehring	Principal Executive Officer
0001669191-23-000171	1	Dark LLC	Peter Schmidt	Principal Executive Officer
0001746059-23-000053	1	Pizza Grace, LLC	Ryan Westover	Owner and Founder
0001670254-23-000159	1	Loosid App, LLC	Mj Gottlieb	Co-Founder & CEO
0001669191-23-000168	1	Notiphy Corporation	Robert Wise	Principal Executive Officer
0001670254-23-000157	1	Happi Co.	Joe Reynolds	CEO & Co-Founder
0001665160-23-000281	1	De3 Inc.	Keith Louis De Santo	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-23-000166	1	Distributed Media Lab, Inc.	David Gehring	Principal Executive Officer
0001669191-23-000164	1	Notiphy Corporation	Robert  Wise	Principal Executive Officer
0001936645-23-000007	1	Besse Enterprises Inc.	Ronald Besse	President
0001936645-23-000006	1	A&G Associates LLC	Angelbert Munoz	Owner/Operator
0001961439-23-000002	1	Atsign, Inc.	Barbara Tallent	Chief Executive Officer
0001936645-23-000005	1	SNA Enterprises LLC	Nangnoi Chantal Keomorokot	CEO
0001936645-23-000004	1	Loba Pastry & Coffee, LLC	Valeria R Taylor	President
0001936645-23-000003	1	Loba Pastry & Coffee, LLC	Nangnoi Chantal Keomorokot	CEO
0001670254-23-000154	1	EX ZERO CARBON, INC.	Julien Uhlig	CEO at ZERO CARBON INC.
0001957946-23-000002	1	Rize Up Bakery LLC	Azikiwee Anderson	Owner/Founder
0001953427-23-000001	1	Nobody Studios, Inc.	Mark McNally	Chief Executive Officer
0001670254-23-000155	1	EX Venture Inc.	Julien Uhlig	CEO AT EX VENTURE INC.
0001936645-23-000002	1	Loba Pastry & Coffee, LLC	Valeria R Taylor	CEO
0001936645-23-000001	1	Loba Pastry & Coffee, LLC	Valeria R Taylor	CEO
0001669191-23-000161	1	Power Hero Corp.	Esmond Goei	Principal Executive Officer
0001816287-23-000001	1	Resolution 8 Technologies, Inc.	Scott Seidewitz	CEO
0001770329-23-000001	1	Zaahh, Inc.	Alexander Corsini	Founder, Director and Chief Executive Officer
0001669191-23-000158	1	Shockwave Motors, Inc.	John McMillian	CEO
0001948831-23-000002	1	Mansoor X II LLC	Marouane Bah	Manager
0001956001-23-000002	1	LiveRetail, Inc	Chris Cupero	President and Chief Operating Officer
0001665160-23-000280	1	Brobe International, Inc.	Cynthia Allison Jenkins Schickel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001747584-23-000008	1	Green Island EV Corp.	John Gillie	CEO & President
0001665160-23-000279	1	Makani Science Inc.	Michael Chu	CEO and Co-Founder
0001870374-23-000005	1	SNA Enterprises LLC	Nangnoi Chantal Keomorokot	CEO
0001870374-23-000004	1	Mayes Clothing Co of New York City, LLC	Brandy Wykes	CEO
0001870374-23-000003	1	Stone's Throw Hash, LLC	Benjamin James	CEO
0001870374-23-000002	1	PBV HOLDINGS, INC.	Nate McLaughlin	CEO
0001940565-23-000001	1	Painted Plate, Inc.	Jennifer Ballen	CEO & Co-Founder
0001669191-23-000154	1	GenesisAI Corporation	Archil  Cheishvili	Principal Executive Officer
0001965960-23-000005	1	R&H Development LLC	Shantell Williams	CEO
0001965960-23-000004	1	R&H Development LLC	Shantell Williams	CEO
0001965960-23-000003	1	Corinnes Place Inc	Trevor Vaughan	CEO
0001965960-23-000001	1	Nicole Comis LLC	Nicole Comis	CEO
0001670254-23-000145	1	Otherweb, Inc	Alex Fink	CEO
0001665160-23-000278	1	FREE RANGE DISTILLING COMPANY, LTD	Keith Barnes	President, COO, Board Chairman
0001665160-23-000277	1	Loftie, Inc	Matthew Hassett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-23-000153	1	Cornbread CBD, PBC	Jim Higdon	Co-founder & CCO
0001670254-23-000151	1	Knowtify, Inc.	Andre McDow	CEO & FOUNDER
0001670254-23-000143	1	GenoEmote LLC, DBA Meta-Brain Labs	Alexandra Day	CEO & Founder
0001952064-23-000002	1	Oxygen4Life, Inc.	Mike Maunu	CEO/President/Director
0001670254-23-000141	1	ProCloudSaaS, LLC	Brett Linn	CFO - Chicago, Illinois
0001670254-23-000147	1	Three Years Gone LLC	Taryn Kosviner	Producer
0001746059-23-000052	1	SoulFully Vegan, LLC	Allison Vaughan	Owner and CoFounder
0001829396-23-000001	1	SS Beverages 1, Inc.	Theo Terris	CEO
0001746059-23-000051	1	Winning Ticket LLC	Scott Kirkpatrick	Managing Member
0001963350-23-000002	1	Deep Sky Resorts Inc.	/s/ Konstantin Grigoryev	Principal Executive Officer and Director of the Issuer
0001670254-23-000137	1	California Labs, Inc.	Brian Gannon	Founder & CEO
0001747584-23-000007	1	Applied Bioplastics Corp.	Colin Ardern	President and COO
0001669191-23-000151	1	Dark LLC	Peter Schmidt	Principal Executive Officer
0001644014-23-000001	1	Trading Players, Inc	/s/ Steven Hubbard	CFO
0001644600-23-000038	1	BlueSphere Ventures Inc.	Eddie Soleymani	CEO
0001670254-23-000134	1	Cornbread CBD, PBC	Jim Higdon	Co-founder & CCO
0001746059-23-000050	1	SoulFully Vegan, LLC	Allison Vaughan	Owner and CoFounder
0001965030-23-000002	1	DELNORTE HOLDINGS INC	Anton Glotser	Chief Executive Officer
0001665160-23-000276	1	ABH Holdco, Incorporated	Scott Hansen	CEO and Principal Financial Executive
0001962032-23-000004	1	Twisted Eggroll, LLC	Nikkita Randle	CEO
0001665160-23-000273	1	Ponix, Inc.	Hyon Y. Choi	CEO, Director
0001821982-23-000002	1	North Cove Holdings, LLC	Kyle Sims	Manager
0001665160-23-000271	1	MVP Kids Media, Inc	Mel Sauder	President, performing CFO functions
0001953971-23-000001	1	Bottle & Barrel I LLC, a series of Vinovest Capital, LLC	Anthony Zhang	Chief Executive Officer
0001930363-23-000001	1	Phuc Labs, Inc.	Phuc Vinh Truong	Chief Executive Officer
0001665160-23-000269	1	AWOL OUTDOORS, INC.	Kevin F McGregor	CEO, Principal Executive Officer, and Director
0001665160-23-000267	1	REUZEit, Inc.	Justin Andrews	CEO
0001669191-23-000147	1	Community Musician, Inc.	Scott Arey	Principal Executive Officer
0001665160-23-000268	1	Zeehaus Inc.	Justin Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-23-000132	1	Brick Work LLC	John Jung	Co-Founder
0001665160-23-000266	1	FuelGems Inc.	Kirill Gichunts	CEO, principal accounting officer, and Director
0001185185-23-000138	1	Aurox Holdings Inc.	Giorgi Khazaradze	CEO
0001665160-23-000265	1	Mileberry Inc	Roman Novozhenov	CEO, Director
0001376474-23-000133	1	THC Farmaceuticals, Inc.	/s/ David Tobias	Chairman of the Board of Directors, and Chief Operating Officer
0001665160-23-000264	1	Rentberry Inc.	Oleksiy Lyubynskyy	CEO, principal financial officer, principal accounting officer and Director
0001807734-23-000002	1	Hot Dog Box Inc	Bobby Morelli	CEO
0001670254-23-000130	1	Ovenly, LLC	Agatha Kulaga	CEO & Co-Founder
0001213900-23-012387	1	RBR Global, Inc.	/s/ Richard DiBiase, CEO	Acting CFO and Director
0001670254-23-000128	1	The SMART Tire Company, Inc.	Brian Yennie	CTO
0001670254-23-000127	1	Brick Work LLC	John Jung	Co-Founder
0001746059-23-000049	1	VillaDang LLC	Raquel Dang	Owner and CoFounder
0001213900-23-012366	1	Budding Technologies, Inc.	/s/ Luke Patterson	CEO, Secretary and Director
0001965144-23-000001	1	Bookmarks & Breadsticks LLC	Kimberly Behzadi	CEO
0001796599-23-000001	1	Kind Collection, Inc.	Jewel Zimmer	Chief Executive Officer, Founder, Director
0001962603-23-000001	1	Thomsen's, Inc.	Robert Dekoning	Chief Executive Officer
0001665160-23-000262	1	Flash Scientific Technology Inc.	Jason Deese	CEO and Director
0001665160-23-000260	1	Virtuix Holdings Inc.	Jan Roger Goetgeluk	CEO and Director
0001957232-23-000001	1	FTN Network Group Inc.	Kevin Adams	Founder, CEO
0001670254-23-000124	1	Beyond Imagination, Inc.	Harry Kloor	CEO, Founder
0001665160-23-000258	1	Tokki, Inc.	Jane Park	CEO and Director, Principal Accounting Officer
0001665160-23-000257	1	Zeehaus Inc.	Justin Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-23-000256	1	YouSolar, Inc.	Arnold Leitner	CEO, Director
0001746059-23-000048	1	Petrolhead Cafe LLC	Kyle Mayer	Owner and Founder
0001665160-23-000253	1	Cern Corp	Gregg A. Klang	CEO, President, CFO
0001665160-23-000254	1	Brobe International, Inc.	Cynthia Allison Jenkins Schickel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-23-000145	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001942213-23-000001	1	DCare Inc	Sean O'Neil	CTO
0001725567-23-000001	1	Neurotez Inc.	Nikolaos Tezapsidis	President & CO
0001665160-23-000252	1	TipSnaps, Inc.	Lyonel Douge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-23-000047	1	Cuchillo Greens Grow 1, LLC	Simon Holguin	Managing Member
0001917224-23-000003	1	IDXP Analytics, Inc	Gustavo Lemos de Almeida	Chief Executive Officer
0001917224-23-000002	1	NovaXS Biotech Corp	Alina Rui Su	CEO
0001917224-23-000001	1	Uncooked LLC	Jeremy Jones	Sole Manager and Chief Executive Officer
0001665160-23-000247	1	Charis Winery, Inc.	Charles Park	CEO, President, Vice President, Secretary, Treasurer, and Director
0001669191-23-000141	1	MicroMGx, Inc.	Jack Kloeber	Principal Executive Officer
0001669191-23-000140	1	Solib Solutions LLC	Yuan Wang	Principal Executive Officer
0001963230-23-000002	1	Corinnes Place Inc	Trevor Vaughan	CEO
0001963230-23-000001	1	R&H Development LLC	Shantell Williams	CEO
0001670254-23-000119	1	Rayton Solar Inc.	Andrew Yakub	CEO, Chairman of the Board, Secretary, and Treasurer
0001665160-23-000245	1	Inbox Beverage, Inc.	Max Fann	CEO, CFO, Chairman
0001670254-23-000121	1	Fathom Video Inc.	Richard White	Founder & CEO
0001670254-23-000117	1	NpCloud Solutions Inc.	Denis Rono	Founder/CEO, Project Lead
0001746059-23-000046	1	VillaDang LLC	Raquel Dang	Owner and CoFounder
0001670254-23-000115	1	Impakt Inc.	Winston Zin	Founder & CEO
0001964833-23-000001	1	Indo Cali Operations, Inc.	James Damask	Chief Executive Officer and Director
0001665160-23-000244	1	Fanbase Social Media, Inc.	Isaac Hayes III	CEO, President, Secretary, Treasurer, Director
0001376474-23-000127	1	THC Farmaceuticals, Inc.	/s/David Tobias	Chairman of the Board of Directors, and Chief Operating Officer
0001957409-23-000001	1	Phantom Phood Inc	Nabeel Ahmed	Chief Executive Officer
0001669191-23-000137	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001768586-23-000001	1	Novela Neurotechnologies, Inc.	Rawy Iskander	Chief Executive Officer
