ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-22-002453	3	Courtney Benham	Director	2022-09-20
0001665160-22-002453	2	Kayla Vallarta	Controller, Secretary	2022-09-20
0001665160-22-002453	1	Charles Yeomans	CEO, Director	2022-09-20
0001665160-22-002452	1	Micah Bergdale	CEO/Director	2022-09-20
0001665160-22-002451	1	Ronald Jeffery Arnold	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-20
0001665160-22-002450	1	Zane Lamprey	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-09-20
0001665160-22-002449	1	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.	2022-09-20
0001665160-22-002448	1	Finn Staber	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-20
0001665160-22-002447	1	Michael DeVerna	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-09-20
0001665160-22-002446	1	Pete Girgis	President, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-09-20
0001665160-22-002445	1	Adam Greenhood	CEO	2022-09-20
0001665160-22-002444	1	Jennifer Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-20
0001665160-22-002443	1	Gadi Ponte	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-09-20
0001665160-22-002442	1	Cody Alfar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-20
0001665160-22-002441	3	Christina Quigley	Manager	2022-09-20
0001665160-22-002441	2	Jeffrey Shapiro	Treasurer and Manager	2022-09-20
0001665160-22-002441	1	Melissa Burkette	Controller	2022-09-20
0001670254-22-000969	2	Danny DeMichele	Board Member	2022-09-19
0001670254-22-000969	1	Raymond Faltinsky	Board Member	2022-09-19
0001670254-22-000970	1	Andrew Shaker	Founder	2022-09-19
0001665160-22-002440	1	Mark Abdou	Director	2022-09-19
0001911704-22-000002	1	Jill Ferrari	Managing Partner	2022-09-19
0001779469-22-000004	1	Brock Heasley	CEO	2022-09-19
0001670254-22-000969	3	Brian Enge	Board Member	2022-09-19
0001670254-22-000969	4	Jay Mercer	CEO	2022-09-19
0001828718-22-000002	1	Eric Burney	Manager and CEO	2022-09-19
0001828718-22-000002	4	Alex Egan	Manager	2022-09-19
0001828718-22-000002	3	John Liu	Manager	2022-09-19
0001828718-22-000002	2	Max Kane	Manager and CFO	2022-09-19
0001746059-22-000346	1	Alissa Jubelirer	Owner and CEO	2022-09-19
0001669191-22-000908	2	Barry S. Cohen	Principal Financial Officer	2022-09-19
0001669191-22-000908	3	Barry S. Cohen	Principal Accounting Officer	2022-09-19
0001669191-22-000908	1	Barry S. Cohen	Principal Executive Officer	2022-09-19
0001669191-22-000908	4	Barry S. Cohen	Board Member	2022-09-19
0001669191-22-000908	5	Arthur L. Bernstein	Board Member	2022-09-19
0001669191-22-000908	6	Autry J. Pruitt	Board Member	2022-09-19
0001901207-22-000005	1	Tobin Shea	CEO	2022-09-19
0001779469-22-000003	1	Brock Heasley	CEO	2022-09-19
0001669191-22-000905	5	Arthur L. Bernstein	Board Member	2022-09-19
0001669191-22-000905	4	Barry S. Cohen	Board Member	2022-09-19
0001669191-22-000905	6	Autry J. Pruitt	Board Member	2022-09-19
0001669191-22-000905	2	Barry S. Cohen	Principal Financial Officer	2022-09-19
0001669191-22-000905	3	Barry S. Cohen	Principal Accounting Officer	2022-09-19
0001669191-22-000905	1	Barry S. Cohen	Principal Executive Officer	2022-09-19
0001943467-22-000001	2	Rahul Brahmbhatt	Director	2022-09-19
0001943467-22-000001	1	Andrew Hutton	Director	2022-09-19
0001928129-22-000004	2	Amy Wells	Member	2022-09-14
0001928129-22-000004	3	Chris Archer	Member	2022-09-14
0001928129-22-000004	1	Cameron Wells	Member	2022-09-14
0001821982-22-000009	1	Christopher Babcock	Director	2022-09-19
0001669191-22-000903	4	Dennis  Dresser	Board Member	2022-09-19
0001669191-22-000903	6	Bruce  Weber	Board Member	2022-09-19
0001669191-22-000903	5	Xugang Li	Board Member	2022-09-19
0001669191-22-000903	3	Bruce  Weber	Principal Accounting Officer	2022-09-19
0001669191-22-000903	2	Bruce  Weber	Principal Financial Officer	2022-09-19
0001669191-22-000903	1	Dennis  Dresser	Principal Executive Officer	2022-09-19
0001947042-22-000001	1	Marcus Grimes	Manager	2022-09-19
0001849754-22-000005	2	Ralf Raud	Manager	2022-09-19
0001849754-22-000005	1	Elimelech Packouz	Manager	2022-09-19
0001943410-22-000006	1	Garry McCann	CFO	2022-09-19
0001943410-22-000005	1	Sarah-Joy Hayes	President	2022-09-19
0001943410-22-000004	1	Valeria R Taylor	President	2022-09-19
0001665160-22-002439	4	Diane Tang Liu	CEO, President and Director	2022-09-19
0001665160-22-002439	1	Michael Dorsey	Director of Finance and Accounting	2022-09-19
0001665160-22-002439	2	Jinn Wu	Chairman and Director	2022-09-19
0001665160-22-002439	3	Johnson Lau	Director	2022-09-19
0001943410-22-000003	1	Brian Post	Managing Partner	2022-09-19
0001644600-22-000114	1	Anla Cheng	Chief Executive Officer and Director	2022-09-19
0001644600-22-000114	3	Clarence Kwan	Director	2022-09-19
0001644600-22-000114	2	Bob Guterma	Chief Operating Officer	2022-09-19
0001746059-22-000345	1	Kenneth VanHouten	Owner and CoFounder	2022-09-19
0001746059-22-000344	1	Anne-Marie Fanakra Godfrey	Owner and Founder	2022-09-19
0001746059-22-000343	1	Benjamin Crosky	Owner and Founder	2022-09-19
0001746059-22-000342	1	Peter Harkins	Owner and Founder	2022-09-19
0001213900-22-056761	1	/s/ Luke Patterson	CEO, Secretary & Director	2022-09-16
0001213900-22-056761	5	/s/ Stephen Rosen	Chief Financial Officer	2022-09-16
0001213900-22-056761	2	/s/ Jacob Patterson	Chief Technology Officer and Director	2022-09-16
0001213900-22-056761	3	/s/ Nicholas (Nick) Heldreth	Chief Marketing Officer and Director	2022-09-16
0001213900-22-056761	4	/s/ Gary Heitz	Chief Operating Officer	2022-09-16
0001644600-22-000112	2	Bob Guterma	Chief Operating Officer	2022-09-16
0001917616-22-000003	1	Sean Austin	Chief Executive Officer	2022-09-16
0001644600-22-000112	3	Clarence Kwan	Director	2022-09-16
0001917616-22-000003	2	Gerwin Schalk	Director	2022-09-16
0001670254-22-000968	1	Max Kane	CFO	2022-09-09
0001670254-22-000968	2	Robert J Fiondella	Director	2022-09-09
0001644600-22-000112	1	Anla Cheng	Chief Executive Officer and Director	2022-09-16
0001665160-22-002437	1	Amari Ruff	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-09-16
0001670254-22-000968	5	Mathieu D'Amour	Director	2022-09-09
0001670254-22-000968	4	Alexander Egan	Founder	2022-09-09
0001670254-22-000968	3	John liu	CSO	2022-09-09
0001670254-22-000968	6	Eric BURNEY	CEO & Co-Founder	2022-09-09
0001665160-22-002436	1	Rhett Ross	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer	2022-09-16
0001665160-22-002435	1	Roman Novozhenov	CEO	2022-09-16
0001895725-22-000002	1	Andrija Cvijovic	Manager	2022-09-16
0001895725-22-000002	2	George O'Leary	Manager	2022-09-16
0001665160-22-002434	1	Roman Novozhenov	CEO, CFO, Board Director	2022-09-16
0001665160-22-002434	2	Adrian Smith	Board Director, acting Principal Controller	2022-09-16
0001665160-22-002432	2	Adrian Smith	Board Director, acting Principal Controller	2022-09-16
0001665160-22-002432	1	Roman Novozhenov	CEO, CFO, Board Director	2022-09-16
0001665160-22-002431	3	Robert James	CTO and Director	2022-09-16
0001665160-22-002431	2	Vasily Starostenko	Director	2022-09-16
0001665160-22-002431	1	Alexander Stefman	CEO, President, Principal Executive Officer, Director, and Principal Accounting Officer	2022-09-16
0001665160-22-002430	3	Robert James	CTO and Director	2022-09-16
0001665160-22-002430	2	Vasily Starostenko	Director	2022-09-16
0001665160-22-002430	1	Alexander Stefman	CEO, President, Principal Executive Officer, Director, and Principal Accounting Officer	2022-09-16
0001665160-22-002429	1	Zachary Sarf	Founder	2022-09-16
0001665160-22-002428	1	Zachary Sarf	Founder	2022-09-16
0001665160-22-002427	1	Michael Mansouri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-16
0001665160-22-002426	1	Michael Mansouri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-16
0001665160-22-002425	2	Andreas Wuzke	Chief Business Development Officer	2022-09-16
0001665160-22-002425	1	Roman Novozhenov	CEO	2022-09-16
0001421744-22-000010	3	Phil LoGrasso	CEO & President	2022-04-06
0001421744-22-000010	4	Tracey Goeken	CEO & President	2022-04-06
0001421744-22-000010	2	Joey Bose	CEO & President	2022-04-06
0001421744-22-000010	1	Gaetano Scuderi	Founder & Chairman of the Board	2022-04-06
0001421744-22-000010	5	Gordon Ramseier	CEO & President	2022-04-06
0001669191-22-000901	6	Vladlen (Daniel) Orlov	Board Member	2022-09-16
0001669191-22-000901	1	Igor Fedenkoff	Principal Executive Officer	2022-09-16
0001669191-22-000901	4	Igor Fedenkoff	Board Member	2022-09-16
0001669191-22-000901	5	Kirill Smolskiy	Board Member	2022-09-16
0001669191-22-000901	2	Igor Fedenkoff	Principal Financial Officer	2022-09-16
0001669191-22-000901	3	Igor Fedenkoff	Principal Accounting Officer	2022-09-16
0001665160-22-002424	1	William Diggins II	CEO	2022-09-16
0001665160-22-002424	2	William Diggins Senior	Chairman	2022-09-16
0001665160-22-002424	3	Matt Jerrild	Chief Financial Officer	2022-09-16
0001665160-22-002424	4	Alex Diggins	CTO	2022-09-16
0001665160-22-002423	1	David Bennett	CEO, Director	2022-09-16
0001665160-22-002423	3	Ian Gibson	President, Co-Founder, Director	2022-09-16
0001665160-22-002423	2	Zach Adams	Chief Technology Officer, Co-Founder, Secretary, Director	2022-09-16
0001943603-22-000003	1	Natalie Navi	Managing Member	2022-09-16
0001946315-22-000001	1	Garrett Brown	CEO & Co-Founder	2022-09-16
0001945598-22-000001	1	Leroy Lawrence	CEO	2022-09-16
0001665160-22-002421	1	Melissa Burkette	Controller	2022-09-16
0001665160-22-002421	2	Jeffrey Shapiro	Treasurer and Manager	2022-09-16
0001665160-22-002421	3	Christina Quigley	Manager	2022-09-16
0001742162-22-000007	1	Tanen Andrews	Founder/CEO	2022-09-16
0001665160-22-002419	1	Dr. James Rosenzweig	Director	2022-09-16
0001665160-22-002418	2	Jayson Pearson	CFO, Secretary, and Director	2022-09-16
0001665160-22-002418	1	Seth Yudof	CEO and Director	2022-09-16
0001665160-22-002417	2	Sanat Kumar Upadhyay	Vice President, CTO, Director	2022-09-16
0001665160-22-002417	1	Emanuel Papadakis	President, Director, Treasurer, CEO	2022-09-16
0001926740-22-000007	1	Herby Coakley	Chief Executive Officer	2022-09-15
0001946915-22-000001	1	David Carnahan	Manager	2022-09-15
0001665160-22-002416	1	Corinne Delaney	CEO	2022-09-15
0001805525-22-000007	1	Sajil Koroth	Chief Executive Officer, Treasurer, Secretary, Chief Architect and Director	2022-09-15
0001805525-22-000007	2	Paul Stamoulis	Director and Non-Executive Chairman	2022-09-15
0001665160-22-002414	2	Alexander Gomez	CEO, Member Manager	2022-09-15
0001665160-22-002414	1	Huey Segura	Member Manager	2022-09-15
0001665160-22-002413	2	Maurizio Sole Festa	COO and Director	2022-09-15
0001665160-22-002413	1	Matt Sweetwood	CEO, Principal Accounting Officer, and Director	2022-09-15
0001746059-22-000341	1	Angela Morales	Owner and Founder	2022-09-15
0001665160-22-002412	1	Adam Hamilton	COO and Director	2022-09-15
0001746059-22-000340	1	Danielle Davenport	Owner and CoFounder	2022-09-15
0001670254-22-000967	1	Vidya Dinamani	Director	2022-09-14
0001670254-22-000967	2	Elizabeth Stone	Secretary	2022-09-13
0001670254-22-000967	4	Nichole MacDonald	Founder and CEO	2022-09-13
0001670254-22-000967	3	Brian Smith	Director	2022-09-13
0001746059-22-000339	1	Derrick Pacheco	Owner and CEO	2022-09-15
0001670254-22-000966	1	Brian Smith	Director	2022-09-15
0001670254-22-000966	4	Nichole MacDonald	Founder and CEO	2022-09-14
0001670254-22-000966	3	Elizabeth Stone	Secretary	2022-09-14
0001670254-22-000966	2	Vidya Dinamani	Director	2022-09-14
0001665160-22-002409	1	Richard Janney	CFO	2022-09-15
0001665160-22-002409	2	Christopher Morton	Secretary and Director	2022-09-15
0001665160-22-002408	1	David Steakley	Director	2022-09-15
0001665160-22-002408	2	Matt Gase	Director	2022-09-15
0001665160-22-002408	3	Joe Canterbury	Director	2022-09-15
0001665160-22-002407	1	Binhan Li	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-15
0001757687-22-000003	1	Emily Winston	Owner	2022-09-15
0001665160-22-002405	1	Steve McCloud	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-15
0001665160-22-002403	1	Gregg A. Klang	CEO, President, CFO	2022-09-15
0001665160-22-002403	3	Dr. David Lagrew	Director	2022-09-15
0001665160-22-002403	2	Annette Walker	Director	2022-09-15
0001944420-22-000002	1	Olukemi Tignor	President	2022-09-15
0001665160-22-002400	1	Conrad Oberbeck	CEO, President, Secretary, Director, and CFO/Principal Accounting Officer	2022-09-15
0001665160-22-002400	2	John Eric Oberbeck	CMO, Director	2022-09-15
0001665160-22-002398	3	Joe Canterbury	Director	2022-09-15
0001665160-22-002398	1	David Steakley	Director	2022-09-15
0001665160-22-002398	2	Matt Gase	Director	2022-09-15
0001670254-22-000965	2	Per Niklas Lindstrom	Director	2022-09-13
0001525852-22-000004	1	S.Rubin	CEO	2022-09-14
0001946534-22-000001	1	Kip Konwise	Managing Member/Producer	2022-09-14
0001670254-22-000965	1	Damien Brenier	Secretary	2022-09-13
0001670254-22-000965	3	Christof Wittig	CEO and Founder	2022-09-13
0001670254-22-000964	1	Igor Lychagov	Mr	2022-09-14
0001670254-22-000964	2	Joseph Cohen	Founder, CEO	2022-09-12
0001670254-22-000963	2	Vanessa Otero	Founder and CEO	2022-09-14
0001670254-22-000963	1	Daina Middleton	Independent Director	2022-09-14
0001670254-22-000962	1	Vanessa Otero	Founder and CEO	2022-09-14
0001665160-22-002396	2	Angelo D Anzi	Founder, CTO, Director	2022-09-14
0001665160-22-002396	3	Gabriele Colombo	Secretary	2022-09-14
0001665160-22-002396	4	Davide Biggi	CFO	2022-09-14
0001665160-22-002396	1	John Davis	CEO, Treasurer	2022-09-14
0001669191-22-000898	4	Jeffrey White	Board Member	2022-09-14
0001669191-22-000898	3	Jeffrey White	Principal Accounting Officer	2022-09-14
0001669191-22-000898	2	Jeffrey White	Principal Financial Officer	2022-09-14
0001669191-22-000898	5	Brandon Blackburn	Board Member	2022-09-14
0001669191-22-000898	1	Jeffrey White	Principal Executive Officer	2022-09-14
0001670254-22-000961	2	Joseph Cohen	Founder, CEO	2022-09-12
0001670254-22-000961	1	Igor Lychagov	Mr	2022-09-14
0001670254-22-000959	1	Rafael Masters	CEO & Co-founder	2022-09-12
0001943086-22-000001	1	Nathan Von Minden	Owner and Manager	2022-09-13
0001927195-22-000005	1	Christopher L. Greer	CEO	2022-09-14
0001932355-22-000004	1	Subash Yadav	Owner	2022-09-14
0001937137-22-000002	1	Kortney Olson	Chief Executive Officer and President	2022-09-14
0001746059-22-000338	1	Stuart Ginsburg	Owner and CoFounder	2022-09-14
0001670254-22-000957	1	Sean Flanagan	Writer / Producer	2022-09-13
0001670254-22-000957	2	Daniel Lafrentz	Director	2022-09-13
0001670254-22-000955	1	Alicia Kidd	Founder and Owner	2022-09-08
0001670254-22-000956	1	Reid Pearson	Co-Founder & CEO	2022-09-09
0001669191-22-000894	1	Philip Anderson	Principal Executive Officer	2022-09-13
0001669191-22-000894	2	Bruce Hymas	Principal Financial Officer	2022-09-13
0001669191-22-000894	3	Bruce Hymas	Principal Accounting Officer	2022-09-13
0001669191-22-000894	4	Bruce Hymas	Board Member	2022-09-13
0001669191-22-000894	5	Philip Anderson	Board Member	2022-09-13
0001669191-22-000895	1	John Winder  Hughes	Principal Executive Officer	2022-09-13
0001669191-22-000895	2	John Winder  Hughes	Principal Financial Officer	2022-09-13
0001669191-22-000895	3	John Winder  Hughes	Principal Accounting Officer	2022-09-13
0001669191-22-000895	4	Bruce Orr	Board Member	2022-09-13
0001669191-22-000895	5	Allyson Letteri	Board Member	2022-09-13
0001669191-22-000895	6	Tyler Droll	Board Member	2022-09-13
0001669191-22-000895	7	John Winder  Hughes	Board Member	2022-09-13
0001669191-22-000895	8	Macdonald Haskell	Board Member	2022-09-13
0001665160-22-002393	2	Kurt Becker	Director	2022-09-13
0001665160-22-002393	1	David Heimbuch	CEO, Director, President, Secretary and Treasurer	2022-09-13
0001096906-22-002230	1	/s/ Kaylee McMahon	Manager	2022-09-09
0001665160-22-002391	1	Manuel Rendon	CEO, CTO, Principal Accounting Officer, Director	2022-09-13
0001746059-22-000337	1	Stuart Ginsburg	Owner and CoFounder	2022-09-13
0001670254-22-000953	1	Alicia Kidd	Founder and Owner	2022-09-07
0001670254-22-000952	1	Sascha Deri	CEO	2022-09-12
0001670254-22-000951	1	Sascha Deri	CEO	2022-09-08
0001670254-22-000948	1	Stephen Grinalds	Co-founder	2022-09-08
0001670254-22-000948	2	William Stringer	Co-Founder & CEO	2022-08-17
0001670254-22-000946	1	Christina Jensen	Mental Fitness & Resilience Coach	2022-09-12
0001670254-22-000946	2	Alyx Coble-Frakes	CEO and Founder	2022-09-12
0001670254-22-000944	2	Byron Walker	Co-Founder + President + COO	2022-09-12
0001670254-22-000944	1	Alejandro Di Mare	Co-Founder + CEO	2022-09-12
0001665160-22-002390	1	Christian Mackin	CEO, Secretary, Treasurer, principal accounting officer, and Director	2022-09-13
0001937967-22-000003	1	Doris Valdivia	President	2022-09-13
0001213900-22-055412	1	/s/ Chris Ricciardi	Chief Executive Officer	2022-09-13
0001942787-22-000001	1	Tosha Wilson	Managing Member	2022-09-12
0001670254-22-000942	2	Nick Love	Co-Founder and CEO	2022-08-20
0001670254-22-000942	1	Bradley Hopper	Co-Founder and CTO	2022-08-22
0001665160-22-002388	1	Oscar Martinez	CEO & Principal Accounting Officer	2022-09-12
0001665160-22-002387	1	Mark Lyle	CEO & Director	2022-09-12
0001665160-22-002386	2	Tina S. Alster, MD	Board of Directors	2022-09-12
0001665160-22-002386	5	Charles A. Schliebs	Member, Board of Directors	2022-09-12
0001665160-22-002386	4	Jerry Jasinowski	Board of Directors	2022-09-12
0001665160-22-002386	3	Andrew Terry Rosenbaum	CFO, COO, and Director	2022-09-12
0001665160-22-002386	1	Ali Radfar	CEO, CSO, and Director	2022-09-12
0001746059-22-000336	1	Wardell Glass	Owner and Founder	2022-09-12
0001665160-22-002385	2	Jeff Cummings	CFO and Director	2022-09-12
0001665160-22-002385	1	Pharns Genece	CEO, President and Founder	2022-09-12
0001937967-22-000002	1	Doris Valdivia	President	2022-09-12
0001665160-22-002383	1	Ashutosh K. Das	President, CEO and Director	2022-09-12
0001665160-22-002383	2	Radhakrishnan D. Nair	COO and Director	2022-09-12
0001670254-22-000941	4	James Cali	General Partner	2022-09-08
0001670254-22-000941	5	Jim Lamancusa	Founder and CEO	2022-09-08
0001670254-22-000941	2	Jay Hirsh	Managing Partner	2022-09-08
0001670254-22-000941	3	Matthew Fargo	Managing Partner	2022-09-08
0001670254-22-000941	1	Alan Murray	Mr	2022-09-08
0001669191-22-000891	1	Lisa Newmann	Principal Executive Officer	2022-09-12
0001669191-22-000891	2	Lisa Newmann	Principal Financial Officer	2022-09-12
0001669191-22-000891	3	Lisa Newmann	Principal Accounting Officer	2022-09-12
0001669191-22-000891	4	Lisa Newmann	Board Member	2022-09-12
0001669191-22-000890	4	Shannon Carmody Keyes	Board Member	2022-09-12
0001669191-22-000890	3	Shannon Carmody Keyes	Principal Accounting Officer	2022-09-12
0001669191-22-000890	2	Shannon Carmody Keyes	Principal Financial Officer	2022-09-12
0001669191-22-000890	1	Shannon Carmody Keyes	Principal Executive Officer	2022-09-12
0001669191-22-000889	6	Maria Romina Talabucon	Board Member	2022-09-12
0001669191-22-000889	7	Joel  Carter	Board Member	2022-09-12
0001669191-22-000889	8	Andrew Dillard	Board Member	2022-09-12
0001669191-22-000889	5	Gary Rushin	Board Member	2022-09-12
0001669191-22-000889	9	Alfonso Paisley	Board Member	2022-09-12
0001669191-22-000889	4	Angel Jose	Board Member	2022-09-12
0001669191-22-000889	3	Andrew Dillard	Principal Accounting Officer	2022-09-12
0001669191-22-000889	2	Gary Rushin	Principal Financial Officer	2022-09-12
0001669191-22-000889	1	Andrew Dillard	Principal Executive Officer	2022-09-12
0001669191-22-000888	7	John Wesson Ashford	Board Member	2022-09-12
0001669191-22-000888	3	Nikolaos Tezapsidis	Principal Accounting Officer	2022-09-12
0001669191-22-000888	2	Nikolaos Tezapsidis	Principal Financial Officer	2022-09-12
0001669191-22-000888	1	Nikolaos Tezapsidis	Principal Executive Officer	2022-09-12
0001669191-22-000888	4	Nikolaos Tezapsidis	Board Member	2022-09-12
0001669191-22-000888	5	James Harris	Board Member	2022-09-12
0001669191-22-000888	6	Thomas Humphries	Board Member	2022-09-12
0001669191-22-000887	3	Albert E. Whale	Principal Accounting Officer	2022-09-12
0001669191-22-000887	4	Jonnet Solomon	Board Member	2022-09-12
0001669191-22-000887	5	Albert E. Whale	Board Member	2022-09-12
0001669191-22-000887	2	Albert E. Whale	Principal Financial Officer	2022-09-12
0001669191-22-000887	1	Albert E. Whale	Principal Executive Officer	2022-09-12
0001669191-22-000886	6	Patrick Lincoln	Board Member	2022-09-12
0001669191-22-000886	5	Patrick Cahill	Board Member	2022-09-12
0001669191-22-000886	4	Sophia Becker	Board Member	2022-09-12
0001669191-22-000886	3	Sophia Becker	Principal Accounting Officer	2022-09-12
0001669191-22-000886	1	Sophia Becker	Principal Executive Officer	2022-09-12
0001669191-22-000886	2	Patrick Cahill	Principal Financial Officer	2022-09-12
0001669191-22-000885	1	Archil  Cheishvili	Principal Executive Officer	2022-09-12
0001669191-22-000885	2	Archil  Cheishvili	Principal Financial Officer	2022-09-12
0001669191-22-000885	3	Archil  Cheishvili	Principal Accounting Officer	2022-09-12
0001669191-22-000885	4	Shota Shanidze	Board Member	2022-09-12
0001669191-22-000884	5	Jack Levine	Board Member	2022-09-12
0001669191-22-000884	2	Jack Levine	Principal Financial Officer	2022-09-12
0001669191-22-000884	3	Michael Lambert	Principal Accounting Officer	2022-09-12
0001669191-22-000884	4	Michael Lambert	Board Member	2022-09-12
0001669191-22-000884	1	Jack Levine	Principal Executive Officer	2022-09-12
0001683168-22-006315	1	/s/ Christy J. Jepson	Manager	2022-09-12
0001943410-22-000002	1	Brian Post	Managing Member	2022-09-12
0001669191-22-000874	1	Jack Levine	Principal Executive Officer	2022-09-12
0001669191-22-000874	2	Jack Levine	Principal Financial Officer	2022-09-12
0001669191-22-000874	5	Jack Levine	Board Member	2022-09-12
0001669191-22-000874	4	Michael Lambert	Board Member	2022-09-12
0001669191-22-000874	3	Michael Lambert	Principal Accounting Officer	2022-09-12
0001670254-22-000935	1	Carlos Dunlap	Director	2022-09-08
0001670254-22-000935	2	Jon Wuebben	Founder & CEO	2022-09-08
0001946263-22-000002	1	John Molinaro	Manager	2022-09-06
0001670254-22-000937	1	Reid Pearson	Co-Founder & CEO	2022-09-09
0001670254-22-000939	1	victoria everett	cxo & co founder	2022-09-09
0001670254-22-000939	2	Emmily Bowman	CEO & Founder	2022-09-08
0001670254-22-000934	1	Max Kane	CFO	2022-09-09
0001670254-22-000934	2	Robert J Fiondella	Director	2022-09-09
0001670254-22-000934	4	Alexander Egan	Founder	2022-09-09
0001670254-22-000934	5	Mathieu D'Amour	Director	2022-09-09
0001670254-22-000934	3	John liu	CSO	2022-09-09
0001670254-22-000934	6	Eric BURNEY	CEO & Co-Founder	2022-09-09
0001670254-22-000933	1	Nishant Deshpande	CEO	2022-09-08
0001747584-22-000034	1	Kristal Hansley	CEO	2022-09-09
0001747584-22-000033	1	Cullen Kasunic	Manager, CFO	2022-09-09
0001665160-22-002381	1	Brandon Lewin	CEO and Director	2022-09-09
0001670254-22-000930	1	Ronald D. Wright	Co-Founder / COO / Director	2022-09-09
0001670254-22-000930	3	Bill Lockhart	CEO	2022-09-08
0001670254-22-000930	2	Nathan Jahncke	Co-Founder	2022-09-09
0001747584-22-000032	1	Cullen Kasunic	Manager, CFO	2022-09-09
0001943430-22-000001	1	Anesh Bodasing	President	2022-09-09
0001670254-22-000928	3	Rob Kennedy	CEO	2022-09-08
0001670254-22-000928	2	Cameron MacKugler	Founder	2022-09-08
0001670254-22-000928	1	Francis Xavier Helgesen	Director	2022-09-08
0001665160-22-002380	1	Yoel Wolhendler	CMO, Director	2022-09-09
0001665160-22-002379	1	Jacob Davis	CEO	2022-09-09
0001790674-22-000006	3	Juan Felipe Yee de Leon	Director	2022-09-07
0001790674-22-000006	2	Alejandro Abarca Blanco	Director	2022-09-07
0001790674-22-000006	1	Liza Paola Velarde Calvillo	Director	2022-09-07
0001917224-22-000004	1	Jeremy Jones	Sole Manager and Chief Executive Officer	2022-09-09
0001665160-22-002376	3	Jeannette P. David	Secretary and Director	2022-09-09
0001665160-22-002376	2	James W. Paull	Treasurer and Director	2022-09-09
0001665160-22-002376	1	James B. Paull	President, CEO, principal accounting officer, and Director	2022-09-09
0001665160-22-002374	1	Michael G. Eckstein	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-09
0001746059-22-000335	1	Yu Ling Mark Davis	Owner and Founder	2022-09-09
0001493152-22-025455	2	/s/ Mauricio Delgado	Chief Finance Officer, Director	2022-09-09
0001493152-22-025455	3	/s/ Nick Dembla	Director	2022-09-09
0001493152-22-025455	4	/s/ Vikram Malaney	Director	2022-09-09
0001493152-22-025455	5	/s/ Andrew Lurie	Director	2022-09-09
0001493152-22-025455	1	/s/ John Green	John Green, CEO	2022-09-09
0001943410-22-000001	1	Brian Post	Managing Partner	2022-09-09
0001851385-22-000005	1	/s/ Gustavo De Greiff	CEO	2022-09-08
0001665160-22-002373	1	Michael G. Eckstein	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-09-08
0001757687-22-000002	1	Emily Winston	Owner	2022-09-08
0001669191-22-000871	1	Joseph Connell	Principal Executive Officer	2022-09-08
0001669191-22-000871	4	Joseph Connell	Board Member	2022-09-08
0001669191-22-000871	3	Joseph Connell	Principal Accounting Officer	2022-09-08
0001669191-22-000871	2	Joseph Connell	Principal Financial Officer	2022-09-08
0001665160-22-002371	2	Jack H. Mayfield II	Director	2022-09-08
0001665160-22-002371	1	Brad Greer	CEO and Director	2022-09-08
0001665160-22-002371	3	Walter G. Mayfield	Chairman of the Board	2022-09-08
0001670254-22-000927	2	Carlos W. Dunlap	Director	2022-09-06
0001670254-22-000927	1	Jon Wuebben	Founder & CEO	2022-09-06
0001746059-22-000334	1	Joseph Shawn Cooney	Owner and CoFounder	2022-09-08
0001665160-22-002368	1	Ara Nazarian	President and Director and Cofounder	2022-09-08
0001665160-22-002368	2	Edward Rodriguez	Cofounder, Treasurer and Director	2022-09-08
0001669191-22-000868	1	Albert E. Whale	Principal Executive Officer	2022-09-08
0001669191-22-000868	5	Albert E. Whale	Board Member	2022-09-08
0001669191-22-000868	2	Albert E. Whale	Principal Financial Officer	2022-09-08
0001669191-22-000868	3	Albert E. Whale	Principal Accounting Officer	2022-09-08
0001669191-22-000868	4	Jonnet Solomon	Board Member	2022-09-08
0001665160-22-002366	1	Eamon McDonald	CEO, Treasurer, CFO, Secretary, and Director	2022-09-08
