ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001963230-23-000011	1	Michael Grieve	CEO	2023-05-24
0001963230-23-000010	1	Kathryn Sirianni	CEO	2023-05-24
0001963230-23-000009	1	Tierra Thorne	CEO	2023-05-24
0001963230-23-000008	1	Eric Corbin	President	2023-05-24
0001963230-23-000007	1	Sunny Cover	CEO	2023-05-24
0001963230-23-000006	1	Kainesha Hodge	CEO	2023-05-24
0001963230-23-000005	1	Kelley Costa	President	2023-05-24
0001963230-23-000004	1	Shantell Williams	Owner	2023-05-24
0001665160-23-001292	1	Andrew Bushby	President, Secretary, Principal Executive Officer, Director, Principal Financial Officer, and Controller	2023-05-23
0001670254-23-000577	2	Stephen Wollwerth	CCO	2023-04-26
0001670254-23-000577	3	John Lee	Executive Chairman	2023-04-26
0001670254-23-000577	4	Robert Dongwhan Ghim	Global CEO	2023-04-26
0001670254-23-000577	5	Charles Hasek	Advisor	2023-04-25
0001670254-23-000577	6	Thomas Elisher	Interim President and Secretary of MyStreme	2023-04-25
0001670254-23-000577	1	Jason Brents	Director	2023-04-26
0001669191-23-000514	4	Mark Bradley	Board Member	2023-05-23
0001669191-23-000514	3	Mark Bradley	Principal Accounting Officer	2023-05-23
0001669191-23-000514	5	Michael Berk	Board Member	2023-05-23
0001669191-23-000514	2	Michael Berk	Principal Financial Officer	2023-05-23
0001669191-23-000514	1	Mark Bradley	Principal Executive Officer	2023-05-23
0001669191-23-000511	1	Thomas Steding	Principal Executive Officer	2023-05-23
0001669191-23-000511	2	Thomas Steding	Principal Financial Officer	2023-05-23
0001669191-23-000511	6	Brett Shockely	Board Member	2023-05-23
0001669191-23-000511	5	Nick  Copping	Board Member	2023-05-23
0001669191-23-000511	4	Thomas Steding	Board Member	2023-05-23
0001669191-23-000511	3	Fonda Murch	Principal Accounting Officer	2023-05-23
0001669191-23-000512	3	Esmond Goei	Principal Accounting Officer	2023-05-23
0001669191-23-000512	5	Armando Castro	Board Member	2023-05-23
0001669191-23-000512	4	Esmond Goei	Board Member	2023-05-23
0001669191-23-000512	2	Esmond Goei	Principal Financial Officer	2023-05-23
0001669191-23-000512	1	Esmond Goei	Principal Executive Officer	2023-05-23
0001665160-23-001291	1	Bryant George Cruse	CEO, Chairman of the Board	2023-05-23
0001665160-23-001291	3	Thomas William Loveland	Board Member	2023-05-23
0001665160-23-001291	2	William Robert Bandy	Board Member	2023-05-23
0001099910-23-000099	3	Joanne Ramon	Manager and Secretary	2023-05-23
0001099910-23-000099	1	Edgar Ramon	Manager, President, and Chief Executive Officer	2023-05-23
0001099910-23-000099	2	Cory Roberts	Manager and Vice President	2023-05-23
0001975558-23-000001	1	Mario Garcia Gonzalez	CEO	2023-05-23
0001665160-23-001288	1	Andrew Bushby	President, Secretary, Principal Executive Officer, Director, Principal Financial Officer, and Controller	2023-05-23
0001665160-23-001287	1	Shibashis (Shiba) Bhowmik	President and CEO	2023-05-23
0001747584-23-000027	1	Bryan Garcia	Duly Authorized	2023-05-23
0001977670-23-000002	1	Sean Herman	CEO	2023-05-23
0001977674-23-000002	1	Rachel Terris	CEO	2023-05-23
0001977674-23-000001	1	Clay Davies	Co-Owner	2023-05-23
0001978080-23-000001	1	Brady Shuert	Treasurer	2023-05-22
0001670254-23-000572	2	Kyle Watts	CEO	2023-05-22
0001670254-23-000572	1	John Gabayzadeh	President	2023-05-22
0001665160-23-001286	1	Dana Paul	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-05-22
0001938496-23-000001	1	James Papagno	President and Founder	2023-05-22
0001746059-23-000132	1	Ashleigh Ferran	Owner and CEO	2023-05-22
0001867448-23-000001	1	/s/ Zvi Kushnir	Chief Executive Officer and Director	2023-05-18
0001739408-23-000002	1	Lisa Welch	Co-Owner	2023-05-22
0001739408-23-000001	1	Lisa Welch	Co-Owner	2023-05-22
0001964989-23-000003	2	Aaron Bruch	President	2023-05-22
0001964989-23-000003	1	John Phillips	Treasurer	2023-05-22
0001964989-23-000003	3	Joshua Balz	Founder	2023-05-22
0001665160-23-001284	1	Kurt Charron	CEO, Founder	2023-05-21
0001665160-23-001282	1	Jonathan Tourgee	Chief Executive Officer	2023-05-19
0001670254-23-000570	1	Jason Adams	CEO & President	2023-05-19
0001669191-23-000507	1	Lisa Newmann	Principal Executive Officer	2023-05-19
0001669191-23-000507	2	Lisa Newmann	Principal Financial Officer	2023-05-19
0001669191-23-000507	4	Lisa Newmann	Board Member	2023-05-19
0001669191-23-000507	3	Lisa Newmann	Principal Accounting Officer	2023-05-19
0001747584-23-000026	1	Scott Ringlein	President	2023-05-19
0001665160-23-001280	1	Robert Rast	President	2023-05-19
0001665160-23-001277	2	Michael W.G Fix	Director	2023-05-19
0001665160-23-001277	1	Eric Janzen	Co-founder, CEO and Principal Accounting Officer	2023-05-19
0001930002-23-000003	2	Yuri Eidelman	Director	2023-05-19
0001930002-23-000003	3	Aron Eidelman	Director	2023-05-19
0001930002-23-000003	1	Ross Maguire	Director	2023-05-19
0001665160-23-001274	2	William Neal McAtee	CFO, Board Director	2023-05-19
0001665160-23-001274	3	James Sturgill	Board Director	2023-05-19
0001665160-23-001274	4	Peter Dabbs Schleider	Board Director	2023-05-19
0001665160-23-001274	1	William Hermann Seippel	CEO, Board Director	2023-05-19
0001665160-23-001273	1	Tom Bancroft	CEO	2023-05-19
0001391267-23-000003	2	Matt Whitaker	Manager	2023-05-19
0001391267-23-000003	1	Russ Kendall	Manager	2023-05-19
0001665160-23-001270	1	Ameer Youssef	CEO	2023-05-19
0001665160-23-001270	2	Robert Siegel	President	2023-05-19
0001746059-23-000131	1	Kathryn Read	Owner and Founder	2023-05-19
0001670254-23-000569	2	Anthea Tatum	Controller	2023-05-18
0001670254-23-000569	1	Yuri Eidelman	Director	2023-05-19
0001670254-23-000569	3	Ross Maguire	CEO	2023-05-18
0001665160-23-001268	2	Bobby Hulter	Director Software/Controls and Secretary of the Board	2023-05-19
0001665160-23-001268	1	Joshua Resnick	CEO, CTO, Director	2023-05-19
0001665160-23-001268	3	David Adams	Director of Operations and Treasurer of the Board	2023-05-19
0001665160-23-001267	3	Kevin Lee	Chief of Research and Development	2023-05-19
0001665160-23-001267	4	Jada Lee	Cofounder, Vice Chairman of the Board	2023-05-19
0001665160-23-001267	2	Michelle Quan	CFO	2023-05-19
0001665160-23-001267	1	Edward Lee	Founder, Chairman, and CEO	2023-05-19
0001971313-23-000002	1	Monique Hayward	Co-Owner	2023-05-19
0001665160-23-001266	1	Dorrian Porter	Founder and CEO	2023-05-19
0001964725-23-000002	1	Eli Yaacoby	Director	2023-05-19
0001964725-23-000002	2	Nancy Martin	Secretary, VP of Client Relations and Director	2023-05-19
0001964725-23-000002	4	Trevor Grace	Director	2023-05-19
0001964725-23-000002	3	Liwen Yaacoby	Director	2023-05-19
0001977299-23-000001	3	Jayson Orvis	Director	2023-05-18
0001977299-23-000001	2	Benton Crane	Director	2023-05-18
0001977299-23-000001	1	Ben Kasica	Director	2023-05-18
0001977299-23-000001	4	Matthew Peterson	Director	2023-05-18
0001670254-23-000567	1	Hamish McKenzie	Chief Writing Officer	2023-05-17
0001670254-23-000567	2	Chris Best	Co-founder and CEO	2023-05-17
0001670254-23-000565	1	Gabriel Bogner	Founder	2023-05-17
0001670254-23-000565	3	Traci Keen	CEO	2023-05-17
0001670254-23-000565	2	Adam B. Struck	Director	2023-05-17
0001930002-23-000002	1	Joy Chen	Co-Founder, Director, Chief Executive Officer, and President	2023-05-18
0001930002-23-000002	2	Victor Casale	Co-Founder, Director, Chairman, Treasurer, and Secretary	2023-05-18
0001827592-23-000002	1	Brendan Coffey	Director	2023-05-18
0001827592-23-000002	3	Courtney Boyd Meyers	Director	2023-05-18
0001827592-23-000002	2	Jarret Christie	Director	2023-05-18
0001965000-23-000001	1	Alex Doman	President & CEO	2023-05-18
0001744818-23-000007	3	Matt Coffin	Director	2023-05-18
0001744818-23-000007	2	Roelof Botha	Director	2023-05-18
0001744818-23-000007	1	Jason Calacanis	Director	2023-05-18
0001744818-23-000006	2	Roelof Botha	Director	2023-05-18
0001744818-23-000006	3	Matt Coffin	Director	2023-05-18
0001744818-23-000006	1	Jason Calacanis	Director	2023-05-18
0001943618-23-000001	2	Spencer Elliott	Director	2023-05-18
0001943618-23-000001	1	Christopher Babcock	Director	2023-05-18
0001943618-23-000001	3	Jade Poe	Director	2023-05-18
0001744818-23-000005	3	Matt Coffin	Director	2023-05-18
0001744818-23-000005	1	Jason Calacanis	Director	2023-05-18
0001744818-23-000005	2	Roelof Botha	Director	2023-05-18
0001670254-23-000563	1	Eric Gossart	Partner	2023-05-17
0001670254-23-000563	2	Catherine Faure	CFO	2023-05-16
0001670254-23-000563	3	Alexis Houssou	Managing Partner	2023-05-16
0001670254-23-000563	4	Alexandre Winter	CEO & Co-Founder	2023-05-16
0001746059-23-000130	1	Jonathan Przybyl	Owner and CoFounder	2023-05-17
0001669191-23-000504	1	Esmond Goei	Principal Executive Officer	2023-05-17
0001669191-23-000504	2	Esmond Goei	Principal Financial Officer	2023-05-17
0001669191-23-000504	5	Armando Castro	Board Member	2023-05-17
0001669191-23-000504	4	Esmond Goei	Board Member	2023-05-17
0001669191-23-000504	3	Esmond Goei	Principal Accounting Officer	2023-05-17
0001669191-23-000503	1	Scott Deans	Principal Executive Officer	2023-05-17
0001669191-23-000503	2	Jason Bell	Principal Financial Officer	2023-05-17
0001669191-23-000503	3	Scott Deans	Principal Accounting Officer	2023-05-17
0001669191-23-000503	5	Scott Deans	Board Member	2023-05-17
0001669191-23-000503	4	Jason Bell	Board Member	2023-05-17
0001669191-23-000500	4	Michael Shore	Board Member	2023-05-17
0001669191-23-000500	5	Benedetto Anthony Iacovelli	Board Member	2023-05-17
0001669191-23-000500	6	Thomas Jones	Board Member	2023-05-17
0001669191-23-000500	2	Michael Shore	Principal Financial Officer	2023-05-17
0001669191-23-000500	1	Michael Shore	Principal Executive Officer	2023-05-17
0001669191-23-000500	3	Michael Shore	Principal Accounting Officer	2023-05-17
0001788742-23-000004	2	Subba Somala	Director	2023-05-17
0001788742-23-000004	1	Ajay Jotwani	Director	2023-05-17
0001691942-23-000001	1	Nathaniel Mundel	CEO	2023-05-17
0001943961-23-000002	2	Michelle Higginson	Chief Marketing Officer and Director	2023-05-17
0001943961-23-000002	1	Shelli Pavone	Chief Executive Officer and Director	2023-05-17
0001665160-23-001263	2	Dzung Wright	Interim CFO	2023-05-17
0001665160-23-001263	1	Thinh Tran	Chairman and CEO	2023-05-17
0001746059-23-000129	1	Guy Brown	Owner and Founder	2023-05-17
0001853669-23-000004	1	Kimberly Lewis	CEO	2023-05-16
0001669191-23-000497	1	Marcus Schmitt	Principal Executive Officer	2023-05-17
0001669191-23-000497	2	Marcus Schmitt	Principal Financial Officer	2023-05-17
0001669191-23-000497	3	Marcus Schmitt	Principal Accounting Officer	2023-05-17
0001669191-23-000497	4	Marcus Schmitt	Board Member	2023-05-17
0001665160-23-001261	1	Alan Waserstein	Director and Principal Financial Officer	2023-05-17
0001930791-23-000001	1	Michelle Thimesch	Attorney in Fact for Naiad Creative, Inc.	2023-05-17
0001976623-23-000001	2	Joseph G Webb	BOD	2023-05-16
0001976623-23-000001	1	Mack Craft IV	CEO	2023-05-16
0001669191-23-000495	5	Scott Deans	Board Member	2023-05-16
0001669191-23-000495	4	Jason Bell	Board Member	2023-05-16
0001669191-23-000495	3	Scott Deans	Principal Accounting Officer	2023-05-16
0001669191-23-000495	2	Jason Bell	Principal Financial Officer	2023-05-16
0001669191-23-000495	1	Scott Deans	Principal Executive Officer	2023-05-16
0001665160-23-001258	1	Isaac Hayes III	CEO, President, Secretary, Treasurer, Director	2023-05-16
0001746059-23-000128	1	Nathan Freehling	Owner and Founder	2023-05-16
0001670254-23-000561	3	Emmily Bowman	CEO & Founder	2023-05-16
0001670254-23-000561	2	Chelsea Vogel	Operations Manager	2023-05-16
0001670254-23-000561	1	victoria everett	cxo & co founder	2023-05-16
0001670254-23-000559	1	Jacqueline Comer	Founder and CPO	2023-05-15
0001670254-23-000559	3	Lana Cuthbertson	Founder and CEO	2023-05-15
0001670254-23-000559	2	Kasey Machin	Founder and COO	2023-05-15
0001788742-23-000002	1	Mark Holland	CEO, Manager	2023-04-21
0001781955-23-000006	1	Ben White	Founder and CEO	2023-05-16
0001665160-23-001255	2	Erik Vadersen	Acting CFO	2023-05-16
0001665160-23-001255	1	John D Terry	CEO	2023-05-16
0001746059-23-000127	1	Justin Gaspar	Managing Partner	2023-05-16
0001746059-23-000126	1	Aaron Perrino	Owner and Founder	2023-05-16
0001669191-23-000493	1	Robert Krause	Principal Executive Officer	2023-05-16
0001669191-23-000493	6	Jeromee Johnson	Board Member	2023-05-16
0001669191-23-000493	2	Robert Krause	Principal Financial Officer	2023-05-16
0001669191-23-000493	5	Robert Krause	Board Member	2023-05-16
0001669191-23-000493	3	Robert Krause	Principal Accounting Officer	2023-05-16
0001669191-23-000493	4	Richard Heckinger	Board Member	2023-05-16
0001670254-23-000557	1	Bryon White	President, CEO, Co-Founder	2023-05-15
0001644600-23-000104	3	Claire Miles	Chief Creative Officer	2023-05-16
0001644600-23-000104	2	Chase Larson	Chief Operating Officer	2023-05-16
0001644600-23-000104	1	Reid Covington	Chief Executive Officer, Principal Financials Officer, Principal Accounting Officer, and Director	2023-05-16
0001670254-23-000555	2	Pamela S Miller	Director/Administrator	2023-05-12
0001670254-23-000555	1	Andrew Skrobko	Chief Financial Officer	2023-05-13
0001670254-23-000555	3	H Matthew Chambers	Co-founder, CEO + Chairman of the Board	2023-05-12
0001975589-23-000005	1	Hillary Lake	CEO	2023-05-16
0001975589-23-000004	1	Amanda Harth	CEO	2023-05-16
0001807734-23-000006	1	Pamela Howard	Executive Director	2023-05-16
0001975589-23-000002	1	Casey Berry	CEO	2023-05-16
0001670450-23-000005	1	Jerry Daniel Claridge	CEO	2023-05-15
0001952064-23-000005	1	Mike Maunu	CEO/President/Director	2023-05-15
0001977558-23-000002	1	Eric Bowlus	CEO	2023-05-15
0001977558-23-000001	1	Eric Bowlus	CEO	2023-05-15
0001670254-23-000554	1	Eric Jackson	CEO & Co-Founder	2023-05-11
0001670254-23-000554	2	Eric Jackson	CEO and Co-Founder	2023-04-25
0001665160-23-001252	3	Jonathan Ian Pearlman	Founder and President	2023-05-15
0001665160-23-001252	2	ShaunMonet Kunkel	Principal Financial Officer and Principal Accounting Officer	2023-05-15
0001665160-23-001252	1	Ronald Jeffery Arnold	CEO, Principal Executive Officer and Director	2023-05-15
0001665160-23-001251	2	Jeremiah Crofton	Director	2023-05-15
0001665160-23-001251	1	Lenny Gotter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-05-15
0001419559-23-000001	1	Frank I Igwealor	President and CEO	2023-05-15
0001746059-23-000125	1	Todd Andrews	Managing Partner	2023-05-15
0001669191-23-000491	3	Michele Marzola	Principal Accounting Officer	2023-05-15
0001669191-23-000491	5	Michele Marzola	Board Member	2023-05-15
0001669191-23-000491	4	Gianluca De Novi	Board Member	2023-05-15
0001669191-23-000491	2	Michele Marzola	Principal Financial Officer	2023-05-15
0001669191-23-000491	1	Gianluca De Novi	Principal Executive Officer	2023-05-15
0001665160-23-001250	2	Robert W Thorssen	CFO and Director	2023-05-15
0001665160-23-001250	1	Luke T. Thorssen	President, CEO, and Director	2023-05-15
0001665160-23-001250	3	Rafaella M Thorssen	CCO, secretary, and Director	2023-05-15
0001665160-23-001249	2	Thomas Gerson	CFO	2023-05-15
0001665160-23-001249	1	Alauddin Bhuiyan	CEO	2023-05-15
0001670254-23-000552	2	Pamela Miller	Administator and Director	2023-05-11
0001670254-23-000552	1	Andrew Skrobko	Chief Financial Officer	2023-05-12
0001670254-23-000552	3	Matt Chambers	President and CEO	2023-05-11
0001665160-23-001247	2	Oluwafemi L. Masha	COO, principal accounting officer, and Director	2023-05-12
0001665160-23-001247	1	Onyewuchi J. Osuji	CEO and Director	2023-05-12
0001670254-23-000553	1	William Howes	Founder/CEO	2023-05-12
0001670254-23-000549	1	Samantha Patil	Founder & CEO	2023-05-12
0001674612-23-000002	1	John Fanning	CEO	2023-05-01
0001665160-23-001246	2	Marcus Baker	CFO, Secretary, and Director	2023-05-12
0001665160-23-001246	1	Johnson Sainvil	CEO, President, and Director	2023-05-12
0001670254-23-000547	1	Jason Linker	Founder/CEO	2023-05-04
0001812836-23-000008	2	Kevin Wolf	Director	2023-05-12
0001812836-23-000008	1	Cornelius Fitzgerald	Director and Chief Financial Officer	2023-05-12
0001812836-23-000007	2	Kevin Wolf	Director	2023-05-10
0001812836-23-000007	1	Cornelius Fitzgerald	Director and Chief Financial Officer	2023-05-10
0001670254-23-000544	3	Stephen Michael McKay	President & CEO	2023-05-11
0001670254-23-000544	2	Randall S. Allen	Senior Vice President & COO	2023-05-11
0001670254-23-000544	1	Michael Loveless	Board Member	2023-05-11
0001812836-23-000006	1	Cornelius Fitzgerald	Director and Chief Financial Officer	2023-05-12
0001812836-23-000006	2	Kevin Wolf	Director	2023-05-12
0001590498-23-000001	1	Ann Nguyen	Director	2023-05-12
0001590498-23-000001	2	Stephan Paternot	Director	2023-05-12
0001669191-23-000487	5	Cynthia Smith	Board Member	2023-05-12
0001669191-23-000487	4	Basem Harb	Board Member	2023-05-12
0001669191-23-000487	3	Cynthia Smith	Principal Accounting Officer	2023-05-12
0001669191-23-000487	2	Basem Harb	Principal Financial Officer	2023-05-12
0001669191-23-000487	1	Basem Harb	Principal Executive Officer	2023-05-12
0001669191-23-000486	6	Neil Epstein	Board Member	2023-05-12
0001669191-23-000486	3	Neil Epstein	Principal Accounting Officer	2023-05-12
0001669191-23-000486	4	Mary Gassler	Board Member	2023-05-12
0001669191-23-000486	5	Scott Timmons	Board Member	2023-05-12
0001669191-23-000486	2	Neil Epstein	Principal Financial Officer	2023-05-12
0001669191-23-000486	1	Neil Epstein	Principal Executive Officer	2023-05-12
0001746059-23-000124	1	Melody Livingston	Owner and CoFounder	2023-05-12
0001746059-23-000123	1	Rebecca Colett	Owner and CEO	2023-05-12
0001746059-23-000123	2	LaToyia Rucker	Owner and COO	2023-05-12
0001942213-23-000003	1	Sean O'Neil	CTO	2023-05-12
0001818860-23-000002	1	Howard Cao	President, Secretary, CEO, CFO	2023-05-10
0001670254-23-000543	1	Joshua Onysko	Founder and CEO	2023-05-11
0001943961-23-000001	1	Shelli Pavone	Chief Executive Officer and Director	2023-05-11
0001943961-23-000001	2	Michelle Higginson	Chief Marketing Officer and Director	2023-05-11
0001670254-23-000541	3	Mark Pound	CEO/Founder	2023-05-11
0001670254-23-000541	2	James Wilhelm Bubenik	Chief Accessibility Officer	2023-05-11
0001670254-23-000541	1	Jose Mena	Chief Experience Officer	2023-05-11
0001665160-23-001244	1	Steve Niswander	Chairman and Founder	2023-05-11
0001665160-23-001244	3	Greg Powell	Acting CTO, Board Member	2023-05-11
0001665160-23-001244	2	Jim Warren	VP of Design and Innovation	2023-05-11
0001062993-23-010829	1	/s/ Suman Das	Director	2023-05-11
0001670254-23-000539	3	Brandon Garrett	CEO	2023-05-10
0001670254-23-000539	2	William F. Bice	Board Member	2023-05-10
0001670254-23-000539	1	Paul L. Silverman	Board Member	2023-05-10
0001747584-23-000025	1	Alexander Blackmer	CEO	2023-05-11
0001968591-23-000003	1	Ingrid Hansen	CEO	2023-05-11
0001942213-23-000002	1	Sean O'Neil	CTO	2023-05-11
0001971776-23-000002	1	/s/ Thomas Humbert	Owner and Manager	2023-05-11
0001017386-23-000186	1	Shelli Fields	President	2023-05-10
0001017386-23-000184	1	/s/ Lorenzo Luciano Piceni	President	2023-05-10
0001665160-23-001242	3	Courtney Benham	Director	2023-05-11
0001665160-23-001242	1	Charles Yeomans	CEO, Director	2023-05-11
0001665160-23-001242	2	Kayla Vallarta	Controller, Secretary	2023-05-11
0001665160-23-001240	2	Tyler Vorce	COO, Director, Principal Financial Officer and Principal Accounting Officer	2023-05-11
0001665160-23-001240	1	Jason McKinney	CEO, Principal Executive Officer and Director	2023-05-11
0001670254-23-000537	2	Marcos Bulacio	CEO and Co-Founder	2023-05-05
0001670254-23-000537	1	William Robert Diricco	COO and Co-Founder	2023-05-05
0001963859-23-000003	1	Herman Edwin Cruz	Director	2023-05-11
0001746059-23-000122	1	Karly Elbrecht	Owner and CEO	2023-05-11
0001669191-23-000482	2	Patrick Cahill	Principal Financial Officer	2023-05-11
0001669191-23-000482	6	Patrick Lincoln	Board Member	2023-05-11
0001669191-23-000482	4	Sophia Becker	Board Member	2023-05-11
0001669191-23-000482	3	Sophia Becker	Principal Accounting Officer	2023-05-11
0001669191-23-000482	1	Sophia Becker	Principal Executive Officer	2023-05-11
0001669191-23-000482	5	Patrick Cahill	Board Member	2023-05-11
0001669191-23-000480	5	Timur Akilov	Board Member	2023-05-11
0001669191-23-000480	4	James  O'Loughlin	Board Member	2023-05-11
0001669191-23-000480	3	Timur Akilov	Principal Accounting Officer	2023-05-11
0001669191-23-000480	2	Timur Akilov	Principal Financial Officer	2023-05-11
0001669191-23-000480	1	James  O'Loughlin	Principal Executive Officer	2023-05-11
0001670254-23-000530	1	Sara Sieteski	CEO	2023-05-09
0001665160-23-001239	3	David Martin	Director	2023-05-10
0001665160-23-001239	2	Randy Squires	Director	2023-05-10
0001665160-23-001239	1	Greg Johnson	Chief Executive Officer & Director	2023-05-10
0001670254-23-000533	2	Marcos Bulacio	CEO and Co-Founder	2023-05-05
0001670254-23-000533	1	William Robert Diricco	COO and Co-Founder	2023-05-05
0001665160-23-001238	1	Gina Engel	CEO, Director	2023-05-10
0001665160-23-001238	2	Joe Dennis Desmond	CFO, Director	2023-05-10
0001665160-23-001237	1	Dayan Martinez	CEO,Director & Founder	2023-05-10
0001665160-23-001235	2	Mark J. Gustavson	Chairman	2023-05-10
0001665160-23-001235	1	James Chance Richie	CEO, Director, and CFO/Principal Accounting Officer	2023-05-10
0001665160-23-001234	2	David St. John	CTO and Director	2023-05-10
0001665160-23-001234	3	Michael Samols	Director	2023-05-10
0001665160-23-001234	4	Phillip Atkinson	Director	2023-05-10
0001665160-23-001234	5	Martin Bell	Chief Science Officer	2023-05-10
0001665160-23-001234	1	Daniel Lyons	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-05-10
0001854190-23-000002	1	Ray Fares	CEO	2023-05-10
0001665160-23-001231	2	Joseph Daum	CFO, Director	2023-05-05
0001665160-23-001231	1	Edward Larson	CEO	2023-05-05
0001812836-23-000004	1	Cornelius Fitzgerald	Director and Chief Financial Officer	2023-05-10
0001812836-23-000004	2	Kevin Wolf	Director	2023-05-10
0001644600-23-000102	1	Michael Mojaver	Co-Founder, CEO, Secretary, Treasurer, and Director	2023-05-10
0001644600-23-000102	2	Kelly Stopher	CFO	2023-05-10
0001852106-23-000004	1	Jason M. Tyra	Attorney	2023-05-10
0001669191-23-000478	1	Gabrielle Fitzpatrick	Board Member	2023-05-10
0001975547-23-000003	1	Mitch Clark	CEO	2023-05-10
0001975547-23-000001	1	Kimberly Cook	CEO	2023-05-10
0001920911-23-000001	1	Sarah Hawley	Director	2023-05-09
0001920911-23-000002	1	Sarah Hawley	Director	2023-05-09
0001852106-23-000002	1	David Baker	CEO, President	2023-05-09
0001687465-23-000003	1	Jennifer Eden	CEO	2023-05-09
0001017386-23-000181	1	Shelli Fields	President	2023-05-09
0001670254-23-000528	1	Zachary Schieffelin	Co-Founder & CEO	2023-05-08
0001433654-23-000006	1	Philip J. Wheelton	President & Chairman	2023-05-09
0001669191-23-000474	1	Robert Devlin	Principal Executive Officer	2023-05-09
0001669191-23-000474	5	Robert Devlin	Board Member	2023-05-09
0001669191-23-000474	4	Alexander Shneider	Board Member	2023-05-09
0001669191-23-000474	3	Jason Payne	Principal Accounting Officer	2023-05-09
0001669191-23-000474	2	Jason Payne	Principal Financial Officer	2023-05-09
0001669191-23-000472	3	Arindrajit Basak	Principal Accounting Officer	2023-05-09
0001669191-23-000472	2	Arindrajit Basak	Principal Financial Officer	2023-05-09
0001669191-23-000472	4	Arindrajit Basak	Board Member	2023-05-09
0001669191-23-000472	1	Arindrajit Basak	Principal Executive Officer	2023-05-09
0001669191-23-000473	2	Patrik Psenak	Principal Financial Officer	2023-05-09
0001669191-23-000473	1	Patrik Psenak	Principal Executive Officer	2023-05-09
0001669191-23-000473	3	Patrik Psenak	Principal Accounting Officer	2023-05-09
0001669191-23-000473	4	Patrik Psenak	Board Member	2023-05-09
0001665160-23-001228	3	Daniel Frerich	Director	2023-05-09
0001665160-23-001228	2	Al Darling	CFO and Director	2023-05-09
0001665160-23-001228	1	Steve Haumschild	CEO and Chariman of the BOD	2023-05-09
0001975586-23-000001	1	Hillary Lake	CEO	2023-05-09
0001899780-23-000001	4	Andrew Heintzman	Director	2023-05-09
0001899780-23-000001	3	Betsy Fore	Director	2023-05-09
0001899780-23-000001	2	Victor Friedberg	Chairman of the Board of Directors	2023-05-09
0001899780-23-000001	1	Sofia Laurell	Chief Executive Officer/ Director	2023-05-09
0001669191-23-000468	3	Ericka Wojack	Principal Accounting Officer	2023-05-09
0001669191-23-000468	4	Bradley Larschan	Board Member	2023-05-09
0001669191-23-000468	5	Ericka Wojack	Board Member	2023-05-09
0001669191-23-000468	6	Yuichiro Takayanagi	Board Member	2023-05-09
0001669191-23-000468	1	Bradley Larschan	Principal Executive Officer	2023-05-09
0001669191-23-000468	2	Ericka Wojack	Principal Financial Officer	2023-05-09
0001669191-23-000465	6	Randy Gagnon	Board Member	2023-05-09
0001669191-23-000465	5	Sanat Upadhyay	Board Member	2023-05-09
0001669191-23-000465	4	Emanuel Papadakis	Board Member	2023-05-09
0001669191-23-000465	3	Emanuel Papadakis	Principal Accounting Officer	2023-05-09
0001669191-23-000465	2	Emanuel Papadakis	Principal Financial Officer	2023-05-09
0001669191-23-000465	1	Emanuel Papadakis	Principal Executive Officer	2023-05-09
0001975607-23-000001	1	Courtenay Harris	Owner	2023-05-08
0001185185-23-000454	2	Timothy Alatorre	Principal Financial Officer	2023-05-08
0001185185-23-000454	1	Rhonda Stevenson	Principal Executive Officer	2023-05-08
0001952670-23-000001	1	Darryl Payne	CEO	2023-05-08
0001966086-23-000002	1	Albert Wagner	COO	2023-05-04
0001975855-23-000001	1	Suresh Mirchandani	Manager	2023-05-08
0001665160-23-001226	1	Philip LaBounty	CEO	2023-05-08
0001670254-23-000526	2	Marcos Bulacio	CEO and Co-Founder	2023-05-04
0001670254-23-000526	1	William Robert Diricco	COO and Co-Founder	2023-05-04
0001861670-23-000004	1	James Chris Wall	Manager	2023-05-08
0001861670-23-000004	2	Andrew Peterson	Manager	2023-05-08
0001665160-23-001224	1	Nathan Burba	Co-Founder and CEO, Principal ECo-Founder and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer xecutive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-05-08
0001665160-23-001222	1	Scott Baker	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2023-05-08
0001905190-23-000001	1	Favio Osorio	Co-Founder, President	2023-05-08
0001952562-23-000005	2	Marko Djukic	Director	2023-05-08
0001952562-23-000005	1	Christine Johnson	Director	2023-05-08
0001952562-23-000004	1	Kendrick Nguyen	CEO of OpenDeal Inc., the Manager of Republic Core LLC	2023-05-08
0001952562-23-000003	1	Elijah Bucher	Director	2023-05-08
0001952562-23-000002	1	Robert Cornish	Director	2023-05-08
0001665160-23-001221	2	Kenneth Miller	Chief Financial Officer and Principal Accounting Officer	2023-05-08
0001665160-23-001221	1	Matthew Chasen	Founder, CEO, and Director	2023-05-08
0001746059-23-000121	1	Mark Snyder	Owner and President	2023-05-08
