ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001670254-23-000240	0			Tradefox, Inc.	Corporation		DE	2012-07-13	896 S State Street # 542		Dover	DE	19901	http://www.tradefox.co		N			
0001969045-23-000001	0			MISE LLC	Limited Liability Company		OR	2020-05-26	9808 N EDISON ST		PORTLAND	OR	97203	https://misefootwear.com	SMBX, Inc.	N	0001707214	007-00129	290186
0001670254-23-000238	0			Derisk Holdings Inc.	Corporation		DE	2022-06-21	905 Dexter Avenue North L632		Seattle	WA	98109	www.myalmafi.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001062993-23-006969	0		This non-material amendment is filed to update the (i) Exhibit B- Investor Website page and (ii) Exhibit E- Financials for Carry: Athlete Investing (due to image size and quality).	Carry Golf Club LLC	Limited Liability Company		DE	2023-02-22	234 SEVEN FARMS DRIVE, 2ND FLOOR		DANIEL ISLAND	SC	29492	https://www.carry.golf	DEALMAKER SECURITIES LLC	N	0001872856	008-70756	000315324
0001748775-23-000002	0			Cafe X Technologies, Inc.	Corporation		DE	2014-05-20	245 EAST HARRIS AVENUE		SOUTH SAN FRANCISCO	CA	94080	https://getcafex.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001747584-23-000011	0	At the close of the offering, the issuer raised investment commitments of $95,100. The funds are currently being processed. The actual amount may be lower.		Kilowatts For A Cause Inc	Corporation		MI	2022-04-26	2075 W. STADIUM BLVD.	SUITE 3872	ANN ARBOR	MI	48106	https://kw4ac.com/	Raise Green, Inc.	N	0001747584	007-00191	301770
0001665160-23-000414	1		Extending their end date	iMetabolic Biopharma Corp	Corporation		NV	2017-11-17	2155 E CONFERENCE DR STE 115	STE 115	TEMPE	AZ	85284	https://imbiopharma.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-23-000068	0			Dazed Brewing, LLC	Limited Liability Company		FL	2020-11-24	19983 VILLA LANTE PL		BOCA RATON	FL	33434	http://uncommonpathbrewing.com	MainVest, Inc.	N	0001746059	007-00162	
0001925864-23-000001	0			Dteckt, Inc.	Corporation		UT	2019-10-25	4760 S HIGHLAND DR	#144	HOLLADAY	UT	84117	dteckt.com		N			
0001555127-23-000001	1		Extension of offering to 4/30/23 pending filing of the 2022 YE annual report with audited financial statements; then, a second extension will be filed to 8/31/2023.	IX Power Clean Water, Inc.	Corporation		DE	2014-09-17	17301 WEST COLFAX AVENUE, SUITE 110		GOLDEN	CO	80401	https://ixwater.com/	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001805056-23-000001	0			NanoVMs, Inc.	Corporation		DE	2015-08-05	148 Townsend Street		San Francisco	CA	94107	https://nanovms.com		N			
0001747584-23-000010	0	The issuer closed on $97,600 of debt notes. The funding portal was granted $1,900 of securities as compensation.		NhSolarGarden.com LLC	Limited Liability Company		NH	2014-01-23	1603 AMHERST STREET	UNIT 5I	BUFFALO	NY	14216	https://www.nhsolargarden.com/	Raise Green, Inc.	N	0001747584	007-00191	301770
0001062993-23-006886	0			Carry Golf Club LLC	Limited Liability Company		DE	2023-02-22	234 Seven Farms Drive, 2nd Floor		DANIEL ISLAND	SC	29492	https://www.carry.golf	DEALMAKER SECURITIES LLC	N	0001872856	008-70756	000315324
0001670254-23-000234	0			Pangea Organics Inc	Corporation		DE	2016-07-13	2525 arapahoe Ave	E-4 Box 838	Boulder	CO	80302	http://www.pangeaorganics.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001926716-23-000001	0			Bracketology.tv, Inc.	Corporation		DE	2022-03-14	3539 N RETA AVE		CHICAGO	IL	60657	www.bracketology.tv		N			
0001840495-23-000001	0		American Stories is extending their campaign to July 1st, 2023.	American Stories Entertainment Inc.	Corporation		FL	2020-12-16	1449 WETHERINGTON WAY		PALM HARBOR	FL	34683	https://www.americanstoriesentertainment.com/	PicMii Crowdfunding LLC	N	0001817013	007-00246	310171
0001670254-23-000236	0			AvaWatz Company	Corporation		TX	2019-02-13	3662 West Camp Wisdom Road		Dallas	TX	75001	avawatz.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-23-000413	0		Nitro updated the page	NITRO Beverage Inc.	Corporation		DE	2016-08-19	1311 Memorial Dr.		Asbury Park	NJ	07712	https://drinknitro.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001778258-23-000001	0			Bot Image, Inc.	Corporation		NE	2018-11-08	9840 S 140TH ST	SUITE #5	OMAHA	NE	68138	www.botimageai.com		N			
0001669191-23-000247	0		the issuer has extended the offering deadline.	Fierce & Kind Ltd.	Corporation		CA	2021-08-26	4901 Morena Blvd		San Diego	CA	92117	https://www.fiercenkind.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-23-000411	0	At the close of the offering, the issuer closed on $253,153.14 and 136,664 number of securities.		Coffee Class Corp	Corporation		NV	2022-08-18	880 SEVEN HILLS DR #205	#205	HENDERSON	NV	89052	TheCoffeeClass.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-23-000410	0	At the close of the offering, the issuer closed on $1,290,347.38 and 1,286,434 number of securities.		Harmony Turbines Inc	Corporation		PA	2020-08-11	120 N 25TH STREET SUITE 200	SUITE 200	LEBANON	PA	17042	https://HarmonyTurbines.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-23-000233	1		Updating Financials and Use of Funds	Zero Cheating, Inc	Corporation		DE	2022-11-22	3200 N Federal Hwy	#206-18	Boca Raton	FL	33431	https://zerocheating.com/index.html	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-23-000409	0	At the close of the offering, the issuer closed on $83,782.21 and 92,134 number of securities.		Von Perry, Inc	Corporation		DE	2021-04-05	7410 DELTA DRIVE		ROWLETT	TX	75088	https://www.vonperrybuild.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-23-000408	0	At the close of the offering, the issuer closed on $92,995.70 and 51,327 number of securities.		Tokki, Inc.	Corporation		DE	2022-03-25	1209 ORANGE ST.		WILMINGTON	DE	19801	www.tokki.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001937918-23-000001	0			Brite Trace, LLC	Limited Liability Company		KY	2021-01-29	900 E MAIN ST		LOUISVILLE	KY	40206	britetrace.co		N			
0001746059-23-000067	0	At the close of the offering, the issuer closed on $19,600. The funds are currently being processed. The actual amount may be lower.		Petrolhead Cafe LLC	Limited Liability Company		CT	2018-09-06	94 CAMBRIDGE ST		WEST HARTFORD	CT	06110	https://www.petrolheadcafe.com/	MainVest, Inc.	N	0001746059	007-00162	
0001964989-23-000001	0			Parlor Beverages, Inc	Corporation		DE	2022-05-10	16 SOUTH RIVER STREET	SUITE 400	WILKES-BARRE	PA	18702	https://drinkparlor.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-23-000231	0			Musiversal, Inc.	Corporation		DE	2022-12-21	1209 Orange Street		Wilmington,	DE	19801	https://musiversal.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-23-000406	0			Stickybones, Inc.	Corporation		CA	2015-02-20	380 Carrol Court Suite D		Brentwood	CA	94513	https://www.stickybones.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-23-000066	0			Calyxeum, LLC	Limited Liability Company		MI	2020-06-26	1284 17TH ST		DETROIT	MI	48216	www.calyxeum.com	MainVest, Inc.	N	0001746059	007-00162	
0001963230-23-000003	1		Target end date updated	R&H Development LLC	Limited Liability Company		FL	2020-05-07	503 SANFORD AVE		SANFORD	FL	32771	shantellsjustuntil.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001670254-23-000229	0			MyStreme, Inc.	Corporation		DE	2022-07-12	4320 Modoc Rd.	Suite F	Santa Barbara	CA	93110	https://www.onedoorstudios.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001963859-23-000002	0			Live Stream Technology Services Inc.	Corporation		DE	2022-04-06	701 BRICKELL AVENUE		MIAMI	FL	33131	https://www.buyalerts.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-23-000065	0			Tallgrass Pictures LLC	Limited Liability Company		CA	2004-11-15	710 13TH ST STE 300		SAN DIEGO	CA	92101	https://www.izolabakery.com/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-23-000404	0			AGOGIE, Inc.															
0001765330-23-000001	1		To extend the Offering Deadline to April 30, 2023. Update Conversion, Capitalization, Debt, Previous Offerings of Securities, Cash & Cash Equivalents & Transactions with Related Persons & Conflicts of Interest. Update Nominee & Waiver in SAFE	AIRSPACE EXPERIENCE TECHNOLOGIES, INC.	Corporation		DE	2018-07-02	11499 CONNER STREET	LEVEL 2	DETROIT	MI	48213	https://www.iflyasx.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001777982-23-000001	0			JogoHealth, Inc.	Corporation		DE	2010-06-21	991 US Highway 22	Suite 200	Bridgewater	NJ	08807	www.jogohealth.com		N			
0001477932-23-001457	0	In November 2020, the Company closed an offering pursuant to Regulation CF and raised $454,878 via the sale of shares of the Company's common stock.		HPEC, Inc.	Corporation		DE	2019-06-07	13727 SW 152ND STREET #671	SUITE102	MIAMI	FL	33177	www.hpec.io	Fundopolis Portal LLC	N	0001729158	007-00143	292835
0001665160-23-000403	1		Campaign is extending their end date	Encore Artistic Solutions, Inc	Corporation		DE	2021-07-02	490 VIA DEL NORTE		OCEANSIDE	CA	92058	www.encoreartpaint.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001477932-23-001449	0			HPEC, Inc.	Corporation		DE	2019-06-07	13727 SW 152nd Street #671		Miami	FL	33177	www.hpec.com		N			
0001477932-23-001443	0			Reliant Service Inc	Corporation		NV	2015-03-20	15656 BERNARDO CENTER DRIVE, #801		SAN DIEGO	CA	92127	www.reliantservice.biz		N			
0001477932-23-001440	0			Reliant Service Inc	Corporation		NV	2015-03-20	15656 BERNARDO CENTER DRIVE, #801		SAN DIEGO	CA	92127	www.reliantservice.biz		N			
0001665160-23-000402	0			Fly Ride Corp															
0001665160-23-000401	0			Wrightspeed, Inc.															
0001665160-23-000400	0			Consulting by T&G Corp															
0001801085-23-000001	0			Farm to Coast Collective, PBC	Corporation		DE	2019-12-16	555 S MAIN STREET	STE 1	SEBASTOPOL	CA	95472	http://livery135.com		N			
0001665160-23-000399	0		maturity verbiage update	Wellness Insight Technologies, Inc.	Corporation		CA	2018-01-24	1210 S. Bascom Ave., STE 122		San Jose	CA	95128	https://getkazu.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-23-000244	0			VOLTEQ Equipment Inc.	Corporation		DE	2022-09-07	66 West Flagler Street	Suite 900-#7748	Miami	FL	33130	https://www.voltequip.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001935750-23-000002	0			Athyna, Inc.	Corporation		DE	2019-11-26	4816 JEWELL STREET		SAN DIEGO	CA	92109	www.athyna.io	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-23-000064	0			Cactus Blossom Cantina, LLC	Limited Liability Company		VT	2022-09-13	139 MAIN ST		BENNINGTON	VT	05201	http://cactusblossomcantina.com	MainVest, Inc.	N	0001746059	007-00162	
0001932265-23-000001	0	The Offering closed successfully on 3/1/2023, having received investment commitments of $290,750.61, although a final accounting has not taken place.		Chilling, Inc	Corporation		DE	2020-07-22	150 PRESTON EXECUTIVE DRIVE	210-A	CARY	NC	27519	https://www.thechillingapp.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-23-000395	0	At the close of the offering, the issuer closed on $1,410,602 and 3,409,464 number of securities.		VirZoom, Inc.	Corporation		DE	2015-02-13	56 JFK STREET	CAMBRIDGE	MASSACHUSETTS	MA	02138	http://www.virzoom.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001669191-23-000241	0		the issuer updated the key people section of the offering statement.	Catailyst Inc.	Corporation		DE	2019-05-31	1 Paul Revere Road		Needham	MA	02494	https://catailyst.ai/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001796106-23-000003	0	The Offering closed successfully on 3/3/2023, having received investment commitments of $31,700, although a final accounting has not taken place.		Genius Juice, LLC	Limited Liability Company		CA	2014-01-08	21143 HAWTHORNE BOULEVARD	UNIT 295	TORRENCE	CA	90503	https://www.geniusjuice.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001796106-23-000002	0	The Offering closed successfully on 3/5/2023, having received investment commitments of $79,980, although a final accounting has not taken place.		JuneBrain Inc.	Corporation		DE	2019-07-30	875 HOLLINS STREET	SUITE 102	BALTIMORE	MD	21201	https://www.junebrain.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001963810-23-000001	1		Target end date extended	Mobile Wellness Support LLC	Limited Liability Company		FL	2016-03-21	7950 66TH AVE		VERO BEACH	FL	32967	https://indianriverpioneerfarms.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001890811-23-000002	0			Culi, Inc.	Corporation		DE	2021-06-10	203 WEST 90TH STREET, UNIT 911		NEW YORK	NY	10024	https://www.zestapp.co/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001962967-23-000002	1		See Form C/A for list of amendments	Corporate Rentals Inc.	Corporation		NY	2008-02-09	401 E. 74TH STREET	2L	NEW YORK	NY	10021	https://www.bookingninjas.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-23-000394	0	At the close of the offering, the issuer closed on $183,199.30 and 62,197 number of securities.		Avawatz Company, Inc	Corporation		TX	2019-02-13	14681 MIDWAY RD, STE 200	SUITE 200	ADDISON	TX	75001	https://avawatz.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001747807-23-000001	0			Kicks Industries, Inc.	Corporation		DE	2020-10-27	621 KALAMATH ST.	#175	DENVER	CO	80204	https://golfkicks.com/		N			
0001796106-23-000001	0	The Offering closed successfully on 3/1/2023, having received investment commitments of $238,610, although a final accounting has not taken place.		NeXtGen Biologics, INC	Corporation		DE	2014-04-29	13709 PROGRESS BLVD.	BOX 11	ALACHUA	FL	32615	https://www.nextgenbiologics.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-23-000063	1		Issuer is amending a typographical error with their projections.	Kansas City Wellness Club LLC	Limited Liability Company		MO	2019-02-02	918A BALTIMORE AVE		KANSAS CITY	MO	64105	http://www.kcwellnessclub.com	MainVest, Inc.	N	0001746059	007-00162	
0001963991-23-000002	0			Le Grand Bleu, LLC	Limited Liability Company		WY	2022-12-16	1650 WEST END BLVD SUITE 100		ST. LOUIS PARK	MN	55416	https://www.legrandbleunosybe.com/	Silicon Prairie Online LLC	N	0001711770	007-00123	289746
0001670254-23-000226	0			Antelope Recovery, LLC	Limited Liability Company		CO	2022-09-06	1035 Pearl Street	Ste. 313	Boulder	CO	80302	www.anteloperecovery.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-23-000392	0			Manta Biofuel, Inc.	Corporation		DE	2018-06-18	11438 Cronridge Dr Suite E		Owings Mills	MD	21117	https://mantabiofuel.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001919014-23-000001	0			Lifeguard Health, Inc.															
0001062993-23-006451	0		This non-material amendment is filed to update the Perks section	Aura Health CA	Corporation		DE	2015-12-18	720 DOLORES ST		SAN FRANCISO	CA	94110	https://www.aurahealth.io	DEALMAKER SECURITIES LLC	Y	0001872856	008-70756	000315324
0001670254-23-000224	1		Updating cap table and officers.	Doofus Corporation	Corporation		DE	2016-08-29	108 West 13th Street		Wilmington	DE	19801	https://www.doofus.xyz	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-23-000225	0		Non material amendment to show an additional $150k raised offline	VitalFlo Inc.	Corporation		DE	2017-04-28	224 Fayetteville St		Raleigh	NC	27601	https://vitalflohealth.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-23-000221	0			HotelierCo Retail LLC	Limited Liability Company		DE	2020-09-09	325 5th Avenue	Suite 205	Indialantic	FL	32903	http://www.hotelierco.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-23-000062	1		Issuer is amending their pro-forma projections. Issuer is also supplying updated supplementary materials. Lastly, Issuer is extending the deadline to make an investment.	Beanchain Coffee LLC	Limited Liability Company		AZ	2021-10-22	855 W SOUTHERN AVE		MESA	AZ	85210	bchain.coffee	MainVest, Inc.	N	0001746059	007-00162	
0001669191-23-000239	0		the issuer extended the offering deadline.	Aqua Research, Inc.	Corporation		DE	2011-09-01	5601 Midway Park Place NE		Albuquerque	NM	87109	https://www.aquaresearch.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-23-000238	0		the issuer extended the offering deadline.	iatrixAir, Inc.	Corporation		DE	2020-03-12	31915 Rancho California Drive	Ste 200-109	Temecula	CA	92591	https://www.iatrixair.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-23-000237	0		the issuer made a small change to the offering statement.	Catailyst Inc.	Corporation		DE	2019-05-31	1 Paul Revere Road		Needham	MA	02494	https://catailyst.ai/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-23-000389	1		Campaign is extending their end date	Vroom Solar Inc	Corporation		DE	2017-09-05	2233 N CITATION AVE		SPRINGFIELD	MO	65802	https://vroomsolar.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001864047-23-000002	0			Elixicure Inc.	Corporation		CA	2017-05-17	3501 W. Moore Ave.	Ste. A	Santa Ana	CA	92704	elixicure.com	TEXTURE CAPITAL, INC.	N	0001769517	008-70310	000300853
0001669191-23-000233	0			Catailyst Inc.	Corporation		DE	2019-05-31	1 Paul Revere Road		Needham	MA	02494	https://catailyst.ai/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-23-000219	0			Wildeye Inc.	Corporation		FL	2020-07-21	774 Mays Blvd.	10-666	Incline Village	NV	89451	https://wildeye.com		N			
0001665160-23-000388	0		Updated perk language and moved end date closer	Virtuix Holdings Inc.	Corporation		DE	2013-12-20	1826 KRAMER LANE STE H	SUITE H	AUSTIN	TX	78758	https://virtuix.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001815481-23-000002	0			Procurement Foundry, Inc.	Corporation		MA	2020-02-07	47 Boston Hill Rd		Fairhaven	MA	02719	https://procurementfoundry.com/		N			
0001665160-23-000387	1		El Hempe is extending the end date and removing their CFO	El Hempe Spirits, Inc.	Corporation		TX	2019-11-18	11565 S.W. 67th Avenue		Portland	OR	97223	https://www.el-hempe.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001967939-23-000001	0			Het Say LLC	Limited Liability Company		CA	2021-09-27	907 DELTA WAY		SAN JOSE	CA	95122	www.hetsaycali.com	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-23-000383	0			The 420 Hotels, Inc.	Corporation		NV	2021-04-20	420 E 11th Avenue		Denver	CO	80203	http://the420hotels.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-23-000381	0			SeaNSoul, Inc.	Corporation		DE	2020-01-03	1996 Newell rd		Malibu	CA	90265	https://www.seansoul.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-23-000380	0			1985 Games Inc.	Corporation		DE	2022-11-03	1319 SE ML King Blvd., Ste. 210		Portland	OR	97214	https://1985games.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-23-000217	0			PVP International, Inc.	Corporation		DE	2019-01-08	222 N PACIFIC COAST HWY FL 10		EL SEGUNDO	CA	90245	https://www.pvp.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001903596-23-000173	0			THRIVE TESTING & BIOSAFETY INC	Corporation		DE	2021-01-05	8514 S SAGEWOOD RD		SPOKANE	WA	99223	www.thrivebiosafety.com		N			
0001968591-23-000001	0			Figg's Ordinary II, LLC	Limited Liability Company		MD	2021-10-20	207 S Cross St. #102		Chestertown	MD	21620	http://www.figgsordinary.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001670254-23-000213	0			Neurohacker Collective, LLC	Limited Liability Company		WY	2015-11-17	5938 Priestly Drive	Suite 200	Carlsbad	CA	92008	https://www.neurohacker.com		N			
0001670254-23-000215	0			Boostly, Inc	Corporation		DE	2017-10-16	815 West 1250 South		Orem	UT	84058	https://www.boostly.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-23-000379	0			CovInnovations Inc															
0001665160-23-000378	0		updating minimum investment amount	GELF Energy Corp.	Corporation		DE	2020-12-09	5301 Ka Haku Rd., 119a		PRINCEVILLE	HI	96722	https://gelfsciences.com/gelf-energy	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-23-000377	0			Envirosult Inc															
0001665160-23-000375	0			FLOLiO, Inc.															
0001665160-23-000376	0			GELF Energy Corp.	Corporation		DE	2020-12-09	5301 Ka Haku Rd., 119a		PRINCEVILLE	HI	96722	https://gelfsciences.com/gelf-energy	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-23-000061	0	At the close of the offering, the issuer closed on $62,300. The funds are currently being processed. The actual amount may be lower.		Coastal Roots LLC	Limited Liability Company		MA	2020-07-01	112 WINTER ST		HANSON	MA	02341	http://coastalrootscannabis.com	MainVest, Inc.	N	0001746059	007-00162	
0001966323-23-000001	0			Solvpath LLC	Limited Liability Company		NY	2019-06-11	244 PETTIT AVENUE		BELLMORE	NY	11710	https://www.solvpath.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-23-000373	0			KevaHealth Inc.	Corporation		DE	2020-07-28	251 Little Falls Dr.		Wilmington	DE	19808	https://www.kevahealth.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-23-000371	0	At the close of the offering, the issuer closed on $268,981.05 and 145,745 number of securities.		StartUpWind, Inc.	Corporation		DE	2016-01-20	11610 ORCHARD SPRING CT	BUILDING #22, SUITE #125	CUPERTINO	CA	95014-5122	https://www.startupwind.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001477932-23-001346	0			Next Dynamics, Inc.	Corporation		TX	2003-09-03	226 N. FRONT ST.	SUITE 143	WILMINGTON	NC	28401	www.nextdynamicscorp.com	CASTLE PLACEMENT, LLC	N	0001638202	008-69612	000189511
0001665160-23-000370	1		R3 printing is extending their end date	R3 Printing, Inc.	Corporation		DE	2018-03-12	145 South Fairfax Avenue, Suite 200		Los Angeles	CA	90036	https://r3printing.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001938502-23-000003	0	This Form C-U shall serve as a final update regarding the offering that ended February 28, 2023. As of the close of the offering, the final amount closed on was $541,814 and 20,839 number of securities sold.		GATR Coolers, Inc	Corporation		DE	2022-04-29	1635 ST. PATRICK ST		THIBODAUX	LA	70301	https://gatrcoolers.com/	DEALMAKER SECURITIES LLC	Y	0001872856	008-70756	000315324
0001746059-23-000060	0			Kansas City Wellness Club LLC	Limited Liability Company		MO	2019-02-02	918A BALTIMORE AVE		KANSAS CITY	MO	64105	http://www.kcwellnessclub.com	MainVest, Inc.	N	0001746059	007-00162	
0001951723-23-000004	0	The Offering closed successfully on 3/1/2023, having received investment commitments of $70,399, although a final accounting has not taken place.		Tax Lab, Inc.	Corporation		CA	2018-07-02	1601 VINE STREET	UNIT 600	LOS ANGELES	CA	90028	https://app.synkbooks.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001951723-23-000003	0	The Offering closed successfully on 3/1/2023, having received investment commitments of $36,233.99, although a final accounting has not taken place.		RAAS 99 PBC	Other	Public Benefit Corporation	TX	2022-05-26	2110 RANCH ROAD 620	#341423	LAKEWAY	TX	78734	https://raas99.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001917980-23-000002	1		This material amendment is filed to extend the Offering Deadline from March 9, 2023 to April 30, 2023.	Avivid Water Technology, LLC	Limited Liability Company		CO	2005-02-08	21 SOUTH SUNSET STREET		LONGMONT	CO	80501	https://www.avividwater.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-23-000368	0	At the close of the offering, the issuer closed on $2,098,031.93 and 1,126,008 number of securities.		Doroni Aerospace, Inc.	Corporation		DE	2021-10-06	11555 HERON BAY BLVD. SUITE 200	SUITE 200	CORAL SPRINGS	FL	33076	https://www.doroni.io/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001938973-23-000001	0			Building Center, LLC															
0001665160-23-000367	0	At the close of the offering, the issuer closed on $68,398.00 and 37,355 number of securities.		MaxTracker, Inc	Corporation		DE	2022-07-29	13703 JOSEPHINE CT		THORNTON	CO	80602	mymaxtracker.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-23-000210	0			CG Consolidated, LLC	Limited Liability Company		TX	2016-12-06	2301 W. Anderson Ln. #102-108		Austin	TX	78757	http://www.campgladiator.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-23-000366	0	At the close of the offering, the issuer closed on $37,467.00 and 21,883 number of securities.		SWISS PRECISION ACTIVE INC.	Corporation		FL	2022-05-12	1951 NW 7TH AVE., SUITE 600		MIAMI	FL	33136	https://swissprecisionactive.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001952295-23-000001	0			Orion Equity Fund LLC	Limited Liability Company		DE	2022-04-29	4 W DRY CREEK CIRCLE	STE 100	LITTLETON	CO	80120	www.orion-fund.com		N			
0001670254-23-000208	0			Doorvest Inc.	Corporation		DE	2019-07-26	577 Howard St	Fl 3	San Francisco	CA	94105	https://doorvest.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001718275-23-000001	0			Personal Airline Exchange, Inc.	Corporation		DE	2008-06-09	170 BUNKER RANCH BLVD., UNIT 15		DRIPPING SPRINGS	TX	78620	www.flywingtips.com		N			
0001967861-23-000001	0			Maxfield Market Global LLC	Limited Liability Company		FL	2020-10-22	66 WEST FLAGLER ST	SUITE 900-2711	MIAMI	FL	33130	www.maxfieldbakery.com	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-23-000363	0			Solar Roadways Incorporated	Corporation		ID	2006-05-30	721 Pine Street		Sandpoint	ID	83864	https://solarroadways.com/		N			
0001968224-23-000001	0			Bless Thy Oils LLC	Limited Liability Company		FL	2020-11-06	13313 WILLOW BLUESTAR LOOP		RIVERVIEW	FL	33579	blessthyskin.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001670254-23-000206	0			Doorvest Inc.	Corporation		DE	2019-07-26	564 Market Street	Suite 250	San Francisco	CA	94104	http://doorvest.com		N			
0001213900-23-017885	0	This Form C-U shall serve as an update regarding the offering that ended February 7, 2023. The final accounting indicates that the total amount raised was $2,710,933.87		Taste of Nature, Inc.	Corporation		CA	1992-06-22	2828 Donald Douglas Loop N	Suite A	Santa Monica	CA	90405	www.tasteofnatureinc.com	Equifund Crowd Funding Portal Inc.	N	0001705665	007-00115	288900
0001665160-23-000365	0			Phizzle, Inc	Corporation		DE	2005-08-15	943 Howard Street		San Francisco	CA	94103	https://www.phizzle.com/		N			
0001669191-23-000230	0		the issuer extended the offering deadline.	ScanHash LLC	Limited Liability Company		DE	2018-02-12	745 Atlantic Ave.		Boston	MA	02111	https://scanhash.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-23-000229	0		the issuer extended the offering deadline.	Reper LLC	Limited Liability Company		DE	2010-12-10	1 Lincoln Street		Boston	MA	02111	https://reper.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
