ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-22-002437	0			Memik, Inc.															
0001644600-22-000112	0			Sup China Inc.	Corporation		DE	2015-08-31	1202 LEXINGTON AVENUE, #164		NEW YORK	NY	10028	https://supchina.com/		N			
0001670254-22-000968	0			Loan Automatic, LLC	Limited Liability Company		DE	2020-01-22	1216 Hartford Turnpike	Suite D	Vernon	CT	06066	https://www.automaticusa.com/		N			
0001665160-22-002436	0			Deuce Drone LLC															
0001665160-22-002435	0			Mileberry Inc															
0001895725-22-000002	0	The Offering closed successfully on 9/16/2022, having received investment commitments of $76,782, although a final accounting has not taken place.		Referrizer, LLC	Limited Liability Company		FL	2013-10-31	7860 W COMMERCIAL BLVD	#741	LAUDERHILL	FL	33351	https://referrizer.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-22-002434	0			Mileberry, Inc.	Corporation		DE	2022-01-04	221 N. Broad Street, Suite 3A		Middletown	DE	19709	https://mileberry.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002432	0			Mileberry, Inc.	Corporation		DE	2022-01-04	221 N. Broad Street, Suite 3A		Middletown	DE	19709	https://mileberry.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002431	0			Parkway Autonomous Inc.															
0001665160-22-002430	0			Parkway Autonomous Inc.															
0001665160-22-002429	0			Create Every Opportunity Corp.															
0001665160-22-002428	0			Create Every Opportunity Corp.															
0001665160-22-002427	0			Maya Global Solutions, Inc.															
0001665160-22-002426	0			Maya Global Solutions, Inc.															
0001665160-22-002425	0			Mileberry Inc															
0001421744-22-000010	0	The issuer raised approximately $1,685,043.71 during the offering period. Payments are still being processed; the exact amount has yet to be determined.		Cytonics Corp	Corporation		FL	2006-07-26	658 W INDIANTOWN RD	SUITE 214	JUPITER	FL	33458-7535	https://www.cytonics.com	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001669191-22-000901	0		the issuer extended the offering deadline.	IT Special Group	Corporation		CA	2019-07-03	323 East Broadway	10573	Glendale	CA	91203	https://Brybe.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-22-002424	1		Issuer is extending campaign end date.	Nimbus Engineering Inc.	Corporation		DE	2017-01-04	2030 VALLEJO STREET	UNIT 803	SAN FRANCISCO	CA	94123	https://nimbus.energy/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002423	1		Issuer is extending campaign end date.	Pitch Aeronautics Inc	Corporation		DE	2022-02-28	4458 S SILVERWOOD PL		BOISE	ID	83716	www.pitchaero.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001943603-22-000003	0			Maramy LLC	Limited Liability Company		TX	2021-03-08	2400 MCCUE ROAD	#138	HOUSTON	TX	77056	www.florasbottleshop.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001946315-22-000001	0			Exokinetics, Inc.	Corporation		DE	2016-07-12	19 HAGERTY BOULEVARD	Unit 15	WEST CHESTER	PA	19382	https://gozeen.com/	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001945598-22-000001	0			Pigee Inc.	Corporation		DE	2021-01-26	8 THE GREEN, STE A, SUITE #13419		DOVER	DE	19901	https://pigeepost.com/	PicMii Crowdfunding LLC	N	0001817013	007-00246	310171
0001665160-22-002421	0			Quigley Fine Wines LLC	Limited Liability Company		CA	2009-12-15	1551 4th Avenue Suite #101		San Diego	CA	92101	www.quigleyfinewines.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001742162-22-000007	0		Not a Material Change. Updating the Offering Close Date to September 23, 2022.	Consumer Cooperative Group Inc	Other	Cooperative	OR	2017-01-27	6713 AMESBURY LANE	STE 100	ROWLETT	TX	75089	https://.ccg.coop	truCrowd, Inc	N	0001667145	007-00015	
0001665160-22-002419	0			Rayton Solar, Inc.	Corporation		DE	2013-10-17	16600 Aston St		Irvine	CA	92606	rayton.co	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002418	1		Issuer is extending campaign end date.	Fan Rebellion, Inc.	Corporation		NV	2021-11-08	10624 S. EASTERN AVE, SUITE A-641		HENDERSON	NV	89052	http://fanrebellion.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002417	0	At the close of the offering, the issuer closed on $299,488.41 and 128,849 number of securities.		Lolaark Vision Inc.	Corporation		DE	2021-07-02	1037 CHESHIRE LN		HOUSTON	TX	77018	https://lolaarkvision.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001946915-22-000001	0			EstellaDawnBN2022 LLC	Limited Liability Company		DE	2022-09-07	8 THE GREEN STE 4000		DOVER	DE	19901	https://www.basenoteapp.com/artist/estelladawn	BaseNote LLC	N	0001867637	007-00315	
0001926740-22-000007	0			Courial Inc.															
0001665160-22-002416	1		Clarification of price per share, valuation, minimum investor purchase, maximum investor purchase, maximum funding goal, minimum funding goal, changes to time-based bonus share availability, inclusion of campaign video and campaign extension	Mexigin, Inc.	Corporation		DE	2019-08-29	14 Manor Dr		Red Bank	NJ	07701	https://mexiginco.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001805525-22-000007	0			KapitalWise, Inc.	Corporation		DE	2017-04-11	43 WEST 23RD STREET		NEW YORK	NY	10010	https://www.kapitalwise.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-22-002414	0	At the close of the offering, the issuer closed on $682,100 and 315,744.12 number of securities.		Trillion, LLC	Limited Liability Company		LA	2017-03-31	8211 FAIRBANKS - WHITE OAK RD., UNIT 7	UNIT 7	HOUSTON	TX	77040	http://www.trillion.energy/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002413	1		Issuer is extending campaign end date and updating use of proceeds and platform fees	Greener Process Systems Inc.	Corporation		DE	2021-05-27	980 North Federal Highway, Suite 110		Boca Raton	FL	33432	https://www.greenerprocess.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000341	0			Philly's on the Hill, LLC															
0001665160-22-002412	0			Clean Simple Foods, Inc.	Corporation		DE	2022-04-05	49 VOSE FARM RD STE 120		PETERBOROUGH	NH	03458	https://www.nuttinordinary.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000340	0	At the close of the offering, the issuer closed on $26,800. The funds are currently being processed. The actual amount may be lower.		BEM Brooklyn, LLC	Limited Liability Company		NY	2019-10-08	1072 BEDFORD AVE		BROOKLYN	NY	11216	http://www.bembrooklyn.com	MainVest, Inc.	N	0001746059	007-00162	
0001670254-22-000967	0			Sash Group, Inc.	Corporation		CA	2012-10-11	3785 6th Ave	Suite 200	San Diego	CA	92103-4316	http://www.thesashbag.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001746059-22-000339	0			Mesilla Valley Cannabis, LLC	Limited Liability Company		NM	2021-10-12	401 N MESILLA ST		LAS CRUCES	NM	88005	http://www.MesillaValleyCannabis.com	MainVest, Inc.	N	0001746059	007-00162	
0001670254-22-000966	0			Sash Group, Inc.	Corporation		CA	2012-10-11	3785 6th Ave	Suite 200	San Diego	CA	92103-4316	http://www.thesashbag.com		N			
0001665160-22-002409	0			SkyMirr Inc.	Corporation		FL	2021-12-07	1437 Pineapple Ave. Unit 604		Melbourne	FL	32935	www.skymirr.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002408	0		Minor change to use of proceeds percentages.	HeatGenie, Inc.	Corporation		TX	2010-05-27	3913 Todd Ln. Suite 509		Austin	TX	78744	www.poweredbyheatgen.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002407	0			Eli Electric Vehicles, Inc.	Corporation		DE	2018-02-06	525 S Hewitt St		Los Angeles	CA	90013	www.eli.world		N			
0001757687-22-000003	0		Amendment for filing statements from Financial Review	Boichik Bagels LLC	Limited Liability Company		CA	2018-06-14	3170 COLLEGE AVE		BERKELEY	CA	94705	https://boichikbagels.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-22-002405	0			VORSHEER INC	Corporation		DE	2022-03-30	221 W 900 N		Springville	UT	84663	www.vorsheer.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002403	0			Cern Corporation	Corporation		DE	2016-02-10	31891 Via Oso		Coto de Caza	CA	92679	www.cerndevice.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001944420-22-000002	0			Little Likes Kids, LLC	Limited Liability Company		DC	2018-01-09	PO BOX 60823		WASHINGTON	DC	20039	https://upbounders.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-22-002400	0			Hang Obi, Inc.	Corporation		DE	2020-12-14	22 King Street Apt 22		New York	NY	10014	https://hangobi.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002398	0			HeatGenie, Inc.	Corporation		TX	2010-05-27	3913 Todd Ln. Suite 509		Austin	TX	78744	www.poweredbyheatgen.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000965	1		Updating cash on hand and notifying investors of change in voting power.	Queer Spaces, Inc.	Corporation		DE	2022-07-07	750 N San Vicente Blvd	Suite 800	Los Angeles	CA	90069	http://www.queerspaces.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001946534-22-000001	0			Good Works LLC	Limited Liability Company		CA	2022-08-28	4547 MORRO DRIVE		WOODLAND HILLS	CA	91364	www.konwiserbros.com	WeVidIt, Inc.	N	0001883789	007-00328	317216
0001525852-22-000004	0			BOTS, Inc./PR	Corporation		PR	2020-05-15	1064 AVE PONCE DE LEON	SUITE 200	SAN JUAN	PR	00907	www.bots.bz		N			
0001670254-22-000964	0			Genius Labs Company	Corporation		DE	2019-04-15	500 Molino Street	Unit #105	Los Angeles	CA	90013	http://selfdecode.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-000963	0			Ad Fontes Media, Inc.	Other	Public Benefit Corporation	CO	2018-02-12	5442 W. 97th Place		Westminster	CO	80020	https://adfontesmedia.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-22-000962	0			Ad Fontes Media, Inc.	Other	Public Benefit Corporation	CO	2018-02-12	5442 W. 97th Place		Westminster	CO	80020	https://adfontesmedia.com		N			
0001665160-22-002396	0			StorEn Technologies Inc	Corporation		DE	2017-01-03	25 Health Sciences Drive		Stony Brook	NY	11790	www.storen.tech	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-22-000898	0			PodTV LLC	Limited Liability Company		PA	2020-12-11	2 W Market St		West Chester	PA	19382	https://podtv.live	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-22-000961	0			Genius Labs Company	Corporation		DE	2019-04-15	500 Molino Street	Unit #105	Los Angeles	CA	90013	http://selfdecode.com		N			
0001670254-22-000959	0			Vulcan Augmetics Inc.	Corporation		DE	2022-06-03	1007 N Orange St	4th floor suite #934,	Wilmington	DE	19801	https://en.wearevulcan.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001943086-22-000001	0			List Movie Production, LLC	Limited Liability Company		MS	2022-06-04	206 GREENFIELD PL		BRANDON	MS	39047	https://stealthenaughtylist.com/	WeVidIt, Inc.	N	0001883789	007-00328	317216
0001927195-22-000005	1		This Form C/A adds certain investment incentives to the offering terms and attaches, as Exhibits to this Form C/A, Financial Statements, Video Transcript, Subscription Agreement, and Token Grant Letter Agreement	Techware Labs, Inc	Corporation		DE	2022-04-18	4462 SW Abovo St		Port Saint Lucie	FL	34953	www.techware.net	ChainRaise Portal LLC	N	0001870874	007-00314	316068
0001932355-22-000004	1		Revised for material changes on September 14, 2022. Amendment for change to the calculation of 2021 Cost of Goods Sold	Yadav Events & Food Services, LLC	Limited Liability Company		AZ	2019-01-02	1303 W JUNIPER AVE., #3314		GILBERT	AZ	85233	https://mrmomoaz.com/	SMBX, Inc.	N	0001707214	007-00129	
0001937137-22-000002	0	The Offering closed successfully on 9/14/2022, having received investment commitments of $152,330, although a final accounting has not taken place.		GRRRL inc	Corporation		NV	2019-12-05	3110 POLARIS AVENUE	2	LAS VEGAS	NV	89102	https://www.grrrl.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-22-000338	1		Intermediary is correcting appendix B to include most current documents.	Ostara Center LLC	Limited Liability Company		MA	2022-08-19	53 BROOK ST APT 46		ACTON	MA	01720	http://ostaracenter.com	MainVest, Inc.	N	0001746059	007-00162	
0001669191-22-000895	0		the issuer has extended the offering deadline.	Relevnt, Inc.	Corporation		DE	2012-05-11	822 AIA North	Suite 310	Ponte Vedra	FL	32082	https://www.relevnt.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-22-000956	0		"NMA C/A - Updating ""additional terms"" to match their custom SAFE."	Zeek Ventures, Inc	Corporation		DE	2014-07-10	20 Pimentel Ct.	Building 8C	Novato	CA	94949	http://www.zeekbar.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-000955	0			A.M. KIDD HOLDING INC.	Corporation		CA	2020-02-21	2001 Addison ST	Ste 300	Berkeley	CA	94704	http://coconoirwineshop.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-000957	0			The Meet Cute Murders, LLC	Limited Liability Company		LA	2022-01-01	9022 Fig Street		New Orleans	LA	70118	http://www.daniel-lafrentz.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001669191-22-000894	0		the issuer added a new video and removed some text from the offering page.	Famwisely, Inc.	Corporation		DE	2020-03-04	5414 West Daybreak Pkwy	C-4432	South Jordan	UT	84009	https://www.parentplaybook.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-22-002393	1		Issuer is extending campaign end date.	Hidrent Inc.	Corporation		DE	2017-05-12	961 Waterview Drive		Prosper	TX	75078	https://www.hidrent.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001096906-22-002230	0		Adding appendix and exhibits to the filing	Vernafund CF LLC	Limited Liability Company		DE	2021-06-14	16192 COASTAL HWY		LEWES	DE	19958	https://theapartmentqueen.com	Silicon Prairie Online LLC	Y	0001711770	007-00123	289746
0001665160-22-002391	1		Issuer is extending campaign end date.	Timeplast, Inc.	Corporation		FL	2021-12-20	1844 LONGWOOD LAKE MARY ROAD		LONGWOOD	FL	32750	www.timeplast.net	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000337	0			Ostara Center LLC	Limited Liability Company		MA	2022-08-19	53 BROOK ST APT 46		ACTON	MA	01720	http://ostaracenter.com	MainVest, Inc.	N	0001746059	007-00162	
0001670254-22-000953	0			A.M. KIDD HOLDING INC.	Corporation		CA	2020-02-21	2001 Addison ST	Ste 300	Berkeley	CA	94704	http://coconoirwineshop.com		N			
0001670254-22-000952	0			bluShift Aerospace, Inc	Corporation		DE	2014-10-10	2 Pegasus St	Suite 2	Brunswick	ME	04011	https://www.bluShiftAerospace.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-22-000951	0			bluShift Aerospace, Inc	Corporation		DE	2014-10-10	2 Pegasus St	Suite 2	Brunswick	ME	04011	https://www.bluShiftAerospace.com		N			
0001670254-22-000948	0			Chisos LLC	Limited Liability Company		DE	2019-10-18	938 Lincoln Blvd		Santa Monica	CA	90403	https://www.chisos.io/		N			
0001670254-22-000946	0			The Agenda. Period INC	Corporation		DE	2020-03-09	3185 Fir Ave		Brighton	IA	52540	https://www.theagendaperiod.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-000944	0			Strofe, Inc	Corporation		DE	2021-05-07	742 Southwest Vista Avenue	Apt 56	Portland	OR	97205	https://www.strofe.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-002390	0			Massage Robotics, Inc.	Corporation		DE	2016-04-28	65 Enterprise		Aliso Viejo	CA	92656	https://massagerobotics.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001937967-22-000003	1		Target end date extended and target amount changed to $20,000.	Pisko Peruvian Gourmet LLC	Limited Liability Company		PA	2018-01-30	725 SCHOOL STREET		MCKEES ROCKS	PA	15136	www.piskoperuviangourmet.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001213900-22-055412	0			Edly Inc.	Corporation		DE	2019-08-30	555 Pleasantville Road, Suite N-202		Briarcliff Manor	NY	10510	edly.co		N			
0001942787-22-000001	0			Auxilary Cord, LLC	Limited Liability Company		IL	2020-12-14	2223 WASHINGTON STREET		EVANSTON	IL	60202	https://theauxevanston.com	NSSC Funding Portal, LLC	N	0001665614	007-00012	
0001670254-22-000942	0			Love Lifesciences LLC	Limited Liability Company		KS	2021-05-27	6724 W 72nd St		Overland Park	KS	66204	http://lovelifesciences.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-002388	1		Issuer is extending campaign end date.	J R Thermal, LLC	Limited Liability Company		TX	2013-09-27	8903 BUTLER CIRCLE		AUSTIN	TX	78737	https://www.icegiantcooling.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002387	1		Issuer is extending campaign end date.	Atmos Home Inc.	Corporation		FL	2017-08-23	610 E ZACK ST, STE 110-2104	STE 110-2104	TAMPA	FL	33602	https://www.axxios.io/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002386	0	At the close of the offering, the issuer closed on $52,553.43 and 49,197 number of securities.		Aperio Genetics Inc.	Corporation		DE	2015-05-08	3165 SAWTELLE BLVD, #214		LOS ANGELES	CA	90066	https://aperiobeauty.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000336	0			QUAS LLC	Limited Liability Company		IL	2018-11-28	3118 ELAINE CT		FLOSSMOOR	IL	60422	http://www.quasbrewpub.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-22-002385	0	At the close of the offering, the issuer closed on $63,844.54 and 22,647 number of securities.		Unmanned Systems Operations Group, Inc.	Corporation		DE	2019-07-19	4655 EXECUTIVE DR STE 700		SAN DIEGO	CA	92121	https://usog.us/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001937967-22-000002	1		Target end date extended and target amount changed to $20,000.	Pisko Peruvian Gourmet LLC	Limited Liability Company		PA	2018-01-30	725 SCHOOL STREET		MCKEES ROCKS	PA	15136	www.piskoperuviangourmet.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-22-002383	0			Smart IOPS, Inc.	Corporation		DE	2013-10-23	1551 McCarthy Blvd, Suite 208		Milpitas	CA	95035	https://smartiops.com/StartEngine/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000941	1		Lowering minimum goal to 50k	Cusa Tea Inc.	Corporation		DE	2016-12-12	3275 Prairie Ave, Suite B		Boulder	CO	80301	http://www.DrinkCusa.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001669191-22-000891	0		the issuer extended the offering deadline.	Sazi Foods, LLC	Limited Liability Company		MA	2021-03-29	20 East Street		Stockbridge	MA	01262	https://sazi.co/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000890	0		the issuer extended the offering deadline.	Reper LLC	Limited Liability Company		DE	2010-12-10	1 Lincoln Street		Boston	MA	02111	https://reper.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000889	0		the issuer extended the offering deadline.	PRIME DIVERSITY, INC.	Corporation		DE	2021-12-08	1500 Rosecrans Ave	Suite 500	Manhattan  Beach	CA	90266	https://www.primediversitygroup.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000888	0		the issuer deleted a link from the press section of the offering page.	Neurotez Inc.	Corporation		DE	2005-10-14	991 Highway 22	SUITE 200A	Bridgewater	NJ	08807	https://neurotez.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000887	0		the issuer extended the offering deadline and added a new cover image to the offering page.	IT Security Solutions, Inc.	Corporation		DE	2018-06-12	313 Oakmont Drive		Pittsburgh	PA	15229	https://it-security-solutions.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000886	0		the issuer extended the offering deadline.	HiveSkill LLC	Limited Liability Company		DE	2020-04-30	745 Atlantic Ave		Boston	MA	02111	https://hiveskill.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000885	0		issuer made changes to the team section of the offering page.	GenesisAI Corporation	Corporation		DE	2018-07-03	201 SE 2nd Ave.		Miami	FL	33131	https://www.genesisai.io/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000884	0		the issuer made changes to the short pitch and introduction sections of the offering page.	Addiction Cure Therapeutic Sciences Inc	Corporation		FL	2020-04-28	6574 North State Road 7	Suite 277	Coconut Creek	FL	34786	https://www.addictioncuretherapeuticsciences.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001683168-22-006315	0			Italian Cafe, LLC	Limited Liability Company		IL	2014-07-14	21020 N. Rand Road	Suite C-4	Lake Zurich	IL	60047	www.goitaliancafellc.com	crowdsourcefunded.com	N	0001667727	007-00027	283378
0001943410-22-000002	1		Target maximum updated	G&B Filling Station LLC	Limited Liability Company		IL	2021-12-16	3041 HARTZELL ST		EVANSTON	IL	60201	http://www.gabfill.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001669191-22-000874	0			Addiction Cure Therapeutic Sciences Inc	Corporation		FL	2020-04-28	6574 North State Road 7	Suite 277	Coconut Creek	FL	34786	https://www.addictioncuretherapeuticsciences.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-22-000939	0			Buffalo Braid Bar LLC	Limited Liability Company		NY	2019-05-10	33 Fairchild Pl	#2	Buffalo	NY	14216	http://braidbabes.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-000937	0			Zeek Ventures, Inc	Corporation		DE	2021-10-19	20 Pimentel Ct.	Building 8C	Novato	CA	94949	http://www.zeekbar.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001946263-22-000002	0			JohnMolinaroBN2022 LLC	Limited Liability Company		DE	2022-09-01	8 THE GREEN STE 4000		DOVER	DE	19901	https://www.basenoteapp.com/artist/johnmolinaro	BaseNote LLC	N	0001867637	007-00315	
0001670254-22-000935	0			Content Launch Solutions, Inc	Corporation		DE	2016-06-10	6156 Innovation Way		Carlsbad	CA	92009	https://contentlaunch.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-000934	0	The final number is $1,016,416.00 in investments.		Loan Automatic, LLC	Limited Liability Company		DE	2020-01-22	1216 Hartford Turnpike	Suite D	Vernon	CT	06066	https://www.automaticusa.com/	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-22-000933	0		Non-material amendment; decreasing valuation cap, decreasing campaign maximum	Investii, Inc.	Corporation		DE	2020-10-28	4390 S Church Dr		New Berlin	WI	53151	http://www.investii.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001747584-22-000034	0	The issuer closed on $185,500 of convertible debt notes. The funding portal was granted $3,700 of securities as compensation.		WeSolar Inc	Corporation		MD	2022-06-19	2 WISCONSIN CIRCLE	SUITE 700	CHEVY CHASE	MD	20815	https://wesolar.energy/	Raise Green, Inc.	N	0001747584	007-00191	301770
0001747584-22-000033	0	The issuer closed on $808,800 of debt notes.  The funding portal was granted $8,050 of securities as compensation.		BlocPower Energy Services 3 LLC	Limited Liability Company		DE	2021-01-04	1623 FLATBUSH AVE.	BOC #222	BROOKLYN	NY	11210	https://bpes3.blocpower.io/	Raise Green, Inc.	N	0001747584	007-00191	301770
0001665160-22-002381	1		Extending offering end date by 60 days to 10/12/2022	Big Laugh Comedy Holdings Inc	Corporation		DE	2022-01-26	651 N BROAD ST, SUITE 206	SUITE 206	MIDDLETOWN	DE	19709	www.blcomedy.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000930	0			Megafono Corporation	Corporation		DE	2020-09-01	3205 Beech Street NW		Washington	DC	20015	http://megaphone.us	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001747584-22-000032	0	The issuer closed on $999,820 of debt notes.  The funding portal was granted $9,950 of securities as compensation.		BlocPower Energy Services 3 LLC	Limited Liability Company		DE	2021-01-04	1623 FLATBUSH AVE.	BOC #222	BROOKLYN	NY	11210	https://bpes3.blocpower.io/	Raise Green, Inc.	N	0001747584	007-00191	301770
0001943430-22-000001	0			TIFFIN BOX LLC	Limited Liability Company		FL	2017-03-06	2491 OKEECHOBEE BLVD,	SUITE H	WEST PALM BEACH	FL	33409	tiffinboxeats.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001670254-22-000928	0			Cloudfarm Inc.	Corporation		DE	2014-11-03	38 Pond Lane, Suite C		Middlebury	VT	05753	http://www.seedsheets.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-002380	0			Bizfluence, Inc.	Corporation		DE	2020-08-26	5900 Balcones Dr. Ste. 100		Austin	TX	78731	https://bizfluenceapp.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002379	0			Bizfluence Inc	Corporation		DE	2020-08-26	5900 Balcones Dr. Ste. 100		Austin	TX	78731	https://bizfluenceapp.com/		N			
0001790674-22-000006	1		This amendment is filed to extend the Offering Deadline to December 16, 2022 and to update the Cash and Cash Equivalents subsection in Financial Information.	Delee Corp	Corporation		DE	2016-11-14	1211 SAN DARIO AVENUE	#2068	LAREDO	TX	78040	https://www.delee.co/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001917224-22-000004	1		This Amendment is filed to make the following material change: Extension of Offering Deadline	Uncooked LLC	Limited Liability Company		IL	2019-07-15	210 NORTH CARPENTER STREET		CHICAGO	IL	60607	https://www.eatuncooked.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-22-002376	0			Stellaris Corporation	Corporation		DE	2007-10-16	1 TARA BLVD, STE 200		NASHUA	NH	03062-2809	www.clearpower.energy	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-002374	1		minor perk update	AllCertified Inc.	Corporation		PA	2021-05-27	233 S 6th Street, Suite 1309		Philadelphia	PA	19106	www.allcertified.ai	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000335	1		Issuer is extending the deadline to make an investment.	Soturi Fitness & Nutrition LLC	Limited Liability Company		CA	2017-01-07	1267 CHAPEL DR		SANTA CLARA	CA	95050	https://forestandflour.com/	MainVest, Inc.	N	0001746059	007-00162	
0001493152-22-025455	0			Nada Holdings, Inc.	Corporation		DE	2018-10-15	1315 Manufacturing St		DALLAS	TX	75204	https://nada.co		N			
0001943410-22-000001	0			G&B Filling Station LLC	Limited Liability Company		IL	2021-12-16	3041 HARTZELL ST		EVANSTON	IL	60201	http://www.gabfill.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-22-002373	0			AllCertified Inc.	Corporation		PA	2021-05-27	233 S 6th Street, Suite 1309		Philadelphia	PA	19106	www.allcertified.ai	StartEngine Capital, LLC	N	0001665160	007-00007	
0001851385-22-000005	0	$173,110.72 in investments commitments. Payments still processing; final figure not yet determined.		Kneevoice, Inc.	Corporation		DE	2016-06-17	1626 MONTANA AVENUE #155	1930 IDAHO AVENUE	SANTA MONICA	CA	90403	www.kneevoice.com	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
