ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001669191-22-001161	4	Peter Kaufman	Board Member	2022-12-14
0001669191-22-001161	3	Peter Kaufman	Principal Accounting Officer	2022-12-14
0001951831-22-000002	1	Sharon Maxwell	CEO	2022-12-14
0001829396-22-000004	2	Alberto Esquenazi	President & COO	2022-12-14
0001829396-22-000004	3	Assaf Hershikovich	CRO	2022-12-14
0001829396-22-000004	1	Theo Terris	CEO	2022-12-14
0001747584-22-000050	1	Colin Ardern	President & COO	2022-12-14
0001670254-22-001260	1	Kevin P Riley	Treasurer	2022-12-12
0001670254-22-001260	3	Nick Rabin	Founder and CEO	2022-12-12
0001670254-22-001260	2	Luke Williams	Board Member	2022-12-12
0001669191-22-001159	1	Adelinda  Bryant	Principal Executive Officer	2022-12-14
0001669191-22-001159	2	Joe Hassell	Principal Financial Officer	2022-12-14
0001669191-22-001159	5	Joe Hassell	Board Member	2022-12-14
0001669191-22-001159	4	Adelinda  Bryant	Board Member	2022-12-14
0001669191-22-001159	3	Joe Hassell	Principal Accounting Officer	2022-12-14
0001669191-22-001158	7	Clifford Martin	Board Member	2022-12-14
0001669191-22-001158	6	Arlene  Dodds	Board Member	2022-12-14
0001669191-22-001158	5	Dale Amon	Board Member	2022-12-14
0001669191-22-001158	4	Sunil Ahuja	Board Member	2022-12-14
0001669191-22-001158	2	Sunil Ahuja	Principal Financial Officer	2022-12-14
0001669191-22-001158	3	Sunil Ahuja	Principal Accounting Officer	2022-12-14
0001669191-22-001158	1	Dale Amon	Principal Executive Officer	2022-12-14
0001669191-22-001157	4	Scott Arey	Board Member	2022-12-14
0001669191-22-001157	3	Scott Arey	Principal Accounting Officer	2022-12-14
0001669191-22-001157	2	Doug Schiller	Principal Financial Officer	2022-12-14
0001669191-22-001157	1	Scott Arey	Principal Executive Officer	2022-12-14
0001669191-22-001156	4	Betsy  Kruger	Board Member	2022-12-14
0001669191-22-001156	5	Andy  Stuppard	Board Member	2022-12-14
0001669191-22-001156	1	Aman Stuppard	Principal Executive Officer	2022-12-14
0001669191-22-001156	3	Aman Stuppard	Principal Accounting Officer	2022-12-14
0001669191-22-001156	2	Aman Stuppard	Principal Financial Officer	2022-12-14
0001938236-22-000003	1	/s/ GAURAV GOOMER	CHIEF EXECUTIVE OFFICER	2022-12-14
0001670254-22-001258	1	Shane McCarthy	Secretary	2022-12-13
0001670254-22-001258	3	Owen O'Doherty	CEO & Director of Product	2022-12-12
0001670254-22-001258	2	Patrick Weeks	Chairman of the Board & Vice President	2022-12-12
0001946213-22-000003	1	Patrick Karsu	CEO	2022-12-14
0001665160-22-003064	3	Grant Desmarais	President, Director	2022-12-14
0001665160-22-003064	2	Renate Canje	Secretary, CFO	2022-12-14
0001665160-22-003064	1	Dieter Canje	CEO, Director	2022-12-14
0001665160-22-003062	1	John Eric Oberbeck	CMO, Director	2022-12-14
0001942233-22-000002	1	/s/ Tony Belgameh	Chief Executive officer	2022-12-13
0001669191-22-001150	5	Brooks Bash	Board Member	2022-12-13
0001669191-22-001150	1	Leslie Peters	Principal Executive Officer	2022-12-13
0001669191-22-001150	4	Leslie Peters	Board Member	2022-12-13
0001669191-22-001150	3	Brooks Bash	Principal Accounting Officer	2022-12-13
0001669191-22-001150	2	Brooks Bash	Principal Financial Officer	2022-12-13
0001669191-22-001151	3	Bina Khan	Principal Accounting Officer	2022-12-13
0001669191-22-001151	6	Zachary Sadow	Board Member	2022-12-13
0001669191-22-001151	5	Cynthia Archer	Board Member	2022-12-13
0001669191-22-001151	4	Christopher Kelley	Board Member	2022-12-13
0001669191-22-001151	1	Zachary Sadow	Principal Executive Officer	2022-12-13
0001669191-22-001151	2	Bina Khan	Principal Financial Officer	2022-12-13
0001669191-22-001149	1	Chelinde Edouard	Principal Executive Officer	2022-12-13
0001669191-22-001149	4	Mark Sneed	Board Member	2022-12-13
0001669191-22-001149	5	Chelinde Edouard	Board Member	2022-12-13
0001669191-22-001149	3	Mark Sneed	Principal Accounting Officer	2022-12-13
0001669191-22-001149	2	Rob  Maiello	Principal Financial Officer	2022-12-13
0001669191-22-001148	1	Troy Howe	Principal Executive Officer	2022-12-13
0001669191-22-001148	4	Troy Howe	Board Member	2022-12-13
0001669191-22-001148	3	Troy Howe	Principal Accounting Officer	2022-12-13
0001669191-22-001148	2	Troy Howe	Principal Financial Officer	2022-12-13
0001665160-22-003061	2	Michael Marotta	Secretary and Director	2022-12-13
0001665160-22-003061	1	Chase Hamilton	CEO, President, Treasurer, principal accounting officer, and Director	2022-12-13
0001665160-22-003060	2	Edward Rodriguez	Cofounder, Treasurer and Director	2022-12-13
0001665160-22-003060	1	Ara Nazarian	President and Director and Cofounder	2022-12-13
0001670254-22-001257	2	Christian Braun	Collector of Collectors & CEO	2022-12-09
0001670254-22-001257	1	Ted Huffman	Board Member	2022-12-10
0001665160-22-003059	1	Anthony Taylor Weber	CEO, CFO, President, Secretary, Chairman of the Board	2022-12-13
0001665160-22-003058	1	Tuan Nguyen	CEO, Co-Founder, Director, and Principal Accounting Officer	2022-12-13
0001665160-22-003058	2	Phil Brady	Director	2022-12-13
0001946015-22-000006	1	Chandra Davis	CEO	2022-12-13
0001946015-22-000005	1	Michelle Heilman	CEO	2022-12-13
0001946015-22-000004	1	Mike Godlewski	CEO	2022-12-13
0001946015-22-000003	1	Jordan Johnson	CEO	2022-12-13
0001946015-22-000002	1	Kathy Hale	CEO	2022-12-13
0001770329-22-000005	4	Steger Johnson	Director	2022-12-13
0001770329-22-000005	3	Yoolim Lee	Controller	2022-12-13
0001770329-22-000005	1	Alexander Corsini	Founder, Director and Chief Executive Officer	2022-12-13
0001770329-22-000005	2	C. Scott Killips	Director and Chief Financial Officer	2022-12-13
0001770329-22-000005	6	Brian Naylor	Director	2022-12-13
0001770329-22-000005	5	Jonathan Jou	Director	2022-12-13
0001957477-22-000001	1	Marcos Heredia	President	2022-12-13
0001952539-22-000001	1	Charon Collier	COO	2022-12-13
0001957946-22-000001	1	Azikiwee Anderson	Founder	2022-12-13
0001665160-22-003056	2	David F Welch	Director	2022-12-13
0001665160-22-003056	1	Kevin Landis	CEO and Director	2022-12-13
0001670254-22-001254	1	Walid Romaya	CEO + Co-Founder	2022-12-12
0001665160-22-003055	3	Dr. David Lagrew	Director	2022-12-12
0001665160-22-003055	1	Gregg A. Klang	CEO, President, CFO	2022-12-12
0001665160-22-003055	2	Annette Walker	Director	2022-12-12
0001829396-22-000003	3	Assaf Hershikovich	CRO	2022-12-12
0001829396-22-000003	2	Alberto Esquenazi	President & COO	2022-12-12
0001829396-22-000003	1	Theo Terris	CEO	2022-12-12
0001665160-22-003054	2	Radhakrishnan D. Nair	COO and Director	2022-12-12
0001665160-22-003054	1	Ashutosh K. Das	President, CEO and Director	2022-12-12
0001590498-22-000006	2	Ann Nguyen	Director	2022-12-12
0001590498-22-000006	1	Stephan Paternot	Chairman of the Board	2022-12-12
0001945032-22-000004	2	Jungki Daniel Lee	Director	2022-12-12
0001945032-22-000004	1	Seki Steve Lee	Director	2022-12-12
0001957050-22-000003	1	/s/ William Burt	Co-Founder and CEO	2022-12-11
0001665160-22-003052	4	Morshedul Haque	Principal Financial Officer and Principal Accounting Officer	2022-12-12
0001665160-22-003052	3	Rafael Rocha	Director	2022-12-12
0001665160-22-003052	2	Dean Graziano	Director	2022-12-12
0001665160-22-003052	1	Vishal Ahluwalia	CEO, Principal Executive Officer and Director	2022-12-12
0001746059-22-000429	1	Benjamin Hill	President	2022-12-12
0001665160-22-003050	2	Hsiao Yueh Jao	Director	2022-12-12
0001665160-22-003050	1	William Donald Schumacher III	CEO, President, Secretary, CFO, and Director	2022-12-12
0001665160-22-003050	3	Mark Frommeyer	Director	2022-12-12
0001665160-22-003050	4	Amanda Mcvay	Director	2022-12-12
0001665160-22-003049	6	Donald Bunnell	Board Director	2022-12-12
0001665160-22-003049	3	Andy Wolverton	CFO	2022-12-12
0001665160-22-003049	7	Peter Orser	Chairman of the Board	2022-12-12
0001665160-22-003049	4	Aaron Fairchild	Co-CEO, Co-Founder, Board Director	2022-12-12
0001665160-22-003049	5	Sam Lai	CDO and Board Director	2022-12-12
0001665160-22-003049	2	Susan Fairchild	CMO	2022-12-12
0001665160-22-003049	1	Bec Chapin	Co-CEO and Board Director	2022-12-12
0001665160-22-003047	1	Tom Bancroft	CEO, President, Treasurer, Secretary, and Director	2022-12-12
0001829396-22-000002	1	Theo Terris	CEO	2022-12-12
0001829396-22-000002	2	Alberto Esquenazi	President & COO	2022-12-12
0001829396-22-000002	3	Assaf Hershikovich	CRO	2022-12-12
0001940565-22-000007	2	Joe Magliano	CFO, CPO, & Co-Founder	2022-12-12
0001940565-22-000007	1	Jennifer Ballen	CEO & Co-Founder	2022-12-12
0001944929-22-000003	1	Brandy Wykes	President	2022-12-12
0001670254-22-001252	1	Alejandro Paschalides	CEO & Founder	2022-12-09
0001669191-22-001143	3	Ivana Sears	Principal Accounting Officer	2022-12-09
0001669191-22-001143	4	Charles  Grady	Board Member	2022-12-09
0001669191-22-001143	5	Bruce  Goldblatt	Board Member	2022-12-09
0001669191-22-001143	6	Ivana Sears	Board Member	2022-12-09
0001669191-22-001143	2	Ivana Sears	Principal Financial Officer	2022-12-09
0001669191-22-001143	1	Bruce  Goldblatt	Principal Executive Officer	2022-12-09
0001669191-22-001142	4	Bruce  Riezenman	Board Member	2022-12-09
0001669191-22-001142	5	Luigi Boschin	Board Member	2022-12-09
0001669191-22-001142	3	Luigi Boschin	Principal Accounting Officer	2022-12-09
0001669191-22-001142	2	Luigi Boschin	Principal Financial Officer	2022-12-09
0001669191-22-001142	1	Luigi Boschin	Principal Executive Officer	2022-12-09
0001669191-22-001142	6	Andrea Mandel Mantello	Board Member	2022-12-09
0001669191-22-001141	3	Joseph (Marc) McConnaughey	Principal Accounting Officer	2022-12-09
0001669191-22-001141	2	Joseph (Marc) McConnaughey	Principal Financial Officer	2022-12-09
0001669191-22-001141	6	Joseph (Marc) McConnaughey	Board Member	2022-12-09
0001669191-22-001141	4	Warren  Lynn	Board Member	2022-12-09
0001669191-22-001141	5	Zuoyu (Jerry) Shi	Board Member	2022-12-09
0001669191-22-001141	1	Joseph (Marc) McConnaughey	Principal Executive Officer	2022-12-09
0001669191-22-001140	1	John  Lavin	Principal Executive Officer	2022-12-09
0001669191-22-001140	2	John  Lavin	Principal Financial Officer	2022-12-09
0001669191-22-001140	4	John  Lavin	Board Member	2022-12-09
0001669191-22-001140	3	John  Lavin	Principal Accounting Officer	2022-12-09
0001669191-22-001139	1	Robert Krause	Principal Executive Officer	2022-12-09
0001669191-22-001139	2	Robert Krause	Principal Financial Officer	2022-12-09
0001669191-22-001139	6	Jeromee Johnson	Board Member	2022-12-09
0001669191-22-001139	5	Robert Krause	Board Member	2022-12-09
0001669191-22-001139	4	Richard Heckinger	Board Member	2022-12-09
0001669191-22-001139	3	Robert Krause	Principal Accounting Officer	2022-12-09
0001669191-22-001138	4	Mark  Newbauer	Board Member	2022-12-09
0001669191-22-001138	2	Mark  Newbauer	Principal Financial Officer	2022-12-09
0001669191-22-001138	3	Mark  Newbauer	Principal Accounting Officer	2022-12-09
0001669191-22-001138	1	Mark  Newbauer	Principal Executive Officer	2022-12-09
0001665160-22-003045	2	Bala Jana	VP, Treasurer, Secretary	2022-12-09
0001665160-22-003045	1	Rajini Anachi	CEO and President	2022-12-09
0001670254-22-001250	2	Josh Nielsen	CEO	2022-12-08
0001670254-22-001250	1	javier adrian lopez	CPO	2022-12-08
0001665160-22-003044	2	Adrian Smith	Board Director, acting Principal Controller	2022-12-09
0001665160-22-003044	1	Roman Novozhenov	CEO, President, CFO, Board Director	2022-12-09
0001957232-22-000001	1	Kevin Adams	CEO	2022-12-09
0001957232-22-000001	2	Stefano Vaccarino	CMO	2022-12-09
0001669191-22-001130	2	Michael Berk	Principal Financial Officer	2022-12-08
0001669191-22-001130	5	Michael Berk	Board Member	2022-12-08
0001669191-22-001130	4	Mark Bradley	Board Member	2022-12-08
0001669191-22-001130	1	Mark Bradley	Principal Executive Officer	2022-12-08
0001669191-22-001130	3	Mark Bradley	Principal Accounting Officer	2022-12-08
0001669191-22-001131	4	Peter  Goodman	Board Member	2022-12-08
0001669191-22-001131	3	Peter  Goodman	Principal Accounting Officer	2022-12-08
0001669191-22-001131	2	Peter  Goodman	Principal Financial Officer	2022-12-08
0001669191-22-001131	1	Peter  Goodman	Principal Executive Officer	2022-12-08
0001665160-22-003041	1	Matthew Phillips	CEO and Director	2022-12-09
0001665160-22-003041	2	Robert Adams	CFO and Director	2022-12-09
0001670254-22-001249	4	Anna Pryimak	COO	2022-11-04
0001670450-22-000002	1	Jerry Daniel Claridge	Co-founder and CEO	2022-12-08
0001670254-22-001249	1	Taras Vodyanyy	CEO	2022-11-06
0001670254-22-001249	2	Oleksandr Pryimak	CTO	2022-11-05
0001670254-22-001249	3	Oleksandr Sidenko	Board member	2022-11-04
0001943835-22-000002	1	Tyler Shin	Manager Member of Revolving Kitchen Holdco, LLC, the sole Member of Revolving Kitchen - Fairview, LLC	2022-12-08
0001943835-22-000002	2	Tyler Shin	Manager of Revolving Kitchen - Fairview, LLC	2022-12-08
0001670254-22-001245	2	Caroline Strzalka	COO	2022-12-02
0001670254-22-001245	3	Daniel Projansky	CEO	2022-12-02
0001670254-22-001245	1	Chao Shen	CFO	2022-12-08
0001746059-22-000428	1	Christina Trout	Founder, Original Steward	2022-12-08
0001957520-22-000002	1	Frank Gianotti	CEO	2022-12-08
0001644600-22-000142	2	Nan Hee Cha	Co-Founder and Director	2022-12-08
0001644600-22-000142	1	Seung Ho Cha	Co-Founder, Chief Executive Officer, and Board Chairman	2022-12-08
0001665160-22-003039	1	Kirill Gichunts	CEO, principal accounting officer, and Director	2022-12-08
0001096906-22-002936	1	/s/ Kaylee McMahon	Manager	2022-12-08
0001747584-22-000049	1	Scott Ringlein	President	2022-12-08
0001665160-22-003036	2	Sebin Joseph	CTO	2022-12-08
0001665160-22-003036	1	Treyvon Perry	CEO	2022-12-08
0001746059-22-000427	1	Ralph Rapa	Owner and President	2022-12-08
0001665160-22-003033	1	Matthew Eau Claire	CEO	2022-12-08
0001670254-22-001243	1	Timothy Jerome Wolters	Co-Founder and CEO	2022-12-06
0001670254-22-001243	2	Leah Bowes	Co-Founder & COO	2022-12-06
0001957050-22-000002	1	/s/ William Burt	Co-Founder and CEO	2022-12-07
0001665160-22-003031	1	James Hart	CEO	2022-12-07
0001665160-22-003031	2	Diana Ott	CFO	2022-12-07
0001665160-22-003031	3	Nicholas Neuhausal	Director	2022-12-07
0001957050-22-000001	1	/s/ William Burt	Co-Founder and CEO	2022-12-07
0001746059-22-000426	1	Ralph Rapa	President	2022-12-07
0001665160-22-003030	1	Christian Mackin	CEO, Secretary, Treasurer, principal accounting officer, and Director	2022-12-07
0001893227-22-000002	1	Christopher Roth	CEO	2022-12-07
0001893227-22-000002	2	Brendan Rogers	CFO	2022-12-07
0001665160-22-003029	1	Rehan Khanzada	CEO, Principal Accounting Officer, and Director	2022-12-07
0001665160-22-003026	1	Max Fann	CEO, CFO, Chairman	2022-12-06
0001665160-22-003026	2	David Fann	President, Board Member	2022-12-06
0001670254-22-001241	1	Andrew Gibbs-Dabney	Founder & CEO	2022-12-05
0001669191-22-001127	1	Peter Kaufman	Principal Executive Officer	2022-12-06
0001669191-22-001127	3	Peter Kaufman	Principal Accounting Officer	2022-12-06
0001669191-22-001127	4	Peter Kaufman	Board Member	2022-12-06
0001669191-22-001127	2	Peter Kaufman	Principal Financial Officer	2022-12-06
0001665160-22-003023	4	Davide Biggi	CFO	2022-12-06
0001665160-22-003023	3	Gabriele Colombo	Secretary	2022-12-06
0001665160-22-003023	1	John Davis	CEO, Treasurer	2022-12-06
0001665160-22-003023	2	Angelo D Anzi	Founder, CTO, Director	2022-12-06
0001938502-22-000002	6	Hunter Parra	Vice President, COO	2022-12-05
0001938502-22-000002	5	Alex Wish	Director	2022-12-02
0001938502-22-000002	4	Randal Barton Howard	Director	2022-12-01
0001938502-22-000002	3	Mitchell McGehee	Director	2022-12-01
0001938502-22-000002	2	Felecia Battaglia	Comptroller	2022-12-01
0001938502-22-000002	1	Bryan McGehee	Director, Chief Executive Officer, Secretary, and Treasurer	2022-12-01
0001946145-22-000001	2	Jonathan Tianyi Xing	Director	2022-12-05
0001946145-22-000001	1	Alina Rui Su	Director	2022-12-05
0001746059-22-000425	1	Ivo Schilbach	Member	2022-12-05
0001665160-22-003022	1	Omar Kulbrandstad	CEO & CFO/Principal Accounting Officer	2022-12-05
0001665160-22-003022	3	Ben Vershcuere	Board of Directors	2022-12-05
0001665160-22-003022	2	Aydin Babakhani	Board of Directors	2022-12-05
0001669191-22-001125	4	Shannon Carmody Keyes	Board Member	2022-12-05
0001669191-22-001125	3	Shannon Carmody Keyes	Principal Accounting Officer	2022-12-05
0001669191-22-001125	2	Shannon Carmody Keyes	Principal Financial Officer	2022-12-05
0001669191-22-001125	1	Shannon Carmody Keyes	Principal Executive Officer	2022-12-05
0001669191-22-001124	1	Manuel Teixeira	Principal Executive Officer	2022-12-05
0001669191-22-001124	2	Manuel Teixeira	Principal Financial Officer	2022-12-05
0001669191-22-001124	3	Manuel Teixeira	Principal Accounting Officer	2022-12-05
0001669191-22-001124	4	Thomas Carmody	Board Member	2022-12-05
0001669191-22-001123	4	Patrick Cahill	Board Member	2022-12-05
0001669191-22-001123	5	John Fanning Jr.	Board Member	2022-12-05
0001669191-22-001123	3	Shannon Carmody  Keyes	Principal Accounting Officer	2022-12-05
0001669191-22-001123	2	Shannon Carmody  Keyes	Principal Financial Officer	2022-12-05
0001669191-22-001123	1	Patrick Cahill	Principal Executive Officer	2022-12-05
0001670254-22-001239	4	Emmanuel Guisset	CEO & Founder	2022-12-02
0001670254-22-001239	2	Bradley A Handler	Director	2022-12-02
0001670254-22-001239	1	Hem Suri	Director	2022-12-02
0001670254-22-001239	3	Stijn Beauprez	CTO	2022-12-02
0001746059-22-000424	1	Elizabeth Nicol	Owner and Founder	2022-12-05
0001746059-22-000423	1	Emily Walker	Owner and Founder	2022-12-05
0001746059-22-000422	1	Kristina Lai	Owner and CoFounder	2022-12-05
0001746059-22-000421	1	Kayisha Thompson	Owner and Founder	2022-12-05
0001096906-22-002913	1	/s/ Kaylee McMahon	Manager	2022-12-02
0001846988-22-000007	2	Michael Puscar	Director	2022-12-05
0001846988-22-000007	1	Cameron Madani	Director	2022-12-05
0001855423-22-000004	1	Michael Mercier	Director	2022-12-05
0001855423-22-000004	2	Jennifer Perron-Micek	Director	2022-12-05
0001855423-22-000004	3	Charles Andrew Fritz IV	Director	2022-12-05
0001955762-22-000001	2	Jeff Sigal	COO	2022-12-05
0001955762-22-000001	1	Dan Treiman	CEO	2022-12-05
0001665160-22-003020	1	Dan Estoque	CEO, CFO, Treasurer, Secretary, Sole Director	2022-12-05
0001665160-22-003019	2	Charles Fisher	Chairman, CFO, Director, Secretary	2022-12-05
0001665160-22-003019	3	Simon Webster	Director	2022-12-05
0001665160-22-003019	1	Kelly Roman	CEO, Director	2022-12-05
0001807930-22-000001	1	Benjamin James	CEO	2022-12-05
0001934555-22-000001	1	Gustavo Lemos de Almeida	Director	2022-12-05
0001934555-22-000001	2	Cristiano Monte Mor Paranhos	Director	2022-12-05
0001670254-22-001238	2	Yoav markiewicz	Treasurer	2022-12-02
0001670254-22-001238	1	Guy Feingold	COO	2022-12-02
0001670254-22-001236	1	Vincent Maniscalco	Co-Founder	2022-12-02
0001670254-22-001236	2	Stuart Landis	Co-Founder	2022-12-02
0001665160-22-003016	1	Narendra Patil	Founder, President, CEO and Chairman of the Board	2022-12-02
0001665160-22-003016	2	Uday Dhanikonda	Co-founder, SVP of Engineering, CFO, Treasurer, Secretary and Member of Board of Director	2022-12-02
0001665160-22-003018	1	Douglas Gaard Willmore	Chief Executive Officer and Director	2022-12-02
0001665160-22-003018	2	Tiffany Persons	Director	2022-12-02
0001665160-22-003018	3	Catherine Ann Key	President and Director	2022-12-02
0001665160-22-003018	4	Deborah Lucille Cullen	CFO and Director	2022-12-02
0001670254-22-001238	3	Jonathan Habshush	CEO	2022-11-29
0001665160-22-003018	5	Allan English	Director	2022-12-02
0001665160-22-003018	6	Wendy Sue Burton	Director	2022-12-02
0001665160-22-003018	7	Todd Fein	Director	2022-12-02
0001670254-22-001234	1	Leonard O Mills	Founder and CEO	2022-11-30
0001665160-22-003014	1	Doron Merdinger	CEO, Director, Principal Financial Officer	2022-12-02
0001665160-22-003011	2	Omar Shalham	Principal accounting officer and Director	2022-12-02
0001665160-22-003011	1	Bakr A Ali	CEO and Director	2022-12-02
0001951776-22-000001	1	Mike Slone	CEO	2022-12-02
0001665160-22-003008	1	Frank Noppel	CEO and CFO	2022-12-02
0001916053-22-000006	1	Mia Abbruzzese	Co-Chief Executive Officer	2022-12-02
0001916053-22-000006	2	Alexandra Fennell	Co-Chief Executive Officer	2022-12-02
0001666102-22-000024	1	John C Neubauer	Founder & CEO	2022-12-02
0001670254-22-001220	4	Chas McFeely	Co-founder / CMO	2022-11-28
0001670254-22-001225	1	Alexander Williams	CEO	2022-11-22
0001670254-22-001225	2	Samuel King	CFO & Director of Business Development	2022-11-22
0001670254-22-001232	1	Vikas Garg	Founder & CEO	2022-12-01
0001746059-22-000420	1	Dayne Bartscht	Managing Partner	2022-12-01
0001746059-22-000420	2	Paul Hoskin	Member	2022-12-01
0001670254-22-001227	1	Tak-Chuen (Clarence) Kwan	Board Director	2022-11-30
0001670254-22-001227	2	Anla Cheng	Chair, TCP	2022-11-29
0001670254-22-001220	3	Dikran Daghlian	Co-founder/President	2022-11-28
0001670254-22-001220	2	Cornelis Van De Zande	Co-founder	2022-11-28
0001670254-22-001220	1	Sarita Jha	Fractional CFO	2022-11-28
0001670254-22-001228	1	Ani Mehta	Co-founder and CEO	2022-12-01
0001670254-22-001219	1	Christian Rotter	CEO & Founder	2022-12-01
0001928181-22-000003	1	Derrick Butler	Founder and CEO	2022-12-01
0001670254-22-001230	3	John Wu	Co-Founder and CEO	2022-12-01
0001670254-22-001227	3	Bob Guterma	CEO	2022-11-28
0001670254-22-001230	1	Arup Bhattacharya	CTO	2022-12-01
0001670254-22-001230	2	Sanjeev Kumar	Director	2022-12-01
0001951488-22-000002	1	Jasmine Niernberger	Co-Owner	2022-12-01
0001953571-22-000001	1	Wray Serna	CEO	2022-12-01
0001670254-22-001217	2	Julie McWilliams	EVP and Board Member	2022-11-30
0001670254-22-001217	1	Tom Holley	N/A	2022-11-30
0001670254-22-001217	4	Zach Fay	CEO & Founder	2022-11-29
0001670254-22-001217	3	Thomas William Moller	Director	2022-11-29
0001665160-22-003006	1	David Colleen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-12-01
0001665160-22-003006	2	Robert N. Blair	Board Member	2022-12-01
0001665160-22-003006	3	Drue Freeman	Board Member	2022-12-01
0001665160-22-003006	4	Patricia E. Glovsky	Board Member	2022-12-01
0001746059-22-000419	1	Derrick Pacheco	Owner and CEO	2022-12-01
0001665160-22-003005	1	Dawn Dickson	CEO, Secretary, CFO, Director	2022-12-01
0001665160-22-003005	2	Natasia Malaihollo	VP, Business Development	2022-12-01
0001665160-22-003004	1	John Mehmet Ulgar Dogru	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-12-01
0001665160-22-003003	3	Ian Gibson	President, Co-Founder, Director	2022-12-01
0001665160-22-003003	2	Zach Adams	Chief Technology Officer, Co-Founder, Secretary, Director	2022-12-01
0001665160-22-003003	1	David Bennett	CEO, Director	2022-12-01
0001669191-22-001119	4	Sean Adler	Board Member	2022-12-01
0001669191-22-001119	3	Sean Adler	Principal Accounting Officer	2022-12-01
0001669191-22-001119	2	Sean Adler	Principal Financial Officer	2022-12-01
0001669191-22-001119	1	Sean Adler	Principal Executive Officer	2022-12-01
0001665160-22-003001	3	Tarun Singh	Chief Marketing Officer and Director	2022-12-01
0001665160-22-003001	2	Michael Yewdell	Chief Sales Officer	2022-12-01
0001665160-22-003001	1	Russell Saks	CEO and Director	2022-12-01
0001665160-22-003000	1	Michael Mojaver	CEO, Secretary, Treasurer and Director	2022-12-01
0001665160-22-003000	2	Lance Mojaver	CTO and Director	2022-12-01
0001665160-22-003000	3	Kelly Stopher	CFO	2022-12-01
0001746059-22-000418	1	Ian Aarons	Managing Director	2022-12-01
0001669191-22-001114	3	Marcus Schmitt	Principal Accounting Officer	2022-12-01
0001669191-22-001114	2	Marcus Schmitt	Principal Financial Officer	2022-12-01
0001669191-22-001114	1	Marcus Schmitt	Principal Executive Officer	2022-12-01
0001669191-22-001114	4	Marcus Schmitt	Board Member	2022-12-01
0001747584-22-000048	1	Bryan Garcia	Duly Authorized	2022-12-01
0001669191-22-001111	1	Sean Adler	Board Director	2021-07-22
0001665160-22-002998	1	Gregory O. Welch	CEO, Principal Executive Officer and Director	2022-12-01
0001665160-22-002998	2	Michael McCaffrey	Chief Financial Officer (CFO), Principal Financial Officer and Principal Accounting Officer or Controller	2022-12-01
0001592234-22-000005	1	Richard Dine	Co-Owner	2022-12-01
0001665160-22-002997	1	Sam Adams	CEO, Principal Executive Officer and Director	2022-12-01
0001665160-22-002997	2	Fernando Sanchez	Principal Financial Officer and Principal Accounting Officer	2022-12-01
0001665160-22-002996	1	Jack Al Kahwati	CEO, CFO and Board Member	2022-12-01
0001665160-22-002996	2	Ed Chyau	Board Member	2022-12-01
0001665160-22-002995	2	Juliana Hernandez	CFO	2022-11-30
0001665160-22-002995	1	Frederic Speed Bancroft	CEO/Chairman	2022-11-30
0001665160-22-002995	3	Ozzie Fernandez	Director	2022-11-30
0001665160-22-002995	4	Ross Ford	Director	2022-11-30
0001665160-22-002995	5	Luis Garcia	Director	2022-11-30
0001665160-22-002995	6	Chris Meaux	Director	2022-11-30
0001944999-22-000001	1	Xavone Charles	President	2022-11-29
0001863914-22-000005	1	Rajat Rajbhandari	Director	2022-11-30
0001863914-22-000005	2	Hector Hernandez	Director	2022-11-30
0001863914-22-000005	4	Douglas O'Keefe	Director	2022-11-30
0001863914-22-000005	5	Luciano Bonaldo	Director	2022-11-30
0001863914-22-000005	3	Ricardo Escobar	Director and Chairman	2022-11-30
0001665160-22-002994	3	Robert E Keith III	Director	2022-11-30
0001665160-22-002994	2	William Dever	Chief Strategy Officer, CFO and Director	2022-11-30
0001665160-22-002994	1	Derek Pew	Chairman, Chief Executive Officer, President and Director	2022-11-30
0001592234-22-000004	1	Richard Dine	Co-Owner	2022-11-30
0001665160-22-002990	2	Andrew Koval	CTO and Director	2022-11-30
0001665160-22-002990	1	Eugene Erik	CEO, CFO, and Director	2022-11-30
0001669191-22-001109	4	Boone Bergsma	Board Member	2022-11-30
0001669191-22-001109	3	Boone Bergsma	Principal Accounting Officer	2022-11-30
0001669191-22-001109	2	Boone Bergsma	Principal Financial Officer	2022-11-30
0001669191-22-001109	1	Boone Bergsma	Principal Executive Officer	2022-11-30
0001936096-22-000008	1	Kim Gaston	Founder & CEO	2022-06-24
0001807734-22-000005	1	Bobby Morelli	CEO	2022-11-30
0001936096-22-000007	1	Kim Gaston	Founder & CEO	2022-06-24
0001908197-22-000005	1	Matthew Lutz	President	2022-11-30
0001949414-22-000003	1	Ashley Conner	Cofounder	2022-11-30
0001796998-22-000001	2	Brittnye Dougherty	Co-Manager	2022-11-30
0001796998-22-000001	1	Ashley Selman	Co-Manager	2022-11-30
0001949095-22-000003	2	Andy Liwen	Co-Chief Executive Officer	2022-11-30
0001949095-22-000003	1	Jeanne Teshler	Co-Chief Executive Officer	2022-11-30
0001746059-22-000417	1	Brad Zerman	Founder and CEO	2022-11-29
