ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001953571-22-000001	1	WRAY INC	Wray Serna	CEO
0001670254-22-001217	1	Kingdom Scene Endeavors LLC	Zach Fay	CEO & Founder
0001665160-22-003006	1	SapientX Inc.	David Colleen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000419	1	Mesilla Valley Cannabis, LLC	Derrick Pacheco	Owner and CEO
0001665160-22-003005	1	Solutions Vending International, Inc.	Dawn Dickson	CEO, Secretary, CFO, Director
0001665160-22-003004	1	3DOS Inc	John Mehmet Ulgar Dogru	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-003003	1	Pitch Aeronautics Inc	David Bennett	CEO, Director
0001669191-22-001119	1	GZI Hub, Inc.	Sean Adler	Principal Executive Officer
0001665160-22-003001	1	Campus Protein, Inc.	Russell Saks	CEO and Director
0001665160-22-003000	1	Epilog Imaging Systems, Inc.	Michael Mojaver	CEO, Secretary, Treasurer and Director
0001746059-22-000418	1	Endo LLC / NM	Ian Aarons	Managing Director
0001669191-22-001114	1	COPYTRACK Technologies Inc.	Marcus Schmitt	Principal Executive Officer
0001747584-22-000048	1	CGB Green Liberty Notes LLC	Bryan Garcia	Duly Authorized
0001669191-22-001111	1	GZI HUB INC	Sean Adler	CEO
0001665160-22-002998	1	RIZE Modular, Inc.	Gregory O. Welch	CEO, Principal Executive Officer and Director
0001592234-22-000005	1	Dinebrau LLC	Richard Dine	Co-Owner
0001665160-22-002997	1	MyButterfly.AI Inc.	Sam Adams	CEO, Principal Executive Officer and Director
0001665160-22-002996	1	Velo Labs, Inc.	Jack Al Kahwati	CEO, CFO and Board Member
0001863914-22-000005	1	dexFreight Inc.	Judeh Handoush	President and CEO
0001944999-22-000001	1	Durable Sustainability Inc.	Xavone Charles	President
0001665160-22-002995	1	BANCROFT AUTOMATED RESTAURANT SYSTEMS, INC.	Frederic Speed Bancroft	CEO/Chairman
0001665160-22-002994	1	TheYard.gg, Inc.	Derek Pew	Chairman, Chief Executive Officer, President and Director
0001592234-22-000004	1	Dinebrau LLC	Richard Dine	Co-Owner
0001665160-22-002990	1	SolarGaps, Inc.	Eugene Erik	CEO, CFO, and Director
0001669191-22-001109	1	Blockchain Laboratories, Inc.	Boone Bergsma	Principal Executive Officer
0001936096-22-000008	1	Chewbox Inc.	Kim Gaston	CEO
0001807734-22-000005	1	Hot Dog Box Inc	Bobby Morelli	CEO
0001936096-22-000007	1	Chewbox Inc.	Kim Gaston	CEO
0001908197-22-000005	1	Join The Violution LLC	Patrik Caccianiga	Managing Member
0001949414-22-000003	1	BoricuaJax Cafe, LLC	Ashley Conner	Cofounder
0001796998-22-000001	1	Good Beverage LLC	Ashley Selman	Chief Executive Officer
0001949095-22-000003	1	RAAS 99 PBC	Jeanne Teshler	Co-Chief Executive Officer
0001746059-22-000417	1	SEVEN POINT OF ILLINOIS LLC	Brad Zerman	Founder and CEO
0001746059-22-000416	1	Flying Leap Vineyards, Inc.	Mark Beres	President & CEO
0001669191-22-001107	1	Above & Beyond Studios, Inc.	Aman Stuppard	Principal Executive Officer
0001670254-22-001216	1	WeShape Wellness, Inc.	Tyler Bramlett	Co-Founder
0001746059-22-000415	1	Flying Leap Vineyards, Inc.	Mark Beres	President & CEO
0001670254-22-001214	1	Tyla-Simone's Wings LLC	Monique Crayton	President/ Co-Founder,
0001665160-22-002988	1	ATM.com, Inc.	Michael Gleason	CEO and Director
0001665160-22-002987	1	Fly Ride Corp	Andranik Andy Chivchyan	CEO and President
0001096906-22-002866	1	Transfoam, LLC	/s/ Kobe Rogers	COO, Director
0001955387-22-000002	1	Aquila Solutions, LLC	Joshua Boutwell	CEO
0001870374-22-000002	1	PBV HOLDINGS, INC.	Nate McLaughlin	CEO
0001956028-22-000001	1	Prismatext Inc.	Zachary Erving	Chief Executive Officer
0001670254-22-001212	1	Rightstar Inc.	Christian Nielsen	CEO
0001665160-22-002985	1	OrganicCandyFactory.com, Inc.	Piper Cochrane	CEO
0001670254-22-001210	1	Mariposa Technology, Inc.	John K Roberts III	Co-Founder & President
0001665160-22-002983	1	Advanced Training Athletic Club, Inc	Bryan Heller	CEO, Director, and Principal Accounting Officer
0001665160-22-002981	1	BEERMKR Inc.	Aaron Walls	CEO, Principal Accounting Officer, and Director
0001670254-22-001209	1	Resolution 8 Technologies, Inc.	Scott Seidewitz	Founder/CEO
0001669191-22-001105	1	NeuEsse Inc.	Joseph Connell	Principal Executive Officer
0001669191-22-001103	1	New 3D Technologies, Inc.	Brad Gouldthorpe	Principal Executive Officer
0001665160-22-002980	1	Smart IOPS, Inc.	Ashutosh K. Das	President, CEO and Director
0001665160-22-002978	1	EPR-Technologies, Inc.	Lyn Yaffe	CEO, Secretary, Treasurer, Chairman
0001951723-22-000001	1	Tax Lab, Inc.	Isai Bismark Cortez	Chief Executive Officer
0001665160-22-002977	1	SecureX.AI, Inc.	Harry Singh	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-002976	1	Ship It Pro LLC	Wesley Montague	Founder, CEO and Manager
0001954497-22-000002	1	Casatera, Inc.	Kyle King	Founder
0001917228-22-000003	1	FLY Wilmington LLC	David Soler	COO
0001893227-22-000001	1	Highline Wellness Inc.	Christopher Roth	CEO
0001746059-22-000414	1	5 Mile Brewing Co LLC	Dayne Bartscht	Managing Partner
0001951290-22-000001	1	Hola Comida Hospitality LLC	Matthew Egan	General Partner
0001652564-22-000008	1	Gourmet Renee, LLC	Paul H Miller	Owner, Managing Member
0001665160-22-002974	1	Greener Process Systems Inc.	Matt Sweetwood	CEO, Principal Accounting Officer, and Director
0001665160-22-002973	1	VenuePilot, Inc.	Justin Kantor	CEO, CFO, and Director
0001665160-22-002971	1	Green Canopy NODE, SPC	Bec Chapin	Co-CEO and Board Director
0001665160-22-002969	1	fouRy, Inc.	Robert Gore	CEO
0001669191-22-001101	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001665160-22-002968	1	StrideTech Medical, Inc.	George Douaire	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-002967	1	Avawatz Company, Inc	Rajini Anachi	CEO and President
0001665160-22-002966	1	Domono Inc.	Johnson Sainvil	CEO, President, and Director
0001644600-22-000140	1	HyperKelp Inc	Graeme Rae	Chief Executive Officer and Director
0001943115-22-000001	1	Advanced Apparel Technologies Inc.	/s/ Yu Ting Huang (Theresa)	President and Acting CFO
0001746059-22-000413	1	5 Mile Brewing Co LLC	Dayne Bartscht	Managing Partner
0001665160-22-002963	1	New Sapience, Inc.	Bryant George Cruse	CEO, Chairman of the Board
0001746059-22-000412	1	Dabrie Holdings, LLC	Debra Cohen	Owner and CoFounder
0001669191-22-001099	1	Digital Direct IR, Inc.	Peter Kaufman	Principal Executive Officer
0001955387-22-000001	1	Aquila Solutions, LLC	Joshua Boutwell	CEO
0001665160-22-002961	1	Cann Ade Corporation	Benjamin Daniel Mogul	CEO, President, Secretary, Principal Accounting Officer, and Director
0001685453-22-000001	1	Lawrence Hunt Fashion, Inc.	Jeff Schattner	CEO
0001746059-22-000411	1	Stonehedge PBC	Richard Lane	Owner and CoFounder
0001746059-22-000410	1	Pinpin Co LLC	Vicente Pinpin	Founder and CEO
0001903204-22-000004	1	Hydro Wind Energy, Inc.	Lee King	Chief Executive Officer
0001746059-22-000409	1	Teak New York	Caitlin Sowers	Owner and Founder
0001950933-22-000002	1	Pops Bakery LLC	Grant Sarvis	CEO
0001954716-22-000004	1	FarmFan LLC	Simon Huntley	CEO
0001954716-22-000003	1	Harbor Coffee LLC	John Noojin	President
0001954716-22-000001	1	Hope Yoga LLC	Jacquelyn Walsh	CEO
0001104659-22-121375	1	Cytonics Corp	/s/ Gaetano Scuderi	Founder & Chairman of the Board
0001670254-22-001208	1	BodyGood Nutrition, LLC, dba Pureboost	Jay Mercer	CEO
0001213900-22-074657	1	Clear Protocol, Inc.	/s/ Ernest M. Kestone	CEO, Director
0001665160-22-002959	1	K-9 Power Products, Inc.	Gerard Coughlin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-002958	1	K-9 Power Products, Inc.	Gerard Coughlin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001954657-22-000003	1	Ms Helen's Creole Kitchen LLC	Charon Collier	COO
0001665160-22-002957	1	Centric Wear, Inc.	Ryan Hoang	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-002956	1	Centric Wear, Inc.	Ryan Hoang	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001954657-22-000002	1	Ms Helen's Creole Kitchen LLC	Charon Collier	COO
0001665160-22-002955	1	Shark Wheel, Inc.	Zack Fleishman	CEO, Secretary and Director
0001954657-22-000001	1	VeganQueenCuisine LLC	Anna Cobb	CEO
0001665160-22-002954	1	Avadi Engines Inc	Landon Wilkinson	CEO, President, Director
0001665160-22-002953	1	MedsByMe, Inc.	Ameer Youssef	CEO
0001954795-22-000001	1	Carter Henry's LLC	Jeramie Mykisen	CEO
0001669191-22-001097	1	Nebulai Corp	Luis  Rios	Principal Executive Officer
0001746059-22-000408	1	Teak New York	Caitlin Sowers	Owner and Founder
0001768309-22-000012	1	Jumpstart Main Street Corp	/s/ Adam Brandley	Chief Executive Officer
0001669191-22-001095	1	Above: Space Development Corporation	Rhonda Stevenson	Principal Executive Officer
0001665160-22-002952	1	BOXABL INC.	Paolo Tiramani	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001948590-22-000003	1	Spiel Nacht LLC	Walker Fitzroy	President
0001670254-22-001206	1	EK Beverages, Inc.	Corey Wood	Co-founder & CEO
0001930791-22-000001	1	Naiad Creative, Inc.	DawnMarin Dell	Attorney
0001666102-22-000023	1	Tai Chi Yoga, LLC	John C Neubauer	Founder & CEO
0001665160-22-002949	1	Mexigin Inc.	Corinne Delaney	CEO
0001665160-22-002948	1	Liteboxer Technologies, Inc.	Jeffrey Morin	Principal Executive officer and CEO
0001863224-22-000002	1	Gypsee, Inc.	Andrew Thompson	Founder and CEO
0001669191-22-001091	1	MassGenie	Bruce Watanabe	Principal Executive Officer
0001952541-22-000004	1	Kudo Society Teaneck LLC	Cherie Ryu	CEO
0001746059-22-000407	1	CTZN LLC	Willy Wu Jye Hwa	Owner and CoFounder
0001746059-22-000406	1	QUAS LLC	Wardell Glass	Owner and Founder
0001952541-22-000003	1	Tezcat LLC	Luis Melgarejo	President
0001952541-22-000002	1	Tezcat LLC	Luis Melgarejo	President
0001952170-22-000001	1	Vitaclean Holdings	Sara Douglas	Co-CEO
0001802465-22-000002	1	Tyla-Simone's Wings LLC	Monique Crayton	Chief Executive Officer
0001722137-22-000007	1	Upshift Inc.	Ezra Goldman	Chief Executive Officer
0001665160-22-002947	1	FloSpine Holdings, Inc.	Peter Harris	President, CEO, Director, and Corporate Treasurer
0001665160-22-002945	1	ScriptCo Inc.	Mark McCormick	CEO, Treasurer, Principal Accounting Office, Director
0001665160-22-002943	1	Metric Medical Devices, Inc.	Casey Fox	President, CEO, CTO and Director
0001870374-22-000001	1	PBV HOLDINGS, INC.	Nate McLaughlin	CEO
0001935346-22-000003	1	Arka Inc	Phillip Akhzar	Chief Executive Officer, President and Sole Director
0001954642-22-000001	1	Schnacks LLC	Elena Guberman	Co-Chief Executive Officer
0001665160-22-002940	1	Lola Granola Bar Corporation	Mary Molina	President and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer of Lola Granola Bar.
0001391267-22-000005	1	Truth & Treason LLC	Russ Kendall	Manager
0001953971-22-000002	1	Straat100, LLC	Nanne Dekking	Principal
0001683168-22-007907	1	Heroic Enterprises, Public Benefit Corporation	/s/ Brian Johnson	CEO
0001953971-22-000001	1	Bottle & Barrel I LLC, a series of Vinovest Capital, LLC	Anthony Zhang	Chief Executive Officer
0001821982-22-000015	1	Franklin 107 East Park LLC	Kurt Wallenborn	Managing Partner
0001954278-22-000001	1	Pylons Inc.	Michael Sofaer	Chief Executive Officer
0001669191-22-001089	1	Lincoln Aerospace Holdings, Inc.	Barry S. Cohen	Principal Executive Officer
0001736664-22-000008	1	Locking Line Barriers Corp	Joseph Daniluk	CEO and Director
0001938973-22-000003	1	Building Center, LLC	/s/ JOHN WHEELER	CEO, ACTING CFO AND MANAGING MEMBER
0001410708-22-000014	1	Emo Capital Corp.	Junhua Guo	President
0001665160-22-002937	1	J R Thermal, LLC	Oscar Martinez	CEO and Principal Accounting Officer
0001665160-22-002936	1	AtomBeam Technologies Inc.	Charles Yeomans	CEO, Director
0001945353-22-000001	1	SDVOSB Materials, Technology & Supply LLC	Harrison James Kendall	Managing Member
0001852185-22-000001	1	Harvie Farms Distribution LLC	Simon Huntley	CEO
0001746059-22-000405	1	Herblo OKC, Inc.	Taronda Ransom	Owner and CEO
0001950469-22-000004	1	Oasis Noir Property 1 LLC	Alyssa Phillips	CEO
0001937457-22-000001	1	BizzTech, Inc.	/s/ DIRK SCHMIDT	CEO
0001945163-22-000002	1	STENERGY LLC	Samuel J. Butero	Managing Director
0001665160-22-002935	1	Macrofit, Inc.	Michael DeVerna	CEO, principal accounting officer, and Director
0001410708-22-000013	1	Emo Capital Corp.	Junhua Guo	President
0001747584-22-000047	1	Green Island EV Corp.	John Gille	CEO & President
0001665160-22-002933	1	REUZEit, Inc.	Justin Andrews	CEO
0001665160-22-002931	1	NITRO Beverage Inc.	Ali Mohamed	CEO and Director
0001555127-22-000009	1	IX Power Clean Water, Inc.	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director
0001669191-22-001087	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001555127-22-000008	1	IX Power Clean Water, Inc.	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director
0001669191-22-001085	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001665160-22-002930	1	Macrofit, Inc.	Michael DeVerna	CEO, principal accounting officer, and Director
0001665160-22-002929	1	California Tequila, inc.	Richard Gamarra	CEO
0001670254-22-001204	1	CIRQ PLUS, Inc.	Yani Deros	CEO + Chairman + Co-Founder
0001665160-22-002927	1	Jetoptera, Inc.	Andrei T. Evulet	President, CEO, CTO, Director
0001665160-22-002928	1	Atmos Home Inc.	Mark Lyle	CEO & Director
0001213900-22-073235	1	Clear Protocol, Inc.	/s/ Ernest M. Kestone	CEO, Director
0001669191-22-001080	1	Fierce & Kind Ltd.	Basem Harb	Principal Executive Officer
0001950469-22-000003	1	Oasis Noir Property 1 LLC	Alyssa Phillips	Manager/CEO
0001952541-22-000001	1	Tezcat LLC	Luis Melgarejo	President
0001644600-22-000136	1	Pie Services LLC	Daniel Santana	President
0001669191-22-001077	1	EarthGrid PBC	Troy Helming	Principal Executive Officer
0001670254-22-001202	1	Kitsbow Apparel, PBC	David Billstrom	CEO, Owner
0001669191-22-001076	1	Famwisely, Inc.	Philip Anderson	Principal Executive Officer
0001669191-22-001075	1	Hospy Inc.	Philip S.  Garza	Principal Executive Officer
0001747584-22-000046	1	VOLTWALL LLC	Aldo Grech	CEO
0001665160-22-002924	1	The Voca App, Inc.	Adam Ragsdale	CEO, President, and Director
0001670254-22-001198	1	WeShape Wellness, Inc.	Tyler Bramlett	Co-Founder
0001670254-22-001200	1	Digital ReLab, LLC	Peter Agelasto	Co-founder, Head of Product Development
0001665160-22-002921	1	PureWild Co Inc	Cynthia Convery	CEO/President, Director, Secretary, Treasurer/CFO
0001669191-22-001071	1	Reper LLC	Shannon Carmody Keyes	Principal Executive Officer
0001669191-22-001070	1	HiveSkill LLC	Sophia Becker	Principal Executive Officer
0001669191-22-001069	1	PRIME DIVERSITY, INC.	Andrew Dillard	Principal Executive Officer
0001900769-22-000004	1	Dana HQ Inc	Kevin Sun	Chief Executive Officer
0001670254-22-001197	1	Azure Printed Homes, Inc.	Ross Maguire	CEO
0001670254-22-001195	1	Woofy, Inc.	Arjun Rai	Founder + CEO
0001821982-22-000014	1	ALBEMARLE HOTEL DEVELOPMENT, LLC	Jordan Jones	Manager
0001821982-22-000013	1	915 & Main, LLC	Matt McPheely	Manager
0001821982-22-000012	1	Grain Dealers Brewery, LLC	Wesley T. Johnson	CEO
0001665160-22-002920	1	Impact Infrastructure, Inc	John Williams	CEO
0001665160-22-002919	1	Sollievo Pharmaceuticals, Inc	Robert Schultz	CEO, President, Sole Director CFO/Principal Accounting Officer
0001946308-22-000003	1	AlgenAir, Inc.	Kelsey Abernathy	Chief Executive Officer
0001874161-22-000005	1	Champion Lender Inc	Viola J. Carmona	Sole Director and Chief Executive Officer
0001934971-22-000002	1	Rose Sisters Brands, Inc.	Ann S. Marcus	Chief Executive Officer
0001830549-22-000003	1	Nickelytics, Inc.	Judah Longgrear	Chief Executive Officer
0001669191-22-001065	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001665160-22-002918	1	Blue Jacket Movie, Inc.	Kevin OBryan	CEO and CFO/Principal Accounting Officer
0001669191-22-001063	1	MAGFAST LLC	Seymour Segnit	CEO
0001683168-22-007762	1	Country the Musical Co	/s/ Pete Wilke	CEO
0001665160-22-002916	1	Rentberry Inc.	Oleksiy Lyubynskyy	CEO, principal financial officer, principal accounting officer and Director
0001665160-22-002914	1	FIREDISC, INC.	Hunter Jaggard	CEO. Principal Executive Officer, Manager and Director
0001670254-22-001185	1	Satori Studios Inc.	Matthew James Golino	CEO/Founder
0001670254-22-001191	1	Stapgen LLC	Biplab Malo	Founder & CEO
0001670254-22-001189	1	Nexus Build Inc.	Kieran Singh	CEO
0001746059-22-000404	1	Winchester Fresh Market LLC	Jonathan Austin	Owner and Founder
0001669191-22-001061	1	Smoove Xperience, Inc.	Gregory  Duffell	Principal Executive Officer
0001669191-22-001060	1	RocketTrader Inc.	Matthew P. Jones	Principal Executive Officer
0001669191-22-001059	1	GZI HUB, INC.	Sean Adler	Principal Executive Officer
0001669191-22-001058	1	Targeted Shopping Solutions, Inc.	James Mulford	Principal Executive Officer
0001410708-22-000012	1	Emo Capital Corp.	Junhua Guo	President
0001665160-22-002912	1	20/20 GeneSystems, Inc.	Jonathan Cohen	CEO, President
0001746059-22-000403	1	Delivered, Inc	Ruben Seyde	Owner and CEO
0001946015-22-000001	1	canihaveabite LLC	Kathy Hale	President
0001946213-22-000002	1	et Oliva LLC	Patrick Karsu	CEO
0001746059-22-000402	1	Cloudfarming, LLC	Joseph Shawn Cooney	Owner and CoFounder
0001746059-22-000401	1	Forbes Meat Co LLC	Benjamin Forbes	Owner and Founder
0001644600-22-000134	1	EPILOG IMAGING SYSTEMS INC.	Michael Mojaver	Co-Founder, CEO, Secretary, Treasurer, and Director
0001665160-22-002911	1	metaMedia Inc.	Dele Atanda	CEO & President
0001665160-22-002910	1	Timeplast, Inc.	Manuel Rendon	CEO, CTO, Principal Accounting Officer, Director
0001669191-22-001053	1	Addiction Cure Therapeutic Sciences Inc	Jack Levine	Principal Executive Officer
0001746059-22-000400	1	MAINVEST HOLDINGS CORP.	Nicholas Mathews	CEO, MAINVEST HOLDINGS CORP.
0001747584-22-000045	1	National Energy Improvement Fund, LLC	Peter Krajsa	Managing Member
0001665160-22-002908	1	Phizzle, Inc	Ben Davis III	CEO and Director
0001669191-22-001050	1	EarthGrid PBC	Troy Helming	Principal Executive Officer
0001670254-22-001184	1	Joule Case Inc	James Wagoner	CEO + Founder
0001670254-22-001183	1	Prepdeck LLC	Alexander Eburne	Founder & CEO
0001670254-22-001182	1	Joule Case Inc	James Wagoner	CEO + Founder
0001670254-22-001180	1	Gradey, Inc.	Sanjay Akut	Founder/CEO
0001746059-22-000399	1	Backbeat Brewing Co LLC	Peter Harkins	Owner and Founder
0001943451-22-000001	1	Toybox Labs Inc	Benjamin Baltes	CEO
0001665160-22-002906	1	Sports Gambling Guides, Inc.	Mark Paul	CEO, Secretary, and Director
0001665160-22-002905	1	California Cowboy Apparel Inc.	Andrew Clark	CEO, Principal Executive Officer and Director for California Cowboy
0001669191-22-001044	1	Jenni Earle, Inc.	Jennifer Hopkins	Principal Executive Officer
0001665160-22-002902	1	Electrochemical Oxygen Concepts, Inc.	Mark Q. Niederauer	President, CEO and Board Member
0001665160-22-002904	1	MVP Kids Media, Inc	Mel Sauder	President, current Principal Accounting Officer
0001669191-22-001040	1	ScanHash LLC	Robert Waterman	Principal Executive Officer
0001669191-22-001039	1	Hospy Inc.	Philip S.  Garza	Principal Executive Officer
0001669191-22-001041	1	Sazi Foods, LLC	Lisa Newmann	Principal Executive Officer
0001941781-22-000001	1	Ingreen Building Systems Inc.	Reto Steiner	Chief Executive Officer
0001910638-22-000003	1	Ouragin, Inc.	Nakulesveran Kulasingam	Secretary
0001670254-22-001178	1	Tactogen, Inc.	Matthew Baggott	CEO
0001665160-22-002897	1	Mulholland Distilling, Inc.	Matthew Alper	CEO, Director, Principal Accounting Officer
0001953587-22-000001	1	Volcano Kimchi LLC	Aruna Lee	Founder
0001670254-22-001176	1	XReal Estate Incorporated	Sanjay Mandava	Founder & CEO
0001947147-22-000002	1	Brite Inc	Dmitry Litvinov	Chief Executive Officer
0001941873-22-000002	1	Marketplace Austin LLC	/s/ Anita Erickson	Manager
0001665160-22-002895	1	FLOLiO, Inc.	Christopher Nicolau	CEO, Director
0001670254-22-001174	1	Sports Matching Corp.	Alex Berger	Founder and CEO
0001953372-22-000001	1	3 Sisters Garlic LLC	Jennifer Di Pasquale	President & Managing Member
0001953435-22-000001	1	Markid Technologies, Inc.	Ankur Dhawan	CEO
0001840495-22-000008	1	American Stories Entertainment Inc.	Bob Cefail	President
0001840495-22-000007	1	American Stories Entertainment Inc.	Bob Cefail	President
0001746059-22-000398	1	Dabrie Holdings, LLC	Debra Cohen	Owner and CoFounder
0001951811-22-000002	1	Butter & Scotch LLC	Detric Fox-Quinlan	Co-Owner
0001670254-22-001172	1	TFS, Inc	Annafi Wahed	CEO
0001665160-22-002893	1	PDX BIOTECH LLC	John Beran	Manager
0001644600-22-000131	1	Eqvista Inc	Tomas Milar	Founder, President and Director
0001670254-22-001170	1	thryv technologies incorporated	Christian Rotter	CEO & Founder
0001950800-22-000001	1	Cyborg Inc./DE	Nicolas Dupont	Chief Executive Officer
0001746059-22-000397	1	Wicked BOLD LLC	Deric Cahill	Owner and Founder
0001665160-22-002892	1	Band Of Anglers, Inc.	Patrick Sebile	President and CEO, Principal Financial Officer and Principal Accounting Officer
0001665160-22-002891	1	TA Fintech Inc.	Jon Stone	CEO, Secretary, Director, Treasurer and Founder
0001931426-22-000005	1	Shopjackie, LLC	/s/ AMBER DUNCAN	PRESIDENT
0001951872-22-000002	1	Emerald Island Kitchen LLC	Sofia Whiddon	Co-Owner
0001665160-22-002890	1	Bodhi NeuroTech, Inc.	Bashar Badran	CEO, Principal Executive Officer and Director
0001665160-22-002888	1	Brightlamp, Inc.	Kurtis Sluss	CEO and Director
0001951872-22-000001	1	Veggie LLC	Adyre Mason	CEO
0001861670-22-000005	1	Toothy Cow Productions, LLC	James Chris Wall	Manager
0001953711-22-000001	1	Wildflower Management, Corp	Bridget Kilgrow	President
0001665160-22-002886	1	Rentberry Inc.	Oleksiy Lyubynskyy	CEO, principal financial officer, principal accounting officer and Director
0001807734-22-000004	1	India Home, Inc.	Vasundhara Kalasapudi	Executive Director
0001665160-22-002884	1	ActivArmor LLC	Diana Hall	President & CEO
0001213900-22-069723	1	Budding Technologies, Inc.	/s/ Luke Patterson	CEO, Secretary & Director
0001951873-22-000003	1	Taylor's Tacos, LLC	Taylor Mason	President
0001951873-22-000001	1	Taylor's Tacos, LLC	Taylor Mason	President
0001938973-22-000001	1	Building Center, LLC	/s/ JOHN WHEELER	CEO, ACTING CFO AND MANAGING MEMBER
0001943961-22-000002	1	Inlightened, Inc	Shelli Pavone	Chief Executive Officer
0001669191-22-001035	1	PodTV LLC	Jeffrey White	Principal Executive Officer
0001669191-22-001034	1	GenesisAI Corporation	Archil  Cheishvili	Principal Executive Officer
0001949398-22-000001	1	Hiatus LLC \ MD \	Matthew Featherstone	President
0001895196-22-000001	1	Sweet Caroline Tour LLC	Linda Tatone	Managing Member
0001670254-22-001167	1	Espanita Tequila Company, LLC	Patrick Wilson	Chief Operations Officer
0001936349-22-000002	1	TagMango, Inc	Divyanshu Damani	Chief Executive Officer
0001670254-22-001162	1	Sports Zoom, LLC	Glen Yarbrough	Founder and President
0001670254-22-001168	1	Skillest, Inc.	Brian Park	CEO
0001670254-22-001165	1	Straight King Entertainment Inc	Thomas GIACOMARO	President
0001746059-22-000396	1	Forbes Meat Co LLC	Benjamin Forbes	Owner and Founder
0001736653-22-000003	1	BetFully, Inc.	Erik Groset	Founder & CEO
0001669191-22-001031	1	Digital Direct IR, Inc.	Peter Kaufman	Principal Executive Officer
0001951488-22-000001	1	Bright Ventures LLC	Jasmine Niernberger	Co-Owner
0001665160-22-002882	1	Lola Granola Bar Corporation	Mary Molina	President and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer of Lola Granola Bar.
0001665160-22-002881	1	StartUpWind, Inc	Narendra Patil	Founder, President, CEO and Chairman of the Board
0001819920-22-000005	1	8 Myles Inc.	Myles Powell	CEO
0001665160-22-002878	1	Rentberry Inc.	Oleksiy Lyubynskyy	CEO, principal financial officer, principal accounting officer and Director
0001819920-22-000004	1	8 Myles Inc.	Myles Powell	CEO
0001670254-22-001160	1	Zeek Ventures, Inc	Reid Pearson	Co-Founder & CEO
0001665160-22-002873	1	MVP Kids Media, Inc	Mel Sauder	President, current Principal Accounting Officer
0001944708-22-000004	1	Taylor's Tacos, LLC	Taylor Mason	CEO
0001665160-22-002870	1	MicroSilicon Inc.	Omar Kulbrandstad	CEO and CFO/Principal Accounting Officer
0001665160-22-002868	1	HYLETE, Inc.	Adam Colton	CEO, CFO and Director
0001944708-22-000003	1	Bob's Famous BBQ Inc	Brian Baker	Owner
0001213900-22-069135	1	Taste Of Nature, Inc.	/s/ Scott Samet	President
0001665160-22-002866	1	Beach Box Safe, Inc.	Austin Igein	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-001158	1	TEMPLE I, LLC	Philip Michael	CEO, NYCE
0001665160-22-002861	1	Advanced AI Solutions, Inc.	Yuen Mao	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-002864	1	VoiceLessons, Inc	Michael Elson	CEO, CTO, Sole Director/CFO/Principal Accounting Officer
0001665160-22-002862	1	Tokki, Inc.	Jane Park	CEO and Director, Principal Accounting Officer
0001665160-22-002865	1	Introspective Power, Inc.	Anthony Thompson	CEO
0001665160-22-002863	1	Geoji, Inc.	John Paul Poehlmann	CEO
0001890178-22-000004	1	The Renewable Snowmaking Company	Vittorio Pareto	Chairman and CEO
0001669191-22-001029	1	Artificial Intelligence Economic Development Corporation	Leonard S.   Johnson Ph.D. student	Principal Executive Officer
0001932958-22-000007	1	Honor Your Flow, Incorporated	Cecelia M. Towns-Scott	President
0001785840-22-000003	1	MAINVEST HOLDINGS CORP.	Nicholas Mathews	CEO, MAINVEST HOLDINGS CORP.
0001953280-22-000002	1	GH Franchise LLC	Andrew Hwang	CEO
0001899900-22-000007	1	Cheyenne Legends, Inc.	/s/ Lynne Koenigsberg	President/CEO
0001665160-22-002860	1	3DOS Inc	John Mehmet Ulgar Dogru	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-002859	1	SpiritHoods, Inc	Chase Hamilton	CEO, President, Treasurer, principal accounting officer, and Director
