ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-20-000161	1	EPILOG IMAGING SYSTEMS INC.	Michael Mojaver	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer
0001665160-20-000162	1	EPILOG IMAGING SYSTEMS INC.	Michael Mojaver	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer
0001803861-20-000002	1	MELANOID EXCHANGE LLC	Jovante Ham	President/CEO
0001796110-20-000003	1	Rent Yuh Ride LLC	Cherie Williams	Manager/CEO
0001665160-20-000159	1	WinSanTor, Inc.	Stanley Kim	CEO
0001706937-20-000010	1	WhereBy.Us Enterprises, Inc	Christopher Sopher	CEO, President, Director
0001780439-20-000006	1	Vector Brewing, LLC	Susan Veronica Bradley	Owner/Manager
0001746059-20-000056	1	LITTLE RADISH PROVISIONS LLC	Courtney West	Owner and CoFounder
0001213900-20-004806	1	Paul Koenig	/s/ Paul Koenig	Manager and Chief Executive Officer
0001665160-20-000157	1	Geoship SPC	Morgan Bierschenk	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer of Geoship SPC
0001708246-20-000003	1	Jetoptera, Inc.	Denis Dancanet	CEO
0001759332-20-000002	1	Persona Network, Inc.	Colby Schaeffer	CFO
0001795322-20-000001	1	Ronin Harrisburg LLC	Nebyou Bedru	Managing Member
0001780439-20-000005	1	Vector Brewing, LLC	Susan Veronica Bradley	Owner/Manager
0001666102-20-000004	1	Coinseed, Inc.	Sukhbat Lkhagvadorj	Founder, CFO
0001802465-20-000002	1	Tyla-Simone's Wings LLC	/s/Monique Crayton	Sole Member, COO
0001755767-20-000002	1	Cyber Consumer Club Corp	Al Mughairy by Sean Fuellhart POA	CEO
0001795615-20-000001	1	Hemp Real Estate Investments, Inc.	TARIQ KHAN	CEO
0001670254-20-000153	1	Eat Good Do Good, LLC	John Sorial	Founder & Managing Partner
0001743601-20-000001	1	Building Economic Advancement Network Corp	Darren V. Walker	CEO
0001654300-20-000002	1	ChoiceTrade Holdings, Inc.	Neville Golvala	CEO
0001802096-20-000006	1	Teooh, Inc.	Brandon Stein	CEO & Director
0001790042-20-000002	1	Lieu Ltd	Rebecca Lima	Chief Executive Officer
0001790042-20-000001	1	Lieu Ltd	Rebecca Lima	Chief Executive Officer
0001780439-20-000004	1	CYDigital, Inc.	John Patrick Rizzo	CTO
0001718354-20-000001	1	Green Pinata LLC	Shivashankari Kashalkar	CEO
0001665160-20-000155	1	Skinz Inc	Gary Kleinman	CEO, Principal Executive Officer, and Director
0001789937-20-000001	1	RoRak LLC	Ana Rojas Bastidas	Founder/CEO
0001801721-20-000001	1	Veltrav LLC	Mark Voysey	CEO
0001802485-20-000002	1	Upper Row LLC	Anthony Thompson II	Co-Owner
0001749594-20-000001	1	Asarasi, Inc.	Adam North Lazar	Chief Executive Officer
0001746059-20-000054	1	SAIL TO TRAIL LLC	Christopher Simpson	Owner and Founder
0001782749-20-000002	1	Tallyfy, Inc.	/s/ Amit Kothari	CEO, President, Secretary
0001670254-20-000151	1	MagNet Analytics, Inc.	Eduardo Alvarez	CEO
0001670254-20-000148	1	Entergage Inc.	Nathen Mazri	Co-Founder - Chief Entergage Officer
0001779318-20-000002	1	Fleeting,Inc.	Pierre Laguerre	Founder & CEO
0001670254-20-000144	1	Stanton South, LLC	Matt Lindner	CEO
0001746059-20-000053	1	WORKROOM FEMCIETY INC.	Ahfeeyah Thomas	Owner and Founder
0001670254-20-000139	1	N&L Work App LLC	Landy Abreus	CEO
0001773714-20-000001	1	Core State Holdings Corp	Oleg Cheine	CEO
0001665160-20-000152	1	Phillips Entertainment Group Inc	Ray Phillips	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000151	1	Metai Knights Media Inc	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000149	1	LaneAxis, Inc.	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001777476-20-000002	1	Mighty Quinn's Holdings LLC	Micha Magid	Co-Founder, Co-CEO
0001803912-20-000001	1	CADRAFTTECH LLC	Oscar Delgado	Co-Owner
0001792121-20-000002	1	Event Hollow, Inc.	/s/ Jennifer Edmon	Chief Executive Officer
0001804000-20-000002	1	ShareRoute Ltd.	Neil Kummer	CEO
0001669191-20-000067	1	Acquire Skills and Knowledge Education Inc.	Ruth Nemire	Principal Executive Officer
0001669191-20-000063	1	StemSation International, Inc	Ray C.  Carter, Jr.	Principal Executive Officer
0001670254-20-000134	1	SunState Laboratories, Inc.	David Shahan	Founder / CEO
0001665160-20-000143	1	SmartSoda Holdings, Inc.	Lior Shafir	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001730486-20-000002	1	Thematic, Inc.	/s/ Marc Schrobilgen	Chief Executive Officer
0001669191-20-000061	1	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001665160-20-000141	1	Skunk Brothers Spirits Inc.	Scott Donoho	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001796295-20-000001	1	Nuu Rez Inc	Noelle Randall	CEO
0001746059-20-000052	1	Girls Chronically Rock LLC	Keisha Greaves	Owner and Founder
0001746059-20-000051	1	Father & Son Mobile Business	Ugur Yilmaz	Owner and Founder
0001746059-20-000050	1	Parm Shop Inc.	John Malanka	Owner and Founder
0001746059-20-000049	1	Van Sicklen Group	James Van Sicklen	Founder
0001746059-20-000048	1	True Wines LLC	Zulema Mejia	Owner and Founder
0001746059-20-000047	1	POPOVER KING LLC	Coco Cabuquit-Love	Owner and Founder
0001802569-20-000001	1	Xin Chao LLC	Tony Nguyen	Managing Member
0001708246-20-000001	1	Jetoptera, Inc.	Denis Dancanet	CEO
0001665160-20-000139	1	Roy Jones Jr. Promotions, inc.	Keith Veltre	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000138	1	Hylete, Inc.	Ron Wilson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000137	1	Waverly Labs Inc	Andrew Ochoa	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001802485-20-000001	1	Upper Row LLC	Anthony Thompson II	Co-Owner
0001670254-20-000131	1	Comsero, Inc.	Anthony Franco	CEO
0001665160-20-000136	1	NetObjex, Inc.	Raghu Bala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000127	1	Stages Film LLC	Henry Proegler	Producer
0001777476-20-000001	1	Mighty Quinn's Holdings LLC	Micha Magid	Co-Founder, Co-CEO
0001665160-20-000134	1	Baqua, Incorporated	Sandra W. Marlowe	Chief Executive Officer
0001669191-20-000059	1	Shockwave Motors, Inc.	John McMillian	Principal Executive Officer
0001669191-20-000057	1	Global Cancer Technology, Inc	John Clark	Principal Executive Officer
0001746059-20-000046	1	Peak Performance Nutrition LLC	Adam Davis	Owner and Founder
0001746059-20-000045	1	Cocktail Parlor LLC	Courtney McKamey	Owner and Founder
0001779032-20-000001	1	Salsa God LLC	Erik D. Mayans	CEO, Managing Member
0001798823-20-000002	1	Wine Collective, LLC	Enrique Pallares	Co-Owner
0001669191-20-000055	1	Global Cancer Technology, Inc	John Clark	Principal Executive Officer
0001683168-20-000521	1	Jasperate, Inc.	/s/ David Weksel	CEO
0001780122-20-000001	1	Genobank.io Inc	/s/ Daniel Uribe	Chief Executive Officer, President, Secretary, Director
0001670254-20-000119	1	Kazoo LLC	Peter J Goodman	President & COO, Co-Founder
0001670254-20-000124	1	Nick's Sport LLC	Scott Brown	CEO
0001670254-20-000122	1	Hospitality Innovated, LLC	Yannis Moati	CEO and Founder
0001665160-20-000131	1	Tall Idea Labs, Inc.	Anand (Andy) Pandharikar	Founder and CEO
0001670254-20-000116	1	Anthony's Cookies, Inc	Anthony Lucas	CEO
0001665160-20-000130	1	VLISO, inc.	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000129	1	microsurgeonbot,inc	Allan Grosvenor	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001799584-20-000003	1	Wearwell, Inc.	Erin Houston	CEO & Director
0001669191-20-000053	1	We Are Kula, LLC	Vaughan Dugan	Principal Executive Officer
0001746725-20-000002	1	Veptas Technology Solutions, Inc	John C. George	CFO
0001746725-20-000001	1	Veptas Technology Solutions, Inc	John C. George	CFO
0001670254-20-000110	1	Mindcurrent Inc.	Sourabh Kothari	CEO, CFO, CMO
0001670254-20-000113	1	Live Free Foods Inc	Scot Savarese	Founder/CEO
0001790424-20-000002	1	GreenZone Pharms	Daniel Marlow	CEO
0001746059-20-000043	1	TRISKELE VENTURES INC.	Charles Morgridge	Owner and Founder
0001740075-20-000001	1	Ecoventz Inc.	Andreas Roussos	CEO
0001746059-20-000041	1	Bullfinch Brewpub, LLC	David Collins	Owner and Founder
0001665160-20-000127	1	Baqua, Incorporated	Sandra W. Marlowe	Chief Executive Officer
0001746059-20-000039	1	Enthrall Capital Investments LLC	Mike Pirtle	Owner and CoFounder
0001665160-20-000124	1	Baqua	Sandra W. Marlowe	Chairman & CEO
0001665160-20-000122	1	Baqua Inc.	Sandra W. Marlowe	Chairman & CEO
0001746059-20-000037	1	Plum Island Grille, Inc.	Francis Broadberry	Owner
0001213900-20-003498	1	Steve's Gym LLC	William Zanker	Chief Executive Officer
0001722197-20-000001	1	INDECO UNION	David Levine	Chief Executive Officer
0001665160-20-000114	1	GoBQ Grills, Inc.	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001798833-20-000002	1	Blacklist Equity Fund, LLC	Fahad Rajput	Manager
0001746059-20-000036	1	Rai Family Enterprises	Biplaw Rai	Owner and CoFounder
0001665160-20-000112	1	GoBQ Grills, Inc.	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000034	1	Avalon Lounge & Game Cafe, Inc.	Melissa Lewis-Gentry	Owner and CoFounder
0001665160-20-000109	1	Thoughtfull Toys, Inc.	David Silverglate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001554477-20-000003	1	Woofy, Inc.	Arjun Rai	President, Director
0001797565-20-000001	1	BioPact Cellular Transport, Inc.	Kurt Swogger	CEO and President
0001665160-20-000106	1	Thalia Brands, Inc.	Chris Bradley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001554477-20-000002	1	Thuzio, Inc.	Jared Augustine	Chief Executive Officer
0001792116-20-000001	1	2270 Platt LLC	Joseph Jonna	Co-Manager
0001665160-20-000105	1	Liberty PlugIns, Inc.	Chris Outwater	CEO, Principal Executive Officer and Director
0001654300-20-000001	1	ChoiceTrade Holdings, Inc.	Neville Golvala	CEO
0001759332-20-000001	1	Persona Network, Inc.	Colby Schaeffer	CFO
0001746059-20-000033	1	Kin Tap & Rec Room, LLC	Elizabeth Castellana	Owner and Founder
0001789369-20-000001	1	Clee Wellness LLC	Caroll Lee	Manager
0001669191-20-000051	1	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001665160-20-000104	1	Trella Technologies LLC	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001790166-20-000004	1	Compound Projects, LLC	Janine Yorio	Chief Executive Officer
0001746059-20-000032	1	Naked River Brewing Co LLC	Robert Raulston	Owner and Founder
0001669191-20-000049	1	BumBee Designs Incorporated	James Canova	Principal Executive Officer
0001802577-20-000002	1	Michael James Ferguson Jr Foreign Private Trust	Noble Mikhail JM Firdaus El	Executive Ruler/Treasurer/Foreign Minister
0001670254-20-000107	1	Galactic Adventures, Inc.	Frank Zanca	CFO
0001670254-20-000106	1	GenesisAI Corporation	Archil Cheishvili	CEO
0001794484-20-000001	1	Alpha'a, Inc.	/s/ Manuela Seve	Chief Executive Officer
0001789878-20-000001	1	Giant Leap Coffee, LLC	Logan Beck	President
0001790689-20-000001	1	Another Round LLC	Gary Kendall Spence	Manager
0001665160-20-000102	1	Wand USA Inc.	Andrew Schlack	CEO, Principal Executive Officer and Director
0001665160-20-000101	1	GLOW Beverages, inc.	John Larson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000100	1	Noble Naturals	David Allred	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000047	1	Attorney Et Al. Inc.	MICHAEL GABRIEL	Principal Executive Officer
0001669191-20-000045	1	Deuce Drone LLC	Rhett Ross	Principal Executive Officer
0001670254-20-000099	1	Fasty Fresh, Inc.	Rick Richman	Founder CEO
0001670254-20-000101	1	Calyx Cultivation Tech. Corp.	John C Higgins	President/CEO
0001670254-20-000096	1	Video Yearbook, Inc.	Nam Mokwunye	Founder/Chief Catalyst
0001670254-20-000104	1	Natural Machines, Inc	Emilio Sepulveda	Co-Founder and CEO
0001670254-20-000094	1	Snake Oil Song, LLC	Micah Van Hove	Director/Producer
0001670254-20-000088	1	Curastory Inc.	Tiffany Kelly	Founder & CEO
0001665160-20-000092	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000031	1	Mizen Funeral Home & Cremation Services LLC	Aaron Mizen	Owner and Founder
0001785626-20-000004	1	Zanbazan, LLC	Nargis Mougey	Member
0001665160-20-000088	1	SONDORS Electric Car Company	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001793349-20-000001	1	Growing Talent LLC	/s/ Rashaan Everett	Manager
0001670254-20-000086	1	OSCAR Brands Inc.	Oscar de Vries	CEO & Founder
0001669191-20-000042	1	BitMovio, Inc.	Xianming Zhu	Principal Executive Officer
0001684004-20-000001	1	Black Point Seafood, LLC	Mark Murrell	CEO
0001746059-20-000029	1	Stoneman Brewery LLC	Justin Korby	Owner and Founder
0001730486-20-000001	1	Thematic, Inc.	Marc Schrobilgen	Chief Executive Officer
0001670254-20-000084	1	LIFOGRAPH, INC.	Dea Wilson	CEO and Founder
0001670254-20-000078	1	LIFOGRAPH, INC.	Dea Wilson	CEO and Founder
0001801610-20-000002	1	Pure Green Franchise Corp	Ross Franklin	Chief Executive Officer and Director
0001677504-20-000001	1	Fama Financial Holdings, Inc.	Saiful Khandaker	CEO
0001801610-20-000001	1	Pure Green Franchise Corp	/s/ Ross Franklin	Chief Executive Officer (Principal Executive and Financial Officer)
0001665160-20-000085	1	El Tinieblo International, Inc.	Brian Gale	CEO, Principal Executive Officer and Director
0001665160-20-000084	1	SmartSoda Holdings, Inc.	Lior Shafir	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000083	1	Rayton Solar Inc.	Andrew Yakub	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000039	1	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001771551-20-000001	1	Secure Solar Capital LLC	Anthony Smith	Manager
0001791223-20-000001	1	Renu Robotics Corporation	Tim Matus	Chief Executive Officer/President
0001665160-20-000081	1	Icarus Blockchain Group Inc.	Maya Parbhoe	CEO, Principal Executive Officer and Director
0001665160-20-000082	1	Toy Overlord, Inc.	Matt Westover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001794960-20-000001	1	Fashwire Inc.	/s/ Kimberly Carney	CEO
0001670254-20-000074	1	COLORS Oakland LLC	Saru Jayaraman	Founder
0001799973-20-000001	1	Dispatch Goods, Inc.	/s/ Lindsey Hoell	CEO, Director
0001665160-20-000080	1	Currency Tracking Technologies LLC	Keith F. Duffy	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000028	1	Lucky Goat Brewing LLC	Kendall Peabody	Owner and CoFounder
0001665160-20-000079	1	Yae! Organics Inc	Lorenzo Holley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000075	1	Soko Group, Inc.	Dave Sokolowski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001722137-20-000001	1	Upshift Inc.	/s/ Ezra Goldman	Chief Executive Officer, President
0001665160-20-000073	1	SONDORS Electric Car Company	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000071	1	Franny's Manufacturing Inc	Jeff Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000037	1	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001706939-20-000001	1	kulaBrands, Inc.	Peter Gantner	CEO
0001799769-20-000001	1	Egeria Corp	Sedale Turbovsky	President & CEO
0001665160-20-000069	1	SONDORS Electric Car Company	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001785943-20-000001	1	Status Money Inc.	Majd Maksad	Chief Executive Officer
0001788691-20-000006	1	BioLargo Water Investment Group, Inc.	Dennis Calvert	President and CEO
0001669191-20-000035	1	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001785164-20-000001	1	Green Growth Real Estate, LLC	Neil Parsan by Sean Fuellhart POA	CEO
0001746059-20-000027	1	9 MILES EAST SARATOGA LLC	Gordon Sacks	Founder & CEO
0001777274-20-000003	1	Oracle Health Inc.	Jaeson Bang	CEO, Founder
0001765252-20-000002	1	QWIKLEAF LLC	Neil Biafore	Founder / CEO
0001746059-20-000026	1	9 MILES EAST SARATOGA LLC	Gordon Sacks	Founder & CEO
0001746059-20-000025	1	Association of Child Daycare Providers, Inc.	Monica Wright	Owner
0001665160-20-000065	1	My French Connection, Inc.	Jessica Barouche	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000024	1	G Wagner Restaurants LLC	Wagner Garcia	Owner and CoFounder
0001746059-20-000023	1	Tipsy Cupcakes RVA LLC	Charmesha Cousins	Owner and CoFounder
0001670254-20-000071	1	Fuchsia Shoes Inc	Afshan Abbas	CEO
0001790424-20-000001	1	GreenZone Pharms	Daniel Marlow	CEO
0001755873-20-000001	1	Visuwall Technologies Inc.	/s/Kobi Wu	Director & Chief Executive Officer
0001665160-20-000063	1	Called Higher Studios, Inc.	Jason Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000033	1	THB Holdco, LLC	Christopher Darnell	Principal Executive Officer
0001669191-20-000031	1	THB Holdco, LLC	Christopher Darnell	Principal Executive Officer
0001788691-20-000001	1	BioLargo Water Investment Group, Inc.	Dennis Calvert	President and CEO
0001665160-20-000059	1	The Fantasy Network Corporation	Ronald B Newcomb	CEO, Principal Executive Officer and Director
0001665160-20-000061	1	An Angry Boy Inc.	Andrew Fitzgerald	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000056	1	The Fantasy Network Corporation	Ronald B Newcomb	CEO, Principal Executive Officer and Director
0001665160-20-000055	1	Atmos Home Inc.	Mark Lyle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000029	1	Attorney Et Al. Inc.	MICHAEL GABRIEL	Principal Executive Officer
0001669191-20-000027	1	Raveler Inc	Jaime  van Schyndel	Principal Executive Officer
0001669191-20-000024	1	SelenBio, Inc.	Kenny Gallagher	Principal Executive Officer
0001669191-20-000022	1	StemSation International, Inc	Ray C.  Carter, Jr.	Principal Executive Officer
0001665160-20-000054	1	Elevate Nutrition Inc.	Paul Salomone	COO, Co-Founder, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000052	1	Life Imaging Fla, Inc.	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001790657-20-000001	1	Apex Tex-Katy, LP	Jeremy Sanders	Manager of its General Partner, Triumph Franchise Management, LLC
0001790658-20-000001	1	Apex Memorial, LP	Jeremy Sanders	Manager of its General Partner, Triumph Franchise Management, LLC
0001795289-20-000001	1	Trimpakt, Inc.	Jonathan Restelli	Co Founder, CEO
0001669191-20-000020	1	Attorney Et Al. Inc.	MICHAEL GABRIEL	Principal Executive Officer
0001746059-20-000021	1	INFIN8 SKATES ROLLER RINK INC.	Rasheeda Wallace	Founder & CEO
0001798376-20-000004	1	Sharswood 1CF,LLC	Gregory Reaves	Co-manager of manager, Sharswood 1 SPNSRS,LLC
0001669191-20-000019	1	Kings Crowd LLC	Christopher Lustrino	Principal Executive Officer
0001665160-20-000051	1	Geoship SPC	Morgan Bierschenk	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer of Geoship SPC
0001798376-20-000003	1	Sharswood 1CF,LLC	Gregory Reaves	Co-manager of manager, Sharswood 1 SPNSRS,LLC
0001785115-20-000001	1	Boring Life Inc	/s/ Serafina Palandech	CEO, Director
0001670254-20-000070	1	Shark Wheel, Inc.	Zack Fleishman	Chief Operating Officer
0001670254-20-000069	1	Skeptic Distillery Co.	Karl C Loepke	President
0001746059-20-000020	1	De Carolis Brothers Cyclists LLC	Luca De Carolis	Owner and CEO
0001670254-20-000065	1	Learn with ORION LLC	Christine Outram	Chief Executive Officer
0001670254-20-000064	1	Shark Wheel, Inc.	Zack Fleishman	Chief Operating Officer
0001670254-20-000061	1	Social Study Media LLC	Russell Greene	Founder and CEO
0001670254-20-000060	1	LAWRENCEVILLE PLASMA PHYSICS, INC.	Eric J. Lerner	President and Chief Scientist
0001665160-20-000048	1	WaterRR, Inc	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director
0001665160-20-000047	1	Rhino Hide LLC	Jason Giddings	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001780439-20-000003	1	Aviana Holdings Inc	Vanaja Vijaya Ragavan	President and CEO
0001799231-20-000001	1	HAZN, Inc	Elias Tobias	CEO
0001796532-20-000002	1	Edison Golf Co	Terry Koehler	Chairman
0001670254-20-000057	1	Subverse Inc.	Bill Ottman	CIO
0001792115-20-000001	1	Sprout CF Fund, Inc.	Joshua Carr	President
0001700943-20-000001	1	Plei, Inc.	/s/ Sebastian Duque	CEO, Director
0001670254-20-000055	1	SunState Laboratories, Inc.	David Shahan	Founder / CEO
0001746059-20-000019	1	M.R.R Rest LLC	Samson Romeo Regalli	Owner and CoFounder
0001791558-20-000007	1	Camino Kombucha Co.	Nohra Murad	Owner
0001791558-20-000006	1	Cissonius Corp	Karl Horn	Owner
0001791558-20-000005	1	Oakmont Barbeque Co LLC	Ken Shields	Owner
0001791558-20-000004	1	Work Hard Digital Services LLC	Jason Philips	Member
0001791558-20-000003	1	CE Communitas, LLC	Craig Cozza	Owner
0001791558-20-000002	1	K.B.I. LLC	Philip Knight	Owner
0001791558-20-000001	1	EME Squared LLC	Eric Earnest	Owner
0001746059-20-000018	1	Unlocal Beer Company, LLC	Andrew Jerry	Founder
0001746059-20-000017	1	IYLIA, LLC	Layla-Joy Williams	Founder & CEO
0001774858-20-000001	1	Project JAM INC.	Anthony Livadas	COO
0001670254-20-000053	1	CB Auto Group, Inc.	John A Perez	CEO & Chairman
0001670254-20-000050	1	Strengths, Inc.	Paul Allen	Founder and CEO
0001704205-20-000001	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001755767-20-000001	1	Cyber Consumer Club Corp	Al Mughairy by Sean Fuellhart POA	CEO
0001668287-20-000003	1	Actual Natural Health & Wellness Products, Inc.	Paul Lobel	CEO & President
0001736423-20-000005	1	Acciyo, Inc.	Anum Hussain	CEO & Director
0001748372-20-000002	1	Feast & Fettle, Inc.	Carlos Ventura	CEO
0001780439-20-000001	1	Kansas City Breweries Co LLC	Terri Louise Bricker	President
0001783580-20-000002	1	Ember Fund LLC	Alex Wang	Chief Executive Officer, Director
0001783580-20-000001	1	Ember Fund LLC	Alex Wang	Chief Executive Officer, Director
0001665160-20-000046	1	Metai Knights Media Inc	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000019	1	GIFTWITH Inc	Eshed Doni	CEO and Founder
0001784247-20-000002	1	DreamVentures Women & Minority Developers, LLC	John Whatley	President/CEO
0001670254-20-000021	1	Elite Amateur Fight League, Inc.	Jesse Nunez	Founder / Executive Producer, Marine Corps Veteran
0001670254-20-000026	1	Mammalz, PBC	Alexander Finden	Co-Founder, COO
0001670254-20-000036	1	California Kebab PB Restaurant LLC	Alex Pierson	Managing Member
0001670254-20-000039	1	Black Sands Entertainment Inc.	Manuel Godoy	CEO
0001670254-20-000041	1	Delsure Health Insurance Inc.	Abbas Bayat	Founder, CEO
0001670254-20-000046	1	Proper Good Inc	Christopher Jane	Founder & CEO
0001670254-20-000048	1	Neurohacker Collective, LLC	James Schmachtenberger	CEO
0001796828-20-000002	1	3204 Lyons Avenue LLC	Chris Senegal	President/CEO
0001670254-20-000016	1	eCarra, LLC	Rock Robinson	CEO
0001670254-20-000014	1	The Greatest Adventures On Earth, LLC	Daryn Hillhouse	Co-Founder & CEO
0001669191-20-000017	1	AwayZone, Inc.	LaToya Johnson	Principal Executive Officer
0001746059-20-000016	1	Amazing Pizza LLC	Jacqueline Field	Owner and Founder
0001665160-20-000045	1	Parallel Flight Technologies, Inc.	Joshua Resnick	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000044	1	PlantSnap, Inc.	Eric Ralls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001668287-20-000002	1	Hospitality Innovated, LLC	Yannis Moati	CEO
0001668287-20-000001	1	Actual Natural Health & Wellness Products, Inc.	Paul Lobel	CEO
0001665160-20-000043	1	Atlis Motor Vehicle Inc.	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000014	1	AwayZone, Inc.	LaToya Johnson	Principal Executive Officer
0001798823-20-000001	1	Wine Collective, LLC	Enrique Pallares	Co-Owner
0001793868-20-000001	1	Porky's LLC	Nicholas Weiss	Co-Owner
0001792930-20-000001	1	Padlist, Inc.	Blake Van Leer	Chief Executive Officer
0001800155-20-000001	1	Sits N Wiggles Dog Daycare N Training, LLC	Valarie Ross	Co-Owner
0001581437-20-000001	1	DIGITAL DREAM LABS, LLC	H. Jacob Hanchar	Chief Executive Officer
0001788657-20-000001	1	Flowh, Inc.	Eric Darst	CEO
0001791747-20-000001	1	Oomi Inc.	/s/ Obi Onyejekwe	CEO
0001746059-20-000015	1	Tempo, LLC	Javier Solis	Owner and CoFounder
0001746059-20-000014	1	4210 Charlotte Partners, LLC	Louisa Green	Owner and Founder
0001746059-20-000012	1	TB Duvall, LLC	Tayo Bailey-Duvall	Owner and Founder
0001746059-20-000010	1	Naked River Brewing Co LLC	Robert Raulston	Owner and Founder
0001746059-20-000009	1	Chivanada, LLC	Daniel Yarzagaray	Owner and CoFounder
0001798376-20-000001	1	Sharswood 1CF,LLC	Gregory Reaves	Co-manager of manager, Sharswood 1 SPNSRS,LLC
0001746059-20-000008	1	TheTeSpa LLC	Alexis Jones	Founder & CEO
0001792640-20-000001	1	Flowerbee Group, Inc	Jonathan Macri by Sean Fuellhart POA	CEO
0001746059-20-000007	1	Motherboard, Inc.	Albert Harlow	Owner and Founder
0001706937-20-000009	1	WhereBy.Us Enterprises, Inc	Christopher Sopher	CEO, President, Director
0001665160-20-000041	1	StorEn Technologies Inc.	Carlo Brovero	CEO, President, Chief Executive Officer, Treasurer, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000040	1	StorEn Technologies	Carlo Brovero	CEO, President, Chief Executive Officer, Treasurer, Principal Financial Officer and Principal Accounting Officer
