ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001828173-22-000005	1	Verge Brewing LLC	Pete Bender	Owner Manager
0001929197-22-000005	1	Eden Fresh Network, LLC	Mark Pawliw	Managing Partner
0001929197-22-000004	1	Jossi's Kitchen & Shop Inc.	Josette Paz De Rivera	President
0001929197-22-000003	1	FJD Partners, LLC	Joshua Rinier	Co-Owner
0001911121-22-000003	1	Free For All Bitcoin Mining Fund LLC	Shannon Robnett	Manager of Manager of Issuer
0001652564-22-000006	1	Gourmet Renee, LLC	Paul H Miller	Owner, Managing Member
0001929197-22-000002	1	Happy Cows Group Share, LLC	Diana Siemer	President
0001831180-22-000003	1	Quesadilla Gorilla, Inc	Miguel Reyes	CEO
0001665160-22-001754	1	Jetoptera, Inc.	Andrei T. Evulet	President, CEO, CTO, Director
0001919337-22-000003	1	Innovative Recordings LLC	Charles Garris	President & Founder
0001777476-22-000001	1	Mighty Quinn's Holdings LLC	Micha Magid	Co-Founder, Co-CEO
0001665160-22-001751	1	StarchTek Corp.	John Danny Dubuk	CEO, CFO, Director, President
0001924283-22-000002	1	Triune Solutions LLC	Teresa Ann Gilchrist	President/CEO
0001929197-22-000001	1	Happy Cows Group Share, LLC	Diana Siemer	President
0001665160-22-001750	1	TomBot, Inc	Thomas Edward Stevens	CEO
0001670254-22-000643	1	Here Today Brewing, LLC	Chris Elford	Founder & CEO
0001669191-22-000625	1	Smoove Xperience, Inc.	Gregory  Duffell	Principal Executive Officer
0001719122-22-000004	1	Halo Lifestyle LLC	Anshuman Vohra	Founder & CEO
0001665160-22-001748	1	YouSolar, Inc.	Arnold Leitner	CEO, Principal Executive Officer and Director, Principal Financial Officer
0001746059-22-000225	1	Calyxeum, LLC	Rebecca Colette	Owner and CEO
0001746059-22-000224	1	QUAS LLC	Wardell Glass	Owner and Founder
0001669191-22-000623	1	Nebulai Corp	Luis  Rios	Principal Executive Officer
0001790674-22-000004	1	Delee Corp	Liza Paola Velarde Calvillo	Chief Executive Officer
0001669191-22-000621	1	Northstar Technologies Group, Inc.	Paul Inglese	Principal Executive Officer
0001878632-22-000002	1	nVIAsoft Corp	Bernard Garcia	Founder and CEO
0001868902-22-000003	1	Flashpub, Inc	Nathan S Jacobs	CEO
0001665160-22-001746	1	SAM of USA Corp.	Waclaw Stevnert	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000223	1	Stonehedge PBC	Richard Lane	Owner and CoFounder
0001746059-22-000222	1	Pawtopia Suites, LLC	Richard Littzi	Owner and Founder
0001746059-22-000221	1	LAX Food Hall, LLC	Zachary Switzer	Owner and Founder
0001746059-22-000220	1	Mulligans Golf Inc	Bruce Baird	Owner and CEO
0001746059-22-000219	1	Cozzi Family Farm Market, Inc	Alicia Micozzi	Owner and Founder
0001746059-22-000218	1	Greenjeans Farms LLC	Julie Beauchemin	Owner and Founder
0001746059-22-000217	1	Queens Head, LLC	Daniel Bund	Owner and Founder
0001746059-22-000216	1	WeHa Brewing Co LLC	Cody McCormack	Owner and Founder
0001665160-22-001744	1	Pyrotree Inc.	Christopher Dellolio	CEO
0001932075-22-000001	1	Irie Diner LLLP	Peter Jackson	President
0001670254-22-000640	1	EKCHAT, Inc.	Ali Salamat	CEO
0001917616-22-000002	1	Helios Life Enterprises, Inc.	Sean Austin	Chief Executive Officer
0001670254-22-000638	1	iAssay, Inc.	Lonnie Adelman	CEO
0001746059-22-000215	1	Stonehedge PBC	Richard Lane	Owner and CoFounder
0001670254-22-000635	1	ZiphyCare LLC	Rada Sumareva	CEO
0001665160-22-001741	1	Fisher Wallace Laboratories, Inc.	Kelly Roman	CEO and Director
0001665160-22-001740	1	Green Ninja	Eugene Cordero	CEO and Director
0001746059-22-000214	1	West Coast Confection LLC	Christopher Greene	Owner and CoFounder
0001828173-22-000004	1	Verge Brewing LLC	Pete Bender	Owner Manager
0001670254-22-000634	1	Artificial General Intelligence Inc.	Kyrtin Atreides	Operations Chief, Scientist, Founder
0001670254-22-000633	1	Calculated Development LLC	Jason Brents	CEO
0001830789-22-000003	1	Soil Connect Services, Inc.	Cliff Fetner	Founder/CEO
0001828173-22-000002	1	Verge Brewing LLC	Pete Bender	Owner Manager
0001929442-22-000005	1	September Trees LLC (D.B.A Rize plus Rest Cafe)	Randall Matthews	Founder, Owner
0001670254-22-000631	1	Bracketology.tv, Inc.	Jonah Fialkow	CEO
0001746059-22-000213	1	Poppytots LLC	Tracy Pointer	Owner and Founder
0001917616-22-000001	1	Helios Life Enterprises, Inc.	Sean Austin	Chief Executive Officer
0001665160-22-001739	1	Hexanika, Inc.	Yogesh Pandit	CEO and Chairman of the Board
0001747795-22-000003	1	Lavabit, LLC	/s/Ladar Levison	Founder & CEO
0001747795-22-000001	1	Lavabit, LLC	/s/Ladar Levison	Founder & CEO
0001669191-22-000619	1	Smoove Xperience, Inc.	Gregory  Duffell	Principal Executive Officer
0001929207-22-000003	1	Diamond Bakery Holdings	Douglas Weinstein	Treasurer
0001665160-22-001738	1	Audea Inc.	Douglas Kihm	CEO
0001819905-22-000001	1	Portland Plant Foods, Inc.	Keith Kullberg	President
0001760986-22-000002	1	TOAST HOLDINGS, INC.	Punit Seth	Chief Executive Officer
0001719122-22-000001	1	Halo Lifestyle LLC	Anshuman Vohra	Founder & CEO
0001665160-22-001737	1	Parkway Autonomous Inc.	Alexander Stefman	CEO, President, Principal Executive Officer, Director, and Principal Accounting Officer
0001742162-22-000001	1	Consumer Cooperative Group Inc	Tanen Andrews	Founder/CEO
0001925912-22-000002	1	WeLa Lao LLC	Suzanne Phengsy	President
0001875534-22-000003	1	4BIDDENKNOWLEDGE, INC.	Billy Carson by Sean Fuellhart POA	CEO
0001746059-22-000212	1	Commongrounds Cooperative	Katherine Redman	Program Director
0001924883-22-000003	1	Israeli Prepaid LLC	Uri Goldenberg	CEO
0001669191-22-000617	1	SORSOAP LLC	David  Restiano	Principal Executive Officer
0001930889-22-000001	1	TrialSite Inc.	Daniel O'Connor	Director and Officer
0001805273-22-000001	1	Sagelink Inc.	Pranav Sachdev	Chief Executive Officer
0001031744-22-000002	1	WORLD WIRELESS COMMUNICATIONS INC	Frank I. Igwealor by Sean Fuellhart POA	President
0001665160-22-001735	1	Waverly Labs Inc.	George Andrew Ochoa	Chief Executive Officer, Director, Chairman
0001670254-22-000628	1	KYLE Album, LLC	Miles Carroll	COO
0001844988-22-000004	1	Nav.it, Inc.	Erin Papworth	Chief Executive Officer
0001665160-22-001733	1	Reaper Robs, Inc.	Scott George	CEO
0001665160-22-001730	1	Speranza Therapeutics, Inc.	Sal Rafanelli	President and CEO
0001665160-22-001727	1	CAREMINDr Corporation	Harry Soza	President, CEO and Director
0001917958-22-000006	1	Sacred Skin Care Clinic Inc	Kelly Brown	President
0001917958-22-000005	1	Mihalko Medical LLC	Rosemary Mihalko	President
0001917958-22-000004	1	CNB Inc \ ID	Daniel Rockrohr	Co-Owner
0001669191-22-000615	1	Rialto Trading Holdings LLC	Shari Noonan	Principal Executive Officer
0001669191-22-000613	1	Petzey Technology, Inc.	Mike Ortega	Principal Executive Officer
0001665160-22-001725	1	Prisma Imaging, Inc.	Michael Silver	CEO and Board Member
0001746059-22-000211	1	B-side the Tracks Brewing Co.	Thomas Johnson	Owner and CoFounder
0001931256-22-000003	1	Renovare Development, LLC	Jill Ferrari	Managing partner
0001665160-22-001723	1	Project Overlord Systems Inc.	Michael Fischer	CEO and Principal Financial Officer
0001665160-22-001722	1	Pitch Aeronautics Inc.	David Bennett	CEO, Director
0001931256-22-000002	1	Purpose8 Real Estate, LLC	Brinda Devine	Manager
0001929207-22-000001	1	Diamond Bakery Holdings	Douglas Weinstein	Treasurer
0001665160-22-001720	1	Sapient X	David Colleen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000627	1	Vironix Health Inc.	Sumanth Swaminathan, PhD	CoFounder & CEO
0001670254-22-000624	1	Squad Technologies LLC	Chris Putsch	Founder, CEO
0001670254-22-000625	1	Doofus Corporation	Jacques Fourie	President and Chief Executive Officer
0001665160-22-001718	1	Daxbot Inc.	Jason Richards	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001716	1	SapientX Inc.	David Colleen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001715	1	SapientX Inc.	David Colleen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001714	1	SapientX Inc.	David Colleen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000623	1	Vampr Inc.	Josh Simons	Chief Executive Officer
0001644600-22-000092	1	H2 Energy Group Inc	Christopher Headrick	Founder, Executive Chairman, and Chief Technology Officer
0001905263-22-000001	1	Ludus, LLC	Zachary Collins	Chief Executive Officer
0001884488-22-000003	1	SDC Montego Bay HMT, LLC	Charles Schaffer	President
0001871262-22-000004	1	SDC Flamingo Bay MV, LLC	Charles Schaffer	President
0001926643-22-000001	1	Rebuff Corp.	Joe Sciacchetano	Founder & CEO
0001665160-22-001712	1	Campus Protein, Inc.	Russell Saks	CEO and Director
0001669191-22-000611	1	KMX Technologies, LLC	Zachary Sadow	Principal Executive Officer
0001669191-22-000609	1	Deskless Workers Inc.	David Young	Principal Executive Officer
0001669191-22-000607	1	Eco Allies Inc.	John Honour	Principal Executive Officer
0001669191-22-000606	1	Demand Derivatives Corp.	Robert Krause	Principal Executive Officer
0001669191-22-000605	1	Cust Corp.	Manuel Teixeira	Principal Executive Officer
0001665160-22-001710	1	Cocktail Squad, Inc.	Lauren Maggio	CEO, President, and Director
0001931256-22-000001	1	Purpose8 Real Estate, LLC	Brinda Devine	Manager
0001665160-22-001708	1	TA Fintech Inc.	Jon Stone	CEO, Secretary, Director, Treasurer and Founder
0001665160-22-001707	1	Quri Vodka Inc.	Jonathan Tourgee	CEO
0001925986-22-000010	1	HOUSING OPPORTUNITIES FUND, LP	THOMAS ELLIOTT	Managing Member
0001746059-22-000210	1	Moxi On The Rocks LLC	Tomas Nenortas	Owner and Founder
0001746059-22-000209	1	Moxi On The Rocks LLC	Tomas Nenortas	Owner and Founder
0001746059-22-000208	1	James Holdings LLC	Debonette Wyatt	Owner and Founder
0001884488-22-000002	1	SDC Montego Bay HMT, LLC	Charles Schaffer	President
0001665160-22-001705	1	Scinovia Corp.	James Bradley Sund, Sr.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001871262-22-000003	1	SDC Flamingo Bay MV, LLC	Charles Schaffer	President
0001917974-22-000001	1	CAVU Benefit Corp	Christopher Sims	President
0001096906-22-001284	1	VUE Corp.	/s/ Jill Dempsey	CEO
0001669191-22-000600	1	Loverly, Inc.	Kellee Khalil	Principal Executive Officer
0001669191-22-000599	1	Kazoo LLC	Peter  Goodman	Principal Executive Officer
0001669191-22-000598	1	Gobekli Inc.	Daniel Done	Principal Executive Officer
0001930516-22-000001	1	Manhattan Brewing Company, LLC	Garrett Paulman	Manager
0001746059-22-000207	1	TEXAS CATRINAS GROUP, LLC	Eddie Brhellan	Owner and CoFounder
0001926779-22-000001	1	Bold Pickin's LLC	Lauryn Swanger	Co-Owner
0001670254-22-000619	1	PANGEA Movement USA LLC	Marcos Bulacio	CEO and Co-Founder
0001670254-22-000621	1	OneDoor Studios Entertainment Properties LLC Series Calculated Sequels	Jason Brents	President  COO
0001670254-22-000616	1	Sensate Inc.	Anna Gudmundson	CEO & Co-founder
0001926303-22-000001	1	MadeInUSA.com LLC	Don Buckner	Founder/CEO
0001670254-22-000617	1	JMSquared, PBC	Mason Arnold	Chief Dogxecutive Officer
0001104659-22-064765	1	Ei. Ventures, Inc.	/s/ David Niksad	Chief Executive Officer
0001746059-22-000206	1	Ace Realty Development, LLC	Ryan Baker	Owner and CEO
0001746059-22-000205	1	Kava Garden, Inc.	Billy Joseph Darr	President
0001746059-22-000204	1	True East Leaf, LLC	Kayley Stasiewski	Owner and CoFounder
0001746059-22-000203	1	DMDirt, LLC	Christopher Place	Owner and Founder
0001929443-22-000001	1	Needfire LLC	Minta Carlson	Managing Member
0001665160-22-001703	1	TA Fintech Inc.	Jon Stone	President, CEO, Secretary, Treasurer and Founder
0001784242-22-000002	1	Humphry Slocombe Group, Inc	Jina Osumi	President
0001670254-22-000613	1	Smile Technologies Corporation	Melissa Mullen	CEO & Founder
0001911232-22-000003	1	Poppy Bagels LLC	Reesa Kashuk	Owner
0001670254-22-000611	1	Mileberry Inc	Roman Novozhenov	CEO
0001665160-22-001701	1	Revolution MD, Inc	Josh Kimmel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000609	1	Eskuad, Inc.	Max Echeverria	Founder & CEO
0001911232-22-000004	1	Poppy Bagels LLC	Reesa Kashuk	Owner
0001889396-22-000001	1	Fuseology Creative, LLC	Michael Paul	Owner
0001858218-22-000002	1	Kai's Kookies, LLC	Taneka M. Walker	CEO
0001858218-22-000001	1	Kai's Kookies, LLC	Taneka M. Walker	CEO
0001517990-22-000004	1	BlaqClouds Inc	Troy Davis	President
0001923348-22-000006	1	MultiVest Limited Partnership	Christopher Sanders	Manager of MV Management, LLC, the General Manager and Class M Member
0001923348-22-000005	1	MultiVest Limited Partnership	Christopher Sanders	Manager of MV Management, LLC, the General Manager and Class M Member
0001665160-22-001699	1	Ossa Collective Inc	Marla Isackson	CEO, President, Secretary, and Treasurer
0001665160-22-001696	1	Honeydrop INC	Andrew M Lorig	CEO
0001665160-22-001693	1	MentalHappy Inc.	Tamar Lucien Blue	CEO and Director
0001872965-22-000001	1	Cascade Cultures, LLC	Paul Trendler	Co-Owner
0001872965-22-000003	1	Cascade Cultures, LLC	Paul Trendler	Co-Owner
0001665160-22-001691	1	SMARTfit Inc.	Cathi Lamberti	Chief Executive Officer, Chairperson of the board of directors, and founder of SMARTfit
0001905865-22-000001	1	Gurucan Inc	Timur Chernenko	President, CEO, Secretary and Sole Director
0001675390-22-000003	1	OneName Global, Inc.	Christopher J. Kramer	Chief Executive Officer
0001746059-22-000202	1	GreenHouse Cannabis Group Inc.	Joseph Price	Owner and Founder
0001748804-22-000002	1	Cookie Department, Inc.	Akiva Resnikoff	CEO
0001669191-22-000593	1	CMN, INC.	Mark Bradley	Principal Executive Officer
0001823771-22-000004	1	Grove Biomedical LLC	Joseph Rosenberg	Chief Executive Officer, President
0001823771-22-000003	1	Grove Biomedical LLC	Joseph Rosenberg	Chief Executive Officer, President
0001923446-22-000001	1	Blending Lab, Inc	Magdalena Wojcik	COO
0001665160-22-001689	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001926107-22-000001	1	Solas Aerial Services LLC	Aaron Counts	Member/Manager
0001670254-22-000607	1	Gothic Gin, Inc.	Chris Klug	CEO
0001747584-22-000020	1	CGB Green Liberty Notes LLC	Bryan Garcia	Duly Authorized
0001670254-22-000605	1	MINWO Inc.	Melanie Akwule	Founder & CEO
0001670254-22-000600	1	Almond Finance Corporation	Vijay Krishnan	Cofounder & Co-CEO
0001670254-22-000604	1	Tabula Rasa Co	Jake Howland	Founder + CEO
0001665160-22-001688	1	Einstok Beer Company	David R. Altshuler	CEO, CFO, and Chairman of the Board of Directors
0001670254-22-000602	1	New Majority Capital Management LLC	Havell Rodrigues	Founding Partner
0001807812-22-000001	1	Livie & Luca, LLC	Amie Garcia	Co-Owner
0001665160-22-001685	1	TargaZyme, Inc	Lynnet Koh	Executive Chairman and CEO
0001665160-22-001683	1	Localvore, Inc.	Daniel White	Co-founder, CEO and Director
0001852231-22-000001	1	Driven Technologies, Inc	Jason Smith	Chief Executive Officer
0001665160-22-001681	1	Karla and Co, Inc.	Karla Butvidas	CEO, Board Member
0001665160-22-001679	1	Legal Graffiti Inc.	Cara Bucciferro	Founder, CEO, President and Director
0001669191-22-000590	1	Loverly, Inc.	Kellee Khalil	Principal Executive Officer
0001669191-22-000586	1	Avadain, Inc.	Bradley Larschan	Principal Executive Officer
0001665160-22-001677	1	Honeyfund.com, Inc.	Sara Margulis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000201	1	Bay Remedies Inc	Paul Walker	CFO
0001920988-22-000001	1	Faraday Labs Inc	Arthur Menard de Calenge	Chief Executive Officer
0001879667-22-000004	1	Sticky Fingers Sweets & Eats, Inc.	Doron Petersan	President & Owner
0001879667-22-000003	1	CFO Services Group, Inc.	Manuel Cosme	President & CEO
0001917773-22-000005	1	Sea N Soul Inc	John Kozlowski	CEO
0001883302-22-000001	1	Sticky Fingers Sweets & Eats, Inc.	Doron Petersan	President & Owner
0001669191-22-000582	1	Sazi Foods, LLC	Lisa Newmann	Principal Executive Officer
0001783580-22-000006	1	Ember Fund, Inc	Alex Wang	Chief Executive Officer
0001847831-22-000002	1	Rule G Brewing Company, LLC	Ralph Rapa	President
0001670254-22-000598	1	Laminar Scientific Inc.	Narayan Iyer	Founder and CEO
0001670254-22-000596	1	Phenomena Learning, Inc.	Jared Schiffman	Founder & CEO
0001670254-22-000594	1	HydroArt, Inc.	Richard Pate	Founder & CEO
0001644600-22-000089	1	H2 Energy Group Inc	Christopher Headrick	Founder, Executive Chairman, and Chief Technology Officer
0001914734-22-000004	1	Block Forms, Inc.	Tanya Vucetic	President & CEO
0001644600-22-000088	1	SafeRx Pharmaceuticals Inc.	Michael Presti	President, Chief Executive Officer, and Secretary
0001665160-22-001675	1	Iconic Motorbikes, Inc	Thomas A. Tromp	CEO and Director
0001855340-22-000002	1	La Borra Cafe Inc	Leon Reffreger	Chief Executive Officer
0001665160-22-001674	1	Phormed Inc	Ben Chang	President, CEO, CFO, Director
0001868907-22-000001	1	Ivee NEVP, Inc.	Alex Giannikoulis	Chief Executive Officer
0001879667-22-000002	1	CFO Services Group, Inc.	Manuel Cosme	President & CEO
0001929169-22-000001	1	Kalu Seasoning Blends Ltd Liability Co	Natalia Kalloo	Owner
0001903596-22-000338	1	NW Tech Capital, Inc.	/s/ Cedric Yengo	President and Chief Executive Officer
0001669191-22-000580	1	Sazi Foods, LLC	Lisa Newmann	Principal Executive Officer
0001644600-22-000085	1	SafeRx Pharmaceuticals Inc.	Michael Presti	President, Chief Executive Officer, and Secretary
0001746059-22-000200	1	Lil Mama's Chicago Style Hoagy, LLC	Tiffany Pauldon	Owner and Founder
0001746059-22-000199	1	Good Beer LLC.	Eric Flanagan	Owner and Founder
0001746059-22-000198	1	Big C Waffles, LLC	Carl Richardson	Owner and Founder
0001746059-22-000197	1	Two Trees Roastery, LLC	Christian Taggart	Owner and CoFounder
0001928129-22-000002	1	Arable Brewing Co LLC	Cameron Wells	Chief Executive Officer
0001925912-22-000001	1	WeLa Lao LLC	Suzanne Phengsy	President
0001665160-22-001672	1	Fisher Wallace Laboratories Inc.	Kelly Roman	CEO and Director
0001665160-22-001670	1	Trade Signal, Inc.	Peter Griscom	CEO and Director
0001670254-22-000592	1	Minnesota Soccer Holdings, PBC	Andrea Yoch	President and Co-Founder
0001670254-22-000593	1	Luxury Camping Inc.	Robert Frisch	Co-Founder and CEO
0001922949-22-000004	1	DELTA HOUSING 30X LLC	Kurt Chen	Manager
0001670254-22-000590	1	Vegpal Inc	Dahlia Eisenberg	Founder, CEO
0001665160-22-001668	1	TA Fintech Inc.	Jon Stone	President, CEO, Secretary, Treasurer and Founder
0001421744-22-000002	1	Cytonics Corp	Gaetano Scuderi	Founder & Chairman of the Board
0001670254-22-000588	1	Rainshine Global Inc.	Kishore Mirchandani	CFO
0001670254-22-000586	1	Vuba Corp	Peter Muller	CTO
0001669191-22-000578	1	Northstar Technologies Group, Inc.	Paul Inglese	Principal Executive Officer
0001670254-22-000585	1	LiquidPiston, Inc.	Alexander Shkolnik	CEO
0001808907-22-000004	1	Drink Monday Inc.	Chris	Boyd
0001669191-22-000576	1	Immortal Data Incorporated	Dale Amon	Principal Executive Officer
0001670254-22-000583	1	Klinic, Inc.	Avish Bhama	Founder, CEO at Klinic
0001665160-22-001666	1	EPR-Technologies, Inc.	Lyn Yaffe, M.D.	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000580	1	Peachy, Inc.	John Malele	Co-Founder / President
0001929145-22-000001	1	Hire Runner Co	Arlan Hamilton	CEO
0001554477-22-000001	1	Thuzio, Inc.	Jared Augustine	Founder, CEO, Principal executive officer, Principal financial officer, Controller, Principal accounting officer
0001665160-22-001663	1	G3C Technologies Corporation	Vitaly Khusidman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001917699-22-000021	1	NATIVE SAN & COMPANY, LLC	Chief :Meskwaki-Yavapai: El	Chief Securities Officer
0001903596-22-000309	1	Nano Mobile Healthcare, Inc.	/s/ Frank I Igwealor	President and Chief Executive Officer
0001724714-22-000002	1	Gryphon Online Safety, Inc.	John Wu	Chief Executive Officer
0001665160-22-001665	1	Green Ninja	Eugene Cordero	CEO and Director
0001917116-22-000008	1	Mobeauty Supply Vending	Maureen Washington	President
0001669191-22-000573	1	Gobekli Inc.	Daniel Done	Principal Executive Officer
0001883555-22-000001	1	420 Hotels Inc	Chris Chiari	Chief Executive Officer
0001903596-22-000299	1	NW Tech Capital, Inc.	/s/ Cedric Yengo	President and Chief Executive Officer
0001746059-22-000196	1	Hot Dog Box Inc	Bobby McAfee-Leason	Owner and Founder
0001805056-22-000006	1	NanoVMs, Inc.	Ian Eyberg	CEO
0001917116-22-000007	1	Tank Glass LLC	Justin Lyle	Co-Owner
0001670254-22-000579	1	Sonatafy Technology, LLC	Steve Taplin	Co-Founder, CEO
0001917116-22-000006	1	Forking Vegan LLC	Stephanie Herrera	President
0001665160-22-001661	1	Honeyfund.com, Inc.	Sara Margulis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001658	1	Flying Ship Technologies, Corp.	William C. Peterson	CEO and Director
0001928181-22-000002	1	Krisspi Technologies, Inc.	Derrick Butler	Founder and CEO
0001868109-22-000001	1	BioLight, Inc.	Michael Belkowski	Chief Executive Officer
0001847831-22-000001	1	Rule G Brewing Company, LLC	Ralph Rapa	President
0001644600-22-000083	1	Tropical Weather Analytics, Inc.	Ilya Schiller	President
0001670254-22-000575	1	Ghost Town Oats, Inc.	Josh Rudolf	Co-Founder
0001670254-22-000577	1	Arqlite SPC	Patrick Casey	Director of Finance & Project Management
0001665160-22-001656	1	Whooshh Innovations Inc.	Vincent Bryan III	CEO, Principal Executive Officer and Director
0001670254-22-000574	1	Arqlite SPC	Patrick Casey	Director of Finance & Project Management
0001866645-22-000003	1	Waku Inc	Juan Giraldo	CEO & Director
0001670254-22-000578	1	Arqlite SPC	Patrick Casey	Director of Finance & Project Management
0001722969-22-000004	1	Atlis Motor Vehicles Inc	Apoorv Dwivedi	Chief Financial Officer
0001746059-22-000195	1	Social LLC	Daniel Blethen	Owner and CEO
0001746059-22-000194	1	Granite Coast Brewing Co Inc	Jeffrey Marquis	Owner and President
0001746059-22-000193	1	PATOIS LLC	Sharon Russell	Owner and CoFounder
0001746059-22-000192	1	Waldscraft LLC	Stacey Waldspurger	Owner and Founder
0001517990-22-000003	1	BlaqClouds Inc	Troy Davis	President
0001669191-22-000571	1	Into The Box Inc.	Chris Wartko	Principal Executive Officer
0001669191-22-000570	1	Targeted Shopping Solutions, Inc.	James Mulford	Principal Executive Officer
0001805056-22-000005	1	NanoVMs, Inc.	Ian Eyberg	CEO
0001665160-22-001653	1	BELLA RIO CONSULTING, INC	Isabelle Roiniotis	President, Director
0001665160-22-001652	1	Flash Scientific Technology Inc.	Jason Deese	CEO, Principal Executive Officer and Director
0001917891-22-000006	1	Tubbys Taste LLC	Danielle Tubbs	President
0001917891-22-000005	1	Noble Pies LLC	Leslie Noble	President
0001917891-22-000004	1	Ebony & Ivory Brewing Co LLC	Eugene Dupas Jr.	Co-Owner
0001917891-22-000003	1	OTPL LLC	Morey Highbarger	President
0001917891-22-000002	1	Bae Bae's Kitchen LLC	Edward Lai	President
0001914960-22-000002	1	Victor Energy LLC	Michael W. Wellet, Jr.	Chief Executive Officer
0001926429-22-000003	1	Rule G Brewing Company, LLC	Ralph Rapa	President
0001926429-22-000002	1	Rule G Brewing Company, LLC	Ralph Rapa	President
0001926429-22-000001	1	Henna Sooq, LLC	Dawn Carryl	President
0001928052-22-000001	1	Loon's Landing Brewery, LLC	Amy Johnson	President
0001911560-22-000007	1	Team Seneca Investors, LLC	Bryan Price	Managing Member
0001836525-22-000003	1	DJ Screw Doc LLC	Joseph Paul Litzinger	Manager
0001836525-22-000002	1	DJ Screw Doc LLC	Joseph Paul Litzinger	Manager
0001665160-22-001650	1	JeGo technologies, Inc.	Frederick Akpoghene	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001649	1	Krueger Outdoor, Inc.	Tim Krueger	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001683168-22-003529	1	Cao Pharmaceuticals Inc.15	Zhisong Cao	CEO
0001665160-22-001651	1	APPARENT ENERGY, INC	William Patridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000572	1	Calm Company Fund LLC	Tyler Tringas	General Partner
0001670254-22-000569	1	HAPPYPILLAR INC.	Samantha Gardner	CEO and co-founder at Happypillar
0001665160-22-001648	1	MentalHappy Inc	Tamar Lucien Blue	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000191	1	Chingu, LLC	David Son	Owner and CoFounder
0001017386-22-000234	1	Longwen Group Corp.	/s/ Xizhen Ye	CEO/CFO
0001670254-22-000567	1	Emission Free Generators, Inc.	Mark Collins	Co-CEO
0001746059-22-000190	1	Cozzi Family Farm Market, Inc	Alicia Micozzi	Owner and Founder
0001665160-22-001647	1	Hailios Inc.	Lucas Schiff	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-22-001646	1	Lindora Wellness, Inc.	John Tangredi	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer
0001913453-22-000004	1	Roxi Fantasy Gaming LLC	Daniel Pitluk	CEO
0001927762-22-000003	1	Krisspi Inc.	Derrick Butler	Founder and CEO
0001898056-22-000001	1	MINNA Goods LLC	Sara Berks	CEO
0001665160-22-001645	1	Blazing Bits Inc.	Eric Robichaud	CEO
0001517990-22-000001	1	BlaqClouds Inc	Troy Davis	President
0001746397-22-000003	1	Clean Bite, LLC	John H Gallagher Jr	Managing Director
0001665160-22-001643	1	PurposeEnergy, Inc.	Eric Fitch	CEO, President, Treasurer, Secretary, and Director
0001924883-22-000002	1	Israeli Prepaid LLC	Uri Goldenberg	CEO
0001665160-22-001641	1	Unmanned Systems Operations Group, Inc.	Pharns Genece	CEO, President and Founder
0001923441-22-000002	1	Cape Cod Cellars Inc.	Tim Cooney	President and CEO
0001926659-22-000001	1	Red Flags Brewing Co LLC	Kadin Loehr	President
0001665160-22-001639	1	Aperio Genetics Inc.	Ali Radfar	CEO, CSO, and Director
0001669191-22-000567	1	Sazi Foods, LLC	Lisa Newmann	Principal Executive Officer
0001669191-22-000564	1	iatrixAir, Inc.	Joseph (Marc) McConnaughey	Principal Executive Officer
0001783580-22-000005	1	Ember Fund, Inc	Alex Wang	Chief Executive Officer
0001670254-22-000566	1	Bee Mortgage App, Inc.	Curtis Wood	Co-founder & CEO
0001670254-22-000564	1	Bee Mortgage App, Inc.	Curtis Wood	Co-founder & CEO
0001017386-22-000229	1	Longwen Group Corp.	/s/ Xizhen Ye	Chief Executive Officer / Chief Financial Officer
