ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001879724-21-000004	1	Capsll, Inc	SAMIM SYED	COO
0001746059-21-000441	1	BMORE ICE, LLC	Jennifer Nicholas	Owner
0001746059-21-000440	1	Zaahh, Inc.	Alexander Corsini	Founder and CEO
0001665160-21-001624	1	Lolaark Vision Inc.	Emanuel Papadakis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000439	1	PC Coffee Bar LLC	Daniel Suh	Owner and CoFounder
0001665160-21-001623	1	Cheers Health, Inc.	Brooks Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001622	1	Big Derby Distilling Company	Jason Parker	President/Secretary
0001851089-21-000005	1	Joolez Inc.	/s/ Yuri Iskhakov	Chief Executive Officer, Secretary, and Treasurer
0001665160-21-001620	1	Mountain West Cider Company, Inc.	Jeffrey C. Carleton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001796412-21-000007	1	Golden Cacao Corp	John Vogel	CEO and Director
0001830365-21-000004	1	VerseBooks Inc.	DELENCE A. SHEARES SR. By Sean Fuellhart POA	Chairman
0001827424-21-000006	1	C3 Capital, Inc.	Martin Gallon	CEO and Director
0001669191-21-000875	1	Canine Life Sciences Inc	Jeff Sutherland	Principal Executive Officer
0001670254-21-001018	1	HUGS International Corporation	Carl Dumesle	Co-Founder & CEO
0001665160-21-001619	1	Eyedaptic, Inc.	Jay Cormier	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001618	1	PyroTree Inc	Christopher Dell'Olio	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001617	1	Golden Coast Mead, Inc.	Andrew Maffey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000438	1	Anderby Brewing, LLC	Michael Smelt	Owner and Founder
0001665160-21-001615	1	Yubi Health, Inc.	Rahul Goyal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001754776-21-000005	1	Two Spirit LLC	Rob Garrett Smith	CEO
0001860056-21-000002	1	Inahsi LLC	Rhonda Marshall	Manager and Chief Executive Officer
0001670254-21-001016	1	StaySafe Concrete Products Inc.	Kyle Meyer	CEO
0001804624-21-000004	1	MONKEY WRENCH BREWING COMPANY, LLC	Wayne Baxter	Owner
0001804624-21-000002	1	MONKEY WRENCH BREWING COMPANY, LLC	Wayne Baxter	Owner
0001669191-21-000873	1	Canine Life Sciences Inc	Jeff Sutherland	Principal Executive Officer
0001746059-21-000437	1	Love of Honey LLC	George Hatchell	Owner and Founder
0001665160-21-001612	1	Cannabox, Inc.	Michael Berk	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001611	1	Obvious Wines LLC	Brice Baillie	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-001014	1	Four Screens Production Inc.	Messiah Jacobs	Founder & CEO
0001643014-21-000007	1	Baby Barista Company, Inc	Cara Armstrong	CEO
0001665160-21-001609	1	COMSERO, INC.	Anthony Franco	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001608	1	Acre Mezcal Holdings Corp.	Jordan Haddad	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001605	1	BlueSky Energy US Inc.	Lyle Gold	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-001012	1	Aussie Soles Global Corp	Craig Taplin	Director & Founder
0001670254-21-001011	1	Artificial General Intelligence Inc.	David J Kelley	Lead Scientist, Polymath, Founder
0001665160-21-001604	1	California Tacos, Inc.	Robert Reynolds	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer
0001665160-21-001602	1	Galexahomes, Inc.	Chuck Ardezzone	CEO/Director
0001669191-21-000867	1	Launchspace Technologies Corporation	John Bauman	Principal Executive Officer
0001665160-21-001597	1	DELEE CORP.	Liza Velarde	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-001010	1	Woofy, Inc.	Arjun Rai	Founder + CEO
0001669191-21-000863	1	VUniverse, Inc.	Evelyn Watters	Principal Executive Officer
0001665160-21-001595	1	WiTopia, Inc.	William Bullock	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000861	1	MUSTWATCH LLC	Chelinde Edouard	Principal Executive Officer
0001881847-21-000001	1	Kemble Berkshires, LLC	Orion Parrott	GP SEAF GP, Manager SEAF 1 Manager Kemble Berkshires LLC
0001670254-21-001008	1	Leveller Media, Inc.	Ryan Clarkson	Founder, Co-CEO & Director
0001665160-21-001593	1	WiTopia, Inc.	William Bullock	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001859717-21-000003	1	O'Hara Dev QOZF LLC	Joanna Bartholomew	Manager
0001670254-21-001005	1	Traq365 Corporation	Adam Rubenstein	CEO / Co-Founder
0001670254-21-001003	1	Arqlite SPC	Sebastian Sajoux	CEO
0001665160-21-001592	1	Atmos Home Inc.	Mark Lyle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-001001	1	Artificial General Intelligence Inc.	David J Kelley	Lead Scientist, Polymath, Founder
0001746059-21-000436	1	LOUDGIRLGOODIES LLC	Carolyn Alexander	Owner and Founder
0001665160-21-001591	1	Rumble Motors, Inc.	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001590	1	Big Derby Distilling Company	Jason Parker	President/Secretary
0001665160-21-001585	1	La Fayette Franchise, Inc.	Nicolas Billaud	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001584	1	OLLO Group, Inc.	William Howes	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001871405-21-000005	1	Basedrive LLC	Greg Commins	Chief Executive Officer
0001830917-21-000004	1	HighRes Labs, Inc.	Qiliang Wang by Sean Fuellhart POA	CEO
0001880829-21-000001	1	Animal Sun LLC	Steven Blake Alton	Managing Member
0001865239-21-000008	1	Three43 Inc.	John Lundholm	CEO
0001670254-21-000998	1	Pills2Me Inc.	Leslie Asanga	Founder & CEO
0001670254-21-001000	1	Viroment Equity, LLC	Paul Koenig	Chief Executive Officer
0001665160-21-001582	1	AdWallet Inc.	Adam Greenhood	CEO
0001879724-21-000003	1	Capsll, Inc	SAMIM SYED	COO
0001881146-21-000002	1	305 Fitness Inc	Sadie Kurzban	Founder & Chief Executive Officer
0001665160-21-001580	1	ChallengeHop, Inc.	Andrea Nerep	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000435	1	Star Estate Development Group	Paul Seres	Owner and CoFounder
0001746059-21-000434	1	Short Creek Farm LLC	Jeffrey Backer	LLC Member/Owner
0001851491-21-000006	1	AMASS BRANDS	Mark Lynn	Chief Executive Officer
0001851491-21-000005	1	AMASS BRANDS	Mark Lynn	Chief Executive Officer
0001867414-21-000001	1	Jinjoo Cosmetics, Inc.	Kevin Shin by Sean Fuellhart POA	President
0001670254-21-000997	1	Halcium Energy Inc.	Nicholas Hodges	Founder
0001665160-21-001579	1	Sustainable Imprints, Inc.	Rory Rubin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001881146-21-000001	1	305 Fitness Inc	Sadie Kurzban	Founder & Chief Executive Officer
0001665160-21-001577	1	StartEngine Capital LLC	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000995	1	Vocana, Inc.	Jim Knight	C.E.O. and Investor
0001754776-21-000004	1	Two Spirit LLC	Rob Garrett Smith	CEO
0001855137-21-000002	1	Spinster Sisters, Inc.	Kelly Perkins	CEO
0001864902-21-000005	1	FB Riverside II GP, LLC	Charles Schaffer	Control Member
0001746059-21-000433	1	Dragon Den & Dungeon Hall, LLC	Michael Carr	Owner and Founder
0001859312-21-000002	1	Panda Wish LLC	Mohammed Khonizi	CEO
0001670254-21-000994	1	Elite Amateur Fight League, Inc.	Jesse Nunez	Founder / Executive Producer, Marine Corps Veteran
0001880446-21-000001	1	Fresh Wind Catering LLC	Trina Williams	Owner
0001665160-21-001575	1	AdWallet Inc.	Adam Greenhood	CEO
0001665160-21-001573	1	Travelmate Robotics Inc.	Maximillian David Kovtun	President/Director
0001670254-21-000991	1	Pranos Inc	David Valverde Vargas	Founder & CEO
0001788777-21-000004	1	Capsll, Inc	SAMIM SYED	CFO
0001863720-21-000004	1	Correia Kadi Keikilani	Correia Kadi Keikilani	Director
0001670254-21-000988	1	Ridegrade Corp	Bankole Fagbemi	Chief Executive Officer
0001644600-21-000097	1	Janover Inc.	Blake Janover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001571	1	Promo Drone Inc.	Jamar Williams	CEO/Director
0001665160-21-001569	1	Thriviva, Inc.	Kenny Gregg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001780439-21-000015	1	Rockval Inc	Grant Gregory Weiss	CEO
0001811447-21-000003	1	Healthy Hip Hop, Inc.	Roy Scott	CEO
0001811447-21-000002	1	FT1 Inc.	Robert Garland	CEO
0001670254-21-000986	1	Minnesota Soccer Holdings GBC	Andrea Yoch	President and Co-Founder
0001852227-21-000001	1	Poppilu Inc.	Melanie Kahn	Chief Executive Officer
0001669191-21-000859	1	LiquidVineyards LLC	Pier Francesco Giacopelli	Principal Executive Officer
0001812129-21-000005	1	Toast! Supplements Inc	Sean O'Neill	President
0001867385-21-000003	1	Pip & Lola's Everything Homemade, LLC	Samantha Story-Camp	President
0001665160-21-001567	1	Parvus Capital Corp dba Terra Biotics	Jared Elliott	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001566	1	AgWiki, Inc.	Randy P. Krotz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001564	1	The Security Oracle Inc.	Charles Butler	CEO/Director
0001868502-21-000003	1	THRIVE TESTING & BIOSAFETY INC	Omid Shokraee	Attorney - in - Fact
0001634025-21-000008	1	PittMoss LLC	Brian Scott	CEO and Director
0001835812-21-000005	1	FullSkoop, Inc.	Siddharth Sadni	President
0001669191-21-000855	1	Puro Trader, Inc.	Pierre  Rogers	Principal Executive Officer
0001669191-21-000852	1	Northstar Technologies Group, Inc.	Paul Inglese	Principal Executive Officer
0001669191-21-000849	1	Targeted Shopping Solutions, Inc.	James Mulford	Principal Executive Officer
0001669191-21-000847	1	Harmonee, Inc.	Anthony Lewis	Principal Executive Officer
0001669191-21-000845	1	Talla Inc.	Francis Speiser	Principal Executive Officer
0001669191-21-000843	1	Proctor360 Inc.	Ganga Bathula	Principal Executive Officer
0001822801-21-000003	1	KhemoSafe Inc.	Louis M. Soto by Sean Fuellhart POA	CEO
0001790424-21-000004	1	GreenZone Pharms	Daniel Marlow by Sean Fuellhart POA	CEO
0001746059-21-000432	1	Your Cuisine Chef LLC	Herbert Mcknight	Owner and CoFounder
0001746059-21-000431	1	Clara B's LLC	Jodie Ferguson	Member-Manager
0001670254-21-000984	1	Vegan Mob, Inc	Toriano Gordon	Founder & CEO
0001669191-21-000840	1	Puro Trader, Inc	Pierre Rogers	CEO
0001880617-21-000001	1	San Francisco Community Land Trust, a California nonprofit public benefit Corp	John Keith Hennessy	President
0001670254-21-000983	1	Moonshot Junior, Inc	Alok Jain	Co-founder, CEO
0001866638-21-000002	1	Gaming Revolution for International Development Inc.	Mariam Nusrat	Chief Executive and President
0001670254-21-000978	1	Social Game Media Inc	Jonathan Wu	CEO
0001670254-21-000980	1	Arqlite SPC	Sebastian Sajoux	CEO
0001665160-21-001562	1	Alelo Inc.	W. Lewis Johnson	President, CEO, Chief Financial Officer, and Chairman of the Board
0001670254-21-000974	1	Beno, Inc.	Ivan Chew	COO
0001670254-21-000977	1	Arqlite SPC	Sebastian Sajoux	CEO
0001665160-21-001559	1	AI Incube Inc.	Eyal Amir	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001560	1	OTACA	Anthony Accetta	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001558	1	Argex Beverages Inc.	Mark Becker	CEO, Principal Executive Officer and Director, Renee Esebag - Principal Financial Officer and Principal Accounting Officer
0001665160-21-001556	1	FutureGen Technologies Inc.	Michael Letsky	CEO/CTO/CFO/COO/President
0001746059-21-000430	1	Wicked BOLD 2 LLC	Deric Cahill	Owner and Founder
0001665160-21-001554	1	Macvon, Inc.	Xing Zhang	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001213900-21-045618	1	AI Incube, Inc.	/s/ Eyal Amir	CEO
0001665160-21-001553	1	AtomBeam Technologies Inc.	Charles Yeomans	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001552	1	Macvon, Inc.	Xing Zhang	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001551	1	TIKI Inc.	Michael Audi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001865239-21-000007	1	Moonrock Property Management LLC	DeShon Swafford	CEO
0001865239-21-000006	1	Saltflix Inc	James Alford	CEO
0001665160-21-001548	1	Macvon, Inc.	Xing Zhang	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001865239-21-000005	1	Kismet Technologies LLC	Christina Drake	CEO
0001761537-21-000002	1	WAHI NUTRITION, INC.	Peter Blankenship	Co-Founder, President and a Director
0001865239-21-000004	1	Three43 Inc.	John Lundholm	CEO
0001879667-21-000002	1	CFO Services Group, Inc.	Manuel Cosme	President and CEO
0001665160-21-001546	1	Ounce Water, Inc.	Meghan Rossi	CEO, Principal Executive Office and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000839	1	Stomp Technique, Inc.	Hilary Joy  Diaz	Principal Executive Officer
0001669191-21-000837	1	Kazoo LLC	Peter  Goodman	Principal Executive Officer
0001669191-21-000835	1	HOPP Technologies, Inc.	Fabrice Allain	Principal Executive Officer
0001669191-21-000833	1	Adaptive Holdings, LLC	Kauffman Scott	Principal Executive Officer
0001722969-21-000007	1	Atlis Motor Vehicles Inc	Annie Pratt	President
0001746059-21-000429	1	RENN RESTAURANT GROUP, LLC	Corrinna Stum	Owner and Founder
0001746059-21-000428	1	South Shore Biotherapy, LLC	Adam Baiardi	Owner and Founder
0001665160-21-001543	1	Thriviva, Inc.	Kenny Gregg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001541	1	Praise Token, Inc.	Jesse Tevelow	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001875432-21-000003	1	Simple Bread Co LLC	Gabriel Peterson	President
0001670254-21-000970	1	Incoba LLC dba Dynaris	Alonzo C. Aylsworth	CEO, Managing Member
0001879667-21-000001	1	CFO Services Group, Inc.	Manuel Cosme	President and CEO
0001670254-21-000968	1	Securum Capsa, Inc.	Carlos Raphael	Founder & Inventor
0001746059-21-000427	1	Hot Dog Box Inc	Bobby McAfee-Leason	Owner and Founder
0001746059-21-000426	1	Upwardly Mobile Coffee, LLC	Matthew Broberg-Moffitt	Owner and Founder
0001746059-21-000425	1	Zash Valencia, LLC	Thomas Uehara	CEO
0001746059-21-000424	1	MetroNOME Brewery LLC	William Eddins	Owner and CoFounder
0001665160-21-001537	1	Smardii, Inc.	Sebastien Gaddini	Director and President
0001746059-21-000423	1	High Water Music, LLC	Jeremias Geigel	Owner and Founder
0001746059-21-000422	1	Black Turtle Coffee LLC	Selena Gabrielle	Owner and CoFounder
0001644600-21-000094	1	Vinsent, Inc.	Jacob Ner-David	Chief Executive Officer
0001670254-21-000967	1	HEREYOUGO TECHNOLOGIES INC.	Konstantin Maslennikov	CEO
0001613899-21-000002	1	Koolbridge Solar, Inc.	John Stephen Burnett	Chairman
0001876413-21-000003	1	ASSETCOIN CAPITAL FUND, LLC	Duane A. Quamina	Senior Managing Partner, President & CEO
0001878324-21-000001	1	RATD Productions LLC	Aaron Rench	CEO
0001856715-21-000003	1	Rojo's Famous Inc.	Robert J. Selfridge	President & CEO
0001665160-21-001533	1	Yubi Health, Inc.	Rahul Goyal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000831	1	Artificial Intelligence Economic Development Corporation	Leonard S.   Johnson Ph.D. student	Principal Executive Officer
0001670254-21-000964	1	MedWave Software Solutions, Inc.	Glenn Minervini-Zick	CFO
0001665160-21-001531	1	SoloQi Corp	Solo Avital	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000962	1	USARIUM INC	Aleh Manchuliantsau	Founder and CEO
0001833027-21-000001	1	RedSwan PC, INC	Edward Nwokedi	Founder & CEO
0001833112-21-000005	1	MicroSalt Inc.	/s/ Konrad Dabrowski	Treasurer, Secretary, and CFO
0001665160-21-001530	1	FuelGems, Inc.	Kirill Gichunts	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer for FuelGems Inc.
0001746059-21-000421	1	Wild Orchid Bakery LLC	Shelly Ann Storer	Owner and Founder
0001859079-21-000002	1	Royalty Partners: 1st Chair LLC	Martin Cernosek	Chief Investment Officer
0001670254-21-000960	1	OurBanc Corporation	David DWUMAH	Cofounder & CEO
0001665160-21-001529	1	Arc Footwear, Corp.	Sean Clarke	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000959	1	The Drivers Cooperative, Inc.	Erik Forman	President
0001665160-21-001527	1	TIKI Inc.	Michael Audi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001870693-21-000001	1	Grow Space Orange, Inc.	Robert Wolf by Sean Fuellhart POA	President
0001784785-21-000004	1	BRAKES TO GO, INC.	Randall C. Huntsinger	CEO
0001665160-21-001525	1	Innovative Eyewear Inc	Harrison Gross	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001843971-21-000006	1	Audubon Bioscience Co.	Rostyslav Semikov	CEO
0001665160-21-001524	1	College Coaching Network Inc.	Claude Harris	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001523	1	Hitch Hotel, Inc.	Geoff Patterson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principle Accounting Officer
0001644600-21-000091	1	ABR First Capital LLC	Frank Bashore	Chief Executive Officer
0001669191-21-000829	1	Transparent Path spc	Eric Weaver	CEO
0001669191-21-000828	1	Issuer Pixel, Inc	David Baker	Principal Executive Officer
0001817343-21-000004	1	Desert Cannalytix Inc.	Malorie La Fuente by Sean Fuellhart POA	CEO
0001666102-21-000015	1	Buff	By: jos daniel, without prejudice; UCC 1-308	CEO
0001857219-21-000002	1	Responsum Inc.	/s/ Andrew Rosenberg	Founder and CEO
0001665160-21-001520	1	College Coaching Network Inc.	Claude Harris	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001644600-21-000088	1	T Stamp Inc	Gareth Genner	Chief Executive Officer
0001670254-21-000958	1	King Equity Group Inc.	Byron Sullivan	Chief Compliance Officer
0001665160-21-001519	1	BLOCKCHAIN INSTITUTE OF TECHNOLOGY INC.	George Levy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001517	1	Capital Pipeline, Inc.	Stephanie Nelson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000420	1	Les Gourmands, LLC	Sylvain Chaillout	CEO
0001856027-21-000004	1	Huddle Works, Inc.	Michael Saloio	CEO
0001875534-21-000001	1	4BIDDENKNOWLEDGE, INC.	Billy Carson by Sean Fuellhart POA	CEO
0001665160-21-001516	1	BLOCKCHAIN INSTITUTE OF TECHNOLOGY INC.	George Levy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001515	1	Hardscoop Inc.	David Kirby	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-001512	1	Travelmate Robotics Inc.	Maximillian David Kovtun	President/Director
0001878048-21-000002	1	Unicore Real Estate Trust	Tianyuan Gu	CEO
0001665160-21-001509	1	NoBaked Co	Megan Feeman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001878048-21-000001	1	Buff	By: jos daniel, without prejudice; UCC 1-	CEO
0001665160-21-001508	1	GroGuru, Inc.	Patrick Henry	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000826	1	Acquire Skills and Knowledge Education Inc.	Ruth Nemire	Principal Executive Officer
0001860258-21-000005	1	Skyn by Chi LLC	Chiquita Zachery	President
0001856027-21-000003	1	Huddle Works, Inc.	Michael Saloio	CEO
0001780439-21-000014	1	Rockval Inc	Grant Gregory Weiss	CEO
0001746059-21-000419	1	Mama's Best Bakery, LLC	Diana Blaylock	Owner and Founder
0001856027-21-000002	1	Huddle Works, Inc.	Michael Saloio	CEO
0001669191-21-000824	1	The Tutelare Corporation	Rodney Reum	Principal Executive Officer
0001836102-21-000004	1	VidVod Media Inc	/s/ Neal Tiles	CEO
0001665160-21-001507	1	Streamlytics, Inc.	Angela Benton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000956	1	Zaiser Motors Inc.	Anthony Cross	Co-Founder / CEO
0001665160-21-001506	1	Kationx Corp	William J. Cox	CEO and Chairman and Corporate Secretary, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001879092-21-000001	1	Garrett Music Academy, LLC	Krista Garrett	Owner
0001665160-21-001505	1	CycleBoard, Inc.	Phillip LaBonty	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001830549-21-000003	1	Nickelytics, Inc.	Judah Longgrear	CEO
0001644600-21-000086	1	VIROMENT EQUITY LLC	Paul Koenig	Chief Executive Officer
0001594240-21-000001	1	PO CAMPO, LLC	Maria Boustead	CEO
0001862162-21-000007	1	GapNurse, Inc.	Kevin Lundy	Founder and CEO
0001665160-21-001503	1	GIFTWITH INC	Eshed Doni	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001862162-21-000006	1	GapNurse, Inc.	Kevin Lundy	Founder and CEO
0001644600-21-000084	1	Viroment Capital, LLC	Paul Koenig	Chief Executive Officer
0001746059-21-000418	1	Biscuit & Counter, LLC	Marlo Sandler	Owner and CoFounder
0001837420-21-000004	1	Passu, Inc.	Eugene Kim	CEO
0001837420-21-000003	1	Ayoba, Inc.	Wian van Blommestein	Director
0001767930-21-000003	1	Nuovo Properties LLC	Nicolas Ortega	Manager and Chief Executive Officer
0001670254-21-000954	1	DocPom Inc.	Allison Walsh	CEO at Agora
0001866645-21-000001	1	Waku Inc	Juan Giraldo	CEO & Director
0001746059-21-000417	1	701 Ops, Inc.	Shelby Terstriep	President
0001670254-21-000952	1	Soul Slice BC	Carla Dearing	Co-founder and CFO
0001819232-21-000004	1	WizHero LLC	Viorel Emilian Teodorescu by Sean Fuellhart POA	CEO
0001665160-21-001502	1	Jetson AI Inc.	Peter Peng	Chairman, Founder, CEO, Principal Executive Officer and Director,
0001862162-21-000004	1	GapNurse, Inc.	Kevin Lundy	Founder and CEO
0001665160-21-001501	1	Ubihere, Inc.	John Bair	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000950	1	ZiphyCare LLC	Rada Sumareva	CEO
0001670254-21-000949	1	Adaptogens, PBC	Lopa van der Mersch	Founder & CEO
0001767930-21-000001	1	Nuovo Properties LLC	Nicolas Ortega	Manager and Chief Executive Officer
0001670254-21-000947	1	Cycle Phones, Inc.	Adam Macdonald	Co-Founder & CEO
0001746059-21-000416	1	Tradesman Brewing Co. INC	Sara Gayle McConnell	VP Operations
0001746059-21-000415	1	Knox investment group LLC	Jeffrey Bryant	Owner and Founder
0001665160-21-001496	1	Vitamin Energy, Inc.	Rise Meguiar	CEO
0001746059-21-000414	1	Cultured Provisions, LLC	Tyler Steinbrenner	Owner and Founder
0001670254-21-000946	1	Sparrow Vision, Inc.	Joe Chin	Co-Founder & CEO
0001878785-21-000001	1	Colorado Manure Hauling Corp	Roger Whetstine	Owner
0001669191-21-000820	1	Novart Digital Inc.	Max Khan	Principal Executive Officer
0001665160-21-001491	1	Innovative Eyewear, Inc.	Harrison Gross	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000944	1	Jetopera, Inc	Andrei Tristan Evulet	CEO/CTO/Co-Founder
0001669191-21-000817	1	WWF Holdings, Inc.	Lonnie Johnson	Principal Executive Officer
0001665160-21-001489	1	Life Imaging Fla, Inc.	J. Thomas Graham,	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000413	1	Malcolm X Brothers, Inc.	Benjamin Hill	President
0001746059-21-000412	1	Earth, Wind & BOOKS LLC	Kimari Hodges	Owner and Founder
0001746059-21-000411	1	Imees Kitchen	Nicole Nassif	Owner and Founder
0001746059-21-000410	1	DJ's Cast Iron Burgers, LLC	Miguel Cardona	Owner and CoFounder
0001665160-21-001486	1	nVIAsoft Corporation	Bernard Garcia	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001857657-21-000002	1	Impact Infrastructure, Inc	John F. Williams, II	Chairman and CEO
0001834350-21-000009	1	Paybby Corp	Hassan Miah	Founder and CEO
0001848230-21-000001	1	Season Three Inc.	Adam Klein	Chief Executive Officer
0001670254-21-000942	1	Expert Dojo, Inc.	Brian Mac Mahon	Founder & CEO
0001861588-21-000004	1	Squaredeal App Inc.	Patrick Jones by Sean Fuellhart POA	CEO
0001670254-21-000939	1	Rila Inc.	Ben Bacal	Founder/CEO
0001857547-21-000001	1	Harmony Global Foods, LLC	Christine Gregory	Member/Manager
0001876524-21-000001	1	Viable Mining Inc	Joshua Lawch by Sean Fuellhart POA	VP
0001746059-21-000409	1	Zaahh, Inc.	Alexander Corsini	Founder and CEO
0001574863-21-000002	1	Drone Guarder, Inc.	Frank Igwealor by Sean Fuellhart POA	CEO
0001878418-21-000005	1	Barterr Inc.	Terrence Whaley	Founder and CEO
0001665160-21-001484	1	Naboso Technology, Inc.	Emily Splichal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000408	1	Marinas Cafe, LLC	Eric Roldan	Owner
0001670254-21-000936	1	Gamestar Interactive, Inc	Todd Young	Co-founder / COO
0001670254-21-000938	1	HEREYOUGO TECHNOLOGIES INC.	Konstantin Maslennikov	CEO
0001802405-21-000006	1	Curastory Inc.	Tiffany Kelly	CEO & Director
0001670254-21-000935	1	Bamboo Ecologic Corp	Troy Carter	Chief Strategy Officer
0001878162-21-000002	1	We ChipN, Inc.	Marcus Allen	Founder and CEO
0001821120-21-000001	1	Temple I, LLC	Philip Michael	CEO of NYCE Companies, Inc., Manager
0001877762-21-000002	1	Alchemy Springs Partners, LLC	Anne Nickel Cannady	As the Manager of, Mountain Lion Ventures LLC, the Manager
0001746059-21-000407	1	Zaahh, Inc.	Alexander Corsini	Founder and CEO
0001669191-21-000815	1	Kazoo LLC	Peter  Goodman	Principal Executive Officer
0001670254-21-000933	1	Petri Bio Inc.	Shu Li	Co-Founder and CEO
0001746059-21-000406	1	Pure Grind Fitness, LLC	Demarta Johnson	Owner
